id,source,translation
1,一九九三年的那个冬天，对我来说最重要的事，是我爸爸回来了，就在我妈结婚前的那个星期。,"The most important event for me in the winter of 1993 was the return of my father, just a week before my mother's wedding."
2,十二月的一个下午，他到学校来找我。,"One afternoon in December, he came to the school to find me."
3,我一路飞奔向大门口，隔着铁栏杆远远地看到他站在外面抽烟。,"I ran all the way to the front gate, and through the iron bars, I could see him standing outside, smoking."
4,身上穿着一件黑色长风衣，竖起的领子遮住了半张脸。,"He was wearing a black trench coat, half his face obscured by an upright collar."
5,不知道为什么，连他的样子也没有看清，就觉得他过得似乎很不好。,"I don't know why, but even though I didn't get a good look at him, I got the impression that he was not doing well."
6,我的心一酸，眼泪掉了出来。,"My heart ached, and tears fell from my eyes."
7,我没想过我妈妈会有再婚的念头。,I had never thought that my mother would consider remarrying.
8,或许潜意识里，我觉得她应该因为我爸爸的离开而一直痛苦下去，就像我一样。,"Perhaps subconsciously, I thought she should keep suffering because of my father's departure, just like me."
9,况且，我觉得她缺少那种找到幸福的能力。,"Besides, I feel that she lacks the ability to find happiness."
10,事实也许的确如此，可是幸福有能力找到她。,"Perhaps this is indeed the case, but happiness has the ability to find her."
11,不是吗，作为一个美人，根本不必那么辛苦，她什么都不用做，只要站在原地就好了。,"Isn't that right? Being a beauty, she doesn't have to work so hard. She doesn't have to do anything, just stand in her place would be enough."
12,我还记得，那一年的冬天特别长，四月过了一半，迎春花还没有开。,"I still remember, the winter of that year was particularly long, and even halfway through April, the spring blooms had not yet opened."
13,父母离婚的事，令你的情绪很消沉。,Your parents' divorce has left you feeling very depressed.
14,我们好久都没有什么新游戏了，一到傍晚就百无脚赖地坐在死人塔的房顶上。,"We haven't had any new games for a long time. Every evening, we would listlessly sit on the rooftop of the Dead Man's Tower."
15,院子里散落的那些身体部件中，又多了几只胳膊。,"Among the body parts scattered in the yard, there were a few more arms added."
16,我们用钩子把它们拨到一起，摆成了一个千手观音。,We used hooks to gather them together and arranged them into a Thousand-Hand Guanyin.
17,我爸爸其实对做生意一窍不通，只是去投奔一个并不相熟的表哥。,"Actually, my dad knows nothing about doing business. He only went to seek support from a cousin he wasn't close to."
18,我奶奶有个妹妹，早年去了北京，后来在那里结婚生子。,"My grandmother had a sister who moved to Beijing at a young age, where she later got married and had children."
19,这个表哥是她家的长子，在整个家族里，一直作为一个异类存在。,"This cousin is the eldest son in her family, who has always been considered an outsider within the entire family."
20,刚才你说每个人都有一个起运的时间，人生好像忽然套上了缰绳。,"You said just now that everyone has a time when their luck begins, as if life has suddenly been reined in."
21,我的应该是在八岁。,I think I was eight years old.
22,那年秋天，爸爸离开济南，一个人去了北京。,"That autumn, Dad left Jinan and went to Beijing alone."
23,从那以后，我就再也没有家了。,"From then on, I had no home anymore."
24,我并不打算赴约。,I have no intention of keeping the appointment.
25,不管是因为什么，我想我们都没有再见面的必要了。,"No matter the reason, I don't think we need to see each other again."
26,我坐在沙发上一支一支地抽烟，天色越来越暗，门突然笃笃地敲响了。,"I sat on the sofa, chain-smoking. It was getting darker and darker when suddenly, there was a knock at the door."
27,送,Deliver
28,水的男孩扛着水桶站在门囗，说是给西郊的一户人家送水去了。,"The boy carrying the water bucket stood at the door, saying that he was off to deliver water to a household in the western suburbs."
29,他戴着一顶脏兮兮的灰色毛线帽子，神情恍惚。,"He wore a dirty, grey woolen hat, his expression dazed."
30,我们的谈话进行得很艰难。,Our conversation was very difficult.
31,每次陷入沉默，我都觉得心脏受到压迫，只想快点结束这次见面。,"Every time we fell into silence, I felt my heart was being oppressed and just wanted to end the meeting quickly."
32,你似乎有所察觉，但还在努力寻找话题。,"You seem to have noticed something, but you are still striving to find a topic to discuss."
33,茶冷下去，屋子里的白雾已经散尽，你终于起身告辞。,"The tea had cooled down, the white fog in the room had completely dissipated, and you finally got up to leave."
34,我刚关上门，感觉松了一囗气，门铃又响了。,"I had just closed the door, letting out a sigh of relief, when the doorbell rang again."
35,你站在门囗，请我晚些到小白楼来。,"You stood at the door, asking me to come to the small white building later."
36,我还没有来得及推辞，你已经走出了楼洞。,"Before I had a chance to refuse, you had already left the building."
37,我走到厨房关掉炉子。,I went to the kitchen and turned off the stove.
38,水已经蒸发了半壶，整个房间弥漫在白雾里。,"Half a pot of water had already evaporated, filling the entire room with white mist."
