id,source,translation
1,"Alles zu vergessen, ist gewiss schlimm.",すべてを忘れることは確かにひどいことです。
2,"Noch schlimmer ist, nichts zu vergessen, wird doch jedes Wissen erst durch Vergessen erzeugt.",忘れることはさらに悪いですが、すべての知識は忘れることによって初めて生み出されます。
3,"Wenn alles unterschiedslos gespeichert ist, wie auf den elektrische Energie verbrauchenden Datenspeichern, verliert es seine Bedeutung und wird zu einer ungeordneten Ansammlung unbrauchbarer Information.",すべてが電力を消費するデータストレージのように無差別に保存されると、それは意味を失い、使いもしない情報の乱雑な集まりになります。
4,"Ein Gedächtnis, das alles bewahrte, bewahrte im Grunde nichts.",すべてを保存する記憶は、実際には何も保存しませんでした。
5,"Jene Kalifornierin, die sich ohne Mnemotechnik jeden einzelnen Tag seit dem 5.",そのカリフォルニア人の女性は、5日以来、メモリ技術なしで毎日を生きていると言っていました。
6,"Februar 1980 vergegenwärtigen kann, ist gefangen im Echoraum ihrer fortwährend auf sie einstürzenden Erinnerungen — eine Wiedergängerin jenes attischen Feldherrn Themistokles, der jeden einzelnen Bürger seiner Heimatstadt mit Namen zu nennen wusste und der dem Mnemoniker Simonides ausrichten ließ, eher begehre er die Kunst des Vergessens als die des Gedächtnisses zu erlernen: ""Auch was ich nicht in der Erinnerung behalten will, das behalte ich; was ich jedoch vergessen will, das kann ich nicht vergessen"".",1980年2月、彼女は彼女に押し寄せる連続する思い出のエコーチェンバーに捕らわれている - アテナイの将軍Themistoklesの亡霊、彼は故郷市のそれぞれの市民を名前で呼ぶことができたとされ、Mnemoniker Simonidesに伝えた。「忘却術よりも記憶術を習得した方が好ましい」と。『私は思い出として覚えておきたくないものまでも覚えておく』。
7,"Eine Vergessenskunst ist aber ein Ding der Unmöglichkeit, weil alle Zeichen Anwesenheiten darstellen, selbst wenn sie auf Abwesenheiten verweisen.",忘れる技は不可能なものですが、すべての印は存在を表していて、欠席を指し示していてもです。
8,"Beinahe jeden, den im Römischen Reich der Bann der damnatio memoriae traf, behaupten die Enzyklopädien mit Namen zu kennen.",百科事典によると、ローマ帝国で「damnatio memoriae」の影響を受けたほぼすべての人物は名前を知っていると主張されています。
9,"Der Freitod erscheint vielleicht als die radikalste Maßnahme, über die Ungewissheit der Zukunft zu triumphieren, freilich zum Preis einer verkürzten Existenz.",自殺は、将来の不確実性に打ち勝つための最も根本的な手段として思われるかもしれませんが、それは短くされた存在を犠牲にする代償です。
10,"Es wird berichtet, dass zu den Geschenken jener indischen Gesandtschaft, die Augustus einst auf der Insel Samos empfing, nicht nur ein Tiger und ein armloser Jüngling, der seine Füße wie Hände zu benutzen wusste, gehörten, sondern auch ein Mann namens Zarmaros aus der Kaste der Brahmanen, der sein Leben selbst zu beenden gedachte, gerade weil es so verlaufen sei wie gewünscht.",アウグストゥスがかつてサモス島で受けたインドの使節団の贈り物には、ただトラや手足を利用する能力のある怪奇な少年だけでなく、ブラフマンのカースト出身であるザルマロスという男も含まれていたと報告されています。彼は望んだ通りに人生が進んだために、自ら命を絶つことを考えていました。
11,"Um sicherzustellen, dass ihm nicht doch noch etwas Unvorhergesehenes zustieß, sprang er in Athen lachend, nackt und gesalbt ins Feuer, verbrannte zweifellos qualvoll bei lebendigem Leib und ging mit der Inszenierung seines selbstbestimmten Todes in die Geschichte ein, wenn auch nur als kuriose Anekdote in einem Band jener einst achtzig Bücher umfassenden Römischen Geschichte des Cassius Dio, dessen Inhalt zufällig überliefert wurde.",予期せぬ事故が起きないように確認するため、彼はアテネで笑って裸になり、そして塗られて火の中に飛び込んだ。彼は明らかに生きたまま苦痛を伴って焼かれ、自己決定的な死の演出で歴史に名を残しました。しかしカシウス・ディオのローマ史の一巻の中で、偶然保存された内容として、それは奇妙な逸話としてだけ記録されました。
12,"Letztlich ist alles, was noch da ist, schlichtweg das, was übrig geblieben ist.",最終的に残っているものは、単純に残されたものです。
13,"Am Leben zu sein bedeutet, Verluste zu erfahren.",生きていることは、損失を経験することを意味します。
14,"Die Frage, was wohl werden wird, dürfte kaum jünger sein als die Menschheit selbst, besteht doch eine so unabdingbare wie beunruhigende Eigenschaft der Zukunft darin, dass sie sich der Vorhersehbarkeit entzieht und damit auch Zeitpunkt und Umstände des Todes im Dunkeln lässt.",「どうなるだろう」と思いますが、その質問はおそらく人類自身よりも古いと言えるでしょう。なぜなら未来の不可避かつ心配な特性の一つに、予測不可能さがあり、それによって死亡の時期や状況も暗闇に包まれるからです。
15,"Wer kennt nicht den Abwehrzauber des süßbittren Vorausleidens, den fatalen Drang, das Befürchtete durch gedankliche Vorwegnahme verhindern zu wollen?",誰もが、甘い苦味を伴う先行苦痛の防御魔法を知らないだろうか？恐れられるものを思考的に予期することで阻もうとする致命的な衝動です。
16,"Man ahnt die Verheerungen voraus, imaginiert mögliche Katastrophen und wähnt sich so vor bösen Überraschungen gefeit.",悲劇を予感し、可能な災害を想像し、邪悪な驚きから身を守るための対策があると思われます。
17,"In der Antike versprachen die Träume Trost, sagten die Griechen ihnen doch nach, sie verhießen, Orakeln gleich, das Kommende und nähmen somit der Zukunft zwar nicht das Unabänderliche, wohl aber den Schrecken des Unerwarteten.",古代では夢は慰めを与えるものとして誓い、ギリシャ人たちはそれについて言いました。彼らは夢が予言のように未来を約束し、それによって将来の不変ではなくても、予想外の恐怖を取り除くと述べました。
18,Nicht wenige nehmen sich aus Angst vor dem Tod das Leben.,死を恐れて、自殺する人も少なくありません。
19,"Vielfältig sind die Strategien, Vergangenes festzuhalten und dem Vergessen Einhalt zu gebieten.",過去を保持し、忘却を防ぐための戦略は多岐にわたる。
20,"Traut man der Überlieferung, steht am Anfang unserer Geschichtsschreibung eine Reihe vernichtender Kriege zwischen Persern und Griechen und am Beginn der heute beinahe vergessenen Gedächtniskunst ein Unglück mit vielen Toten:",伝承に従うと、我々の歴史記述の始まりには、ペルシャ人とギリシャ人の間で連続的な破壊的な戦争があり、そして今日ではほとんど忘れられてしまった記憶術の始まりには多くの死者を出した不幸があります。
21,"Es war in Thessalien, wo im frühen vorchristlichen 5.",それはギリシャのテッサリアで、紀元前5世紀の初めに起きました。
22,"Jahrhundert ein einstürzendes Haus eine ganze Festtagsgesellschaft unter sich begrub und es dem einzigen Uberlebenden, dem Dichter Simonides von Keos, dank seines geschulten Gedächtnisses gelang, das zerstörte Gebäude im Geiste erneut zu betreten und die Sitzordnung der Gäste aufzurufen, woraufhin sich die von den Trümmern entstellten Leichen identifizieren ließen.",17世紀に、倒壊した家が祝祭の参加者一人を含むまま一群を埋めてしまいました。この状況下において、唯一の生存者であるケオス島出身の詩人シモニデスが鍛えられた記憶力によって破壊された建物を再び心の中で歩き、客席の座り方を呼び起こした。その結果、残された遺体は廃墟から身元がわかりました。
23,"Es gehört zu den zahlreichen Paradoxien, die dem Entweder-oder von Tod und Leben innewohnen, dass, indem der Verstorbene als etwas unwiederbringlich Verlorenes benannt wird, sich die Trauer über seinen Verlust zugleich verdoppelt und halbiert, wohingegen das im Unklaren liegende Schicksal eines Vermissten oder Verschollenen die Angehörigen in einem diffusen Alptraum aus banger Hoffnung und verwehrter Trauer gefangenhält, der sowohl Aufarbeitung als auch Weiterleben verhindert.",死と生の「いずれかにするか」に内在する多くの逆説の一つとして、亡くなった人物が永遠に失われたものと命名されることで、その喪失を悲しむ気持ちは同時に倍増し、半分になります。一方、行方不明または消息不明の人物の未定な運命は、関係者を懸念と拒絶された喪失感から成る不明瞭な悪夢に捕らえており、解決も生き続けることも阻害します。
24,"Die Zäsur des Todes ist der Ausgangspunkt von Erbe und Erinnerung und die Totenklage die Quelle jeder Kultur, mit der man die nun klaffende Leerstelle, die plötzliche Stille mit Gesängen, Gebeten und Geschichten füllt, in denen das Abwesende noch einmal verlebendigt wird.",死の区切りは遺産と記憶の出発点であり、喪の嘆きはあらゆる文化の源泉であり、現在空き地になったその場所を再び生かすために歌や祈り、物語が満たされます。
25,"Wie eine Hohlform lässt die Erfahrung des Verlusts die Umrisse dessen, was zu beklagen ist, hervortreten, und nicht selten verwandelt es sich im verklärenden Licht der Trauer zu einem Objekt der Begierde, oder wie es ein Heidelberger Professor für Zoologie im Vorwort eines Bändchens der Neuen Brehm-Bücherei formuliert: ""Es scheint zu den rational kaum fassbaren Eigenschaften des westlichen Menschen zu gehören, dass er Verlorenes höher bewertet als noch Bestehendes, anders ist die merkwürdige Faszination nicht zu erklären, die seither vom Beutelwolf ausgeht.""",喪失の経験は、悲しむ価値のあるものを浮かび上がらせ、ときには喪失の光に照らされて欲望の対象に変わる、まるで空洞な形状のようです。前述したニューブレム文庫（新版ブレム図書館）シリーズの一冊で述べられていたように、「亡くなったものよりまだ存在するものを高く評価する」という西洋人特有で理性的に捉え難い性質と関連しており、その以来オオカミ化け物（Beutelwolf）から発せられる奇妙な魅力を説明する他ありません。
26,"Unstrittig ist, dass der Tod und das mit ihm einhergehende Problem, wie mit der plötzlichen Abwesenheit eines Menschen bei gleichzeitiger Anwesenheit seiner Hinterlassenschaften, vom Leichnam bis zum herrenlosen Hab und Gut, umzugehen ist, im Laufe der Zeit Antworten gefordert und Handlungen provoziert hat, deren Bedeutung ihren bloßen Zweck übersteigen und unsere frühen Ahnen aus der Sphäre des Animalischen in die des Menschlichen treten ließ.",死とそれに伴う問題、つまり人の突然の不在と同時に残された遺産、死体から無主財産まで、どのように対処すべきかは、時間の経過と共に答えを求め、意味を超える行動を引き起こしました。これらの行動は単なる目的以上の意味を持ち、私たちの初期祖先が動物的な範疇から人間性へと進む契機となりました。
27,"Die sterblichen Reste von Artgenossen nicht einfach den natürlichen Zersetzungprozessen zu überantworten, gilt gemeinhin als eine Eigenart des Menschen, obwohl sich vergleichbares Verhalten auch bei anderen höheren Tieren beobachten lässt:",同種の遺骸を単に自然分解のプロセスに委ねることは、一般的には人間の特徴とされていますが、他の高次動物でも類似した行動が見られます。
28,"So versammeln sich Elefanten beispielsweise um ein sterbendes Herdenmitglied, berühren es stundenlang mit dem Rüssel, trompeten dabei aufgebracht und versuchen oft noch, den leblosen Körper wieder aufzurichten, ehe sie den Leichnam schließlich mit Erde und Zweigen bedecken.",例えば、象は死にゆく群れの仲間の周りに集まり、数時間にわたって鼻で触れ合いながら興奮して鳴き、しばしば無気力な体を再び起こそうとします。最終的に彼らは死体を土と枝で覆います。
29,"Auch werden jene Sterbe-Orte von ihnen noch Jahre später regelmäßig aufgesucht, wozu es zweifellos eines guten Gedächtnisses, womöglich sogar gewisser Jenseitsvorstellungen bedarf, die wir uns nicht weniger phantastisch als die unsrigen und ebenso unverifizierbar vorstellen dürfen.",また、彼らは死の場所を数年後も定期的に訪れるでしょう。それには確かに良い記憶力、そしておそらく私たちのような幻想的で検証できない程度と同じくらい謎めいた来世の考えが必要です。
