id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho jest teraz mężatką, kupiła używany dom jednorodzinny w swojej rodzinnej okolicy i często spotyka się tam ze swoimi przyjaciółmi."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Choć czasami pracy dorywczej uważam za uciążliwą, to jest to moja jedyna styczność ze światem poza sklepem. To cenne doświadczenie wymiany z rówieśnikami - „normalnymi” kobietami w wieku trzydziestu lat, więc staram się zawsze odpowiadać na zaproszenia Miho."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Tego dnia, jak zwykle, ja, Miho, Yukari z jej małym dzieckiem i Satsuki - mimo że jest mężatką nie miała jeszcze dzieci - spotkałyśmy się w domu Miho na herbatę przynosząc ze sobą ciasto."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,"Wtedy, po raz pierwszy stałem się częścią świata."
5,私は、今、自分が生まれたと思った。,"Pomyślałam, że właśnie teraz się narodziłam."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,Tego dnia urodziłem się jako prawidłowy element tego świata.
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem, pracowałem w parze, ćwicząc obsługę fikcyjnych klientów z naszymi pracownikami."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Uśmiechając się, patrząc w oczy ""klientowi"" i kiwając głową, pakowanie produktów higienicznych do papierowych torebek, oddzielanie ciepłych rzeczy od zimnych, dezynfekcja rąk alkoholem po zamówieniu jedzenia typu fast food."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"Miałem w kasie prawdziwe pieniądze, by przyzwyczaić się do obchodzenia z nimi, ale na paragonie było wyraźnie napisane ""trening"", a po drugiej stronie stał koledzy z pracy ubrani tak samo jak ja - wydawało się to nieco jak zabawa w sklep."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moja młodsza o dwa lata siostra była „normalnym” dzieckiem, w przeciwieństwie do mnie. Mimo to, nie unikała mnie, wręcz przeciwnie – darzyła mnie uczuciem."
11,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Gdy moja siostra została zbesztana przez matkę za coś normalnego, co było inne niż w moim przypadku, podszedłem do matki i zapytałem: ""Dlaczego się gniewasz?"""
12,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Kiedy skończyła pouczać mnie za to, że zadałam matce pytanie, moja siostra zawsze mi dziękowała, jakby myślała, że stanęłam w jej obronie."
13,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"Nigdy nie wykazywałam większego zainteresowania zabawkami czy słodyczami, więc często dawałam je mojej młodszej siostrze."
14,そのため、妹はいつも私についてまわっていた。,Dlatego moja młodsza siostra zawsze chodziła za mną.
15,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Tato uwielbia szaszłyki, więc dziś to ugotujmy i zjemy"" - powtarzam wyraźniej, zastanawiając się, czy poprzednio dobrze mnie usłyszeli. Mama wygląda na przerażoną, a obok siedząca mama innego dziecka zdaje się być równie zaskoczona - jej oczy, nozdrza i usta otworzyły się na raz."
16,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"Jego twarz była tak dziwna, że prawie się śmiałam, ale zobaczyłam, jak intensywnie patrzy na moje ręce i zrozumiałam, że jedna nie wystarczy."
17,「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。,"""Czy powinnam wziąć więcej?"" Rzuciwszy okiem na kilka wróbli spacerujących obok siebie, moja matka nagle wróciła do rzeczywistości i krzyknęła desperacko: ""Keiko!"" w tonie nagany."
