id,source,translation
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka rozmawiała z salonu śniadaniowego, poza moim polem widzenia."
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.","Podobał mi się ten pokój bardzo, z jego długim dębowym stołem i szklanymi ścianami po trzech stronach."
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Przez szklane ściany można było dostrzec jasne migotanie jeziora, a światło słoneczne przenikało przez poruszające się gałęzie starodawnego wierzby, która zacieniała dom."
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system rachunkowości, wykres na ścianie."
5,There were merits and demerits.,Były zalety i wady.
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Za zasługę uważano skutecznie przeprowadzoną obrazę, za demerit akt, który powinien przynieść upokorzenie."
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Juicy dostała pochwały za ślinienie się do drinków bez wykrycia, podczas gdy Low dostał naganę za podlizywanie się ojcu."
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nie swoje — pochodzenie Lowa było dobrze strzeżoną tajemnicą.
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,"Ale zauważono go, jak pytał faceta o łysinie męskiego typu o poradę dotyczącą garderoby."
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musimy było ukryć bieg, jednak w przypadku wydawania naszej pośpiech nas nie zdradził, więc bardziej rzeczą prawdziwą jest, że wyślizgnęliśmy się cicho."
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Kiedy jeden z moich rodziców się pojawił, moja technika polegała na udawaniu, że dostrzegłem kogoś w sąsiednim pokoju."
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Poruszaj się naturalnie w stronę tego wytworu mojej wyobraźni, robiąc zdeterminowaną minę."
13,Go through the door.,Przejdź przez drzwi.
14,And fade away.,I zniknąć.
15,"As the evenings wore on, some parents got it into their heads to dance.","Kiedy wieczory trwały, niektórzy rodzice wpadli na pomysł, żeby potańczyć."
16,A flash of life would move their lumpen bodies.,Migot życia poruszyłby ich niezgrabne ciała.
17,Sad spectacle.,Smutny widok.
18,"They flopped, blasting their old-time music.","Spadły, rozpętały swoją staromodną muzykę."
19,"""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","""Uderzaj w brzdęk, uderzaj w brzdęk, uderzaj w brzdęk z bejsbolową pałką, oh yeah."""
20,Later the talk grew louder.,Później rozmowa stała się coraz głośniejsza.
21,"Freed of our influence, some of them emitted sudden, harsh barks.","Zwolnieni spod naszego wpływu, niektóre z nich wydawały gwałtowne, ostre szczeknięcia."
22,"Apparently, laughing.","Oczywiście, że tak."
23,"From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried.","Z okalającego ganek, z bambusowymi pochodniami i zwisającym paprociem oraz huśtawkami na porcie, połamałymi fotelami i niebieskimi lampami owadobójczymi, niosły się śmiechy."
24,"We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat.","Słyszeliśmy ich z domków na drzewach i kortów tenisowych, a także z pola uli, którymi w ciągu dnia opiekowała się sąsiadka. Mówiła coś pod szyją swojego kapelusza pszczelarskiego."
25,"We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Słyszeliśmy ich zza pękniętych szyb rozpadającej się szklarni albo na chłodnej czarnej wodzie jeziora, gdzie dryfowaliśmy o północy w samej bieliznie."
26,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months.","WIELKI DOM został zbudowany przez rabusiów feudalnych w XIX wieku, pałacowy rezydencja na zielone miesiące."
27,"Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky.","Nasi rodzice, te tak zwane autorytety, przechadzali się po jego pokojach w niejasnych okrążeniach pod szerokimi belkami, ich cele niejasne."
28,And of no general interest.,I nie ma żadnego powszechnego zainteresowania.
29,The lady urinated.,Pani oddała mocz.
30,"""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother.","""O, biedne staruszko, ma nerwowy pęcherz!"" wykrzyknęła pulchna matka."
31,"""Is that a Persian rug?""",— Czy to perski dywan?
32,Whose mother was it? Unclear.,Czyja to była matka? Niejasne.
33,"No one would cop to it, of course.","Nikt by się do tego nie przyznał, oczywiście."
34,We canceled the performance.,Odwołaliśmy przedstawienie.
35,"""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out.","- Przyznaj się, że to była twoja matka - powiedział chłopak o imieniu Rafe do dziewczynki o imieniu Sukey, gdy rodzice wyszli."
36,"Some of their goblets, highball glasses, and beer bottles were completely empty.","Niektóre z ich kieliszków, szklanek highball i butelek piwa były zupełnie puste."
37,Drained.,Odpompowany.
38,"Those parents were in a hurry, then.",Ci rodzice byli wtedy pośpieszni.
39,"""No way,"" said Sukey firmly, and shook her head.",— Nie ma mowy — stanowczo powiedziała Sukey i potrząsnęła głową.
40,"""Then who is your mother?",— Więc kim jest twoja matka?
41,The one with the big ass?,Ten ze sporym tyłkiem?
42,"Or the one with the clubfoot?""","Czy ten z wadą stopy?"""
43,"""Neither,"" said Sukey.","— Ani to, ani tamto — powiedział Sukey."
44,"""So fuck you.""",— Więc wal się.
45,"One dog got makeup applied to its face, lipstick and blue eye shadow.",Jednemu psu nałożono makijaż na twarz: pomadkę i niebieski cień do powiek.
46,"It was a white-faced dog, so the makeup showed up well.","Był to pies o bladym pyszczku, więc charakteryzacja dobrze się prezentowała."
47,We liked to have an impact.,Chcieliśmy mieć wpływ.
48,"When we were done, the lipstick went back into some mother's Fendi handbag.","Kiedy skończyliśmy, szminka wróciła do jakiejś Fendiowej torebki mamy."
49,"We watched her apply it, unaware.","Obserwowaliśmy, jak ją stosuje, nieświadomi."
50,That was satisfying.,To było satysfakcjonujące.
51,"We put the dogs in a play and invited the parents, since there was no one else to be an audience.","Wprowadziliśmy psy do sztuki i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być publicznością."
52,But the pets were poorly trained and failed to take direction.,Ale zwierzęta były źle wyszkolone i nie potrafiły nauczyć się poleceń.
53,There were two soldiers and a fancy lady we'd dressed in a frilly padded bra.,"Było dwóch żołnierzy i fantazyjna dama, którą ubraliśmy w falbaniaste, usztywniane staniki."
54,The soldiers were cowards.,Żołnierze byli tchórzami.
55,"Deserters, basically.","Dezerterzy, w zasadzie."
56,They ran away when we issued the battle cry.,"Uciekli, gdy wydaliśmy okrzyk bojowy."
57,(A blaring klaxon.,(Podniesiony klakson.
58,It went hoh-onk.),(Szła hoh-onk.)
59,Even the smallest canoe could take us down to the ocean.,Nawet najmniejsza kanu mogłaby nas zabrać do oceanu.
60,"We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth.","Przeprawilibyśmy się przez jezioro, przez bagno, w dół strumienia i dotarlibyśmy do ujścia rzeki."
61,Where the water met the sky.,Gdzie woda spotykała się z niebem.
62,"We'd run along the beach on a salt breeze, leaving our boats on the sand.","Biegliśmy wzdłuż plaży na słonym wietrze, zostawiając nasze łodzie na piasku."
