id,source,translation
1,«Лжешь»! подумал я.,「嘘つきだ」と、私は思った。
2,"Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей.",キーホルダーや小指のリングは、一片のパンのための手紙とはしっくり来なかった。そしてカムィシェヴの顔には、僅かに感じられる雲が通り過ぎ、それは経験豊富な目によって捉えられるもので、滅多に嘘をつかない人々の顔にだけ見られるものだった。
3,Какой сюжет вашей повести? спросил я.,「あなたの物語の筋は何ですか？」と私は尋ねました。
4,Сюжет.,プロット。
5,Как бы вам сказать?,あなたにどう言えばいいでしょうか。
6,Сюжет не новый.,物語は新しくない。
7,"Любовь, убийство.",愛、殺人。
8,"Да вы прочтете, увидите.",あなたが読みますと、ご覧になります。
9,«Из записок судебного следователя».,「検察官のメモから」
10,Камышев вскинул на меня своими добрыми глазами и тихо засмеялся.,カミーシェフはその優しい瞳で私を見上げ、静かに笑った。
11,Надоедная служба.,うんざりする仕事。
12,"Служил-служил, махнул рукой и бросил.",働き続けていたが、とうとう振り返って投げ出した。
13,"Занятий у меня теперь нет, есть почти нечего.",今、私にはもうやることがない、殆ど食べるものもない。
14,"И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение.",そして、私の作品の価値を無視してそれを掲載するなら、ただの親切以上のことをしてくれることになります。
15,Вы поможете мне.,あなたは私を助けてくれます。
16,"Газета не богадельня, не странно-приимный дом.",新聞は慈善施設でも、避難所でもありません。
17,"Я это знаю, но.",それは知っているけど、
18,уж вы будьте так добры.,どうか、ご親切に。
19,Очень рад.,とても嬉しいです。
20,Чем могу быть полезен?,どうお手伝いできますか？
21,"Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами:",「新人クラスに参加したいという方は、」彼は訴えるような目で床を見つめながら続けた。
22,"Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.",あなたの新聞に掲載したい小さな話を持ってきました。
23,"Я вам откровенно скажу, г. редактор: написал я свою повесть не для авторской славы и не для звуков сладких.",正直に言います、編集者様、私は作品を書いたのは名声や美しい響きを求めてではありません。
24,Для этих хороших вещей я уже постарел.,そういった素晴らしいものには、自分はもう歳をとりすぎてしまっている。
