id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho jest teraz mężatką, kupiła używany dom jednorodzinny w swoim rodzinnym mieście i często spotyka się tam ze swoimi przyjaciółmi."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Chociaż czasami przeraża mnie myśl, że jutro muszę iść do pracy, to jest to mój jedyny punkt kontaktu ze światem poza sklepem spożywczym. Jest to także cenna okazja do kontaków z ""normalnymi trzydziestolatkami"". Dlatego staram się odpowiadać na zaproszenia Miho."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dziś ja, Miho, Yukari z małym dzieckiem i Satsuki, która jest zamężna, ale jeszcze nie ma dzieci, spotkałyśmy się w domu Miho na herbatę z ciastem przywiezionym przez nas wszystkie."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,Wtedy po raz pierwszy mogłem stać się częścią świata.
5,私は、今、自分が生まれたと思った。,"Pomyślałam, że właśnie się narodziłam."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Tego dnia na pewno urodził się prawdziwy ja, jako normalna część świata."
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem, ćwiczyliśmy nieustannie w parach, z pracownikami jako naszymi klientami, skierowani do wyimaginowanych gości."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Uśmiechać się i kłaniać, patrząc klientowi w oczy, wkładać produkty higieniczne do papierowej torby, oddzielać gorące jedzenie od zimnego, dezynfekować ręce alkoholem po złożeniu zamówienia na fast food."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W kasie były prawdziwe pieniądze, aby przyzwyczaić się do obsługi, ale na paragonie wyraźnie napisano „szkolenie”, a po drugiej stronie stołu stał kolega z pracy w tym samym mundurze, co sprawiało wrażenie zabawy w sklep."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moja młodsza o dwa lata siostra była ""normalnym"" dzieckiem, inaczej niż ja. Ale to nie znaczy, że trzymała mnie na dystans - wręcz przeciwnie, darzyła mnie szczególnym uczuciem."
11,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Kiedy moja siostra była karana przez matkę za coś normalnego, różniące się od mojego zachowania, podeszłam do matki i zapytałam: ""Dlaczego jesteś zła?"""
12,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Kiedy skończyło się pouczanie kiedy zapytałam matkę, siostra zawsze mówiła mi ""dziekuje"", myśląc, że obroniłam ją."
13,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"Nie będąc zbyt zainteresowanym słodyczami i zabawkami, często oddawałem je mojej młodszej siostrze."
14,そのため、妹はいつも私についてまわっていた。,Dlatego moja młodsza siostra zawsze chodziła za mną.
15,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Tato, lubisz przecież szaszłyki, więc zróbmy je dzisiaj"" - kiedy powtórzyłem to głośniej i wyraźniej, mama wyglądała na przerażoną. Kobieta siedząca obok nas również wydawała się zaskoczona - jej oczy, nozdrza i usta otworzyły się jednocześnie ze zdumieniem."
16,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"Chciałam się zaśmiać na widok jego dziwnej miny, ale zauważyłam, że patrzy na to, co mam w rękach i pomyślałam, że jedna sztuka mu nie wystarczy."
17,「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。,"""Mam przynieść więcej?"" Rzuciła okiem na wróbla przechadzającego się obok, a potem w końcu doszło do niej, co zrobiła. Moja matka krzyknęła desperacko: ""Keiko!"" tak, jakby jej ganić."
18,「小鳥さんはね、お墓をつくって埋めてあげよう。,"""Zróbmy grobek dla ptaszka i go pochowajmy."""
19,ほら、皆も泣いてるよ。,"Patrz, wszyscy też płaczą."
20,お友達が死んじゃって寂しいね。,"Smutno, kiedy umiera przyjaciel, prawda?"
