id,source,translation
1,"Alles zu vergessen, ist gewiss schlimm.",すべてを忘れることは確かに悪いです。
2,"Noch schlimmer ist, nichts zu vergessen, wird doch jedes Wissen erst durch Vergessen erzeugt.",忘れることなく何もしないほうがさらに悪いですが、すべての知識は忘却によって生み出されます。
3,"Wenn alles unterschiedslos gespeichert ist, wie auf den elektrische Energie verbrauchenden Datenspeichern, verliert es seine Bedeutung und wird zu einer ungeordneten Ansammlung unbrauchbarer Information.",すべてが電力を消費するデータストレージのように均一に保存されている場合、それは意味を失い、使い物にならない情報の無秩序な集まりとなります。
4,"Ein Gedächtnis, das alles bewahrte, bewahrte im Grunde nichts.",すべてを覚えている記憶は、実際には何も保持していなかった。
5,"Jene Kalifornierin, die sich ohne Mnemotechnik jeden einzelnen Tag seit dem 5.",5日以降、記憶術を使わずに毎日続けてきたあのカリフォルニア人女性
6,"Februar 1980 vergegenwärtigen kann, ist gefangen im Echoraum ihrer fortwährend auf sie einstürzenden Erinnerungen — eine Wiedergängerin jenes attischen Feldherrn Themistokles, der jeden einzelnen Bürger seiner Heimatstadt mit Namen zu nennen wusste und der dem Mnemoniker Simonides ausrichten ließ, eher begehre er die Kunst des Vergessens als die des Gedächtnisses zu erlernen: ""Auch was ich nicht in der Erinnerung behalten will, das behalte ich; was ich jedoch vergessen will, das kann ich nicht vergessen"".",1980年2月を回想できるものは、彼女自身が絶えず迫り来る思い出のエコールームに閉じ込められている――あるアッティカの将軍、テミストクレスの亡霊です。彼は故郷市内のすべての市民の名前を知っており、メモラビリアルブローカー（記憶屋）シモニデスに伝えたことがあります。そこでは、「私が記憶しなければならないものを忘れ、私が忘れたいものは決して忘れない」と述べています。
7,"Eine Vergessenskunst ist aber ein Ding der Unmöglichkeit, weil alle Zeichen Anwesenheiten darstellen, selbst wenn sie auf Abwesenheiten verweisen.",忘却の技術というものは不可能なことです。なぜなら、すべてのシンボルは存在を示しており、それらが不在を指す場合でもです。
8,"Beinahe jeden, den im Römischen Reich der Bann der damnatio memoriae traf, behaupten die Enzyklopädien mit Namen zu kennen.",ローマ帝国の記憶の抹消の破滅に襲われたほとんどすべての人物は、百科事典に名前を示されていると主張されています。
9,"Der Freitod erscheint vielleicht als die radikalste Maßnahme, über die Ungewissheit der Zukunft zu triumphieren, freilich zum Preis einer verkürzten Existenz.",自殺は、将来の不確実性に打ち勝つための最も過激な手段の一つとして考えられるかもしれませんが、短く切り詰められた存在を買って出なければなりません。
10,"Es wird berichtet, dass zu den Geschenken jener indischen Gesandtschaft, die Augustus einst auf der Insel Samos empfing, nicht nur ein Tiger und ein armloser Jüngling, der seine Füße wie Hände zu benutzen wusste, gehörten, sondern auch ein Mann namens Zarmaros aus der Kaste der Brahmanen, der sein Leben selbst zu beenden gedachte, gerade weil es so verlaufen sei wie gewünscht.",アウグストゥスがかつてサモス島で受け入れたあるインドの使節団の贈り物に、トラや手足のない若者が含まれていたと伝えられています。さらに、ブラフマンカースト出身のザルマロスという男も含まれており、彼は自分自身の命を終わろうと考えていました。それは望んだ通りに進んでいったからです。
