id,source,translation
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes.",夜明け前に雲の塊は黒く燃え、地平線は古く錆びたシルエットの漂流物で散らばっていた。
2,They were alone.,彼らは一人ぼっちだった。
3,"Chemtrails, the farmer had said to Alec, early on their walk.",ケムトレイル、農夫はアレックに向かって早い段階で彼らの散歩中に言った。
4,"Other than this, he had been silent.",これ以外では、彼は黙っていた。
5,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth.",五十フィート先、野原は新たに耕された茶色い土壌に変わり、不均一な地表には至る所で盛り土が形成されていた。
6,Chalky rocks littered the plot in every direction.,白亜の岩が、あらゆる方向に散乱していた。
7,Each step in this place was as muddy and wet as the last.,この場所の一歩一歩は、前回のものと同じくらい泥だらけで湿っていた。
8,"Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",さらに、細い金属のフェンスが土地の境界を示しており、羊がかつて突破しようとした場所でフェンスのワイヤーは毛玉で飾られ、まるで妖精の光のようだった。
9,He swatted another fly away from his face.,彼はもう一匹のハエを顔から追い払った。
10,"No, the farmer said.",いや、農夫は言った。
11,I'm a vegetarian.,私はベジタリアンです。
12,Really?,本当に？
13,"My wife tried doing that a few years back, and.",私の妻が数年前にそれを試みました、そして。
14,"No, the farmer said, and the conversation died.",いや、農夫は言った。そして会話は途絶えた。
15,"The world was still dark, even if only for a little while.",世界はまだ暗闇で、たとえほんの少しの間でも。
16,The sun was almost free.,太陽はほとんど自由だった。
17,The day had almost begun.,その日がほとんど始まった。
18,"They're selling up to live with family, so she says.",彼らは家族と一緒に住むために売却している、彼女がそう言っていました。
19,"I think I saw them in town a few times, Alec said.",「町で数回、彼らを見たと思う」とアレックは言った。
20,"They were almost at the water tank, at the smile.",彼らはほぼ水槽に到達し、微笑を浮かべていた。
21,Were they the ones who made those wagon wheels?,彼らがその馬車の車輪を作ったのですか？
22,"They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose.",彼らはソーセージの肉を一種の井戸に混ぜ、シナモンスワールの一種と言えますね。
23,It's delicious.,それは美味しいです。
24,Did you ever try one?,あなたは一度試したことがありますか？
25,"Jean's moving out, the farmer said.",ジーンが引っ越すんだ、農夫は言った。
26,Did you know?,知っていましたか？
27,Who?,誰？
28,Jean.,ジャン。
29,"The lady who lives down the lane, the farmer said, frowning.",レーンの向こうに住んでいる女性、と農夫はしかめっ面で言った。
