id,source,translation
1,«Лжешь»! подумал я.,「嘘つきだ」と、私は思った。
2,"Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей.",キーホルダーや小指のリングは、パン切れのための手紙とはあまり合わない感じがした。しかもカミシェフの顔にはちょっと目立たない、しかし経験者の目には感じ取れる雲が通り過ぎた。それは稀にしか嘘をつかない人々の顔にだけ見られるものだ。
3,Какой сюжет вашей повести? спросил я.,あなたの小説の筋立ては何ですか？と私は尋ねました。
4,Сюжет.,プロット。
5,Как бы вам сказать?,どう言えばいいでしょうか？
6,Сюжет не новый.,筋立ては新しくない。
7,"Любовь, убийство.",愛、殺人。
8,"Да вы прочтете, увидите.",あなたが読んでみれば、わかるでしょう。
9,«Из записок судебного следователя».,「捜査官のメモから」
10,Камышев вскинул на меня своими добрыми глазами и тихо засмеялся.,カミシェフは、親切な目で私を見上げて、静かに笑った。
11,Надоедная служба.,うんざりする仕事。
12,"Служил-служил, махнул рукой и бросил.",仕えて、仕えて、手を振って、投げ出した。
13,"Занятий у меня теперь нет, есть почти нечего.",今は何もすることがなく、ほとんど食べ物もありません。
14,"И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение.",そして、私の長所を無視して、私の話を印刷するならば、あなたは私に対して恩恵以上のものを与えるでしょう。
15,Вы поможете мне.,あなたは私を助けてくれるでしょう。
16,"Газета не богадельня, не странно-приимный дом.",新聞は修道院でもなければ、保護施設でもない。
17,"Я это знаю, но.",それは知っていますが、しかし。
18,уж вы будьте так добры.,どうか、お願いします。
19,Очень рад.,とても嬉しいです。
20,Чем могу быть полезен?,何かお手伝いできることはありますか？
21,"Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами:",始めての村に入りたいと思っている人は、その願望を込めた眼で床を見つめながら話し続けていた。
22,"Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.",私はあなたの新聞で印刷したいと思っている小さな話を持ってきました。
23,"Я вам откровенно скажу, г. редактор: написал я свою повесть не для авторской славы и не для звуков сладких.",「正直に言います、編集長殿：自分の短編を書いたのは作者としての名誉や美しい音色のためではありません。」
24,Для этих хороших вещей я уже постарел.,それらの素晴らしいことには、私はもう歳をとりすぎています。
25,Вступаю же на путь авторский просто из меркантильных побуждений.,したがって、私は単に商業的な動機から作家の道に進む。
26,Заработать хочется.,稼ぎたい。
27,Я теперь решительно никаких не имею занятий.,今、私は本当に何もやることがありません。
28,"Был, знаете ли, судебным следователем в С-м уезде, прослужил пять с лишком лет, но ни капитала не нажил, ни невинности не сохранил.",「彼は、ご存知のように、S県で裁判調査官を務めていました。5年以上務めたにもかかわらず、資産を築くこともなく、無実を保つこともありませんでした。」
29,"«Как, однако, он много говорит!» подумал я, протягивая руку к перу и тем давая знать, что мне некогда.",「彼はとにかくおしゃべりだな」と私は思い、手をペンに伸ばし、そうすることで私が忙しいことを示した。
30,(Уж больно надоели мне тогда посетители!),（あのときの訪問者が、ほんとうに厄介でした！）
31,Я отниму у вас одну только минуту! продолжал мой герой извиняющимся голосом.,「ごめんなさい、あなたの一分だけ頂きます！」と、私の主人公は謝罪の声で続けました。
32,Но прежде всего позвольте представиться.,しかし、何よりもまず、自己紹介させていただきます。
33,"Кандидат прав Иван Петрович Камышев, бывший судебный следователь.",法学の候補者、イヴァン・ペトロヴィチ・カムイシェフ、元刑事捜査官。
34,"К пишущим людям не имею чести принадлежать, но, тем не менее, явился к вам с чисто писательскими целями.",私は書き手に数えられる人々の中には属していませんが、しかし、純粋な執筆目的であなたのところへ来ました。
35,"Перед вами стоит желающий попасть в начинающие, несмотря на свои под сорок.",「あなたの前にいるのは、私が40歳近くであるにもかかわらず初級クラスに参加したがっている人物です。」
36,"Но лучше поздно, чем никогда.",しかし、遅いよりはましだ。
37,"Войдя ко мне в кабинет, он сконфузился.",私のオフィスに入ってきた彼は、戸惑っていた。
38,"Его нежную, чуткую натуру, вероятно, шокировал мой нахмуренный, недовольный вид.",彼の優しく敏感な性格は、私のしかめっ面と不満げな態度におそらく衝撃を受けたでしょう。
39,"Извините, ради бога!",どうかお許しを、神のために！
40,"начал он мягким, сочным баритоном.",彼は、やわらかで豊かなバリトンの声で話し始めた。
41,Я врываюсь к вам не в урочное время и заставляю вас делать для меня исключение.,私は決まった時間でないにもかかわらずあなたのところに突撃し、私のために例外を作らせています。
42,Вы так заняты!,あなたはとても忙しいですね！
