id,source,translation
1,Беспредельный морской шум не прекращался ни на минуту.,The endless sound of the sea did not stop for a minute.
2,"Он набегал длинными волнами, то усиливаясь, то затихая.","It came in long waves, sometimes growing stronger and then subsiding."
3,"И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи.","And the wind would start rustling in the bare trees, and then fall silent, just like me, listening to the flow of the night."
4,"Но он не уходил, он был здесь.","But he didn't leave, he was here."
5,Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа.,I knew it by the smell of wet pebbles and the barely discernible trembling of a lonely plane tree leaf.
6,"Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом.","I noticed this stubborn gray leaf during the day, but now at night it seemed to me like a small living creature, my only wakeful friend."
7,"Изредка из тьмы, из города, доносились ружейные выстрелы.","Occasionally, gunshots could be heard coming from the darkness, from the city."
8,После каждого выстрела долго лаяли собаки.,Dogs barked for a long time after each shot.
9,Потом далеко в море мелькнул тусклый огонь и погас.,Then a dim light flickered in the distance at sea and went out.
10,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств.","He made us look at these things more closely and for longer than we usually do, and to discover in them many qualities that were previously unnoticed."
11,"Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца.","So, the pitted yellow stone had many small sea shells firmly embedded in it, and there were still a few flowers left on the broom bushes; they sat on their straight, sturdy stems like soaked and shriveled golden butterflies, patiently waiting for the sun."
12,"Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени.",But it very rarely emerged from the fog as a blurred white spot and gave neither warmth nor shadow.
13,"Под единственным старым платаном с лимонными пятнами на стволе валялись листья, как бы вырезанные из тусклого зеленого бархата.","Under the only old plane tree with lemon spots on its trunk, leaves lay strewn about, as if cut out of dull green velvet."
14,"По чугунной калитке вереницей бежали муравьи, сносили в свои подземные житницы последние запасы на зиму, а под якорной цепью жила маленькая робкая жаба.","Ants ran in a line through the cast-iron gate, carrying the last supplies for winter into their underground granaries, and beneath the anchor chain lived a small timid frog."
15,Ночью на другом берегу реки кто-то начал махать фонарем и протяжно кричать.,"At night, on the opposite bank of the river, someone began waving a lantern and shouting loudly."
16,Я вышел с дядей,I went out with my uncle.
17,Илько на берег.,Ilko on the shore.
18,Река ревела.,The river roared.
19,Вода шла через греблю холодным водопадом.,The water flowed through the dam as a cold waterfall.
20,"Ночь стояла поздняя, глухая, ни единой звезды не было над головой.","The night was late, silent, and there was not a single star above."
21,"В лицо дуло дикой свежестью разлива, оттаявшей земли.",The face was blown into by the wild freshness of the melting earth.
22,"И все время кто-то махал на том берегу фонарем и кричал, но слов за шумом реки нельзя было разобрать.","And all the while someone was waving a lantern on the other side and shouting, but the words couldn't be distinguished over the noise of the river."
23,"Когда гроб вынесли на крыльцо, я увидел на том берегу реки старую коляску, распряженных и привязанных к ней лошадей и маленькую женщину в черном маму.","When they carried the coffin out onto the porch, I saw an old carriage on the other side of the river, with horses unhitched and tied to it, and a little woman in mourning clothes."
24,Она стояла неподвижно на берегу.,She stood motionless on the shore.
25,"Она видела оттуда, как выносили отца.",She saw from there how they carried out father.
26,Потом она опустилась на колени и упала головой на песок.,Then she knelt down and dropped her head onto the sand.
27,"Нет, отвечал дед.","No, Grandfather answered."
28,"Это верно, не виделись.","It is true, we haven't seen each other."
29,Остап начал слепнуть.,Ostap began to go blind.
30,"Надумал он дойти тогда до Петербурга, чтобы увидеть ту женщину, пока он еще не совсем ослеп.",He planned to go to Petersburg at that time in order to see that woman before he was completely blind.
31,"Дошел он до царской столицы и узнал, что она умерла, мабудь, не выдержала разлуки.","He reached the capital and learned that she had died, probably unable to bear the separation."
32,"Нашел Остап на кладбище ее могилу из белого мрамора-камня, глянул, и сердце у него сорвалось на камне лежала его железная роза.","Ostap found her grave made of white marble stone in the cemetery, looked at it, and his heart skipped a beat - his iron rose was lying on the stone."
33,Завещала та женщина положить розу на ее могилу.,That woman instructed to place a rose on her grave.
34,Навеки.,Forever.
35,"А Остап начал лирничать и, мабудь, так и помер на шляху или на базаре под возом.",And Ostap started playing the lyre and probably died on the road or at the market under a wagon.
36,Аминь!,Amen!
