Source,GoogleTranslate,human1,human2
Waldheim hirtelen megdöbbenve nézett rá.,Waldheim looked at him in sudden shock.,Waldheim suddenly looked at him in surprise.,Waldheim looked at him with a start.
- A sátánnak csak a gonoszok fölött van hatalma.,"""Satan has power over the wicked only.""",“But devils have power only over the wicked.”,Satan will take me.” “Satan has power only over the wicked.”
(Ford.: Szabó Lőrinc),(Translated by Lőrinc Szabó),VII,Chapter 7
"- Azért nem is kerested, ugye? Pedig talán csak a kezedet kellett volna kinyújtani. De most még egy sanszod van. Ide hallgass. Te, azt hiszem, megtaláltam Ervint.","- You didn't look for it, did you? And maybe you should have just reached out. But now you have another chance. Listen here. You, I think I found Ervin.","“So you didn’t try, right? Even though perhaps all you had to do was stretch out your hand. But now you’ve another chance. Listen to this. I think I’ve traced Ervin.”","“So you didn’t even bother, is that it? All you had to do was to reach out your hand. There’s still a chance. Listen to me. I think I may have found Ervin.”"
"Meg kellene még nézni sok olasz várost, azok bizonyára még sok mindent rejtegetnek. Elhatározta, hogy írni fog haza, és pénzt kér.","There are still many Italian cities to see, they certainly have a lot to hide. He was determined to write home and ask for money.",He still had so many Italian cities to see. They would surely have so much for him to discover. He decided to write home and ask for money.,"There were so many Italian cities left to see, cities shrouded in great mysteries. He made up his mind to write home and ask for money."
- Hogy lehet az?,- How can it be?,“How was that?”,“How can that be?”
"- Apámtól nem maradt egyéb rám, mint hogy félek a pokoltól - mondta mosolyogva.","""My father left me with nothing but fear of hell,"" he said with a smile.","“The only thing I inherited from my father,” he said with a smile, “was the fear of damnation.”","“All I got from my father was a healthy respect for hellfire damnation,” he said with a grin."
"Az idő lejárt. Mihály meggyógyult, és el kellett hagynia a kórházat. A rab, mikor húsz évi fogság után kiengedik, érezheti magát ilyen mindentől elszakadtnak és ilyen céltalannak, mint Mihály, amikor kis poggyászával - mert nem volt más tulajdona, mint amit Perugiában igen takarékosan összevásárolt szökése napján - végighaladt Foligno alacsony házai közt.","Time's up. Michael recovered and had to leave the hospital. The prisoner, when released after twenty years in captivity, may feel as detached and as pointless as Michael when he passed through the low houses of Foligno with his small luggage — because he had no property other than what he bought very sparingly in Perugia on the day of his escape.","HIS TIME was up. Mihály was well again and due to leave the hospital. No thief released after twenty years’ prison could have felt more cut off from everything, or more devoid of purpose, than Mihály did when, with his little suitcase (his only possessions were the few frugal purchases he had put together on the day of his escape) he made his solitary way between the low-roofed houses of Foligno.","It was time. Mihály recovered and had to leave the hospital. Even an inmate, once he’s allowed to go free after twenty years’ imprisonment, would feel as disconnected from everything and as aimless as Mihály felt with his puny satchel packed with all his earthly possessions, cheap odds and ends he’d scrambled to buy in Perugia on the day of his escape. It was in this state that he lumbered along the strangely-built squat houses of Foligno."
"Bementek a szobába, Vannina körülnézett, és azt kérdezte:","They went into the room, Vannina looked around and asked:","They went into the room. Vannina looked round, and asked:",Vannina looked around and asked if the signora was home.
"- A Pater Prior jósága révén abban a szerencsés helyzetben vagyok, hogy megkínálhatlak egy kis borral - mondta Ervin. Mihályban most tudatosodott az az enyhe idegenszerűség, ahogy Ervin beszélt. Hiszen annyi éve nem beszélt már magyarul... - Mindjárt be is töltök. Jól fog esni neked a hosszú út után.","""Because of the goodness of Pater Prior, I'm in the fortunate position of offering you some wine,"" Ervin said. Michael was now aware of the slight alienation that Ervin had spoken. You haven't spoken Hungarian in so many years ... - I'll fill it in soon. It will be good for you after a long journey.","“Thanks to the goodness of Pater Prior we are in the happy situation of being able to offer a little wine,” said Ervin. Mihály was struck by the peculiar way he spoke. No doubt he hadn’t spoken Hungarian for so many years … “Now for a drink. I’ll pour you some straight away. It’ll do you good to take something after the long walk.”","“Thanks to Father Prior’s generosity, I have the good fortune of being able to offer you a little wine,” said Ervin. Mihály sensed something peculiar about Ervin’s speech. It was obvious he hadn’t spoken Hungarian for years. “Here,” Ervin said, “let me fill your glass. It will do you good after your long journey.”"
