Source,GoogleTranslate,human1,human2
Místo hostinského odpověděl Švejk:,"Instead of the innkeeper, Švejk replied:","Instead of Palivec, Švejk answered:",Schweik replied for the landlord :
"A také to dál neumím,” vzdychl Švejk. „Znám ještě první slo ­ ku z ,Kde domov můj' a potom ,Jenerál Windischgrätz a vo­jenští páni od východu slunce vojnu započali' a ještě pár ta­kových národních písniček jako ,Zachovej nám, Hospodine' a ,Když jsme táhli k Jaroměři' a ,Tisíckrát pozdravujeme Tebe'...”","And I can't do it anymore, ""Švejk sighed. ""I know the first word from 'Where is my home' and then 'General Windischgrätz and the military lords since the war started the war' and a few other national songs like 'Keep us' Lord' and 'When we marched to Jaroměř' and 'A Thousand Times' we greet you '...'","“And I don’t know the rest of this one either,” sighed Švejk. “But, I do know the first stanza of ‘Where My Home Is,’ the Czech anthem. Also, I know ‘General Windishgrätz and the military lords started a war at sunrise,’ and a couple of other national folk songs like ‘Preserve us, Lord God,’ and ‘When we marched to Jaromer,’ and ‘A thousand times we hail Thee Virgin Mary.......’","""And that's all I know of that one, too,"" sighed Schweik. "" But besides that I know the first verse of 'Where Is My Home?' and 'General Windischgratz and All His Commanders Started the Battle at the Break of Day' and a few of the old popular favourites like 'Lord Preserve Us' and 'Hail We Greet Thee with Thousand Greetings'. . ."""
"Nastala zajímavá rozprava mezi Švejkem a komisí. Švejk tvrdil, že učinil tu poznámku, obávaje se, aby si nemyslili, že před nimi skrývá svůj jazyk.","There was an interesting debate between Švejk and the commission. Schweik claimed to have made the remark, fearing they might not think he was hiding his tongue from them.",This prompted an interesting discourse between Švejk and the commission. Švejk claimed that he made the remark because he feared they would think that he was hiding his tongue from them.,There ensued an interesting colloquy between Schweik and the commission. Schweik asserted that he had made that statement because he was afraid they might think he was hiding his tongue from them.
"„To máte,” řekl Švejk s upřímností jemu vrozenou; „po tom, co se stalo, musíte mít zničenou pověst na celý život, poněvadž až to budou číst v novinách, ještě vaši známí k tomu něco přidají. To se tak vždy dělá, ale z toho si nic nedělejte. Lidí, kteří mají zničenou a zkaženou pověst, je ve světě aspoň desetkrát tolik než těch s čistou pověstí. To je pouhá a pranepatrná maličkost.”","""You have it,"" Schweik said with the sincerity innate to him; ""After what happened, you have to have a ruined reputation for life, because when they read it in the paper, your acquaintances will add something to it. That's always done, but don't do anything about it. There are at least ten times as many people in the world who have a ruined and corrupt reputation than those with a clear reputation. That's just a small thing. ""","“It sure is,” Švejk said with his native sincerity. “After what has happened, your reputation must certainly be ruined for life. Because, when the people you know read about this in the newspaper, they will add more to the story. That’s the way it’s always done, but you shouldn’t let it bother you. The number of people who have ruined or damaged reputations in this world is at least 10 times the number of those with clean reputations. That’s just the way it is.”","""That it is,"" said Schweik, with his native frankness, ""after what's happened you're bound to have a ruined reputation for the rest of your life, because when your friends read about it in the papers, they'll add to it. That's the way it always happens, but don't you take it to heart. There's at least ten times more people with ruined and damaged reputations than those with a clean record. That's a mere fleabite."""
"Potom pustil se do kritiky jednotlivých známých bojů a objevil novou španělskou vesnici, že ze všech stran obklo­pený oddíl musí se vzdát.",He then criticized the various known battles and discovered a new Spanish village that the party surrounded on all sides must surrender.,"He then delved into a critique of all the currently known battles individually. He said he had discovered a military El Dorado: that a platoon, when it is besieged on all sides, must indeed surrender.","He then plunged into a criticism of the various fighting operations, and made the sensational discovery that a detachment which is entirely surrounded has to surrender."
"Žvanilka řekla ještě několik podobných hloupostí a bylo vidět, že je odhodlána nepustit polního kuráta, který však zcela negalantně se poroučel.","Žvanilka said a few more stupid things and it was clear that she was determined not to let go of the field curate, who, however, commanded himself quite negligently.","This motor-mouth kept spewing similar idiocies. It was apparent to Otto Katz that she was determined not to let him go. So, he excused himself bluntly and without elegance.","She continued to drivel in this way and she evidently meant to stick to the Chaplain, who, however, took his leave in a most ungallant spirit."
"Švejk prohlásil, že neměl se státem co dělat, ale že jednou měl na ošetřování slabé štěně bernardýna, které krmil vojen­skými suchary, a že také chcíplo.","Schweik said that he had nothing to do with the state, but that he once had a weak Bernardine puppy to feed him, which he fed military biscuits, and that he also wanted to.","Švejk declared that he had nothing to do with the state. However, he said he had once cared for a St. Bernard puppy in a weak state, and fed it military biscuits. But, as he recalled, the puppy had croaked anyway.","Then he asked Schweik what he thought about this. Schweik announced that it had nothing to do with the country, but that once he had to look after a weak St. Bernard puppy which he had fed with army biscuits and it had died."
"Posledního slova nadporučík Lukáš nezaslechl, a bylo přece tak důležité. „Kousala ta potvora o všechno pryč,” chtěl ještě jednou opakovat Švejk, ale nakonec si pomyslil: „Co je vlast­ně nadporučíkovi do toho. Chce psa, tak ho dostane.”","Lieutenant Lukáš did not hear the last word, and it was so important. ""The monster was biting away,"" Schweik wanted to repeat once more, but in the end he thought, ""What's up with the lieutenant? He wants a dog, so he gets it. ”","Senior Lieutenant Lukáš didn’t really catch that last word. Yet, it was so important. The sonofabitch was biting everything like there was no tomorrow. Švejk wanted to repeat it one more time. But, in the end, he thought to himself: “What business is it of the Lieutenant’s, really? He wants a dog, so I’ll get him one.”","Lieutenant Lukash did not hear the last few words, and yet they were very important. "" The brute bites for all he's worth,"" was what Schweik was going to add, but then he thought: ""What's it matter to him? He wants a dog, and he'll get one."""
"Odešla však za týden, poněvadž nemohla se smířit s myš­lenkou, že má nadporučík kromě ní ještě asi kolem dvaceti jiných milenek, což zanechalo jisté stopy ve výkonnosti ušlechtilého samce v uniformě.","However, she left in a week, as she could not accept the idea that the lieutenant had about twenty other mistresses besides her, which left some traces in the performance of the noble male in uniform.","However, she left a week later, because she couldn’t reconcile herself to the thought that the Senior Lieutenant had about 20 other lovers, besides her. They all had evidently left certain imprints on the performance of the noble stud in uniform.",Lieutenant Lukash also carried on an extensive correspondence.
"Jestli v případě Švejkově došlo k úplné shodě mezi těmi protivopoložnými vědeckými tábory, dá se to vysvětliti čistě jedině tím ohromujícím dojmem, který na celou komisi učinil Švejk, když vstoupiv v síň, kde měl být prozkoumán jeho du­ševní stav, vykřikl, zpozorovav na stěně visící obraz rakous­kého mocnáře: „Ať žije, pánové, císař František Josef I.!”","If, in the case of Schweik, there was a complete agreement between the anti-military camps, this could only be explained by the astonishing impression that Schweik made on the whole commission when he entered the hall where his mental condition was to be examined, he shouted, noticing the wall hanging. image of the Austrian monarch: ""Long live, gentlemen, Emperor Francis Joseph I.!""","However, in Švejk’s case, an absolute agreement arose quickly among these diametrically opposed scientific camps. It can only be explained by the stunning impression Švejk made on the whole commission. When he entered the room, he noticed a picture of the Austrian monarch hanging on the wall and immediately yelled out: “Gentlemen, long live the Emperor! Franz Josef the First!”","If in the case of Schweik a complete agreement was reached between these diametrically opposed scientific camps, this can be explained simply and solely by the overwhelming impression produced upon them by Schweik who, on entering the room where his state of mind was to be examined and observing a picture of the Austrian ruler hanging on the wall, shouted : ""Gentlemen, long live our Emperor, Franz Josef the First."""
