Source,GoogleTranslate,human1,human2
"Všechno to lezlo do štábního vagónu, ale četař zařval maďarsky na muže se slepicí a s ženou, aby zůstali dole.","It all climbed into the staff car, but the sergeant shouted in Hungarian at the man with the hen and the woman to stay down.","Lieutenant Dub wavered and said that he had asked for Schweik to be punished in the broader sense of the term and that perhaps Schweik was not capable of expressing himself properly and his answers only seemed to be impudent, insulting and lacking in respect toward his superiors.","The whole lot was crawling into the staff car, but the Staff Sergeant hollered in Hungarian at the man with the hen and the woman to stay below."
"„Buďte ubezpečenej, pane obrlajtnant,“ řekl Švejk, „že to bude všechno v pořádku, poněvadž já mám moc rád zakázaný věci, poněvadž jsem se vždycky octnul v něčem zakázaným, aniž bych byl vo tom věděl bejval. Jednou v karlínskejch kasárnách nám zakázali…“","""Rest assured, Lieutenant,"" said Schweik, ""that it will be all right, for I like forbidden things very much, for I have always found myself in something forbidden, without knowing it. Once in the Karlín barracks we were banned… ""","""Don't you worry, sir,"" said Schweik. ""That'll be all right, because I'm very fond of things that ain't allowed and I've been mixed up in lots of things like that without even knowing about it. Why, once when we were in barracks at Prague we was told not to -""","“Rest assured, Senior Lieutenant, Sir,” said Švejk, “that it will all be alright because I very much like forbidden things, because I have always found myself in something forbidden without me having even known about it. Once, in the Karlín garrison they forbade us . . .”"
"„Ukažte, co ještě máte, kadete Bieglere, mne strašně zajímá vaše činnost,“ s ironií řekl hejtman Ságner, „jaký sešitek zastrčil jste za blůzu?“","""Show me what else you have, Cadet Biegler. I'm very interested in your activities,"" said Captain Ságner with irony, ""what booklet did you put in your blouse?""","""Let's see what else you've got. Your doings interest me enormously,"" he said with a touch of irony. ""What's that notebook you're hiding under your tunic?""","Captain Ságner led Cadet Biegler to the window. “Show what else you have, Cadet Biegler, I am terribly interested in your activity,” said Captain Ságner with irony, “What little notebook did you stuff under your blouse?”"
"bei Semlin schlug man das Lager,","at Semlin Schlug man das Lager,",For he had opened Lieutenant Lukash's box and was gobbling up his last roll.,"As the bridge was built so one could with artillery pieces and wagons freely pass the Danube stream, near Semlin they broke camp, to chase all the Serbs away . . ."
"„Ty vole,“ zabásnil si Švejk.","""Dude,"" Schweik said.","No obstacle, soldiers, is too great for you to overcome.","“No shit, you ox,” Švejk struck up poetically."
"„To je ale svinstvo od regimentu,“ řekl nadporučík Lukáš, „pustit nás takhle bídně do světa.“","""But that's crap from the regiment,"" said Lieutenant Luke, ""to let us into the world so miserably.""","Captain Sagner, who, as a regular officer, loathed all reserve officers, reminded Lieutenant Dub that proceedings of the kind which he was suggesting could be carried out only through the orderly room and not by any slapdash methods as if it were a case of haggling with a street hawker about the price of potatoes.","“But now that is a swine filth deed by the Regiment,” said Senior Lieutenant Lukáš, “to let us loose into the world so miserably.”"
Drahá ženo!,Dear woman!,,Dear wife!
"Potom se zvedl, šel ke stolu účetního šikovatele Vaňka a napsal na kus papíru velkými písmeny:","Then he got up, went to the desk of the accountant Vanek, and wrote on a piece of paper in large letters:","He merely reminded him that the keeper of the battalion records, volunteer officer Marek, would be in the same truck with Schweik.","Then he got up, walked to the desk of Accountant Master Sergeant Vanek and wrote on a piece of paper in large letters:"
"Poručík Dub poplácal Švejkovi po blůze: „Co to tady neseš, ty jeden mizero. Vytáhni to ven!“","Lieutenant Dub patted Švejk on a blouse: ""What are you wearing here, you bastard. Get it out! ”","Lieutenant Dub passed his hands over Schweik's tunic. ""What's that you've got there, you skunk? Take it out.""","Lieutenant Dub patted Švejk on the blouse: “What is it you’re carrying here, you singular miserable oaf. Pull it out!”"
"„Baloune, Baloune, kdybychom to udali, tak bys byl vodstřelenej za zbabělost,“ řekl na to Švejk.","""Baloun, Baloun, if we did, you'd be shot for cowardice,"" Schweik said.","""If we did that,"" said Schweik, ""you'd be shot for cowardice.""","“Baloun, Baloun, if we were to report that, you’d be shot for cowardice,” said Švejk in response."
