Source,GoogleTranslate,human1,human2,human3
“ஆமாம்; நான் பழுவூர் இளைய ராணிதான்!” என்றாள் அப்பெண்மணி.,“Yes; I am the youngest queen of the harvest! ” Said the woman.,“Yes. I am the queen of Pazhuvur.,"“I am the Pazhuvoor Ilaiya Rani,” spoke the lady—and oh, what was it that made her voice so exquisite? This honeyed sweetness that made his head spin?","“Yes! I am the Pazhuvoor Ilaya Rani,” she said. What intoxicating drug lined her throat?"
திருவடியும் கையும் திருவாயும் செய்ய,To do Thiruvatiyum Kaiyum Thiruvayum,"Hearing this, Vandiya Devan said, “Kamsa was a very evil man indeed, but I am grateful for his help.”",Thiruvadiyum kaiyum thiruvaayum seyya,Eyes are not eyes
வந்தியத்தேவன் அதற்குச் சிறிதும் கலங்காமல் நின்றான்.,Vandiyadhevan did not budge at all.,But Vandiya Devan stood looking at her resolutely.,"Vandhiyathevan gazed right back at her, not fazed in the least.",Vandiyathevan remained unruffled.
"இது மூன்று வருஷத்துக்கு முன்னால் நடந்தது. பிறகு ஆழ்வார்க்கடியான் நந்தினியைப் பார்க்கவே முடியவில்லை. அன்று முதல் ஒரு தடவையேனும் நந்தினியைத் தனியே சந்தித்துப் பேசவும், அவள் விரும்பினால் அவளை விடுதலை செய்து கொண்டு போகவும் ஆழ்வார்க்கடியான் முயன்று கொண்டிருக்கிறான். இது வரையில் அம்முயற்சியில் வெற்றி பெறவில்லை…",This happened three years ago. Then Alvarkadiyan could not see Nandini at all. Alvarkadiyan has been trying to meet Nandini alone at least once since then and release her if she wants to. This attempt has not been successful so far,"Pazhuvetarayar, one of the commanders leading the Chola soldiers, was enamored by Nandini’s beauty, and he kidnapped and married her. Since then, Azhwarkadiyan had been trying to meet her and if possible, help her escape but in vain. ***","Three years had flown since these events. Try as he might, Azhwarkkadiyaan had never been able to see Nandhini again. Ever since then, he had used every means in his possession to meet her at least once, to speak with her, and if she were unhappy, to rescue her somehow, from her present circumstances. Until this moment, though, all his efforts had been in vain.","This happened three years ago. Since then, in spite of all my efforts, I’ve not seen Nandini even once. I want to see her, speak to her and rescue her if she wishes it. But I’ve had no success.”"
"“இல்லை, இல்லை சண்டை பிடிப்பதே என் வேலை என்று நினைக்க வேண்டாம். இன்றிரவு கடம்பூர் மாளிகையில் பெரிய விருந்து நடைபெறும். விருந்துக்கு பிறகு களியாட்டம், சாமியாட்டம், குரவைக் கூத்து எல்லாம் நடைபெறும். குரவைக் கூத்துப் பார்க்க வேண்டும் என்று எனக்கு ஆசை!","""No, no, don't think it's my job to fight. A big party will be held at Kadampur Palace tonight. After the feast there will be revelry, samiyattam, kuravaik koothu everything. I wish I could see the cave!","No! Do you think I just go around arguing and fighting with others? Tonight, there will be a big feast in Kadambur Palace. After that, there will be kuravai koothu[31], and I have always wanted to watch it. That’s why I wish to go there,” said Azhwarkadiyan.","“No, of course not. Did you really think I picked quarrels for a living? See, my lad, the Kadambur palace will resound with celebrations tonight—they are sure to hold an enormous feast, which will be followed by kaliyaattam, saamiyattam, a delightful kuravai koothu, dances and songs. I've never seen a koothu—and this would be a perfect chance.”","“No. Do you think I have no work except to quarrel? There's a big feast at the Kadambur palace today. Afterwards there will be kaliyattam, saamiattam, kuravai koothu and all that. I want to see the kuravai koothu.”"
தயங்கி நின்றால் தன்னை அவர்கள் நிறுத்திவிடுவார்கள் என்றும் தைரியமாகக் குதிரையை விட்டுகொண்டு உள்ளே போவதுதான் உசிதம் என்றும் அந்த வீர வாலிபன் எண்ணினான். அந்த எண்ணத்தை உடனே காரியத்தில் நிறைவேற்றினான். ஆனால் என்ன ஏமாற்றம்? குதிரை கோட்டை வாசலை அணுகியதும் வேல் பிடித்த வீரர்கள் இருவர் தங்கள் வேல்களைக் குறுக்கே நிறுத்தி வழிமறித்தார்கள்.,"The brave young man thought that they would stop him if he hesitated and that it would be best to leave the horse and go inside. He immediately put that idea into action. But what is disappointment? As the horse approached the castle gate, two of Vail's favorite soldiers crossed their vines and made their way.","Vandiya Devan knew that if he hesitated, the guards wouldn’t allow him inside. So, he rode up to the entrance boldly and as expected the guards surrounded him.","Hesitation would serve no purpose, decided our valiant young man; he would be sure to be noticed, and stopped at once. No, riding full tilt at the soldiers and dashing through the entrance was the only way in. To think was to do, in Vandhiyathevan's book—and he suited words to action. But ah—what a disappointment! The moment he reached the entrance, two of the sentries barred his way, crossing their long spears.","Aware that if he hesitated, they might stop and question him, the brave warrior decided to ride past the gates. How disappointing! As soon as he came up to the gates, two soldiers stopped him, crossing their spears before him to block his way."
“ஆம்; எல்லோருக்கும் தெரியும்; ஈழமும் இரட்டைப்பாடியும் வேங்கியும் கலிங்கமும் பணியாததற்கு இரண்டு காரணங்கள் உண்டு. ஒரு காரணம் வடதிசை மாதண்ட நாயகராகிய இளவரசர் ஆதித்த கரிகாலர்; இன்னொரு காரணம் தென் திசைப் படைத் தலைவரான அவருடைய தம்பி அருள்மொழிவர்மர்..”,"“Yes; Everyone knows; There are two reasons why Eelam and Irattaipadi Venki and Kalinga are not working. One reason is Prince Aditya Charikalar, the hero of the Northeast Month; Another reason is his brother Arulmozhivarmar, the leader of the Southern Operations Force. ”","The first reason is Northern commander Prince Aditya Karikalan and the second is our Southern Commander Prince Arulmozhivarman,” said Mazhavereyar.","“Indeed. There are only two: one is Aditha Karikalar, the Maathanda Nayakar of the Northern Chozha Forces; the other is his young brother, the Commander of the Southern Armies, Arulmozhi Varmar—”","“Yes! All of us know. There are two reasons why Eezham, the Rashtrakutas and Vengi have not come within our fold. One is Aditha Karikalar, the general in the north and the other is his younger brother Arulmozhi Varmar, the general in the south.”"
இரவில் மலரும் பூக்களின் நறுமணம் குபீரென்று வந்தது. சேந்தன் அமுதனுடைய வீடு சமீபத்தில்தான் இருக்க வேண்டும் என்று அவன் எண்ணியது வீண் போகவில்லை. விரைவில் தோட்டம் வந்தது ஆனால் அந்தத் தோட்டம்! முதலாவது நாள் பார்த்ததற்கும் இன்று பார்ப்பதற்கு எவ்வளவு வித்தியாசம்? அனுமார் அழித்த அசோகவனத்தையும் வானரங்கள் அழித்த மதுவனத்தையும் அத்தோட்டம் அப்போது ஒத்திருந்தது.,At night the fragrance of flowers and blossoms came to Kubir. It was not in vain that he thought that Chendan Amuthan's house should be recently. Soon the garden came but that garden! How different is it from what you saw the first day to what you see today? The garden then resembled the Asokavanam destroyed by Anumar and the Madhuvanam destroyed by the monkeys.,"Soon he could smell the intoxicating fragrance of flowers that bloomed in the night. He realized that he was close to Senthan Amuthan’s gardens now. As he neared the gardens, he was appalled to see many uprooted plants, grass and flowers everywhere. It was apparent that soldiers had searched for him high and low in the garden. Saddened, by the turn of events that had caused the ruination of his friend’s gardens, Vandiya Devan wondered what to do next.","The scent of blooms engulfed him thickly, in the stillness of the night; he had been right to assume that Sendhan Amudhan's home must be somewhere nearabouts. And within moments, he did reach the garden— but oh, what a difference between his first visit and now! Now, that beautifully kept garden looked like the ancient Ashokavanam destroyed by Lord Hanuman in a fury; like the exquisite madhuvanam wrecked by the vaanarams, the monkey-kind of Ramayana.",The fragrance of flowers which bloom only at night suddenly filled the air. His hope that Sendhan Amudhan’s house was nearby had been proved right. They soon arrived at the garden. But how different it was today from what he had seen yesterday. It was like the Ashoka Vanam destroyed by [30]Hanuman and the Madhuvanam destroyed by the monkeys.
அன்றைக்கு ஒரு பெரிய ஆலமரக் கிளையில் கட்டித் தொங்கவிட்டிருந்த கொடி ஊஞ்சலில் குந்தவையும் வானதியும் அமர்ந்து ஆடிக் கொண்டும் பேசிக் கொண்டுமிருந்தார்கள்.,Kundavai and Vanathi were sitting on the flag swing hanging from a large banyan tree that day and talking with Aadik.,"Off late, though, Kundavai and Vanathi were often seen walking in pairs.","One such day found them both in conversation under a shady banyan tree, swinging together upon a creeper tied to one of its branches.","One day, Kundavai and Vanathi were talking to each other, seated on a swing that hung from a big banyan tree."
“ஒரு நாளும் போக மாட்டேன் சொர்க்க லோகத்துக்கு என்னை அரசியாக்குவதாகச் சொன்னாலும் போகமாட்டேன்.”,"""I will never go to heaven, even if it means making me king.""","“No, even if you call me to heaven, I will not leave my home and come with you.”",Not even if they promised to make me the Queen of Heaven.”,"“Never! Even if they promise to make me queen of Heaven, I will not go.”"
