id,source,translation,alignments
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes. They were alone. ‘Chemtrails,’ the farmer had said to Alec, early on their walk. Other than this, he had been silent.",夜明けまえの雲は黒く焦げ、水平線には古く錆びついた影が散らばっている。彼らのほかに人影はなかった。 「ケムトレイルか」歩きはじめたばかりの頃、農場を営む男がアレックにぼつりと言った。それ以外はずっと黙り込んでいる。,4-7 7-9 8-5 10-1 12-13 13-8 17-26 18-27 21-14 24-17 25-18 26-19 27-21 31-28 32-29 33-36 35-37 36-38 37-39 38-40 39-41 40-43 42-45 44-53 46-66 48-59 51-51 54-46 55-67 56-69 58-68 59-52 62-71 63-72 64-76
2,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth. Chalky rocks littered the plot in every direction. Each step in this place was as muddy and wet as the last. Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",十五メートルほど進むと、草地は新たに耕作された茶色い土壌に変わり、起伏のある地面に土の山ができていた。どの方角にも白っぽい岩が点在している。草地と同様、ここでも歩くたびに、ぬかるんだ泥を踏みしめた。 さらに進むと、細い金網のフェンスが敷地の端を示していた。羊が突破しようとした部分には、毛の塊が豆電球の飾りのようについている。,2-1 3-2 5-6 6-9 7-8 11-10 13-12 14-13 15-14 16-17 18-21 19-29 23-27 29-24 30-31 33-39 34-38 37-43 41-32 42-34 43-44 45-51 47-49 59-67 62-70 64-71 65-72 66-73 67-76 68-74 69-85 71-83 74-81 77-78 86-105 89-103 90-104 91-93 94-87 97-90 99-89 101-108
3,"He swatted another fly away from his face. ‘No,’ the farmer said. ‘I’m a vegetarian.’ ‘Really? My wife tried doing that a few years back, and—’ ‘No,’ the farmer said, and the conversation died. The world was still dark, even if only for a little while. The sun was almost free. The day had almost begun.",アレックは新たに顔にまとわりついたアプをびしやりと打った。 「ない」男は言った。「おれはベジタリアンだ」 「そうなのか?おれの妻は何年かまえに真似して作ろうとしたんだが一」 「ない」男が言い、会話は途絶えた。 あたりはまだ暗かった。それもあと少しのことだが。じきに太陽が解き放たれる。一日が始まろうとしていた。,3-20 4-5 7-7 9-6 10-21 11-22 12-23 14-24 15-26 16-25 17-27 22-31 27-39 30-42 32-46 33-58 38-48 41-60 43-62 44-63 45-64 47-65 49-66 51-69 54-70 56-74 57-75 61-78 62-79 73-91 74-80 77-81 79-99 81-84 83-101 84-105
4,"‘They’re selling up to live with family, so she says.’ ‘I think I saw them in town a few times,’ Alec said. They were almost at the water tank, at the smile. ‘Were they the ones who made those wagon wheels? They’d mix sausage meat into a kind of – well, kind of cinnamon swirl, I suppose. It’s delicious. Did you ever try one?’",「あそこを売って家族と暮らすつもりだと、ジーンは言ってる」 その家族は、町で何度か見かけた気がする」アレックは言った。水槽まで、笑顔の染みまであと少しだった。「ワゴンウィールを作ってる一家だろう？ソーセージの肉を混ぜて、なんというか、シナモンロールみたいな形にしてる。うまいんだよ。あんたも食べたことあるか？」,0-0 5-4 7-5 8-8 9-7 10-6 11-13 14-17 16-19 19-29 20-22 21-27 22-20 23-25 24-24 27-26 30-31 31-33 32-35 33-36 35-48 39-37 40-38 41-40 44-41 46-49 53-55 58-52 59-59 60-82 63-67 64-60 67-65 68-69 70-80 74-73 75-79 78-76 81-78 85-83 89-84 91-85 92-87 94-94 96-92 98-96
5,"‘Jean’s moving out,’ the farmer said. ‘Did you know?’ ‘Who?’ ‘Jean . . . The lady who lives down the lane,’ the farmer said, frowning. ‘She’s moving out, selling up her farm.’ ‘Oh yes, Jean . . .’ His voice drifted. ‘I saw the sign.’ Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition. He had not known the name. He knew few out here. One more reminder that he did not belong, he supposed.",「ジーンが引っ越すそうだ」男は言った。「知ってたか？」 「誰だ？」 「ジーン……その道を行ったところに住んでる女性だ」男は顔をしかめて言った。 「引っ越して、農場を売り払うらしい」 「ああ、そうか、ジーン……」その声はカなく漂った。「看板を見た」ここへ来る途中に、アレックはその農場のまえを通っていた。ここの二倍の広さがあり、動物も土地も人もはるかにいい状態だった。ただ、持ち主の名前までは知らなかった。もっとも、このあたりの人の名はほとんど知らなかったが。おまえはこの土地の人間ではないまたそう釘を刺されたのだろう。アレックは思った。,0-0 1-1 2-2 4-3 8-8 9-10 11-11 17-13 18-16 20-17 21-18 23-20 25-21 26-22 27-23 35-31 37-29 39-46 41-26 43-33 44-35 46-39 51-40 52-41 56-42 59-47 62-45 64-51 65-52 66-53 68-58 76-62 77-63 78-64 79-68 80-69 84-73 86-72 89-81 90-83 91-91 92-90 97-128 99-93 102-85 103-96 104-97 106-94 109-101 111-102 112-103 113-104 114-105 115-106 117-108 118-110 119-111 120-122 124-120 126-118 132-126 133-135 141-143 147-157
6,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within. ‘We found them near there.’ His face fell. Alec checked his watch. 7.06 a.m. The sun would soon rise. They kept on, the silence drowned out by the buzzing of the flies and the distant hellos of scraggly sheep out there in the semi-darkness.",やがて五十メートルほど先にある、半分だけ水のはいった大型水槽の向こうを身振りで示した。その半透明のプラスチックのタンクは年を経て汚れがっき、水がたまったところには笑顔のマークのような染みがついていた。「あのへんで見つけた」男は顔を伏せたアレックは腕時計を確認した。午前七時六分。まもなく日が昇るだろう。 ふたりは歩きつづけた。あたりの静けさは、アプの羽音と、薄闇の向こうにいる毛むくじゃらの羊たちの鳴き声にかき消されていた。,0-0 3-26 5-18 6-15 7-9 8-10 12-16 13-17 14-6 16-4 17-5 20-28 29-24 31-45 34-57 35-35 37-52 40-59 41-48 42-49 44-27 45-60 47-64 50-50 52-66 54-69 57-73 59-79 60-80 62-78 63-81 64-83 68-86 69-87 71-90 72-94 74-93 75-92 76-95 82-107 84-141 87-106 88-134 90-114 94-118 96-119 99-131 100-126 102-130 103-132 112-108 113-109 114-142
7,"Alec grimaced. He stepped back, tensing before rushing over the ditch. He came down with a thud, right into the thick and gelatinous mud. He splattered his black trouser legs and the farmer’s jeans. The other man tutted, smiling. ‘What have we come to, eh?’ Alec brushed at the muck around his ankles, but this only spread it further. His palms grew filthy. The farmer walked on.",アレックは顔をしかめた。一歩さがって身を固くすると、勢いよく川を跳び越える。大きな音を立てて着地した。ねっとりとしたゼラチンのような泥のなかに。彼の黒いズボンと男のジーンズに泥が飛び散った。 男は笑みを浮かべて舌打ちした。「おれたちは何をしに来たんだったか、なあ？」 アレックは足首の泥を払ったが、さらに汚れを広げただけだった。両手も汚れた。 男は歩きつづけた。,0-1 1-3 2-5 4-7 5-8 11-11 14-24 15-27 17-23 36-35 37-45 38-49 39-50 44-51 48-60 49-55 53-57 54-54 58-69 62-71 65-81 66-85 69-88 71-92 73-94 75-96 76-98 77-79 78-106 88-108 89-107 90-84 91-113 92-111 94-109 95-115 97-117 98-99 100-120 103-121 105-123 108-129
8,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard. With that thick wax coat and that gut and that voice, he could have been a lunatic Santa Claus. ‘You won’t fall,’ he said. ‘Not afraid of a little dirt, are you, Sergeant Nichols?’ ‘No.’ Yes. ‘I just hope you aren’t wasting my time. And these flies . . .’ Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm. He was food for this whole place. ‘Try covering up next time,’ the farmer said.",アレックはぬかるみを見つめた。男は汚れた白ひげに覆われた頬を赤くして、にやりと笑った。分厚いワックスジャケットを着たその太鼓腹といい、その声といい、さながらいかれたサンタクロースのようだ。「落ちゃしない」男は言った。 「しょぽいぬかるみを怖がったりしないだろう、ニコルズ部長刑事？」 「しないさ」するとも。「ただ、あんたがおれの時間を無駄にしなきゃいいと思ってるだけだ。それにこのアプどもときたら……」アレックは、袖をまくりあげていた腕から一匹叩きおとした。前腕の毛に埋まっている巨大な球根のような一匹を。この土地一帯では、彼は食料でしかなかった。 「次は腕を覆ってくるんだな」男は言った。,0-1 1-3 9-14 10-13 11-32 12-33 22-15 23-16 24-17 26-23 27-34 29-46 30-36 31-37 33-40 34-42 39-53 40-54 41-180 48-66 49-62 52-68 59-72 60-74 61-75 62-76 64-71 65-87 74-92 77-93 79-96 80-99 82-100 83-101 88-77 90-107 91-122 96-117 97-119 99-116 100-126 101-127 102-128 111-136 112-137 113-139 117-151 119-150 130-166 132-131 133-132 136-148 140-160 141-161 147-149 148-174 149-181 150-186 151-183 153-175 155-176 156-187 157-188 159-102 161-154 163-189 166-197 167-199 168-198 169-200 170-201
9,"‘Where are they?’ Alec asked, shivering. It was 6.55 a.m. He’d left his jacket in his patrol car. ‘There weren’t any sheep over here,’ the farmer said, ignoring the question. He leapt over the bank, his boots slipping slightly on the incline. ‘They normally love coming over here.’",「どこにある？」アレックは震えながら尋ねた。午前六時五十五分。上着はパトカーに置いてきていた。 「羊はこっちまで来てなかった」男は質問を無視して言った。土手を跳び越えたとき、傾斜でプーツを少しすべらせる。「ふだんはこっちのほうに来るのが好きなんだが」,0-0 2-1 3-2 5-3 7-4 8-6 9-11 11-8 12-9 14-14 18-16 22-21 25-31 26-29 28-23 30-28 33-27 34-32 35-33 38-40 42-34 45-39 47-41 48-43 49-42 50-48 51-57 52-46 53-47 54-45 55-44 56-49 67-64 68-52 70-65 71-60 72-76 76-69 78-73 81-82 82-80 86-85
10,"And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer’s reclaimed marshland. Along its muddy edge and all around, the reeds sang with flies and crickets and buntings.",ふたりの懐中電灯の光が、土手の端を照らしだす。そのすぐ先で、浅い小川が曲線を描きながら、男の農場のある埋め立てた湿地帯へと続いていた。土手の端のぬかるみに沿ってーそしてあたり一面にもー生い茂った葦から、アプの羽音やコオロギとホオジロの鳴き声が聞こえてくる。,4-9 5-17 6-52 7-14 8-15 11-12 12-11 13-23 14-24 22-30 25-51 29-3 32-46 35-33 36-53 38-64 39-22 40-27 43-67 45-69 46-26 48-76 51-82 53-84 54-90 57-89 59-61 61-101
