id,source,translation,alignments
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Miharu obecnie mieszka w małym, używanym domu na wsi z mężem i ich przyjaciele często zbierają się tam. Jutro także będę pracował na drugim etacie, ale czasami czuję, że jestem tylko łącznikiem między światem konbini a innymi ludźmi. Mimo to, jestem dumny z tego, że mam okazję na spotkania z kobietami w podobnym wieku do mnie, takimi jak Miho, i staram się przyjmować jej zaproszenia. Dziś także, z Miro i małym, jeszcze bardzo młodym Yukari, którego matka jest już za mąż, ale jeszcze nie mający swoich dzieci, byliśmy razem w domu Miro, gdzie przygotowaliśmy herbatę i przyniosliśmy ciastka.",1-0 2-1 5-2 6-16 10-4 16-11 17-3 20-26 21-20 22-22 23-23 24-24 25-27 26-29 27-30 28-32 33-40 34-39 36-38 37-37 40-48 42-44 45-46 52-53 55-71 57-70 58-69 61-67 66-73 67-94 68-95 74-59 75-96 76-97 78-99 79-82 80-83 81-102 83-107 84-109 89-111 91-112 94-116 96-128 108-129 111-133 112-134 113-148 118-140 119-150
2,そのとき、私は、初めて、世界の部品になることができたのだった。私は、今、自分が生まれたと思った。世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Wtedy, po raz pierwszy, zostałem częścią świata. Jestem teraz przekonany, że zostałem stworzony. Jako normalna część świata, ja się dzisiaj narodziłem.",1-0 5-4 6-5 7-9 9-8 13-6 16-10 17-27 18-15 19-12 22-19 23-13 24-20 25-25 27-22 28-23 29-24 31-21 33-26 42-33
3,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"Przez dwa tygodnie przed otwarciem, dwójka z nich pracowała razem, symulując sytuacje, w których spotykali się z członkami personelu, a następnie trenowali się, jak obsługiwać rzekomych klientów. ""Zwracanie uwagi na oczach gościa, wkładać produkty sanitarne do worków papierowych, rozdzielać ciepłe i zimne produkty, a fast food sprywać ręce alkoholem do dezynfekcji."" Dlaczegokolwiek zaczęliśmy szanować pieniądze, w kasie znajdowały się prawdziwe pieniądze, a na recepcie był nadruk ""Trening"" i dużymi literami, a przeciwnikiem byliśmy zawsze tacy sami zielonymi pracownikami, którzy jakimiś niezwykłymi sposobami próbowali nam kupić to, cośmy chcieli.",1-5 2-4 3-1 4-2 5-7 7-15 8-24 11-30 12-3 14-19 15-16 26-35 29-36 30-48 31-46 43-60 45-66 46-64 50-72 60-59 61-71 62-77 64-75 66-65 70-83 71-84 72-85 76-101 87-110 89-107 92-114 95-119 96-121 97-122 98-123 99-124 100-118 102-106 104-111 106-105 125-160
4,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。そのため、妹はいつも私についてまわっていた。,"Dwa lata młodsza siostra miała zupełnie inny charakter niż ja, ale nie traktowała mnie z dystansem, jakimiś szanowne słowaми, ale raczej z szacunkiem i sympatią. Gdy siostra była złapana na differences i zostawała nagany przez matkę, ja zbliżyłem się do niej i zapytałem, ""Skąd takie wściekłość?"". Z powodu moich pytań do matki, uczynek się zakończył, a siostra zawsze mówiła do mnie ""dziękuję"". Nie było mi zainteresowania w ciastkach lub zabawnych rzeczach, więc często dawałem je mojej młodszej siostrze. Dlatego, siostra zawsze była z nimi wokół mnie.",0-0 2-2 3-3 4-4 5-6 7-14 8-13 9-12 10-8 15-11 16-7 21-19 23-17 24-21 28-32 29-34 30-39 32-18 33-41 34-44 43-58 45-45 46-42 47-61 50-62 52-74 53-75 54-56 55-54 57-83 63-72 64-84 65-87 66-90 68-88 73-51 75-97 78-31 81-82 85-101 87-102 88-106 89-89 90-107 91-110 93-103 95-118 96-120 97-121 100-115 104-98 105-130 113-137 114-138 115-139 117-116 119-147 120-146 123-129 124-148
5,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。 「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。 「小鳥さんはね、お墓をつくって埋めてあげよう。ほら、皆も泣いてるよ。お友達が死んじゃって寂しいね。ね、かわいそうでしょう？」 「なんで？ せっかく死んでるのに」 私の疑問に、母は絶句した。,"""Tata, lubię kurczaka, dlatego dziś będę go gotować i jeść."" - I can hear that you didn't hear it well, so I'll repeat it clearly: ""Tata, I like chicken, so I'll cook it today and eat it."" - The mother was startled and the other mothers nearby were also surprised , their eyes, noses and mouths opening wide in unison. Zrobiłem dziwną minę, ponieważ się śmiało, ale kiedy zobaczyłem, że ten człowiek intensywnie ogląda moją dłoń, pomyślałem, że jedna ręka nie wystarczy. ""Czy mogę cię zaprosić na spacer?"" - mother said to me with a voice full of tears, as she returned to me after a long time, while I was watching the sparrows walking nearby, with a mixture of joy and sadness on my face. ""Ptaszek-san, zbudujemy mauzoleum i pogrzebamy się w nim."" Hmm, wszyscy płaczą także. Moi przyjaciele zmarli i czuję się samotnie. ""Nie, nie wiem"" ""Dlaczego? Umieram, a ty milczysz?"" - matka zamilkła na moją kwestię.",0-0 1-1 3-2 4-3 5-5 6-7 7-4 8-9 9-8 10-10 14-14 15-16 16-11 17-18 19-30 20-28 21-25 24-31 25-38 31-36 35-61 41-65 42-71 45-67 49-73 50-74 54-78 55-82 56-83 63-89 69-85 70-64 71-90 72-94 73-95 79-72 80-105 81-104 82-112 83-113 84-117 86-86 89-116 92-107 93-121 96-98 97-126 100-131 102-122 103-132 110-142 112-175 119-115 136-159 137-158 139-144 143-196 150-150 151-148 152-155 156-145 159-191 168-199 177-234 178-213 180-214 185-220 186-173 190-245 191-185 192-250 195-192 196-197 202-232 203-241 204-242 207-205 208-206 209-200 211-210 212-252 213-259 216-212 218-221 221-224 222-263
6,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"Wkrótce będę palić papierosy i pijć kawę z puszki, a Amerykanin będzie śmiegać. W tym czasie, mężczyzna, który dzwonił na kwotę w swoim kieszeniowym portfelu, wpadł na pomysł i włożył rękę do kieszeni na piersi. Z tego zachowania się domyślać, że zapłacenie elektroniczne jest konieczne.",2-14 5-8 6-10 16-16 17-17 19-13 20-28 21-30 22-31 23-32 27-47 31-9 32-38 34-39 35-33 40-49 42-60 47-56 50-61 51-63 54-62 56-74 58-59 59-41 60-76 67-66 69-78
7,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。 「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。 「年齢確認のタッチをお願いします」 画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"""Dzień dobry, bardzo dobrze, proszę bierzmę"" ""Och, piątka papierosów Marlboro już tylko jedna"" ""Doskonale, bardzo dobrze"" Szybko wyjmuję Marlboro Light Menthol z paczek i skanuję na kasie. ""Proszę o potwierdzenie wieku"" Zatrzymuję ruch palców, gdy widzę, jak mężczyzna przenosi swój wzrok z ekranu na kolejkę fast foodów w showcase'u. Czy mogę coś dla pana/pani zrobić? - zapytałem, ale jakubiłem, że klient nie będzie chciał kupić nic. W takiej sytuacji zawsze wybieram się zrobić krok wstecz i czekać.",0-0 1-1 5-5 9-4 22-20 24-21 29-14 30-15 32-17 35-22 40-29 41-30 48-38 53-41 57-48 58-49 60-60 62-42 64-55 65-53 66-59 69-56 70-57 71-61 72-62 73-69 74-68 79-70 81-90 82-91 86-78 87-83 88-84 90-88 93-95 94-96 95-97 97-98 98-99 99-100 103-85 104-86 106-80 110-75 112-72 115-106 118-111 120-112 125-117 126-116 127-123 129-127 132-126 135-132 138-138 140-142 141-143 142-144 145-145
8,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"Czyli, reakcją na szumieniec delikatnego dźwięku pieniędzy, zaczyna sięgać ku kasie. Człowiek, który trzyma się małe pieniądze w dłoni lub kieszeni, często chce szybko kupić papierosy lub gazetę i wrócić do domu. Z tego względu jest bardzo wrażliwy na dźwięk pieniędzy. Mężczyzna z kawą w jednej ręce i drugą ręką w kieszeni, zbliżający się do kasji. Szybko przenieś się do wewnątrz sklepu i ustaw się przed kasą, aby nie zatrzymywać klientów i nie powodować opóźnień.",10-13 11-6 12-4 16-16 18-22 22-21 26-17 27-24 29-37 32-38 34-33 35-34 39-30 40-28 41-39 42-44 44-47 46-49 49-43 50-52 52-41 56-68 58-67 60-60 62-55 66-2 68-76 69-77 70-79 71-80 75-82 77-83 80-85 81-84 86-91 88-90 91-88 92-73 95-93 96-105 97-42 98-103 100-97 101-104 109-106 115-110 116-116 118-114 127-121 128-124
9,コンビニエンスストアは、音で満ちている。客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。店員の掛け声に、バーコードをスキャンする音。かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"Sklep konvencjonalny jest pełen dźwięków. Głos idola, który promuje nowe produkty w radiofonii wewnętrznym, który słyszy się w chwili, gdy klient wchodzi do sklepu. ""Dźwięk skanowania kodów barowych przez pracownika w sklepie."" Dźwięk wkładania przedmiotów do kosza, dźwięk szarpania worków zbożowych, dźwięk kroków w śródku sklepu. Wszystko się miesza, staje się ""dźwiękiem z konbini"", aż docierając do moich bębenów.",5-0 6-5 8-7 13-9 15-37 23-27 24-39 30-22 32-19 33-20 35-17 36-18 39-40 40-36 47-48 48-49 50-46 51-47 54-110 57-64 61-69 63-65 66-62 67-63 71-87 78-82 79-80 80-88 81-89 87-95 91-102 92-93 93-92 94-109 96-101 97-113 98-103 99-91 100-107 101-114
10,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Miko i Satsuki spotykają się często w miejscu, więc mają podobne, jakby zrozumiałe uczynnienia i mowę. Specjalnie w przypadku ciast, które są podobne do siebie, oboje wyglądają na to, że mają nanieciszonymi rękoma niewielkie kawałki ciast, a następnie dostarczać je do ust. Przedtem takimi być mogło, ale nie pamiętam. Przez chwilę zeszłej, gdy spotkaliśmy się po raz ostatni, dwaj z nami mieliśmy małe zwyczaje i ruchy, które teraz, jak się zdaje, zostały przyniesione do jakiegoś innego miejsca.",1-0 3-1 4-2 5-3 6-4 11-8 14-5 15-6 17-12 18-11 23-19 24-22 25-23 26-24 29-13 30-26 31-27 32-31 33-29 36-35 38-38 39-40 44-50 45-53 46-52 47-57 50-56 51-55 54-68 55-67 56-64 57-46 58-69 59-71 60-72 69-76 70-75 71-78 74-79 76-80 77-70 79-90 80-87 83-106 84-101 85-102 86-104 90-95 92-122 97-116 101-125
