id,source,translation,alignments
0,"The mother was speaking from the breakfast room, out of my field of view. I liked that room a lot, with its long, oaken table and glass walls on three sides. You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Matka mówiła z jadalni, poza moim zasięgiem widzenia. Bardzo lubiłem tę salę, z długim, dębowym stołem i ścianami szkła na trzech stronach. Można było zobaczyć jasny błękit jeziora przez ściany szkła, a słoneczne promienie przesuwały się przez poruszające się gałęzie starego wiśni, które zacieniało dom.",1-0 2-2 3-1 4-3 5-6 8-7 11-9 12-10 14-12 15-13 16-16 17-15 19-17 20-19 22-14 23-20 24-21 26-22 27-24 31-29 32-31 34-32 35-34 36-37 37-38 38-39 39-40 40-41 41-42 43-44 44-47 45-45 47-50 50-51 51-53 54-54 55-55 56-59 57-60 58-61 59-65 61-69 62-71 64-72 66-77 70-78 71-80 72-82 73-84 74-85 77-89 78-90
1,"We had a system of accounting, a chart on a wall. There were merits and demerits. A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation. Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father. Probably not his own—Low’s parentage was a well-kept secret. But he’d been spotted asking a guy with male-pattern baldness for wardrobe advice.","Mieliśmy system księgowy, diagram na ścianie. Były zalety i wady. Zaleta za pomyślny przestępstwo, wada za czyn, który powinien przynieść hańbę. Juicy dostał zalety za niepostrzeżone pijanie koktajli, a Low otrzymał wady za ułatwianie się do ojca. Być może nie swojego – pochodzenie Low był dobrze strzeżoną tajemnicą. Ale został zauważony, jak pyta się mężczyznę z łysiną na głowie o poradę w sprawie garderoby.",0-1 1-0 3-2 6-6 7-7 10-9 11-11 12-10 13-12 15-14 16-15 17-16 18-17 21-19 22-20 23-21 26-23 27-25 34-28 37-29 38-30 39-31 40-32 41-34 42-35 43-37 46-40 47-41 48-42 49-43 50-44 51-45 52-46 53-47 54-48 57-56 60-117 61-49 62-51 63-52 64-60 65-61 66-62 67-63 71-66 75-70 76-71 77-72 78-74 79-75 81-76 82-78 83-79 85-80 91-83 92-85 93-92 94-86 97-87 98-91 99-93 100-94 101-95 106-97 107-100 109-102 110-104 117-111 118-54 120-116 121-112 122-118
2,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly. When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room. Move in a natural manner toward this figment of my imagination, making a purposeful face. Go through the door. And fade away.","Musieliśmy ukryć bieg, aby nasza pośpieszność nie zdradziła nas, więc raczej powiedzieć, że wyszliśmy cicho. Gdy pojawił się jednym z moich rodziców, moja technika polegała na tym, aby pozoryć, że widzę kogoś w następnej izbie. Poruszałem się w naturalny sposób w kierunku tego fantasma mojej wyobraźni, tworząc celowy wyraz twarzy. Poszedłem przez drzwi i zniknęłem.",0-2 1-0 3-3 4-4 6-5 12-8 14-13 17-17 18-19 19-20 20-21 22-22 24-23 25-27 28-26 29-28 30-29 31-30 32-31 33-34 34-35 35-36 36-37 37-32 38-38 39-39 40-40 41-42 44-46 45-51 48-52 49-53 50-55 51-54 52-57 53-58 55-63 57-64 58-65 59-67 60-68 65-70 66-71 67-72 68-73 70-75 71-76 72-78 74-80 75-83 77-84 79-85 80-86 81-89 83-90
3,"As the evenings wore on, some parents got it into their heads to dance. A flash of life would move their lumpen bodies. Sad spectacle. They flopped, blasting their old-time music. “Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.”","Jak wieczory przesuwały się, niektórzy rodzice zaczęli tańczyć. Błysk życia poruszył ich ciężkie ciała. Smutne widowisko. Wylewali, graniając muzykę z tamtych lat. ""Bijcie na brata, bijcie na brata, bijcie na brata kijem baseballowym, o yeah.""",0-0 2-1 3-2 4-4 5-5 7-7 8-8 9-9 17-14 18-17 20-20 22-21 24-24 25-25 29-28 30-29 31-30 32-35 33-36 36-39 37-40 38-18 39-43 41-47 44-44 45-50 46-51 47-52 48-53 49-54 52-57 56-55 57-63 58-64 59-66 61-61 64-71 66-73 67-74 68-75 69-76
4,"Later the talk grew louder. Freed of our influence, some of them emitted sudden, harsh barks. Apparently, laughing. From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried. We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat. We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Później rozmowa została głośniejsza. Niezależnie od nas, niektóre z nich wydały gwizdkowe, ostrożne szczeknięcia, jakby śmiejąc się. Z pawilonu z bambusowymi świeczkami i wiszącymi paprotami, porannymi fotelami i złapanymi w sieć złapałkami komarów, a także z drzewoaltanów i kortów tenisowych, a nawet z pól pszczelich, które staruszka pielęgnująca opiekowała się w ciągu dnia, mumieniem pod welonem czapki pszczelarskiej, słyszeliśmy te szczeknięcia. Słyszeliśmy je również za szkłem zielonkawym i zimnym wodą jeziora, gdzie pływaliśmy w bieliźnie o północy.",0-0 2-5 4-6 5-7 7-9 8-10 11-13 12-14 14-15 15-16 16-17 17-18 18-19 19-20 22-25 23-26 24-27 25-28 26-30 33-35 34-37 35-38 42-42 44-43 46-44 47-45 49-49 50-50 51-51 52-52 53-82 56-58 57-59 59-56 60-57 68-61 69-62 70-63 74-74 78-129 79-133 80-134 92-80 94-84 95-85 96-88 97-86 100-93 102-94 104-95 110-102 112-109 115-113 117-114 118-115 119-117 120-118 121-121 123-120 126-125 129-128 131-137 132-141 133-140 134-142 136-144 143-145 148-148 152-154 153-153 155-155 157-157 158-156 159-158 160-159 161-161 162-160 164-162 168-166 170-167 171-169
5,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months. Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky. And of no general interest.","WIELKI DOM został wybudowany przez baronów raubritterów w XIX wieku, pałacowy odwrót na zielone miesiące. Nasze rodzice, tzw. postacie władzy, wędrowali po jego salonach w nieokreślonych kręgach pod szerszymi belkami, ich cele były mgliste. I nie było to sprawy ogólnego zainteresowania.",0-0 2-2 3-3 6-4 7-6 8-8 11-9 12-10 13-16 19-18 20-19 22-20 24-21 27-24 28-25 29-26 30-27 31-28 32-30 33-31 34-32 35-34 37-35 40-36 41-37 42-38 44-39 45-41 47-44 48-46 49-47 50-49 54-56 55-59 57-55 58-60 61-65 62-66 63-67 65-69 66-70 67-71 68-72 70-73 71-77 72-79 73-81
6,"The lady urinated. “Oh, poor old thing, she has a nervous bladder!” exclaimed someone’s chubby mother. “Is that a Persian rug?” Whose mother was it? Unclear. No one would cop to it, of course. We canceled the performance. “Admit it, that was your mother,” said a kid named Rafe to a kid named Sukey, when the parents had filed out. Some of their goblets, highball glasses, and beer bottles were completely empty. Drained. Those parents were in a hurry, then. “No way,” said Sukey firmly, and shook her head. “Then who is your mother? The one with the big ass? Or the one with the clubfoot?” “Neither,” said Sukey. “So fuck you.”","Kobieta miała potrzebę. ""O, biedna stara rzecz, ma nerwową pęcherzyk!"" wykrzyknęła ktoś's mother. ""Czy to dywan perski?"" Ktoś's mother? Niejasne. Nikt nie przyznał się do niej, oczywiście. Anulowaliśmy występ. ""Czy to twoja matka?"" - powiedział chłopak o imieniu Rafe do chłopca o imieniu Sukey, gdy rodzice opuścili salę. Niektóre ich kubki, szklanki highball i butelki piwa były całkiem puste. Wylane. Wówczas rodzice byli w pośpiechu. ""Nie,"" - powiedziała Sukey stanowczo, i ruszyła głową. ""Wówczas kto jest twoja matka? Ta z dużym zadem? Albo ta z klubfoot?"" - zapytał ją Rafe. ""Nie,"" - odpowiedziała Sukey. ""Wtedy fuck you.""",0-1 1-0 2-3 3-2 4-5 5-6 6-7 7-8 8-9 9-11 10-12 11-13 13-14 14-18 15-15 18-22 19-23 20-24 21-25 22-27 23-28 24-29 25-30 28-31 29-32 30-33 31-35 32-36 34-39 36-38 37-41 38-42 40-46 43-47 44-48 45-49 46-51 47-52 48-53 51-58 52-59 53-60 55-61 56-62 57-64 58-63 61-65 62-66 63-67 68-70 70-71 71-73 72-75 74-76 77-77 78-79 79-80 80-81 81-82 82-83 84-84 85-85 86-87 88-89 89-90 90-91 91-92 92-94 93-93 96-98 98-101 99-102 101-103 105-106 106-110 107-111 108-107 109-105 111-112 113-104 115-118 116-119 117-120 118-122 119-123 120-124 121-125 123-129 124-131 125-132 131-137 132-138 133-139 135-140 136-141 137-143 138-145 139-146 140-147 141-149 142-150 143-151 144-152 145-154 147-155 148-157 149-158 150-159 152-162 153-163 154-164 155-166 156-167 158-168 159-169 161-170 163-173 164-174 166-176 169-178 170-179 171-180 172-188 173-189 180-196 181-197 182-198 184-202 185-203 186-204
7,"One dog got makeup applied to its face, lipstick and blue eye shadow. It was a white-faced dog, so the makeup showed up well. We liked to have an impact. When we were done, the lipstick went back into some mother’s Fendi handbag. We watched her apply it, unaware. That was satisfying.","Jeden pies dostał nałożoną szminkę na twarz, pomadkę i błękitne cienie do powiek. Był to pies z białą twarzą, więc makijaż był dobrze widoczny. Lubiłyśmy robić wrażenie. Kiedy skończyłyśmy, pomadka wróciła do torebki Fendi jakiejś matki. Obserwowałyśmy, jak jej nakłada, nieświadoma tego. To było satysfakcjonujące.",0-0 1-1 2-2 4-3 5-10 7-11 8-12 9-13 10-9 11-16 12-17 15-26 17-27 19-31 22-20 23-29 24-35 25-36 27-37 30-39 31-41 32-43 33-42 36-44 38-40 39-46 40-47 41-49 43-48 44-50 47-52 49-53 50-55 51-61 52-63 54-58 55-59 56-60 57-56 58-57 59-65 62-73 65-77 66-78 67-79 68-82 69-83 70-84 71-85 72-87 73-88
8,"We put the dogs in a play and invited the parents, since there was no one else to be an audience. But the pets were poorly trained and failed to take direction. There were two soldiers and a fancy lady we’d dressed in a frilly padded bra. The soldiers were cowards. Deserters, basically. They ran away when we issued the battle cry. (A blaring klaxon. It went hoh-onk.)","Wstawiliśmy psy do sztuki i zaprosiliśmy rodziców, ponieważ nie było innych, którzy mogliby być publicznością. Ale zwierzęta były źle wyszkolone i nie potrafiły zastosować się do poleceń. Było dwóch żołnierzy i wytworna dama, którą ubraliśmy w falbaniasty biustonosz. Żołnierze byli tchórzami. Praktycznie dezerterami. Uciekli kiedy wydaliśmy bojowy okrzyk (Rozległ się alarm który brzmiał hoh-onk).",0-3 1-2 4-4 5-5 7-6 8-7 9-8 10-9 12-10 13-11 14-12 16-14 17-13 19-15 21-20 23-21 24-24 25-25 27-26 29-27 30-28 33-31 34-32 36-33 37-36 39-44 41-45 42-47 43-48 44-50 45-51 49-55 53-59 55-61 60-65 62-70 65-75 66-76 69-86 74-83 75-88 79-92 80-94 81-93 84-95 87-100 96-109 97-110 98-111 99-112 100-113
9,"Even the smallest canoe could take us down to the ocean. We’d paddle across the lake, over a marsh, down a stream, and come to the river’s mouth. Where the water met the sky. We’d run along the beach on a salt breeze, leaving our boats on the sand.","Nawet najmniejsza kanua mogła nas zabrać na ocean. Płynęlibyśmy przez jezioro, przez trzcinicę, w dół strumienia i dotarlibyśmy do ujścia rzeki. Tam, gdzie woda spotyka niebo. Biegliśmy po plaży na słonym wietrze, pozostawiając nasze łodzie na piasku.",0-0 2-1 4-3 6-4 7-5 8-7 9-6 11-9 13-10 14-11 17-16 18-12 20-17 23-20 24-21 27-19 28-26 33-32 34-34 35-37 36-40 37-18 40-39 41-43 42-46 43-48 44-47 45-49 47-50 48-52 49-55 52-54 53-56 54-62 55-57 56-59 58-60 59-63 60-64 61-65 62-66 63-69 65-70 66-73 68-74 69-76
