id,source,translation,alignments
1,"Celui qui est sous ma joue est un manuscrit d’amour : c’est l’histoire d’un mec qui rencontre une fille mais il est marié et elle a un copain… J’en ai lu sept pages et je le connais déjà par cœur. Rien ne pourra me surprendre. Depuis des lunes, je ne lis plus, je relis. La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides. Du papier qu’on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d’âge.",私の頬にあるのは、愛のための手稿だ。それは、男が女に出会う物語だが、彼は既婚者で、彼女は彼氏がいる……という物語である。7ページ読んだだけで、もう覚えてしまった。何も私を驚かせることはない。月日が経つにつれて、もう新しい本を読むことはなくなり、繰り返し読むことになった。それは、新しいものを作り出すために使われる古い粥のようなものであり、季節や新学期、文学的な成功や失敗、大失敗などを作り出すものだ。リサイクルした紙、朝出かけて夜帰ってくるトラックが、すでに古臭い新商品でいっぱいだ。,2-3 4-1 5-2 9-9 12-6 14-12 19-19 23-14 25-18 27-16 28-21 29-22 30-30 31-24 33-27 34-28 39-31 43-43 44-38 45-36 46-37 50-42 54-44 55-45 57-51 58-46 59-48 60-50 61-52 62-60 65-61 67-67 68-71 70-62 71-69 78-84 88-77 89-78 93-89 100-94 102-95 104-99 106-96 115-106 117-112 121-107 125-120 126-127 134-118 135-119 137-117 141-129 142-128 145-123 147-65 150-131
2,"Depuis combien d’années ai-je arrêté de sauter de joie à l’idée que j’allais découvrir un chef-d’œuvre et rentrer au bureau le lundi en étant un homme neuf ? Vingt ans ? Trente ans ? Je n’aime pas tenir ce genre de compte qui sent la mort. Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l’envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo. Mon souffle ralentit, mon cœur se calme un peu, je pourrais m’endormir, mourir. Mourir à l’attache. On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant ! » et, en vérité, je serais mort en rêvant à rien. Il y a bien bien longtemps que je ne lis plus vraiment. Est-ce que je sais seulement encore lire – ce qui s’appelle lire ? En suis-je seulement capable ? Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois…",どのぐらいの間、私は素晴らしい作品を発見し、月曜日には新しい人間としてオフィスに戻るという喜びを叫んでいただろうか？20年？三十歳？死のにおいがするようなこういう計算をするのは好きではない。目を閉じれば、私の瞼を透してペルツェルの灯が黄色い均一な光を放ち、それを黒い形が侵していくのが見える。それは動く廃墟を築き上げ、ヴィクトル・ユーゴーの絵を描いている。息が落ち着き、心臓が少しずつ静まる。眠りに落ちるか、死んでしまうか。縛られて死ぬ。「彼は本を読みながら、本の中で生きていたように、本の中で死んだのだ！」と言われている。本当に私は何も考えずに死んでいただろう。私は本当に本を読むのはもう長いこと前になってしまった。もう、私は読むことさえできるのだろうか――本当に読むということを。そんなことができるのかしら？頭を横に傾けると、心臓の鼓動がより強くなり、木を震わせるようになる……,1-1 2-3 8-6 13-22 15-24 25-10 32-12 33-21 35-20 37-15 41-18 42-17 43-29 44-30 47-32 48-33 50-34 51-35 55-45 59-41 61-42 62-64 65-36 66-47 69-50 71-48 73-83 76-70 81-62 82-63 83-101 85-58 88-80 89-53 93-74 96-78 97-76 103-106 104-94 105-91 108-88 115-103 118-95 122-108 125-119 126-113 128-115 130-110 143-134 145-131 152-157 154-155 157-136 158-137 160-163 161-147 164-145 166-144 167-139 168-169 169-142 173-154 179-180 180-181 185-161 188-160 189-166 195-174 200-170 201-179 202-168 203-178 212-182 213-187 219-189 226-193 227-196 230-201 233-197 235-207 236-199 237-204 241-219 242-211 245-217 248-215 249-221
3,"La maison est plongée tout entière dans un silence de vieux papier. Comme la neige, les livres mangent les bruits. Mon métier a son odeur et ses étouffements. Je le respire encore mieux dans ce silence. Retourner au bruit du monde est toujours une épreuve.",家は古い紙のような静けさに包まれていた。雪のように、本は音を食べてしまう。私の仕事には、独特の匂いと息苦しさがある。この静寂の中では、それをもっと深く感じる。世間の騒ぎに戻るのはいつも試練である。,1-1 2-2 3-10 11-6 13-3 14-4 15-13 16-15 19-14 20-16 22-17 23-20 24-21 26-19 27-28 28-22 29-23 30-24 31-36 33-29 34-30 35-31 40-35 41-37 43-44 45-47 47-45 48-41 49-38 50-39 51-48 52-53 54-54 56-51 57-50 58-49 59-58 60-55 62-56 63-57 64-59
4,"Qui peut bien frapper ? Je ne reconnais pas cette frappe légère, petite, discrète. Petite main. – Entrez. Elle entre. Je ne l’ai jamais vue. J’ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs. Elle a une bonne tête. Vu son regard étonné, la mienne doit être un rien froissée. Des marques rouges de la manche de ma veste sur ma joue, sans doute.",誰がこんな時に打ち付けてくるのだろう？この軽くて小さくて控えめな叩き方は私には知らない。小さな手。 「入ってください」 彼女は入ってきた。私はそれを一度も見たことがない。すぐに懐かしい気持ちが湧いてきた。それは、まだ家が小さくて、廊下で足首だけで女の子を見分けられる時代の想い出だった。彼女は頭がいい。彼の目が驚いているのを見て、私の目も少し混乱しているのだろう。私のジャケットの袖が私の頬に残した赤い印跡だろう。,0-1 4-7 5-9 8-23 10-10 12-19 19-16 20-24 21-25 22-17 23-26 24-27 25-28 26-29 27-31 29-34 30-35 32-38 37-40 38-42 39-44 43-45 47-51 51-46 52-48 58-73 61-58 63-57 65-60 68-70 73-69 76-66 83-64 85-78 86-79 88-81 89-82 90-80 91-83 92-90 94-93 98-91 104-95 109-97 110-99 112-114 113-112 114-113 116-104 119-100 120-103 121-109 122-107 128-117
5,"– Je vous dérange ? – Je survivrai à votre passage, Mademoiselle. Qui êtes-vous ? – Ben, je suis la stagiaire ! – Dans quel service ? – On ne me l’a pas dit. Vous savez, nous les stagiaires, on abat tellement de boulot qu’on a intérêt à être polyvalents. – Vous voulez une augmentation ? – Non, je ne gagne rien.",「お邪魔してもよろしいですか？」 「私は、あなたが去っても生き残るでしょう、ミス。あなたは誰ですか？」 「そうですね、私はインターンです！」 「どの部署ですか？」 「そう言われていません。私たちインターンは仕事量が多いので、多芸になるといいよね。」 「賃金を増やしてほしいのですか？」 「いいえ、私は何も得るものではありません。」,0-0 5-8 6-9 7-10 8-15 10-17 12-12 14-19 18-21 19-23 22-22 23-25 24-26 25-27 26-29 27-30 30-31 32-32 33-34 34-35 36-36 37-37 38-39 39-40 40-45 46-43 47-42 48-44 54-46 56-47 57-52 63-49 76-59 78-65 79-62 80-64 82-68 83-69 84-71 85-72 86-73 90-74
6,"Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste. Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie. Je ne sais plus lire ces filles-là non plus. Elle est vive. Normale Sup ? Métiers du livre – la machine à fabriquer mille Gaston Gallimard par an pour mieux les broyer ensuite ?",彼女はかなり髪型が乱れているように思える。ジーンズに穴があき、他のところは色が褪せている。彼女は小柄で、黒い瞳をしていて、魅力的だが、美しいかどうかは断定できない。これらの女の子たちの文字ももう読めないんだ。彼女は鋭い。ノルマル・スープ？出版業界――一年間で1000冊のガストン・ガリマールを作り出して、それをその後破壊するためのマシン？,0-1 2-2 3-4 5-7 8-10 16-15 17-12 18-14 19-20 20-24 21-28 23-21 24-29 29-30 32-37 33-35 34-34 37-42 38-44 47-50 51-45 52-51 54-60 56-57 57-58 58-52 59-53 64-62 65-63 67-65 68-66 72-74 73-99 75-76 76-83 77-75 78-77 80-100 82-91 83-92 85-84 86-85 91-79 94-95 96-98 97-96 98-101
7,"– Alors qu’est-ce que vous faites ici ? – J’aime bien les livres aussi ! Et puis il y avait une place. On doit faire un stage en entreprise. Obligatoire. – Et qu’est-ce que vous faites dans mon bureau, si ce n’est pas indiscret ? – C’est monsieur Meunier, le grand patron, qui m’a dit de… – Le grand patron ? Meunier ? – Vous ne le connaissez pas ? – Trop bien.",「それなら、あなたはここで何をしているのですか？」 「私も本が大好きです！そしてそこには広場があった。企業でインターンシップをする必要があります。必須です。」 「それで、あなたは何を私の事務室でしているのですか？失礼な質問であれば申し訳ありませんが」 「大きな上司のミュニエ氏が、私に……と言っていたのです」 「最高の責任者？ミュニエ？」 「あなたは彼を知らないのですか？」 「すごくいいわよ。」,0-0 1-1 2-6 8-4 9-7 10-5 11-10 12-11 13-12 15-14 18-13 20-16 21-17 25-22 27-21 28-23 30-31 31-30 33-29 35-24 36-32 41-36 43-40 49-39 50-45 51-44 52-41 53-43 54-38 61-49 63-51 64-48 65-59 72-69 74-60 77-68 81-74 83-72 84-77 85-79 88-82 90-86 91-87 92-88 93-89 96-92 100-95 101-96 102-97 103-98
8,"– Non, gestion d’entreprises culturelles. – Vraiment ? Et vous voulez gérer l’édition ? Je vous souhaite bonne chance. – Je préférerais organiser des concerts. – Asseyez-vous. – Il faut que j’y aille, c’est vendredi. Il est tard. – Cinq minutes. Vous voulez organiser des concerts ? – Oui, c’est bien, la musique.",「いいえ、文化事業の管理です。」 「そうなの？それであなたは出版を管理したいのですか？ご成功をお祈りします。」 「私はコンサートを開催することを好みます」 「お座りください」 「行かなくてはならないんだ、今日は金曜日だからな。もう遅いです。」 「5分です。コンサートを企画したいのですか？」 「はい、音楽はいいですね。」,0-0 2-3 3-7 6-5 7-6 8-4 11-10 12-11 15-13 16-14 17-15 18-19 19-18 23-16 24-22 27-28 29-24 31-30 32-31 33-35 36-33 38-32 42-39 44-42 48-44 50-49 56-45 57-51 61-55 62-58 64-59 65-60 67-64 68-65 70-66 71-68 73-72 74-71 76-69 77-70 78-75 79-76 80-77 81-78 84-80 85-81 88-79
9,"Longtemps j’ai croisé les pieds dessus pour un peu de détente, d’élévation, pour un peu plus de sang au cerveau, maintenant, il m’arrive de plus en plus souvent d’y poser la tête, surtout le soir, surtout le vendredi soir. Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l’avant-bras et la joue sur le texte frais. Le bois du bureau amplifie les battements de mon cœur. Le vieux mobilier Art déco conduit bien les émotions et les fatigues. Ruhlman ? Leleu ? Il en a tant vu. J’écoute mon cœur, mon vieux cœur du vendredi, mon vieux cœur dans le silence de la maison. À cette heure, tout le monde est parti, je reste seul à bord, rincé, parce que je n’ai pas le courage de dresser la tour des manuscrits que je dois emporter pour le week-end. Comme chaque vendredi.",長い間、少しの休息と高揚感を得るために、足を組んで座っていた。頭の中に血液が流れるようになるためだ。今では、夕方、特に金曜日の夜には、そこに頭をのせることがますます多くなってきた。私は開かれた原稿の上に腕を交差させ、頭をその上に乗せた。前腕の上に額を、新鮮なテキストの上に頬を押し付けた。私の心臓の鼓動が大きく響くような机の木材がある。古いアール・デコ家具は感情や疲労をよく誘導してくれる。ルールマン？レルー？彼はそれほど多くを見てきた。私は自分の心を聞いている。金曜日の古い心、家の静寂の中の古い心を。今はみんな出かけてしまった。私だけが残されている。週末に持っていく書類を整理しない勇気がないから、疲れ果てている。毎週金曜日のように。,0-1 6-16 7-19 9-14 11-12 13-4 15-6 19-8 28-23 30-21 32-31 33-32 39-49 45-42 46-46 48-43 53-34 54-35 56-36 57-39 58-53 59-54 61-72 62-62 63-61 64-60 65-59 66-58 67-55 68-66 70-71 72-67 73-70 76-78 77-77 78-76 80-74 81-110 86-90 87-85 88-84 89-83 90-81 91-91 95-102 101-97 102-95 103-92 104-93 105-106 107-107 108-113 112-122 113-119 116-115 117-118 118-116 120-117 122-123 123-124 124-125 125-126 126-127 128-128 129-129 130-130 133-131 134-133 135-135 136-136 138-140 139-137 140-138 146-143 147-148 149-154 150-155 151-153 153-151 154-152 156-149 157-157 159-158 164-159 167-163 169-168 170-165 185-178 187-176 188-177 192-174 194-175 198-172 201-171 202-170 205-186 207-187 208-191 209-193
10,"– Alors vous savez. C’est lui qui m’a dit de vous apporter ça. – Et qu’est-ce que c’est, ça ? – Ben, c’est une liseuse, un eBook, un iPad, je ne sais pas, moi. Il m’a dit qu’il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd. Vous voulez que je vous explique ? Regardez, c’est comme un écran avec tous vos manuscrits dessus. Ils sont sur l’étagère virtuelle en faux-vrai bois. Vous les touchez et ils s’ouvrent. Il y en a un paquet. Vous n’allez jamais lire tout ça en deux jours ! Regardez, le texte s’ouvre.",「それじゃあ、あなたは知っているのね。それをあなたに持っていくようにと、彼が私に言ったのです。」 「それはなんだ？」 「ええと、読書器かな、eBookかな、iPadかな、わからないな。彼はあなたのマニュスクリプトを全部入れて、週末までに持っていくから、荷物が軽くなるよと言っていました。説明してもらえますか？見てください、あなたのマニュスクリプトが全部載ったスクリーンのようなものです。それらは仮想の棚の上に、木製の仮想本物のものがあります。それらを触れると、開きます。それらがたくさんある。２日間でこれを全部読むなんて無理だよ！見てください、文章が開いています。」,0-0 1-1 2-5 3-6 4-9 8-17 10-19 13-21 15-11 17-10 19-24 21-26 31-25 32-27 33-28 34-29 35-32 40-33 42-37 44-38 45-39 46-41 48-42 49-44 52-45 56-47 57-48 65-74 66-59 67-58 68-49 70-56 76-62 84-71 86-68 87-75 93-76 94-81 95-82 96-83 97-84 103-99 107-85 109-92 111-102 112-103 113-104 114-110 115-109 119-116 127-112 128-121 131-124 134-130 137-127 138-128 139-129 147-133 154-139 156-137 157-136 158-134 159-135 160-143 161-144 162-145 163-146 165-147 168-149
