id,source,translation,alignments
1,"The mother was speaking from the breakfast room, out of my field of view. I liked that room a lot, with its long, oaken table and glass walls on three sides. You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Matka mówiła z jadalni, poza moim zasięgiem wzroku. Bardzo lubiłem tamten pokój, z długim dębowym stołem i ścianami z szkła po trzech stronach. Przez szklane ściany można było dostrzec jasne błyski jeziora, a słońce przebijało się przez poruszające gałęzie starożytnego wierzby, która zacieniała dom.",1-0 2-2 3-1 4-3 5-6 8-7 11-9 12-10 13-11 14-12 15-14 16-17 17-16 19-19 20-21 22-15 23-22 24-23 26-24 30-28 31-30 32-32 34-33 35-34 36-39 37-40 38-41 39-42 40-43 42-49 43-52 45-53 50-57 51-44 53-45 54-47 55-48 56-59 57-60 58-61 60-63 61-64 62-66 63-68 64-67 66-71 70-72 71-76 72-78 73-80 74-81 75-84 77-85 78-86
2,"We had a system of accounting, a chart on a wall. There were merits and demerits. A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation. Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father. Probably not his own—Low’s parentage was a well-kept secret. But he’d been spotted asking a guy with male-pattern baldness for wardrobe advice.","Mieliśmy system księgowy, wykres na ścianie. Były zalety i wady. Za dokonanie udanego aktu przemocy przyznawano punkt zasługi, natomiast za działanie, które miało doprowadzić do upokorzenia, punkt ujmy. Juicy zyskał uznanie za to, że niezauważenie wylał do koktajli, podczas gdy Low dostał minusy za to, że zalecał się do ojca. Prawdopodobnie nie był jego własny — pochodzenie Lowa było dobrze strzeżoną tajemnicą. Ale został zauważony, jak pytał faceta o poradę odnośnie garderoby, który miał typową dla mężczyzn łysinę.",0-1 1-0 3-2 6-6 7-7 9-9 10-10 11-12 12-11 13-13 15-15 16-16 17-17 18-18 21-20 22-21 24-34 26-22 27-26 34-39 38-41 40-42 41-44 42-45 43-47 46-52 47-57 48-58 49-59 50-60 52-54 56-75 60-139 61-70 62-71 63-73 64-81 65-82 66-84 67-85 69-86 70-87 71-66 72-74 75-77 77-97 78-99 79-100 80-102 81-103 82-104 83-106 84-107 85-108 92-114 93-119 94-115 97-116 98-120 99-122 100-123 105-125 106-126 107-129 108-113 109-131 118-96 120-138 121-134 122-151
3,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly. When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room. Move in a natural manner toward this figment of my imagination, making a purposeful face. Go through the door. And fade away.","Musieliśmy jednak ukryć naszą ucieczkę, bo nasza pośpieszność mogła nas zdradzić, więc bardziej słusznie powiedzieć, że wycofaliśmy się cicho. Kiedy pojawiał się jeden z moich rodziców, moim sposobem było: udawać, że dostrzegam kogoś w następnym pokoju. Ruszaj się w naturalny sposób w kierunku tego, co wymyśliłem, udając poważną minę. Przejdź przez drzwi. I zniknąć.",0-2 1-0 3-4 4-5 7-10 8-3 12-12 14-17 17-22 18-19 19-23 20-24 22-25 24-30 28-33 29-38 30-39 31-40 32-41 33-45 34-46 35-47 36-48 37-42 38-49 39-50 40-51 41-53 42-54 48-62 49-63 50-65 51-64 52-66 53-67 54-68 55-71 57-72 58-73 59-75 60-76 61-85 67-82 68-84 72-88 73-90 74-93 75-94 76-87 77-95 78-96 79-97 80-98 83-101
4,"As the evenings wore on, some parents got it into their heads to dance. A flash of life would move their lumpen bodies. Sad spectacle. They flopped, blasting their old-time music. “Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.”","Gdy wieczory mijały, niektórzy rodzice zaczęli mieć ochotę na taniec. Moment życia ożywiał ich ciężkie ciała. Smutny widok. Oni wybuchali, wydobywając swoją starą muzykę. „Bij w brudasa, bij w brudasa, bij w brudasa batem baseballowym, oh yeah.”",0-0 2-1 3-2 5-4 7-5 8-6 9-7 10-12 17-16 18-17 20-18 22-19 23-23 24-22 25-24 29-27 30-28 31-29 32-32 33-33 34-34 36-36 37-37 38-38 39-41 40-42 41-43 44-45 45-47 46-48 47-49 48-50 50-51 51-52 52-54 53-55 55-56 56-57 57-59 58-60 60-61 61-62 62-65 63-44 64-66 65-64 66-68 67-69 68-70 69-71
5,"Later the talk grew louder. Freed of our influence, some of them emitted sudden, harsh barks. Apparently, laughing. From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried. We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat. We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Później rozmowa stała się głośniejsza. Uwolnieni od naszego wpływu, niektóre z nich wydały nagle głośne, szorstkie szczeknięcia. Wyglądało na to, że śmieje się. Z otaczającego tarasu, z jego bambusowymi pochodniami, wiszącymi paprociami, huśtawkami, zardzewiałymi fotelami i lampami odstraszającymi owady, dochodziły głośne śmiechy. Słyszeliśmy je z drzewnych domków, kortów tenisowych oraz z pola uli, którymi w dzień opiekowała się wolno mówiąca sąsiadka, podczas gdy jej twarz zasłaniał kaptur pszczelarski. Słyszeliśmy je zza pękniętych szyb opuszczonej szklarni albo z chłodnej czarnej wody jeziora, gdzie o północy pływaliśmy w naszych bieliznach.",0-0 2-5 4-7 5-9 7-11 8-12 9-14 10-13 11-16 12-17 13-18 14-20 15-21 16-22 17-23 18-24 19-25 21-30 22-31 24-32 25-36 26-111 34-52 35-53 41-57 42-58 43-59 44-60 45-61 46-62 51-70 52-71 60-69 68-89 69-68 70-91 78-102 86-112 87-116 88-115 89-117 90-118 92-119 93-121 94-122 96-126 97-124 99-128 100-129 102-130 108-141 109-144 110-145 113-135 115-136 125-149 130-155 131-161 134-166 140-174 141-143 148-157 150-182 152-186 153-184 154-187 155-189 157-188 158-190 159-192 160-193 161-198 163-139 164-199 165-200 168-194 170-195 171-205
6,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months. Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky. And of no general interest.","TA WIELKA POSIADŁOŚĆ została zbudowana przez baronów–rabusiów w XIX wieku, jako pałacowe schronienie na zielone miesiące. Nasi rodzice, ci tak zwani autorytety, błąkali się po jego pokojach w niejasnych kręgach pod szerokimi belkami, ich cele były niejasne. I bez większego zainteresowania.",0-0 1-1 2-3 3-4 4-9 6-10 7-12 8-14 11-15 12-16 13-22 15-23 19-24 20-25 22-27 24-28 25-29 27-31 28-32 30-34 31-35 32-37 33-38 34-39 35-41 36-42 37-43 42-49 44-46 45-50 46-52 47-53 48-56 49-57 50-59 51-60 54-63 55-66 58-67 61-71 62-72 63-73 67-78 68-79 70-80 71-81 72-83 73-85
7,"The lady urinated. “Oh, poor old thing, she has a nervous bladder!” exclaimed someone’s chubby mother. “Is that a Persian rug?” Whose mother was it? Unclear. No one would cop to it, of course. We canceled the performance. “Admit it, that was your mother,” said a kid named Rafe to a kid named Sukey, when the parents had filed out. Some of their goblets, highball glasses, and beer bottles were completely empty. Drained. Those parents were in a hurry, then. “No way,” said Sukey firmly, and shook her head. “Then who is your mother? The one with the big ass? Or the one with the clubfoot?” “Neither,” said Sukey. “So fuck you.”","Pani skorzystała z toalety. — Ach, biedna stara, ma nerwicę pęcherza! — wykrzyknęła matka jakiegoś pulchnego kogoś. — To jest dywan perski? Czyja to była matka? Niejasne. Oczywiście, nikt nie chciał się do tego przyznać. Anulowaliśmy występ. — Przyznaj się, to była twoja mama — powiedział Rafe, gdy rodzice wyszli, do Sukey. Niektóre z ich kielichów, szklanek do whisky i butelek piwa były całkowicie puste. Wyczerpany. Ci rodzice byli wtedy w pośpiechu. — Nie ma mowy — stanowczo powiedziała Sukey i pokręciła głową. — To kto jest twoją matką? Ta z dużym tyłkiem? A może ten z kulawą stopą? — Żadne z nich — odparła Sukey. — Więc do diabła z tobą.",1-0 2-4 3-2 4-6 5-7 6-8 7-9 8-10 9-12 11-13 13-14 15-15 16-16 18-21 19-22 20-24 21-25 22-27 23-34 26-31 28-28 29-35 30-36 31-38 32-37 34-41 35-42 36-40 38-44 39-45 40-48 41-47 43-49 44-50 45-51 46-53 48-56 51-60 52-61 55-54 56-64 57-66 58-65 61-67 62-68 63-69 64-70 65-71 67-73 68-74 69-75 70-76 71-78 72-79 74-80 80-81 81-82 82-90 88-91 89-92 90-83 91-84 92-86 93-85 97-87 98-93 99-94 100-95 101-96 105-100 108-101 111-106 112-105 113-97 114-99 115-111 116-112 117-113 118-115 119-116 120-119 121-120 122-121 123-122 124-124 125-126 130-125 131-131 132-132 133-133 135-137 137-141 138-143 139-144 140-138 141-140 143-145 144-147 145-148 147-150 148-152 149-153 152-155 153-156 154-157 155-159 156-161 158-162 159-163 161-164 163-168 164-169 166-171 167-172 169-173 170-175 171-177 172-178 173-179 174-180 176-184 178-187 179-188 180-189 181-190 182-191 183-192 185-183
8,"One dog got makeup applied to its face, lipstick and blue eye shadow. It was a white-faced dog, so the makeup showed up well. We liked to have an impact. When we were done, the lipstick went back into some mother’s Fendi handbag. We watched her apply it, unaware. That was satisfying.","Jednemu z psów nałożono makijaż twarzy, w tym szminkę i niebieski cień do powiek. Był to pies o białej sierści, więc makijaż dobrze się prezentował. Lubiliśmy wywrzeć wrażenie. Gdy skończyliśmy, szminka wróciła do jakiejś torebki Fendi należącej do matki. Patrzyliśmy, jak to robi, nieświadomi tego. To było satysfakcjonujące.",0-0 2-8 3-9 5-21 7-10 8-11 10-16 11-17 12-18 15-24 16-26 17-25 18-30 19-29 23-27 24-33 25-34 27-35 28-39 30-36 31-40 32-42 33-41 36-43 38-46 39-47 40-48 41-50 43-49 44-51 47-54 49-55 50-57 51-58 52-68 54-62 55-63 56-64 57-60 58-61 59-70 60-73 65-78 66-79 67-80 68-83 69-84 70-85 71-86 72-88 73-89
9,"We put the dogs in a play and invited the parents, since there was no one else to be an audience. But the pets were poorly trained and failed to take direction. There were two soldiers and a fancy lady we’d dressed in a frilly padded bra. The soldiers were cowards. Deserters, basically. They ran away when we issued the battle cry. (A blaring klaxon. It went hoh-onk.)","Umieściliśmy psy na scenie i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być widownią. Ale zwierzęta były źle wyszkolone i nie potrafiły wykonywać poleceń. Były tam dwaj żołnierze i jedna elegancka dama, której ubrałem w falbaniastą, wyściełaną stanik. Żołnierze byli tchórzami. Podstawowo dezerterzy. Uciekli, gdy wydaliśmy okrzyk bojowy. (Głośny syrena. Brzmiało jak hoh-onk.)",0-3 1-2 4-4 6-5 7-6 8-8 9-9 10-10 12-11 13-12 14-13 16-15 17-16 19-18 21-22 23-23 24-26 25-27 27-28 29-29 30-30 33-33 34-34 36-39 37-38 39-43 41-44 42-47 43-49 44-51 45-52 46-53 47-54 48-55 49-56 53-60 54-59 55-62 62-74 65-79 66-80 67-81 72-92 75-93 79-98 80-100 81-99 83-101 84-104 86-106 87-107 89-63 91-90 92-112 93-113 96-118 97-119 98-120 99-121 100-122 101-123 102-124
10,"Even the smallest canoe could take us down to the ocean. We’d paddle across the lake, over a marsh, down a stream, and come to the river’s mouth. Where the water met the sky. We’d run along the beach on a salt breeze, leaving our boats on the sand.","Nawet najmniejsza łódka mogłaby nas zabrać w dół do oceanu. Płynęlibyśmy przez jezioro, przez bagno, w dół rzeki, aż do jej ujścia. Tam, gdzie woda spotykała się z niebem. Biegliśmy po plaży w słonecznym wietrze, zostawiając nasze łodzie na piasku.",0-0 1-2 2-1 6-3 7-6 8-9 9-8 10-13 11-14 13-15 14-17 17-22 18-18 19-20 20-23 23-26 24-27 26-28 27-25 31-24 32-36 34-37 35-38 36-33 40-41 41-42 42-45 43-47 44-46 45-48 47-52 48-54 49-57 52-56 53-58 55-59 56-61 59-66 60-67 61-68 62-69 63-71 65-72 66-75 68-76 69-78
