tgt,book,GT,human1,human2,human3
de,amerika,17.777439024390244,13.212218649517684,14.238670694864048,
de,amerika,0.42424242424242425,1.9565217391304348,1.3703703703703705,
de,amerika,0.35714285714285715,0.3076923076923077,0.8076923076923077,
de,amerika,1.03125,0.8518518518518519,0.9642857142857143,
de,amerika,0.392,1.8484848484848484,1.683168316831683,
de,amerika,1.2727272727272727,0.7777777777777778,0.59375,
de,amerika,2.0217391304347827,0.7771739130434783,1.736842105263158,
de,amerika,1.451851851851852,2.0555555555555554,1.9402985074626866,
de,amerika,0.5466666666666666,1.3280423280423281,0.595,
de,amerika,1.909871244635193,1.1955555555555555,2.5952380952380953,
de,amerika,2.5166666666666666,1.2530120481927711,2.4785992217898833,
de,amerika,0.5562310030395137,0.45110410094637227,2.650485436893204,
de,amerika,0.4482758620689655,0.4827586206896552,0.3103448275862069,
de,amerika,0.9035087719298246,0.9183673469387755,0.85,
de,amerika,3.3422053231939164,3.2270916334661353,6.090909090909091,
de,amerika,0.9240506329113924,1.0810810810810811,0.6428571428571429,
de,amerika,1.2666666666666666,0.14705882352941177,0.4444444444444444,
de,amerika,0.2807017543859649,0.5581395348837209,0.82,
de,amerika,0.8305084745762712,0.8715596330275229,1.5309734513274336,
de,amerika,2.4838709677419355,1.2702702702702702,1.1825396825396826,
de,amerika,0.941747572815534,0.6736842105263158,1.0,
de,amerika,0.21052631578947367,0.3055555555555556,0.24324324324324326,
de,amerika,2.483402489626556,2.324200913242009,6.158013544018059,
de,amerika,0.5089285714285714,0.5945945945945946,2.3603603603603602,
de,amerika,0.14814814814814814,0.37037037037037035,0.043478260869565216,
de,amerika,4.636118598382749,6.928774928774929,6.8895348837209305,
de,amerika,2.046511627906977,1.5934959349593496,1.6206896551724137,
de,amerika,0.4166666666666667,0.5789473684210527,2.3508771929824563,
de,amerika,1.3958333333333333,1.953125,1.251908396946565,
de,amerika,1.8282442748091603,3.1516587677725116,2.0704845814977975,
de,amerika,0.7272727272727273,0.5901639344262295,0.864406779661017,
de,amerika,6.624137931034483,11.149122807017545,7.817460317460317,
de,amerika,0.532608695652174,1.1764705882352942,1.5235294117647058,
de,amerika,0.96,1.360655737704918,2.6984126984126986,
de,amerika,0.6842105263157895,0.8,1.2459016393442623,
de,amerika,0.37142857142857144,0.14814814814814814,0.27586206896551724,
de,amerika,0.345679012345679,0.76,0.7887323943661971,
de,amerika,0.2,0.2,0.2,
de,amerika,0.29411764705882354,0.35294117647058826,0.125,
de,amerika,1.485,1.3142857142857143,1.1030927835051547,
de,amerika,0.3088235294117647,0.7111111111111111,0.7076923076923077,
de,amerika,1.3244147157190636,2.161512027491409,1.6219931271477663,
de,amerika,0.125,0.0,0.0,
de,amerika,1.96875,1.3478260869565217,1.9259259259259258,
de,amerika,3.420863309352518,5.650406504065041,4.21011673151751,
de,amerika,0.9047619047619048,1.1824817518248176,1.5403225806451613,
de,amerika,1.018181818181818,0.9777777777777777,0.8163265306122449,
de,amerika,0.9761904761904762,1.1842105263157894,0.9913793103448276,
de,amerika,0.39204545454545453,0.4726027397260274,0.6790123456790124,
de,amerika,0.37606837606837606,0.7526881720430108,1.542857142857143,
de,amerika,0.5,0.875,0.8225806451612904,
de,amerika,0.0,0.4,0.8333333333333334,
de,amerika,0.7884615384615384,0.7297297297297297,0.575,
de,amerika,1.342281879194631,1.6524822695035462,0.6597222222222222,
de,amerika,0.09523809523809523,0.10526315789473684,0.15,
de,amerika,1.3402777777777777,1.1736111111111112,2.8125,
de,amerika,1.9518072289156627,2.3149606299212597,1.1702127659574468,
de,amerika,0.5652173913043478,0.2777777777777778,0.7619047619047619,
de,amerika,0.47770700636942676,2.375,1.3733333333333333,
de,amerika,0.375,0.2857142857142857,0.2857142857142857,
de,amerika,3.0643086816720255,4.472222222222222,3.825082508250825,
de,amerika,5.257894736842105,9.841328413284133,3.6610169491525424,
de,amerika,0.36363636363636365,0.45,0.10526315789473684,
de,amerika,0.425531914893617,0.1282051282051282,0.20512820512820512,
de,amerika,1.4071428571428573,1.8389830508474576,1.6134453781512605,
de,amerika,0.26666666666666666,1.0555555555555556,0.4888888888888889,
de,amerika,13.77562326869806,11.961424332344214,18.206060606060607,
de,amerika,0.46153846153846156,1.951219512195122,1.3636363636363635,
de,amerika,0.1111111111111111,0.0,0.0,
de,amerika,1.1515151515151516,1.2209302325581395,0.945054945054945,
de,amerika,0.7272727272727273,1.25,1.3333333333333333,
de,amerika,0.5227272727272727,0.30952380952380953,0.8372093023255814,
de,amerika,0.8090614886731392,1.1924528301886792,0.8701754385964913,
de,amerika,0.5161290322580645,0.2692307692307692,0.5862068965517241,
de,amerika,0.0,1.3333333333333333,0.5,
de,amerika,1.9404761904761905,1.03125,1.8375,
de,amerika,0.0,0.0,0.0,
de,amerika,1.347457627118644,1.4,1.697674418604651,
de,amerika,0.7580645161290323,1.105263157894737,1.5,
de,amerika,1.334710743801653,1.636734693877551,2.2227272727272727,
de,amerika,0.07142857142857142,0.07142857142857142,0.07142857142857142,
de,amerika,0.4666666666666667,0.3333333333333333,0.6428571428571429,
de,amerika,1.4166666666666667,1.338235294117647,1.6666666666666667,
de,amerika,2.2319391634980987,2.78125,1.9433962264150944,
de,amerika,0.7575757575757576,0.9193548387096774,0.7424242424242424,
de,amerika,0.6274509803921569,1.127659574468085,1.4948453608247423,
de,amerika,1.2030456852791878,1.4761904761904763,1.5470588235294118,
de,amerika,8.838006230529595,6.325227963525836,4.339805825242719,
de,amerika,2.1083916083916083,3.246808510638298,4.577272727272727,
de,amerika,26.09406952965235,30.78181818181818,33.67164179104478,
de,amerika,0.8888888888888888,2.0,1.591549295774648,
de,amerika,0.0,0.0,0.0,
de,amerika,0.31666666666666665,1.98,0.4230769230769231,
de,amerika,1.2358490566037736,2.5565217391304347,2.509433962264151,
de,amerika,0.07272727272727272,0.37735849056603776,0.1509433962264151,
de,amerika,1.9651741293532339,3.265432098765432,1.675,
de,amerika,0.6172839506172839,0.5769230769230769,0.676056338028169,
de,amerika,27.944444444444443,18.81704781704782,17.494718309859156,
de,amerika,1.8627450980392157,1.0421052631578946,0.8924731182795699,
de,amerika,0.0,0.0,0.058823529411764705,
de,amerika,0.6875,1.2820512820512822,0.9736842105263158,
de,amerika,0.3333333333333333,0.5769230769230769,0.76,
de,amerika,2.4642857142857144,1.3202247191011236,3.208092485549133,
de,amerika,2.111111111111111,3.199261992619926,3.5767441860465117,
de,amerika,4.914835164835165,11.089820359281438,6.962962962962963,
de,amerika,2.334710743801653,2.3361344537815127,3.302127659574468,
de,amerika,0.5185185185185185,0.4166666666666667,0.6818181818181818,
de,amerika,0.2,0.12903225806451613,0.8529411764705882,
de,amerika,0.5333333333333333,1.290909090909091,0.4423076923076923,
de,amerika,2.4489795918367347,0.8813559322033898,1.0,
de,amerika,26.771634615384617,17.865384615384617,20.28893442622951,
de,amerika,3.9588377723970942,5.110512129380054,3.0900243309002433,
de,amerika,0.06666666666666667,0.07142857142857142,0.26666666666666666,
de,amerika,0.15384615384615385,0.15384615384615385,0.46153846153846156,
de,amerika,2.0434782608695654,2.3734939759036147,3.413793103448276,
de,amerika,7.833887043189368,10.768181818181818,8.328358208955224,
de,amerika,1.0459770114942528,0.9866666666666667,0.9324324324324325,
de,amerika,0.4305555555555556,0.2631578947368421,0.5757575757575758,
de,amerika,0.038461538461538464,0.037037037037037035,0.038461538461538464,
de,amerika,0.3050847457627119,0.23214285714285715,1.0377358490566038,
de,amerika,0.35135135135135137,0.26666666666666666,0.19444444444444445,
de,amerika,1.4896551724137932,4.14176245210728,1.2277992277992278,
de,amerika,0.0,0.0,0.0,
de,amerika,1.6048951048951048,5.586497890295359,4.024896265560166,
de,amerika,1.3658536585365855,1.7959183673469388,1.2950819672131149,
de,amerika,1.5396825396825398,1.4754098360655739,2.1497005988023954,
de,amerika,1.8088235294117647,2.610169491525424,1.4,
de,amerika,0.7211538461538461,1.1650485436893203,1.8235294117647058,
de,amerika,0.0,0.0,0.0,
de,amerika,1.0168067226890756,1.0377358490566038,1.6403508771929824,
de,amerika,0.0,0.23529411764705882,0.05,
de,amerika,0.28,0.6842105263157895,0.8636363636363636,
de,amerika,0.25,0.375,0.25,
de,amerika,0.6451612903225806,0.36666666666666664,0.4117647058823529,
de,amerika,0.0625,0.047619047619047616,0.0625,
de,amerika,0.25,0.8571428571428571,0.18181818181818182,
de,amerika,0.4166666666666667,0.3448275862068966,0.6190476190476191,
de,amerika,1.9095744680851063,2.9257142857142857,1.6341463414634145,
de,amerika,5.2771739130434785,3.284313725490196,4.870036101083032,
de,amerika,1.2043010752688172,0.4936708860759494,1.2465753424657535,
de,amerika,0.0,0.09090909090909091,0.0,
de,amerika,0.9727272727272728,0.941747572815534,1.2452830188679245,
de,amerika,0.8444444444444444,2.448717948717949,1.5625,
de,amerika,0.0,0.0,0.0,
de,amerika,119.78181818181818,77.9375,144.22231473771856,
de,amerika,0.0,0.0,0.0,
de,amerika,0.7407407407407407,1.4166666666666667,2.028368794326241,
de,amerika,1.936,2.127450980392157,2.3135593220338984,
de,amerika,3.5527426160337554,2.6638297872340426,4.25,
de,amerika,0.6097560975609756,0.821917808219178,0.9714285714285714,
de,amerika,1.1715686274509804,2.1455696202531644,2.01840490797546,
de,amerika,0.2,0.21428571428571427,0.22857142857142856,
de,amerika,1.0909090909090908,0.18181818181818182,1.263157894736842,
de,amerika,9.996598639455783,7.102803738317757,1.967455621301775,
de,amerika,2.016597510373444,2.8854166666666665,3.4675925925925926,
de,amerika,1.0239043824701195,2.0762331838565022,1.8649789029535866,
de,amerika,0.7592592592592593,0.45098039215686275,1.2826086956521738,
de,amerika,1.5933609958506223,1.2995391705069124,1.15695067264574,
de,amerika,2.024390243902439,3.1964285714285716,3.643939393939394,
de,amerika,0.3974358974358974,0.5866666666666667,0.5616438356164384,
de,amerika,1.0666666666666667,0.8301886792452831,1.3773584905660377,
de,amerika,0.5693069306930693,0.6264367816091954,1.78343949044586,
de,amerika,0.8571428571428571,0.9873417721518988,2.0930232558139537,
de,amerika,0.3333333333333333,0.2222222222222222,0.2222222222222222,
de,amerika,0.8596491228070176,0.853448275862069,0.9646017699115044,
de,amerika,1.0869565217391304,1.8688524590163935,1.180327868852459,
de,amerika,0.4574468085106383,0.4787234042553192,0.17391304347826086,
de,amerika,1.7043478260869565,0.8942307692307693,2.0742574257425743,
de,amerika,1.0588235294117647,1.2903225806451613,0.8676470588235294,
de,amerika,0.6483516483516484,0.8789808917197452,1.1597938144329898,
de,amerika,0.30612244897959184,0.6097560975609756,0.6086956521739131,
de,amerika,0.6711409395973155,0.6193548387096774,0.564935064935065,
de,amerika,14.697947214076246,20.40764331210191,18.263013698630136,
de,amerika,0.8,0.8780487804878049,0.717391304347826,
