id,source,translation
1,"Nie wyjdzie stamtąd, mówię wam powiedział pryszczaty, z przekonaniem kiwając głową. Już godzina i ćwierć, jak tam wlazł. Już po nim. Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi. Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",そこから出てこないだろう、とポツンと話した、吹き出物のある男が、頭を確信に振りながら。もう1時間15分が経った時に、彼は入っているだろう。もう遅し。町人たちは廃墟の中で押し詰められ、黒い穴を食べ尽くすように見つめて沈黙していた。地下へ続く入口は埃で覆われていた。黄色い外套をまとった太っちょが足音を立てながら足を踏み出すと、せき込んで帽子からしわくちゃのベレー帽を取りました。
2,"Poczekajmy jeszcze powiedział, ocierając pot z rzadkich brwi. Na co? prychnął pryszczaty. Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie? Kto tam wchodzi, ten już przepadł. Mało to ludzi tam poginęło? Na co tedy czekać? Umawialiśmy się przecie mruknął niepewnie grubas. Jakże tak? Z żywym się umawialiście, wójcie rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu. A nynie on martwy, pewne to jak słońce na niebie. Z góry było wiadomo, że na zgubę idzie, jako i inni przed nim. Przecie on nawet bez zwierciadła polazł, z mieczem tylko. A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.","「もうちょっと待ってみよう」と彼は言い、まばらな眉の汗をぬぐっていた。何のために？とにやりと笑った吹き出物のある男が言った。「あそこ、牢獄にバジリスクが潜んでいるわけだろ。お忘れか？」 「そこへ入るやつは、もう終わりだ。何人が命を落としてきただろう？」 それなら何のために待つのか?「約束したじゃないか」と太った男が不安げに呟く。「本物と約束していただろ?」 続けて、革製の屠殺用エプロンを身に着ける巨漢も付け加えた。「そして今やその彼は死んでしまった、太陽が昇るように確実だ。最初から失敗する運命だったことは明白だっただろう, 前例通り. その男さえ鏡を持ち出さず剣だけで行動した. バジリスクは鏡なしでは倒せない, 誰しも知っている通り」"
3,"Zaoszczędziliście grosza, wójcie dodał pryszczaty. Bo i płacić za bazyliszka nie ma komu. Idźcie tedy spokojnie do dom. A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru. Ano powiedział rzeźnik. Sielna klacz, a i juki nieźle wypchane. Zajrzyjmy, co w środku. Jakże tak? Coście? Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie ostrzegł pryszczaty. Sielna klacz powtórzył rzeźnik. Zostaw tego konia w spokoju, kochasiu. Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.","「グロシェを節約したな、町長が言った。なぜなら、バジリスクの代金を支払う人間もいないからだ。従って、静かに家に帰れ。そしてその魔法使いの馬と財産は我々が預かる。惜しい気持ちは不幸に捧げるように」それで肉屋が言った。「立派な牝馬だし、肉袋もしっかり詰まってるね。「中身を見てみよう。どうだろう？何者です？黙れ、町長、口出ししない方が良いぞ，それとできればそちらへ。 取り柄のある牝馬」, 肉屋は繰り返した. ""この馬のことは放置しておけ，友よ．"" 肉屋はゆっくりと背後から現れた外来客に向き直ると，その方向を指差した．彼は壁の控え目な角や，入口付近で集まっていた群衆の後ろから現れてきた．"
4,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty. I żadnej broni. Odejdź od konia powtórzył, uśmiechając się zjadliwie. Jakże to? Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę? Godzi się tak? Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika. Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych. Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.","この他者は、ウェーブのかかった太くて栗色の髪、キルトの上に茶色いチュニック、高い騎馬靴を履いていました。そして何も武器は持っていませんでした。""馬を離せ""と彼がまた繰り返す中で、皮肉な笑みを浮かべました。なんということでしょう？他人の馬、他人の手綱、他人の所有物に対して汚らしい手を伸ばすつもりですか？そういうことが通用するつもりですか？吹き出物だらけでズボンのポケットに手を慎重に差し込みながら肉屋を見つめた。肉屋は頷き、グループ向けに頷きました。そこから二人また別れて出て来ましたが、両方共丸々した形相で短く刈り揃えられた髪型でした。彼らは動物を虐待する際に使われるようなステッキ持っています。"
5,"Ktoście to niby spytał pryszczaty, nie wyjmując ręki zza pazuchy żeby nam prawic, co się godzi, a co nie? Nic ci do tego, kochasiu. Broni nie nosicie. Prawda obcy uśmiechnął się jeszcze zjadliwiej. Nie nosze. To niedobrze pryszczaty wyjął rękę zza pazuchy, razem z długim nożem. To bardzo niedobrze, że nie nosicie. Rzeźnik też wyciągnął nóż, długi jak kordelas. Tamci dwaj postąpili do przodu, unosząc pałki. Nie muszę nosić rzekł obcy, nie ruszając się z miejsca. Moja broń chodzi za mną.",「あんたらは一体だれだって、ニキビ面！」と尋ねた。彼は手を脇に差し出すことなく、右手を引っ込めることなく私たちに何が許されていて何が許されていないかを説明させようとしなかった。「そんなことあんまり関係ねえよ、お前んちゅーの。武器持っちゃダメだって言おう？」遺憾そうに微笑した他人がさらに皮肉っぽく笑みを浮かべた。「俺は持っていないよ。それは困る」ニキビ面は長刀付きのナイフを脇から取り出した。「持っていなければ大変だろう」と君主も刃物を引き抜き、コルデラスのように長かった。二人組の彼らは警棒を持ち上げて前進した。「俺は武器を持っておかなくても大丈夫だ」と他人が静止して言った。 「私の武器は常に私と共にある」
6,"Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny. Tłumek natychmiast rozstąpił się, cofnął, przerzedził. Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu. Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki. Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",廃墟の向こうから、柔らかく確かな足取りで、二人の若い女性が現れた。群衆はすぐに彼女たちの前で道を開け、後退し、隙間を作った。両方の女性は歯をむき出しにしながら微笑んでいて、目を細めていました。その目元からは広々とした青紫色の刺青が耳に向かって走っていました。灰色の肌を覆う強靭な太ももや露出した丸い腕に筋肉が動き、針金網製の手袋より上部まで見え隠れしています。肩からも同じく鎖帷子で覆われた柄付き刀が突き出ています。
7,"Pryszczaty wolno, wolniutko zgiął kolana, upuścił nóż na ziemie. Z dziury w rumowisku rozległ się grzechot kamieni, chrobot, po czym z ciemności wynurzyły się dłonie wczepione w poszczerbiony skraj muru. Za dłońmi pojawiły się kolejno głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia. Tłum zaszemrał.",ニキビのある男がゆっくりと膝を曲げ、ナイフを地面に落とした。瓦礫の穴からは石のカランコロン、ガタガタ音が響き、それから暗闇から割れ目のある壁端に掴まれた手が現れた。その手に次々と白く粉を振りかけられたレンガ色に汚れた髪を持つ頭部、青白い顔、刀身が肩から突き出した剣の柄。人々はざわめいた。
8,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią. Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta. Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach. Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude. Na szkliste, wpadnięte oczy.",白髪で背中を丸めた男が、穴から奇妙な形を引っ張り出した。その奇妙な身体は、血に染みた埃でしみついていた。長くてトカゲのような尾を掴んで、彼はその生き物を太った町長の足元に無言で投げつけた。町長は跳ね退り、倒れかけている壁の破片につまづきながら、湾曲した鳥のくちばしや膨らんだ羽根、そしてウロコに被われた足先の鎌状の爪というものを見ながら驚いた。昔は緋色だった膨らんだ喉。今や汚れた赤毛色。透き通った目玉。
9,"Oto bazyliszek rzekł białowłosy, otrzepując spodnie z kurzu. Zgodnie z umową. Moje dwieście lintarów, jeśli łaska. Uczciwych lintarów, mało oberżniętych. Sprawdzę, uprzedzam. Wójt drżącymi dłońmi wysupłał sakiewkę. Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu. Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.",ここにバジリスクが言った、と白髪の男が言いながら、ほこりを払い落としてズボンをたたいている。契約どおりだ。私の200リンター、よろしく頼む。正直で綺麗に使われているリンターだ。確認するから先に言っておく。村長は震える手で小銭入れを取り出した。白髪の男は見回し、一瞬足元に置かれた吹きけのあるナイフまで視線を止めた。茶色いチュニックを着た男性や獣皮の服を着た女性達を見つめた。
10,"Jak zwykle powiedział, wyjmując trzos z rozdygotanych rąk wójta. Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy. Nigdy się, zaraza z wami, nie zmienicie. Nie ruszone zamamrotał rzeźnik, cofając się. Tamci z pałkami już dawno wtopili się w tłum. Nie ruszone wasze rzeczy, panie. Wielcem rad białowłosy uśmiechnął się. Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać. I dlatego, bratku, ty też nie będziesz ruszony. Odejdź w pokoju. Ale odejdź prędko.",いつものように指令を述べて、町長の震える手から支払いを受け取った。身代金しだいで首を差し出してやるというのに、君たちはここぞとばかり俺の物を物色する。お前らはまったく、憎めない連中だな。肉屋がそうつぶやきながら後ずさりした。棍棒持ち達はすでに群衆の中に紛れ込んでいた。お主様の持ち物は無傷ですよ、殿下。白髭男爵が得意そうに微笑んだ。その青白い顔に浮かぶその微笑みを見て、まるで裂け目から溢れ出すようなこの光景を見て、群衆は急速に散り散って行った。だから兄弟よ、お前も無事だろうさ。静かに去れ。ただし、速やかに去れよ。”
