id,source,translation,alignments
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes. They were alone. Chemtrails, the farmer had said to Alec, early on their walk. Other than this, he had been silent.",日の出前に雲の房が黒く燃え、古くさびたシルエットの漂流物で地平線が散乱していた。彼らは一人ぼっちだった。ケムトレイル、と農夫はアレックに散歩を始めてすぐに言った。それ以外では、彼は無口だった。,2-5 4-4 6-33 7-8 8-3 10-1 11-2 12-12 21-23 22-6 23-26 24-13 27-17 30-21 31-34 32-35 33-40 34-37 35-41 36-42 37-43 38-44 39-46 40-47 41-51 42-50 44-60 45-55 46-52 49-58 52-56 53-61 54-63 56-62 57-65 58-66 60-69 62-70
2,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth. Chalky rocks littered the plot in every direction. Each step in this place was as muddy and wet as the last. Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",50フィート離れた場所で、原野はフレッシュに耕された茶色の土地に変わり、均整のとれない大地に各所で土塊が形成されていました。白っぽい岩石があらゆる方向に散乱していました。この場所の一歩一歩は、最後まで泥だらけで湿っています。さらに遠くには、薄い金属製のフェンスが土地の端を示しており、羊がかつて突破しようとした時のウールの固まりがワイヤーを妖精灯篭風に飾っています。,2-0 3-2 4-4 5-7 7-19 11-12 14-15 15-16 18-22 19-36 28-27 29-28 30-38 32-41 33-43 37-50 41-45 42-46 43-51 45-58 47-52 48-53 51-62 54-67 58-69 59-70 61-61 62-74 64-75 65-76 66-77 69-87 71-86 74-84 78-79 81-112 83-85 84-103 90-82 91-88 92-91 94-90 96-92 97-94 99-93 101-114
3,"He swatted another fly away from his face. No, the farmer said. I'm a vegetarian. Really? My wife tried doing that a few years back, and.  No, the farmer said, and the conversation died. The world was still dark, even if only for a little while. The sun was almost free. The day had almost begun.",彼は顔に寄ってきたもう一匹のハエを払いのけた。「いや、」「農夫が言った。」私は菜食主義者なんだ。「本当に？」「数年前にうちの妻がそんなことを始めてみて・・・」しかし、「いや、」「農夫が言って話は途切れた。世界はまだ暗く、せめてしばらくの間だけでも。日がもうすぐ昇る。日がもうすぐ始まる。,0-1 3-16 4-6 9-2 11-18 12-19 13-23 14-21 15-24 17-26 21-30 23-33 25-34 26-38 27-39 30-41 33-36 34-37 38-49 41-52 46-56 48-60 49-61 51-62 52-57 53-63 54-64 55-66 58-68 60-70 62-69 69-73 71-74 73-77 75-85 76-86
4,"They're selling up to live with family, so she says. I think I saw them in town a few times, Alec said. They were almost at the water tank, at the smile. Were they the ones who made those wagon wheels? They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose. It's delicious. Did you ever try one?",彼らは家族と一緒に暮らすために売り払っている、そう彼女は言っていた。俺は町で何度か見かけたことがあるよ、アレックが言った。彼らはほとんど水槽の近くで、笑顔を浮かべていました。彼らがその荷車の車輪を作った人とうですか？ 彼らはソーセージの肉を一種のまあ、シナモンスワールみたいな形に混ぜ込むんだよ。美味しいよ。君も試したことありますか？,0-1 3-9 5-8 6-5 7-4 8-3 9-12 11-14 12-15 13-17 16-18 17-22 19-20 20-19 23-21 24-26 25-27 26-29 27-31 28-32 29-33 31-34 33-37 34-35 35-36 36-40 40-47 47-57 48-50 49-54 51-55 52-53 53-61 54-63 57-87 61-70 64-83 65-73 66-74 67-75 68-82 71-78 72-79 73-80 74-81 78-89 84-90 85-92 87-93 89-95 91-99
5,"Jean's moving out, the farmer said. Did you know? Who? Jean. The lady who lives down the lane, the farmer said, frowning. She's moving out, selling up her farm. Oh yes, Jean. His voice drifted. I saw the sign. Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition. He had not known the name. He knew few out here. One more reminder that he did not belong, he supposed.",「ジーンが引っ越すんだってさ」と農夫は言った。「知ってる？」「誰だい？」「ジーンだよ。農道を下った先に住んでる女性さ」と農夫は眉をひそめて言った。「彼女が引越して、自分の牧場を売却するんだよ」「ああ、ジーンか。そういえば、、、」彼の声は消え入りそうになり、思考が遠くへと飛んで行った。「その看板見かけたな。」アレックはここへ来る途中にそれを見かけていた。この牧場の二倍以上も広くて、動物も土地も人々も皆元気で状態が良かった牧場だっただけにショック大きかっただろう。彼はその名前までは知らなかったし、このあたりでは少数派しか知らなどしないから当然と言えば当然だろうしかつさみしすぎて嬉しくなど全く無いこれということでわけでもありません。,0-2 2-3 5-10 6-14 7-13 8-15 9-16 12-17 13-19 14-21 16-27 17-29 19-38 25-35 28-43 29-50 35-52 38-54 40-56 41-61 43-57 44-59 46-65 48-67 51-75 52-76 61-100 62-102 64-89 67-109 74-137 75-118 79-155 83-124 85-126 87-128 89-86 91-133 92-146 93-147 95-152 96-151 97-148 98-149 101-111 104-104 105-112 119-186
6,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within. We found them near there. His face fell. Alec checked his watch. 7.06 a.m. The sun would soon rise. They kept on, the silence drowned out by the buzzing of the flies and the distant hellos of scraggly sheep out there in the semi-darkness.",彼は大きく、半分ほど空の水槽を指し示し、その約200フィート先にある透明なプラスチックは時間と共に汚れていて、液体が中で踊るたびに微笑んでいたかのような痕跡が残っています。私たちはそこ近くでそれらを見つけました。彼の顔色が変わった。アレックは時計を確認した。午前7時06分だった。もうすぐ日が昇るだろう。彼らは続けて進みました、蝿の羽音や遠方から聞こえる野良羊の声によりその静寂が打ち消されていました。,0-1 1-11 6-2 7-3 8-4 11-24 12-8 13-9 14-17 16-18 17-19 19-15 20-16 23-22 24-27 28-32 29-30 30-29 31-33 37-43 39-34 42-44 43-37 44-51 45-52 46-57 47-56 48-54 51-60 52-61 53-64 54-59 55-66 56-68 57-71 58-72 60-70 61-73 62-75 63-77 66-78 70-87 71-82 72-86 73-85 74-88 75-89 76-91 78-94 79-110 80-112 82-116 92-99 94-100 102-107 112-117
7,"Alec grimaced. He stepped back, tensing before rushing over the ditch. He came down with a thud, right into the thick and gelatinous mud. He splattered his black trouser legs and the farmer's jeans. The other man tutted, smiling. What have we come to, eh? Alec brushed at the muck around his ankles, but this only spread it further. His palms grew filthy. The farmer walked on.",アレックはしかめっつらをした。彼は後ずさりし、溝を駆け越える前に緊張した。彼はドスンと落ち、分厚いゼラチン状の泥の中に突っ込んだ。彼の黒いズボンと農家のジーンズに泥が飛び散った。もう一人の男性は微笑みながら非難するような声を出した。「私たちは何になってしまったんだ？」アレックは足首周りの泥を払おうとしたが、それが逆に広がってしまった。手のひらも汚れてしまった。その農夫は歩き続けました。,0-1 1-3 5-11 10-18 13-24 14-21 15-23 16-22 20-27 21-28 30-44 31-42 32-36 36-37 37-43 38-48 42-65 43-49 44-50 49-54 51-55 54-53 57-67 58-70 62-72 65-83 67-82 72-86 73-87 74-89 75-96 76-26 81-93 86-100 87-99 88-101 90-103 93-106 95-107 96-90 99-112 101-114 102-115 104-119 106-122
8,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard. With that thick wax coat and that gut and that voice, he could have been a lunatic Santa Claus. You won't fall, he said. Not afraid of a little dirt, are you, Sergeant Nichols? No. Yes. I just hope you aren't wasting my time. And these flies. Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm. He was food for this whole place. Try covering up next time, the farmer said.",アレックは泥を見つめ、農夫はにっこりと笑い、汚れた白い髭の下で頬が赤らんでみえた。その厚いワックスコートとその太腹とその声で、彼は狂気のクリスマスサンタだった。あなたは落ちないだろうよ、彼は言った。少しの汚れを恐がってるわけじゃなかろう？ ニコルズ軍曹。それとも…イエス？ 私に時間を無駄にさせてるんじゃないですよね？ そしてこれらのハエ達… アレックは腕を作って一匹弾き飛ばした、それは彼の前腕の毛深部分に巣食ってしまった大きな球形物体だった。全体的にここでは彼が食料品だった。次回からカバーするよう試してごらんよ、農夫が言った。,0-1 1-3 2-6 3-8 6-5 7-9 9-12 10-11 12-34 19-26 22-20 23-23 24-22 26-24 27-35 29-36 30-37 31-38 33-41 34-42 35-43 36-44 37-46 38-47 39-48 40-49 41-51 42-52 49-57 50-58 51-60 52-61 55-63 56-62 57-66 58-67 59-68 60-69 65-70 66-72 69-78 74-83 77-81 81-89 89-101 91-98 92-100 94-108 95-109 97-95 98-114 99-115 100-117 102-123 103-127 114-119 115-128 116-121 117-141 121-145 124-138 129-133 131-130 132-131 134-132 136-151 137-156 138-155 141-148 143-157 144-163 145-160 146-149 148-158 150-169 152-171 153-173 154-174
9,"Where are they? Alec asked, shivering. It was 6.55 a.m. He'd left his jacket in his patrol car. There weren't any sheep over here, the farmer said, ignoring the question. He leapt over the bank, his boots slipping slightly on the incline. They normally love coming over here.",「彼らはどこにいるの？」アレックは震えながら尋ねた。時刻は午前6時55分だった。彼はパトロールカーにジャケットを置いてきてしまっていた。「こっちに羊なんていないよ」とその農夫は質問を無視して言った。農夫は土手を飛び越え、ブーツが斜面で少し滑りとうろうろしてみる。「普段、彼らってこの方角大好きですよ？」,0-3 1-4 2-1 3-5 4-6 5-8 6-13 8-10 9-11 11-16 13-24 14-20 15-22 20-26 22-39 25-32 26-34 27-31 29-29 30-30 31-25 37-46 38-44 42-48 43-50 44-52 45-58 46-68 47-56 48-57 50-54 51-59 56-66 62-71 63-65 65-76 66-75 72-85 74-93 77-89
10,"And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer's reclaimed marshland. Along its muddy edge and all around, the reeds sang with flies and crickets and buntings.",そして今、彼らのたいまつが銀行の端を明らかにしていた、農民が再生した湿地を切り通す浅い川の頂くらい前だった。その泥沼の縁と周団全体に、葦はハエやコオロギや草履鳥で賑わっていた。,0-0 1-1 2-3 5-13 6-14 8-11 11-9 12-15 14-32 20-26 22-28 24-23 25-24 27-16 29-4 31-18 32-19 36-34 39-35 40-36 42-39 43-40 44-43 46-45 47-47 48-46 51-58 52-49 53-50 57-55 58-48 61-63
