id,source,translation,alignments
1,"Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain. J'en ai lu sept pages et je le connais déjà par cœur. Rien ne pourra me surprendre. Depuis des lunes, je ne lis plus, je relis. La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides. Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",私の頬の下にあるものは愛の手稿です：それは既婚者である男が女性と出会う物語、しかしその女性には彼氏がいました。 7ページ読んだだけで、すでに心の中に刻まれています。 何も私を驚かせることはできません。 何ヶ月も前から、私はもう読むことがなく、再読している。 「新作」や「シーズン」、「文学の秋」、「大ヒット」、「フロップ」、「フロップ」といったものを作るのに使う、いつも同じ古いグチャグチャ。 リサイクルされる紙、朝出発し夕方には帰ってくるトラック、それらは既に時代遅れの新製品で一杯です。,2-5 3-4 4-1 5-2 7-6 8-8 9-10 12-7 13-12 14-13 19-24 23-18 25-23 27-20 28-26 30-32 31-15 36-31 39-33 44-36 45-34 46-35 51-39 53-40 54-45 55-47 57-53 58-48 59-51 60-52 61-54 62-59 63-56 64-57 65-60 66-61 68-63 70-62 74-69 75-70 77-100 78-101 85-95 87-75 88-72 89-87 90-92 93-76 104-98 106-83 115-106 117-113 121-108 123-114 126-124 132-117 134-120 135-121 137-118 142-132 143-130 144-131 145-126 149-127 150-135
2,"Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf? Vingt ans? Trente ans? Je n'aime pas tenir ce genre de compte qui sent la mort. Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo. Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir. Mourir à l'attache. On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant! » et, en vérité, je serais mort en rêvant à rien. Il y a bien bien longtemps que je ne lis plus vraiment. Est-ce que je sais seulement encore lire ce qui s'appelle lire? En suis-je seulement capable? Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois.",何年も前に、私は新たな傑作を発見する喜びや、月曜日に新しい人間としてオフィスに戻るという思いで飛び上がることを止めてしまったのか？ 二十歳？ 30歳ですか？ 私は死を感じさせるこの種の記録を保つのが好きではありません。 目を閉じると、まず均一な黄色い光が見える、それはペルゼルのランプの光だ。そして黒い形がその光を侵食し、動く廃墟を作り出したり、ヴィクトール・ユーゴーのスケッチを作り出したりする。 息がゆっくりとなり、心臓の鼓動も少し落ち着いてきた。私は眠ることができる、死ぬことさえできる。 繋がれたまま死ぬ。 「彼は読書に生き、本の中で息を引き取った」なんて言われるだろう。しかし、本当に言うと、私は何も考えずに死んでいただろう。 もうかなり長い間、私は本当に読書をしていません。 もはや私が読むことを「読む」と言えるのだろうか？ 私にそれができるのでしょうか？ 頭を横に向けると、心臓の鼓動が強くなり、木材が震える。,1-1 4-2 8-6 10-31 15-13 19-26 25-11 27-8 28-108 31-9 33-29 35-22 37-16 41-20 43-34 46-37 47-38 48-39 50-40 51-42 52-43 55-54 57-52 58-47 59-48 60-49 61-50 63-45 65-44 66-56 69-59 71-58 73-71 76-69 80-80 82-90 83-79 85-74 93-84 96-87 97-85 98-86 99-89 101-92 102-93 104-95 106-117 108-99 109-113 112-112 115-115 118-107 120-119 122-121 125-124 126-125 128-126 130-133 132-132 134-138 135-146 141-139 142-141 143-142 145-147 151-149 152-155 154-171 155-172 157-156 158-157 164-161 166-164 168-163 169-162 174-169 175-175 178-177 179-179 180-180 183-184 185-182 186-185 188-181 189-187 194-190 195-191 197-194 199-196 201-199 202-195 203-200 207-204 208-205 218-209 219-214 225-219 226-221 229-227 232-223 234-226 235-225 236-229 238-230 239-241 240-242 241-236 246-232 248-243
3,"La maison est plongée tout entière dans un silence de vieux papier. Comme la neige, les livres mangent les bruits. Mon métier a son odeur et ses étouffements. Je le respire encore mieux dans ce silence. Retourner au bruit du monde est toujours une épreuve.",家全体が古い紙のような静寂に包まれている。 雪のように、本は音を飲み込む。 私の仕事には特有の匂いと息苦しさがあります。 この静寂の中でさらにはっきりと彼の存在を感じる。 世界の騒音に戻ることは常に試練です。,1-1 4-11 5-12 6-2 11-8 13-4 14-5 15-13 16-16 19-15 20-17 22-18 23-22 24-23 26-20 27-21 28-24 29-26 30-27 31-39 33-32 34-33 35-34 40-38 41-40 46-45 48-44 49-41 50-43 51-51 52-57 54-58 56-56 57-54 58-53 59-62 60-59 62-60 63-61 64-63
4,"Qui peut bien frapper? Je ne reconnais pas cette frappe légère, petite, discrète. Petite main. Entrez. Elle entre. Je ne l'ai jamais vue. J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs. Elle a une bonne tête. Vu son regard étonné, la mienne doit être un rien froissée. Des marques rouges de la manche de ma veste sur ma joue, sans doute.",誰がドアを叩いているのだろう？ この軽く、小さく、控えめな打撃は認識できません。 小さな手。 入ってください。 彼女が入ってくる。 彼女を見たことがありません。 その瞬間、私は懐かしさに心を奪われた。家がまだ小さく、廊下で女の子たちのすねを見ただけで誰だか分かるような日々に思いを馳せたのだ。 彼女は良い顔立ちをしています。 彼の驚いた顔を見て、私の表情は少し不機嫌に見えたに違いない。 多分、私の頬にはジャケットの袖からついた赤い跡があるんだ。,0-1 4-6 5-8 8-21 10-9 12-19 15-13 16-14 19-16 20-23 21-25 23-26 24-27 25-29 26-31 28-34 30-37 36-42 37-40 38-43 39-47 50-48 51-49 57-77 60-58 62-60 64-61 67-75 69-82 72-66 74-67 82-64 83-4 84-84 85-86 86-91 88-87 89-88 90-92 91-98 92-94 93-97 96-96 97-99 101-112 103-103 109-113 111-130 112-128 113-129 114-126 117-124 118-118 119-123 124-117 126-116 127-133
5,"Je vous dérange? Je survivrai à votre passage, Mademoiselle. Qui êtes-vous? Ben, je suis la stagiaire! Dans quel service? On ne me l'a pas dit. Vous savez, nous les stagiaires, on abat tellement de boulot qu'on a intérêt à être polyvalents. Vous voulez une augmentation? Non, je ne gagne rien.",邪魔していますか？ あなたが去った後も生きていくでしょう、お嬢さん。 あなたは誰ですか？ ええ、私はインターンです！ どの部門でしょうか？ 私には言われていません。 あなたが知っている通り、私たちインターンは仕事をやり遂げるために多才であることが求められます。 昇給を望んでいますか？ いいえ、私は何も得ていません。,1-2 4-4 7-11 8-12 10-6 12-14 13-15 15-17 16-18 17-21 20-20 21-23 22-26 23-27 24-28 27-29 29-30 30-32 32-34 33-35 34-37 41-42 42-41 43-43 44-45 45-46 46-48 47-49 49-50 51-51 58-53 66-60 70-64 72-70 73-68 75-66 76-72 77-75 78-76 79-77 81-79 83-78 84-82
6,"Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste. Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie. Je ne sais plus lire ces filles-là non plus. Elle est vive. Normale Sup? Métiers du livre la machine à fabriquer mille Gaston Gallimard par an pour mieux les broyer ensuite?",彼女はかなり髪が乱れているように見えますね、ジーンズも破れていて、他の部分もカラフルです。 彼女は小柄で、黒い眼差しを持っています。親しみやすいが、彼女が美しいかどうかを私が言うのは難しいです。 もう、そういう女の子たちを理解できない。 彼女は活発です。 ノルマルシュプリウール？ 本の仕事は、毎年1000冊のギャストン・ガリマールを製造し、その後で更に精錬するための機械なのか？,0-1 2-2 3-5 5-6 13-11 14-16 17-12 18-14 19-19 20-23 23-20 24-26 29-28 30-37 32-3 33-33 34-32 38-45 40-51 47-52 50-47 51-48 52-56 55-65 56-58 57-64 58-60 59-61 64-66 65-68 72-81 77-82 79-109 81-99 85-92 86-77 88-80 90-86 93-98 96-102 97-111
7,"Alors qu'est-ce que vous faites ici? J'aime bien les livres aussi! Et puis il y avait une place. On doit faire un stage en entreprise. Obligatoire. Et qu'est-ce que vous faites dans mon bureau, si ce n'est pas indiscret? C'est monsieur Meunier, le grand patron, qui m'a dit de. Le grand patron? Meunier? Vous ne le connaissez pas? Trop bien.",それでは、あなたはここで何をしているのですか？ 私も本が大好きです！ そして、そこには広場があった。 私たちは企業でのインターンシップをする必要があります。 義務的な。 それは失礼でなければ、あなたが私のオフィスで何をしているのですか？ それはムニエ氏、大物のボス、が私に言ったのです。 大ボス？ミュニエ？ あなた、彼のことを知らないのですか？ 良すぎます。,0-0 1-5 7-3 8-6 9-4 10-9 11-11 13-13 16-12 18-15 19-16 23-22 25-21 26-23 27-25 28-33 30-32 31-31 33-26 34-34 37-36 38-38 40-50 46-46 47-51 49-47 50-48 51-45 53-40 58-41 61-54 62-56 66-57 67-66 68-61 69-64 70-62 72-67 73-68 74-69 77-71 81-74 85-81 86-82 87-84 89-86 90-88 94-91 95-94 96-95 97-96
8,"Non, gestion d'entreprises culturelles. Vraiment? Et vous voulez gérer l'édition? Je vous souhaite bonne chance. Je préférerais organiser des concerts. Asseyez-vous. Il faut que j'y aille, c'est vendredi. Il est tard. Cinq minutes. Vous voulez organiser des concerts? Oui, c'est bien, la musique.",いえ、それは文化事業の運営です。 本当ですか？そして、あなたは版を管理したいですか？ 幸運を祈ります。 コンサートを主催する方がいいです。 座ってください。 私は行かなければなりません、今日は金曜日です。 遅いです。 五分。 コンサートを開催したいのですか？ はい、音楽は素晴らしいですね。,0-2 1-3 2-8 5-6 6-7 7-5 9-10 10-11 13-14 14-15 15-17 16-21 17-20 22-23 25-27 27-25 28-29 29-43 33-33 35-31 36-32 37-37 38-39 40-41 43-42 45-46 51-44 52-47 56-49 57-53 59-57 60-55 61-58 63-60 64-61 65-62 67-66 68-65 70-64 72-69 73-71 74-72 77-74 78-75 81-73 82-77
9,"Longtemps j'ai croisé les pieds dessus pour un peu de détente, d'élévation, pour un peu plus de sang au cerveau, maintenant, il m'arrive de plus en plus souvent d'y poser la tête, surtout le soir, surtout le vendredi soir. Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l'avant-bras et la joue sur le texte frais. Le bois du bureau amplifie les battements de mon cœur. Le vieux mobilier Art déco conduit bien les émotions et les fatigues. Ruhlman? Leleu? Il en a tant vu. J'écoute mon cœur, mon vieux cœur du vendredi, mon vieux cœur dans le silence de la maison. À cette heure, tout le monde est parti, je reste seul à bord, rincé, parce que je n'ai pas le courage de dresser la tour des manuscrits que je dois emporter pour le week-end. Comme chaque vendredi.",長い間、私はその上で足を組み、少しのリラクゼーションや心地よさを求め、脳への血流を増やすために使ってきました。しかし最近では、頻繁に頭を寝かせることがあります。特に夜間や金曜日の夕方などです。 開かれた原稿に腕を交差させ、その上に頭を置く。前腕に額をつけて、ほぼ新鮮なテキストのうえに頬を置く。 机の木が私の心臓の鼓動を増幅させている。 古いアールデコ調の家具は、感情や疲労をうまく伝えます。 ルールマン？ ルル？ 彼はたくさんのことを見てきました。 私は自分の心、金曜日の古い心、家の静けさの中でうなる古い心を聞く。 この時間になるとみんな帰ってしまい、私だけが船に残ります。それは週末を過ごすために持って行くべき手稿の山を立てる勇気がないからです。 毎週金曜日のように。,0-1 1-2 3-4 8-8 9-7 10-6 13-11 14-12 16-17 21-16 22-22 28-25 29-24 30-23 32-33 33-34 42-35 46-42 47-39 48-38 49-44 50-45 52-51 56-48 58-54 60-64 61-72 62-62 63-61 65-67 66-59 67-56 68-66 70-71 72-69 73-68 76-77 80-74 86-91 89-83 90-81 91-92 93-96 94-95 95-94 96-105 97-107 101-103 102-101 103-98 104-99 105-109 107-111 108-118 110-112 113-125 116-121 118-122 120-123 121-124 122-128 123-130 124-131 125-132 126-134 128-135 129-136 130-138 134-141 135-143 136-144 138-164 139-145 140-146 143-151 144-152 146-148 147-147 151-158 153-155 156-154 157-165 159-166 160-167 164-169 166-170 167-172 168-173 169-178 170-174 172-176 177-197 185-195 188-194 190-192 192-190 193-191 197-186 202-182 205-198 207-200 209-206
10,"Alors vous savez. C'est lui qui m'a dit de vous apporter ça. Et qu'est-ce que c'est, ça? Ben, c'est une liseuse, un eBook, un iPad, je ne sais pas, moi. Il m'a dit qu'il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd. Vous voulez que je vous explique? Regardez, c'est comme un écran avec tous vos manuscrits dessus. Ils sont sur l'étagère virtuelle en faux-vrai bois. Vous les touchez et ils s'ouvrent. Il y en a un paquet. Vous n'allez jamais lire tout ça en deux jours! Regardez, le texte s'ouvre.",それならあなたは知っています。 彼が私にこれをあなたに渡すように言ったんです。 それは何ですか？ それは、電子書籍リーダーだよ、電子書籍だったり、iPadだったり。わからないけどさ。 彼は、週末の間、あなたのすべての原稿をそこに入れ、それがあなたを少し軽くするだろうと言っていました。 説明しましょうか？ 見てください、それはあなたの全ての原稿が表示されるスクリーンのようなものです。 彼らは仮想の棚、偽の本物の木にいます。 あなたがそれらに触れると、それらは開きます。 一パックあります。 あなたがそれ全てを２日間で読み終えるなんてあり得ません！ 見てください、テキストが開きます。,0-0 1-2 2-4 3-5 7-7 9-9 12-16 14-12 16-11 17-18 19-20 30-22 32-25 33-24 39-29 45-33 49-36 53-39 54-41 62-64 63-53 64-48 65-47 66-50 72-44 73-43 78-55 79-56 81-61 83-59 84-65 90-67 91-70 92-72 93-73 94-74 95-75 100-84 104-76 106-97 109-89 124-101 125-104 126-121 128-108 134-113 135-114 150-131 151-128 153-122 154-127 155-125 156-126 157-135 158-137 159-138 160-139 162-140 165-142 166-144
