id,source,translation,alignments
1,"The mother was speaking from the breakfast room, out of my field of view. I liked that room a lot, with its long, oaken table and glass walls on three sides. You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Matka mówiła z jadalni, poza moim polem widzenia. Bardzo podobał mi się ten pokój, z długim dębowym stołem i szklanymi ścianami z trzech stron. Przez szklane ściany można było dojrzeć jasny blask jeziora, a światło słoneczne przesuwało się przez ruchome gałęzie starodawnego wierzbu, który zacieniał dom.",1-0 2-2 3-1 4-3 8-7 9-8 11-9 14-12 15-13 16-17 17-15 18-16 19-19 20-21 22-14 23-22 24-23 26-24 30-29 31-30 32-32 33-33 34-36 35-37 36-38 37-39 38-40 40-41 42-47 43-51 44-54 45-52 46-55 47-56 50-57 51-42 53-43 54-45 55-46 56-59 57-60 59-61 61-69 62-71 64-72 66-76 70-79 71-80 72-82 73-84 75-88 77-89 78-90
2,"We had a system of accounting, a chart on a wall. There were merits and demerits. A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation. Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father. Probably not his own—Low's parentage was a well-kept secret. But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.","Mieliśmy system rachunkowości, wykres na ścianie. Były zalety i wady. Za występek wynagradzano punktami, za czyny poniżenia przyznawano kary punktowe. Jugowatemu przyznano pochwały za napadanie na drinki niezauważenie, podczas gdy Low zebrał kary za podlizywanie się ojcu. Prawdopodobnie nie był jego własnym dzieckiem — pochodzenie Lowa było dobrze strzeżonym tajemnicą. Ale zostal zauwazony pytajac mezczyzny z lysinami o rade dotyczaca garderoby.",0-1 1-0 3-2 5-4 6-6 7-7 9-9 10-10 11-12 12-11 13-13 15-14 16-16 17-17 18-18 21-20 22-21 34-31 38-32 40-33 45-35 46-36 47-44 54-53 55-54 57-55 58-56 59-57 60-58 61-59 62-60 63-62 64-63 65-64 66-66 67-68 69-69 70-70 71-71 73-74 76-76 77-77 78-79 79-80 80-82 81-83 82-84 83-86 84-87 85-89 89-94 90-88 91-92 92-95 93-102 94-96 97-97 98-101 99-103 100-104 104-105 106-107 107-110 108-115 110-116 111-113 117-119 120-125 121-120 122-127
3,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly. When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room. Move in a natural manner toward this figment of my imagination, making a purposeful face. Go through the door. And fade away.","Jednak musieliśmy ukryć swoje biegi, żeby nasza pośpiech nie zdradził nas, więc właściwie można powiedzieć, że wymknęliśmy się cicho. Kiedy pojawiał się jeden z moich rodziców, moja taktyka była taka: udawaj, że dostrzegłem kogoś w sąsiednim pokoju. Ruszaj się naturalnie w stronę tej iluzji mojej wyobraźni, rzucając określoną minę. Przejdź przez drzwi. I zniknąć.",0-2 1-1 3-3 4-4 6-6 9-8 11-9 12-10 14-14 17-18 18-19 19-20 20-21 23-23 24-24 25-30 28-27 29-32 30-33 31-34 32-35 33-39 34-40 35-41 36-42 37-36 38-43 39-44 40-46 41-47 42-49 43-51 45-54 48-58 49-59 51-60 52-64 53-65 54-66 57-69 59-72 60-73 61-74 63-76 65-77 66-78 67-79 68-81 72-84 73-86 75-90 76-85 77-91 78-92 79-93 80-94 81-89 83-97
4,"As the evenings wore on, some parents got it into their heads to dance. A flash of life would move their lumpen bodies. Sad spectacle. They flopped, blasting their old-time music. ""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","Kiedy wieczory się przedłużały, niektórzy rodzice wpadli na pomysł, żeby potańczyć. Przebłysk życia poruszyłby ich niezdarnymi ciałami. Smutny widok. Zmusicowani, puszczeni ze swoją starą muzyką. ""Bić dziecko, bić dziecko, bić dziecko kijem do baseballa, oh yeah.""",0-0 2-1 3-2 5-6 7-7 8-8 9-9 16-17 17-21 18-22 19-23 20-26 22-27 23-31 25-32 29-36 30-38 31-39 32-42 36-13 37-48 38-24 40-53 41-54 44-56 45-58 46-59 47-60 48-61 51-62 52-63 53-65 56-66 57-67 58-69 61-70 62-52 63-55 64-74 66-76 67-77 68-78 69-79
5,"Later the talk grew louder. Freed of our influence, some of them emitted sudden, harsh barks. Apparently, laughing. From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried. We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat. We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Później rozmowa stała się głośniejsza. Pozbawieni naszego wpływu, niektóre z nich wydawały nagle ostre szczeknięcia. Oczywiście, że śmiejąc się. Z werandy obejmującej dom, z bambusowymi pochodniami i zwisającymi paprociami, huśtawkami na werandzie, z pozrzanymi fotelami i błękitnymi lampkami odstraszającymi owady, rozbrzmiewały śmiechy. Słyszeliśmy ich z domków na drzewach i kortów tenisowych oraz z pola uli, których w ciągu dnia pilnowała powolna sąsiadka, mrucząca pod welonem swojego pszczelarskiego kapelusza. Słyszeliśmy ich zza pękniętych szyb zrujnowanej szklarni albo na chłodnej czarnej wodzie jeziora, gdzie pływaliśmy o północy w naszych bieliznach.",0-0 2-5 4-7 5-9 7-11 8-12 9-13 10-15 12-16 13-17 14-19 15-20 16-21 17-22 18-23 19-24 23-27 24-28 25-29 26-31 27-32 30-33 31-34 33-38 34-40 35-41 42-44 43-48 44-49 46-50 50-57 52-60 54-55 59-65 60-66 68-81 70-83 71-84 77-82 78-98 86-107 87-111 88-110 89-112 90-113 92-117 94-115 95-119 96-122 97-120 99-124 100-125 108-136 109-138 110-139 111-133 115-132 117-140 118-141 119-143 120-145 123-147 130-154 131-157 132-161 134-162 137-165 138-166 139-168 140-170 143-175 144-171 145-172 146-173 147-174 148-150 149-177 150-178 151-179 152-182 153-180 154-183 155-186 158-187 159-189 160-190 161-192 164-196 165-197 168-193 171-202
6,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months. Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky. And of no general interest.","WIELKI DWÓR został zbudowany przez rozbójników w XIX wieku, pałacowy rezydencja na zielone miesiące. Nasi rodzice, te tak zwane autorytety, krążyli w jej pokojach, wykonując niejasne obiegi pod szerokimi belkami. I bez większego zainteresowania ogólnego.",0-0 2-2 4-5 6-6 7-8 8-10 9-11 12-13 13-14 19-16 20-17 22-18 24-19 25-20 27-24 28-23 30-25 31-26 32-28 33-29 34-30 35-32 36-33 37-34 40-36 42-40 44-37 45-41 47-44 48-46 49-47 50-45 51-54 54-62 55-58 58-59 59-61 67-63 68-64 70-65 71-70 72-68 73-72
7,"The lady urinated. ""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother. ""Is that a Persian rug?"" Whose mother was it? Unclear. No one would cop to it, of course. We canceled the performance. ""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out. Some of their goblets, highball glasses, and beer bottles were completely empty. Drained. Those parents were in a hurry, then. ""No way,"" said Sukey firmly, and shook her head. ""Then who is your mother? The one with the big ass? Or the one with the clubfoot?"" ""Neither,"" said Sukey. ""So fuck you.""","Pani załatwiła się. — Och, biedna staruszka, ma nerwowe pęcherz! — wykrzyknęła pulchna matka. — To perskich dywan? Czyja to była matka? Niejasne. Oczywiście nikt by się do tego nie przyznał. Odwołaliśmy przedstawienie. — Przyznaj się, to była twoja matka — powiedział dziecko imieniem Rafe do dziecka o imieniu Sukey, gdy rodzice wyszli. Niektóre z ich kieliszków, szklanek do drinków i butelek były całkowicie puste. Opróżniony. Ci rodzice byli wtedy bardzo pośpieszni. — Nie ma mowy — stanowczo odparła Sukey i potrząsnęła głową. — To kto jest twoją matką? Ten z dużym tyłkiem? Czy ten z kulawą nogą? — Ani jedno, ani drugie — odpowiedziała Sukey. ""Więc pieprz się.""",1-0 3-2 4-4 5-5 6-6 7-7 8-8 9-10 11-13 12-12 13-14 15-15 18-18 19-22 20-24 21-25 22-27 25-30 26-28 28-31 29-32 30-33 32-34 34-35 36-38 37-39 38-40 39-41 40-44 41-43 43-45 44-46 45-47 46-49 48-51 49-52 50-198 51-54 52-55 55-50 56-59 57-63 59-62 61-65 62-66 63-67 64-68 67-71 68-72 69-73 70-74 71-76 72-77 74-78 77-79 78-80 80-82 81-83 82-84 83-86 85-85 86-87 88-89 89-90 90-91 91-92 92-94 93-93 96-96 97-95 98-97 99-98 100-99 101-100 104-103 105-104 108-105 111-111 112-109 113-101 115-114 116-115 117-116 118-118 119-119 120-122 121-123 122-124 123-125 124-127 128-133 130-128 131-134 132-194 133-136 135-140 138-147 139-148 140-141 141-143 143-149 145-153 147-154 148-156 149-157 152-159 153-160 154-161 155-163 156-165 158-166 159-167 161-168 163-172 164-173 166-174 167-175 169-176 170-178 171-180 173-182 176-188 178-190 179-191 180-192 181-193 185-199 186-200
8,"One dog got makeup applied to its face, lipstick and blue eye shadow. It was a white-faced dog, so the makeup showed up well. We liked to have an impact. When we were done, the lipstick went back into some mother's Fendi handbag. We watched her apply it, unaware. That was satisfying.","Jednemu psu nałożono makijaż na twarz, szminkę i niebieski cień do powiek. To był pies o białej twarzy, więc makijaż dobrze się wyróżniał. Lubiliśmy mieć wpływ. Kiedy skończyliśmy, szminka wróciła do jakiejś matczynej torebki marki Fendi. Obserwowaliśmy, jak ją nakładała, nieświadomi. To było zadowalające.",0-0 3-8 5-9 7-10 8-11 9-12 10-14 11-15 12-16 15-22 16-23 17-24 18-28 19-27 23-25 24-30 25-31 27-32 28-36 30-33 31-37 32-39 33-38 36-40 38-41 39-42 40-43 41-45 43-44 44-46 47-49 49-50 50-52 51-53 52-55 54-57 55-62 56-63 57-58 58-59 59-64 60-68 63-73 64-71 65-75 66-76 67-77 68-79 69-80 70-81 72-85 73-86
9,"We put the dogs in a play and invited the parents, since there was no one else to be an audience. But the pets were poorly trained and failed to take direction. There were two soldiers and a fancy lady we'd dressed in a frilly padded bra. The soldiers were cowards. Deserters, basically. They ran away when we issued the battle cry. (A blaring klaxon. It went hoh-onk.)","Umieściliśmy psy w przedstawieniu i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być publicznością. Ale zwierzęta były źle wyszkolone i nie potrafiły słuchać poleceń. Byli tam dwaj żołnierze i szykowna kobieta, którą ubraliśmy w koronkowy, dobrze obszyci biustonosz. Żołnierze byli tchórzami. Dezerterzy, w zasadzie. Uciekli, gdy wykrzyknęliśmy okrzyk bojowy. (Głośny klakson. (To szło hoh-onk.)",0-3 1-2 4-4 5-5 7-6 8-8 9-9 10-10 12-11 13-12 14-13 16-15 17-16 19-18 21-22 23-23 24-26 25-27 27-28 29-29 30-30 33-33 34-34 36-39 37-38 39-43 41-45 42-47 43-49 44-51 45-52 46-55 47-53 48-54 49-56 53-60 54-59 55-62 62-74 65-79 66-80 67-81 69-84 70-85 71-86 72-88 73-89 74-91 75-92 79-97 80-102 83-103 84-106 86-108 87-109 91-113 94-118 95-120 96-121 97-122 98-123 99-124 100-125 102-127
10,"Even the smallest canoe could take us down to the ocean. We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth. Where the water met the sky. We'd run along the beach on a salt breeze, leaving our boats on the sand.","Nawet najmniejsza kanoa mogłaby nas zabrać do oceanu. Przeprawilibyśmy się przez jezioro, przez bagno, w dół strumienia i dotarlibyśmy do ujścia rzeki. Gdzie woda spotykała niebo. Biegliśmy wzdłuż plaży na słonym wietrze, zostawiając nasze łodzie na piasku.",0-0 2-1 3-2 4-3 5-4 6-5 7-6 8-9 9-8 11-11 12-13 13-12 14-14 17-18 20-20 23-23 24-24 26-25 27-22 31-21 33-32 34-34 35-37 36-40 40-39 41-43 42-44 43-46 44-45 45-47 47-49 48-51 49-54 52-53 53-57 54-55 55-58 56-60 58-61 59-64 60-65 61-66 62-67 63-69 65-70 66-73 68-74 69-76
