id,source,translation,alignments
1,"The mother was speaking from the breakfast room, out of my field of view. I liked that room a lot, with its long, oaken table and glass walls on three sides. You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Matka mówiła z jadalni, poza moim polem widzenia. Bardzo mi się podobał ten pokój, z jego długim, dębowym stołem i szklanymi ścianami z trzech stron. Przez szklane ściany można było dostrzec błyszczącą taflę jeziora, a słońce przebijało się przez poruszające się gałęzie starożytnej wierzby, która osłaniała dom.",1-0 2-2 3-1 4-3 6-4 8-7 9-8 11-9 12-10 14-12 15-13 16-15 17-17 18-18 19-19 20-21 22-14 23-22 24-23 25-24 26-25 27-27 31-32 32-34 33-35 34-38 35-39 36-40 37-41 38-42 40-43 42-49 43-52 47-60 50-61 51-44 53-45 54-47 55-48 56-63 57-64 58-65 60-67 61-68 62-70 63-57 64-71 66-76 70-77 71-81 72-83 73-85 74-86 75-88 77-89 78-90
2,"We had a system of accounting, a chart on a wall. There were merits and demerits. A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation. Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father. Probably not his own—Low's parentage was a well-kept secret. But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.","Mieliśmy system księgowości, wykres na ścianie. Były zalety i wady. Zasługą było skuteczne przeprowadzenie zuchwałego czynu, natomiast utrata punktów następowała za działania prowadzące do upokorzenia. Juicy zyskał uznanie za niezauważone ślinienie się do drinków, podczas gdy Low został ukarany za podlizywanie się ojcu. Prawdopodobnie nie jego własne - rodzicielstwo Low'a było dobrze strzeżoną tajemnicą. Ale zauważono, że prosił o porady dotyczące garderoby faceta z męskim łysieniem wzorcowym.",0-1 1-0 3-2 6-6 7-7 9-9 10-10 11-12 12-11 13-13 15-15 16-16 17-17 18-18 22-21 23-22 25-26 28-31 33-29 34-36 38-44 40-45 41-47 43-46 46-51 47-52 48-53 49-54 50-55 53-60 54-61 57-68 59-71 60-72 61-62 64-73 65-74 66-76 67-77 71-81 75-70 76-86 77-87 78-89 79-90 80-92 81-93 82-94 83-95 84-96 85-97 88-102 90-98 91-100 92-104 93-111 94-105 97-106 98-110 99-112 100-113 105-114 107-118 109-127 110-128 111-130 116-135 117-120 118-129 120-124 121-121 122-139
3,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly. When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room. Move in a natural manner toward this figment of my imagination, making a purposeful face. Go through the door. And fade away.","Musimy jednak ukrywać bieg, gdyż nasza pośpiech mógłby nas zdradzić, więc bardziej prawdziwe będzie stwierdzenie, że wyszliśmy dyskretnie. Kiedy jeden z moich rodziców się pojawiał, moją techniką było: udawać, że dostrzegam kogoś w następnym pomieszczeniu. Poruszaj się w naturalny sposób w stronę tego wytworu mojej wyobraźni, zdecydowanie miną. Przejdź przez drzwi. I zniknąć.",0-1 1-0 3-3 4-4 6-5 7-6 8-2 12-8 14-12 16-15 17-17 18-14 19-18 20-19 22-20 24-25 26-28 29-31 30-32 31-33 32-34 33-35 34-36 35-37 36-38 37-40 38-42 39-43 40-44 41-46 42-47 43-49 45-52 48-55 49-56 50-58 51-57 52-60 53-62 55-67 57-68 58-69 59-71 60-72 61-73 63-75 65-76 66-77 67-78 73-82 75-86 77-87 78-88 79-89 80-90 81-85 83-93
4,"As the evenings wore on, some parents got it into their heads to dance. A flash of life would move their lumpen bodies. Sad spectacle. They flopped, blasting their old-time music. ""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","Pod wieczór niektórym rodzicom przyszło do głowy, żeby potańczyć. Iskra życia poruszyłaby ich nieforemne ciała. Smutny widok. Oni klękali, wybijając swoją starożytną muzykę. ""Bij brzdąca, bij brzdąca, bij brzdąca baseballowym kijem, oh tak.""",2-1 7-11 8-3 9-5 10-8 14-10 15-6 16-12 17-16 18-17 20-19 22-20 23-25 24-23 25-26 27-30 29-31 30-32 31-33 32-36 33-37 34-38 36-41 37-42 39-45 40-46 41-47 44-51 45-53 46-54 47-55 48-56 50-58 51-57 52-60 57-65 58-66 60-59 61-67 62-71 63-50 66-74 67-75 68-76 69-77
5,"Later the talk grew louder. Freed of our influence, some of them emitted sudden, harsh barks. Apparently, laughing. From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried. We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat. We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Później rozmowa stała się głośniejsza. Uwolnione od naszego wpływu, niektóre z nich nagle wydały jaskrawe, szorstkie szczeknięcia. Widocznie, śmieje się. Z werandy, otoczonej bambusowymi pochodniami, wiszącymi paprociami i huśtawkami, wygryzionymi przez mole fotelami i błękitno-świetlącymi pułapkami na owady, dobiegały śmiechy. Słyszeliśmy je z domków na drzewach i kortów tenisowych, a także z pola pełnego uli, które za dnia doglądała powolna sąsiadka, mamrocząc pod welonem swojego kapelusza pszczelarskiego. Słyszeliśmy je zza pękniętych szyb w rozpadającym się szklarni, albo na chłodnej czarnej wodzie jeziora, na którym o północy dryfowaliśmy w naszej bieliźnie.",0-0 2-5 4-6 5-9 7-11 8-12 9-14 10-15 11-16 12-17 13-18 14-20 15-21 16-22 17-23 18-26 19-27 21-31 22-32 23-28 25-37 26-39 27-40 30-43 31-44 34-49 35-50 43-54 46-58 51-66 52-67 60-65 67-69 68-86 70-73 71-89 72-93 73-95 74-85 77-78 78-107 81-113 86-114 87-118 89-119 90-120 92-124 93-121 94-122 95-126 96-129 97-127 99-131 100-134 102-135 109-149 110-150 111-144 115-142 117-151 120-155 123-157 129-154 133-117 137-175 139-179 140-138 143-148 144-146 150-190 151-191 153-192 154-195 155-198 157-158 158-199 160-140 162-156 163-145 164-210 165-211 168-204 171-215
6,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months. Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky. And of no general interest.","WIELKI DOM został zbudowany przez rozbójniczych baronów w XIX wieku, jako pałacowy azyl na zielone miesiące. Nasi rodzice, ci tak zwani autorytety, krążyli po pokojach w niejasnych trybach pod szerokimi belkami, ich cele były niezrozumiałe. I bez większego znaczenia dla ogółu.",0-0 2-2 3-3 6-4 7-6 8-8 9-9 11-12 12-13 13-15 15-16 19-17 20-18 21-19 22-20 25-22 27-23 28-24 30-26 31-27 32-29 33-30 34-31 35-33 36-34 37-35 42-41 44-38 45-42 47-45 49-47 50-49 51-50 52-52 53-53 54-54 55-55 58-56 59-58 60-59 61-60 62-61 63-62 67-67 68-68 70-69 71-74 72-72 73-77
7,"The lady urinated. ""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother. ""Is that a Persian rug?"" Whose mother was it? Unclear. No one would cop to it, of course. We canceled the performance. ""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out. Some of their goblets, highball glasses, and beer bottles were completely empty. Drained. Those parents were in a hurry, then. ""No way,"" said Sukey firmly, and shook her head. ""Then who is your mother? The one with the big ass? Or the one with the clubfoot?"" ""Neither,"" said Sukey. ""So fuck you.""","Pani oddała mocz. ""Oh, biedaczka, ma nerwowy pęcherz!"" wykrzyknęła pulchna matka kogoś. ""Czy to jest dywan perski?"" Czyje to było matka? Niejasne. Oczywiście nikt się do tego nie przyznał. Odwołaliśmy przedstawienie. ""Przyznaj się, to była twoja matka,"" powiedział chłopiec o imieniu Rafe do dziewczynki o imieniu Sukey, kiedy rodzice wyszli. Niektóre z ich kieliszków, szklanek do whisky i butelek po piwie były kompletnie puste. Wykończony. Czyli ci rodzice mieli naprawdę dużo pośpiechu. ""Nie ma mowy"" - powiedziała stanowczo Sukey, potrząsając głową. ""A kim jest twoja matka? Ten z dużym tyłkiem? Czy ten z kulawą stopą?"" ""Żadne z tych,"" powiedziała Sukey. ""Więc spadaj.""",1-0 2-4 3-3 4-6 5-7 6-8 7-9 8-10 11-13 13-14 15-15 18-21 19-22 20-23 21-24 22-26 23-31 25-29 26-27 28-30 29-32 30-33 31-37 32-36 34-40 35-41 36-39 37-42 38-43 39-44 40-47 41-46 43-48 44-49 45-50 46-52 48-54 51-56 52-57 55-53 56-61 57-65 59-60 61-67 62-68 63-69 64-70 65-72 67-74 68-75 69-76 70-77 71-79 72-80 73-81 74-82 76-83 77-84 78-86 80-88 81-89 82-90 86-94 88-96 89-97 90-98 91-99 92-101 93-100 97-102 98-104 99-105 100-106 101-107 105-111 108-112 109-110 111-117 112-116 113-108 115-123 116-124 117-126 118-128 119-129 120-127 121-132 122-135 123-136 128-144 131-145 132-146 133-147 137-153 138-158 140-155 141-157 142-160 147-165 148-167 149-168 150-169 152-170 153-171 154-172 155-174 156-175 158-176 159-177 161-178 162-188 163-182 164-183 166-184 167-185 169-186 171-190 172-191 173-192 174-193 176-197 177-198 178-199 179-201 180-202 181-203 182-204 185-209 186-210
8,"One dog got makeup applied to its face, lipstick and blue eye shadow. It was a white-faced dog, so the makeup showed up well. We liked to have an impact. When we were done, the lipstick went back into some mother's Fendi handbag. We watched her apply it, unaware. That was satisfying.","Na jednym psie nałożono makijaż - szminkę i niebieskie cienie do powiek. Był to pies o białej pyszczku, więc makijaż dobrze na nim wyglądał. Lubiliśmy robić wrażenie. Gdy skończyliśmy, szminka wróciła do czyjejś matczynej torebki Fendi. Obserwowaliśmy, jak to stosuje, nieświadoma. To było satysfakcjonujące.",0-1 3-8 5-18 8-9 9-10 10-12 11-13 12-14 15-21 16-23 17-22 18-15 19-26 23-24 24-32 25-33 27-34 28-38 30-35 31-39 32-41 33-40 36-42 38-43 39-44 40-45 41-47 43-46 44-48 47-51 49-52 50-54 51-55 52-59 54-61 55-65 56-66 57-62 58-63 59-67 60-71 63-75 64-37 65-76 66-77 67-78 68-80 69-81 70-82 71-83 72-85 73-86
9,"We put the dogs in a play and invited the parents, since there was no one else to be an audience. But the pets were poorly trained and failed to take direction. There were two soldiers and a fancy lady we'd dressed in a frilly padded bra. The soldiers were cowards. Deserters, basically. They ran away when we issued the battle cry. (A blaring klaxon. It went hoh-onk.)","Włożyliśmy psy do sztuki i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być publicznością. Ale zwierzęta były słabo wytrenowane i nie słuchały poleceń. Było dwóch żołnierzy i elegancka dama, której założyliśmy falbankowy biustonosz z poduszeczkami. Żołnierze byli tchórzami. W zasadzie dezerterzy. Uciekli, kiedy wydaliśmy okrzyk bojowy. (Głośny klakson. (Zatrąbiło hoh-onk.)",0-3 4-4 5-5 7-6 8-7 9-8 10-9 12-10 13-11 14-12 16-14 17-15 19-17 21-21 23-22 24-25 25-26 27-27 29-28 30-29 31-30 33-33 34-34 36-35 37-36 38-38 39-41 41-42 42-44 43-45 44-47 45-48 47-49 48-50 49-51 54-56 56-65 58-58 60-60 61-61 62-70 65-75 66-76 67-77 69-80 70-81 72-86 74-83 75-87 79-92 80-94 81-93 83-95 84-98 86-100 87-101 91-84 96-114 97-115 98-116 99-117 100-118 102-120
10,"Even the smallest canoe could take us down to the ocean. We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth. Where the water met the sky. We'd run along the beach on a salt breeze, leaving our boats on the sand.","Nawet najmniejsze kajaki mogły zabrać nas w dół do oceanu. Przekroczylibyśmy jezioro na wiosłach, przebrnęlibyśmy przez bagna, spłynęlibyśmy rzeką i doszlibyśmy do jej ujścia. Tam, gdzie woda spotyka się z niebem. Biegaliśmy wzdłuż plaży na solnym wietrze, zostawiając nasze łodzie na piasku.",0-0 2-1 3-2 4-3 6-4 7-5 8-6 9-8 10-11 11-12 13-13 14-15 17-20 19-18 20-16 27-26 28-28 29-29 31-21 33-46 34-48 35-50 36-43 40-53 41-54 42-57 43-59 44-58 45-60 47-63 48-65 49-68 52-67 53-71 54-69 55-72 56-74 58-75 59-77 61-79 62-80 63-82 65-83 66-86 67-76 69-89
