id,source,translation,alignments
1,"The mother was speaking from the breakfast room, out of my field of view. I liked that room a lot, with its long, oaken table and glass walls on three sides. You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Matka mówiła z jadalni, poza moim polem widzenia. Bardzo lubiłem ten pokój, ze swoim długim dębowym stołem i szklanymi ścianami z trzech stron. Przez te szklane ściany można było dostrzec jasny blask jeziora, a światło słoneczne przechodziło przez poruszające się gałęzie starożytnego wierzby, która rzucała cień na dom.",1-0 2-2 3-1 4-3 8-7 9-8 11-9 12-10 14-12 15-13 16-16 17-15 19-17 20-19 22-14 23-20 24-21 25-22 26-23 31-29 32-31 33-32 34-35 35-36 36-37 37-38 38-39 40-40 42-47 43-50 44-53 45-51 46-54 47-55 50-56 51-41 53-43 54-45 55-46 56-58 57-59 59-60 61-67 62-68 64-69 66-74 70-75 71-79 72-81 73-83 75-85 77-89 78-90
2,"We had a system of accounting, a chart on a wall. There were merits and demerits. A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation. Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father. Probably not his own—Low's parentage was a well-kept secret. But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.","Mieliśmy system rozliczeń, wykres na ścianie. Były zasługi i winy. Zasługa przypadała za udaną prowokację, wina za czyn, który powinien poniżyć. Juicy dostawała zasługi za kapanie do koktajli bez wykrycia, podczas gdy Low karany był winami za podlizywanie się ojcu. Prawdopodobnie nie swojemu — pochodzenie Lowa było dobrze strzeżoną tajemnicą. Ale kiedy go zauważono pytającego faceta z łysiną o poradę w sprawach garderoby.",0-1 1-0 3-2 5-3 6-4 7-5 9-7 10-8 11-10 12-9 13-11 15-13 17-17 18-18 20-19 21-20 22-21 23-22 25-28 26-29 34-35 36-36 37-37 38-38 39-39 40-40 41-42 42-43 45-44 46-34 47-46 48-47 49-48 50-49 51-50 53-55 54-56 58-59 60-62 61-63 62-64 63-66 64-67 65-68 66-70 71-76 73-79 76-81 77-82 78-84 79-85 80-87 81-88 82-89 83-90 85-92 89-97 91-95 92-98 93-103 94-99 97-100 98-104 99-106 100-107 101-109 105-110 106-111 107-112 109-115 110-116 117-121 118-117 120-127 121-122 122-129
3,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly. When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room. Move in a natural manner toward this figment of my imagination, making a purposeful face. Go through the door. And fade away.","Musiliśmy jednak ukryć nasze biegi, aby nie zostaliśmy zdradzeni przez pośpiech, więc trzeba powiedzieć raczej, że wysunęliśmy się cicho. Kiedy jeden z moich rodziców się pojawił, stosowałem technikę udawania , iż dostrzegłem w następnym pomieszczeniu kogoś. Naturalnym krokiem udawałem się w stronę tej wytworu mojej wyobraźni , robiąc stanowczyą minerkę. Przechodziłem przez drzwi i znikałem.",0-1 1-0 3-3 4-4 6-6 8-2 12-5 14-7 15-13 19-21 20-22 22-91 24-24 25-31 26-28 29-33 30-34 31-35 32-36 33-37 34-38 35-39 36-40 37-42 38-43 40-47 45-54 48-64 49-58 50-60 51-59 52-62 53-65 54-68 57-66 59-75 60-76 61-77 63-63 65-80 66-81 67-83 68-84 71-67 74-95 75-97 77-98 79-99 80-100 81-102 83-103
4,"As the evenings wore on, some parents got it into their heads to dance. A flash of life would move their lumpen bodies. Sad spectacle. They flopped, blasting their old-time music. ""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","W miarę upływu wieczorów niektórym rodzicom wpadło do głowy, by zatańczyć. Chwilowe ożywienie poruszało ich ociężałe ciała. Smutny widok. Toczyli się, wysyłając w powietrze brzęk swojej muzyki sprzed lat: ""Bij niemałolata, bij niemałolata, bij niemałolata kijem do baseballa, oh yeah.""",0-1 2-5 3-6 8-7 9-10 10-12 12-14 14-15 16-17 17-21 18-22 21-25 24-29 25-31 27-36 29-37 30-38 31-39 32-42 33-43 35-44 37-48 38-54 39-50 40-57 41-61 44-58 46-63 47-64 48-65 50-66 51-69 52-70 53-71 54-72 56-75 57-76 58-77 60-78 64-85 66-87 67-88 68-89 69-90
5,"Later the talk grew louder. Freed of our influence, some of them emitted sudden, harsh barks. Apparently, laughing. From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried. We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat. We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Później rozmowa gwałtownie się nasilała. Zniesieni naszego wpływu, niektórzy wydawali odgłosy nagłej, ostrych szczeknięć. Wyglądali na to, że się śmieją. Śmiechy te dźwięczały zza okrągłego ganeczka z mosiężnymi pochodniami i wiszącymi paprociami oraz bujaku, spodniszczonych foteli i pułapek ze światłem niebieskiej lampki przyciągającej owady. Słychać je było zarówno z domków na drzewach, kortów tenisowych, jak i z pola pasiek które w ciągu dnia pilnowała powolna sąsiadka szeptane pod zawijańcem ulowym kapeluszem pszczelarza. Słyszeliśmy też te odgłosy zza pękniętych szyb łatwo uszkodzonej oranżerii czy ze spokojnej czarnej wody jeziora natry andami ubranymi tylko we własne bielizny byliśmy unoszeni północą.",0-0 2-5 3-6 4-12 7-9 8-13 10-14 12-17 13-18 14-20 15-21 18-22 19-23 20-27 21-28 22-30 23-31 24-32 26-26 27-36 28-37 34-48 36-60 44-65 51-75 52-69 60-86 61-66 62-68 68-91 69-92 70-74 71-100 77-81 81-51 83-49 86-109 90-117 92-121 94-119 95-93 96-126 97-124 100-131 102-132 104-106 109-144 110-145 111-139 112-140 115-138 120-149 130-157 132-168 133-167 134-114 137-176 140-181 141-134 143-143 144-141 145-152 147-90 148-160 150-190 151-120 152-193 154-194 155-196 158-197 159-128 160-135 171-218
6,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months. Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky. And of no general interest.","DOM WIELKI został zbudowany przez rozbójników w wieku XIX, luksusową kryjówkę na świeży sezon. Nasi rodzice, te tak zwane autorytety, poruszali się po pokojach w nieokreślonych obiegach pod szerokimi belkami, ich cele były mgliste. I niezbyt interesujące.",1-1 3-0 6-4 7-6 8-8 9-9 12-11 13-12 19-13 20-15 26-35 28-21 31-23 32-24 33-25 34-26 35-28 36-29 37-30 40-50 42-36 44-33 45-37 46-38 47-39 49-42 50-44 53-52 54-53 55-54 58-55 59-57 61-59 62-60 63-61 65-63 66-64 67-65 68-66 70-67 72-69 73-71
7,"The lady urinated. ""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother. ""Is that a Persian rug?"" Whose mother was it? Unclear. No one would cop to it, of course. We canceled the performance. ""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out. Some of their goblets, highball glasses, and beer bottles were completely empty. Drained. Those parents were in a hurry, then. ""No way,"" said Sukey firmly, and shook her head. ""Then who is your mother? The one with the big ass? Or the one with the clubfoot?"" ""Neither,"" said Sukey. ""So fuck you.""","Kobieta oddała mocz. ""Och, biedaczka, ma nerwowy pęcherz!"" wykrzyknęła matka pewnego grubiutkiego dziecka. ""To perski dywan?"" Czyja była ta matka? Niejasne. Nikt oczywiście nie przyznał się do tego. Oczywiście anulowaliśmy przedstawienie. ""Przyznaj się, że to twoja mama"" — powiedział chłopiec o imieniu Rafe do Sukey po tym jak rodzice wyszli z sali. Niektóre kielichy, szklanki i butelki były całkowicie puste. Wypite do dna. Ci rodzice byli w pośpiechu, więc tak było. ""Nie ma mowy"" — powiedziała stanowczo Sukey i potrząsnęła głową ""A więc kto to jest twoja mama? Ta z wielkim tyłkiem? Czy ta z kulawą stopą?"" ""Żadna z nich"" — odparła Sukey — ""Więc wal się"".",0-1 1-0 2-5 3-4 4-7 5-8 6-9 7-11 8-12 11-15 12-14 13-16 15-17 18-23 19-24 20-25 22-28 25-35 27-34 28-29 29-37 30-38 32-39 34-40 36-43 37-44 38-45 39-46 40-49 41-47 43-50 44-51 45-52 46-54 47-55 48-56 50-122 51-123 52-63 55-57 56-64 57-67 58-66 59-60 61-69 62-70 63-71 64-72 65-74 68-78 70-79 71-81 73-82 74-84 76-85 77-86 78-88 80-90 81-91 82-92 88-93 89-94 91-97 92-99 93-98 97-100 98-104 99-105 104-107 105-108 108-109 111-112 113-106 114-115 115-116 116-117 117-118 118-120 121-126 122-127 123-128 124-130 125-131 128-135 129-136 131-140 132-141 133-142 136-146 137-148 140-150 141-152 143-155 145-159 147-160 149-162 150-163 152-165 153-167 154-168 155-170 156-171 158-172 159-173 161-174 162-185 163-179 164-180 166-181 167-182 169-183 171-187 172-188 173-189 174-190 179-199 180-200 182-202 185-193 186-208
8,"One dog got makeup applied to its face, lipstick and blue eye shadow. It was a white-faced dog, so the makeup showed up well. We liked to have an impact. When we were done, the lipstick went back into some mother's Fendi handbag. We watched her apply it, unaware. That was satisfying.","Jeden pies dostał makijaż na twarz, szminkę i niebieską cień do powiek. Był to pies o białej twarzy, więc makijaż dobrze się prezentował. Chcieliśmy wpłynąć na ludzi. Gdy skończyliśmy, szminka wróciła do torebki Fendi jakiejś matki. Oglądaliśmy ją, jak się nią maluje, nieświadoma naszego udziału. To było satysfakcjonujące.",0-0 1-1 2-2 3-3 5-4 7-5 8-6 9-7 10-9 11-10 12-11 15-19 17-20 18-25 19-24 22-23 23-22 24-27 25-28 27-29 28-33 30-30 31-34 32-37 34-36 36-40 38-38 39-43 40-44 41-46 43-45 44-47 47-50 49-51 50-53 51-59 52-61 54-56 55-57 56-58 57-54 58-55 59-63 60-67 61-65 63-73 64-68 65-75 66-76 67-77 68-81 69-82 70-83 71-84 72-86 73-87
9,"We put the dogs in a play and invited the parents, since there was no one else to be an audience. But the pets were poorly trained and failed to take direction. There were two soldiers and a fancy lady we'd dressed in a frilly padded bra. The soldiers were cowards. Deserters, basically. They ran away when we issued the battle cry. (A blaring klaxon. It went hoh-onk.)","Umieściliśmy psy w sztuce i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być publicznością. Ale zwierzęta były źle wyszkolone i nie potrafiły posłuchać poleceń. Były tam dwie żołnierki i wykwintna dama w koronkowym, usztywnianym biustonoszu. Żołnierze byli tchórzliwi. W zasadzie dezerterzy. Uciekli gdy wydaliśmy okrzyk bojowy (grzmiający klakson: hoh-onk).",0-3 1-2 3-4 5-5 7-7 8-8 9-9 10-10 12-11 13-12 14-13 16-15 17-16 19-18 21-22 23-23 24-26 25-27 27-28 29-29 30-30 33-33 34-34 37-38 39-44 41-45 42-48 43-49 44-51 45-52 48-53 55-58 59-63 60-61 62-72 65-77 66-78 67-79 72-89 74-86 75-90 79-94 80-96 81-95 83-97 84-100 87-102 91-87 96-111 97-112 98-113 99-114 100-115
10,"Even the smallest canoe could take us down to the ocean. We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth. Where the water met the sky. We'd run along the beach on a salt breeze, leaving our boats on the sand.","Nawet najmniejsza kanu mogłaby nas zawieźć do oceanu. Przepływlibyśmy jeziorem, pokonali bagnisty teren, zeszli rzeką i dotarli do jej ujścia. Tam, gdzie woda spotyka niebo. Pobieglibyśmy wzdłuż plaży na solnym wietrze, pozostawiając łodzie na piasku.",0-0 2-1 4-3 6-4 7-5 8-8 9-7 11-12 12-14 13-13 14-15 15-18 17-19 20-16 21-21 23-22 24-23 26-26 28-30 33-36 34-38 35-40 36-33 37-20 40-43 41-44 42-47 43-49 44-48 45-50 47-51 48-53 49-56 52-55 53-60 54-58 55-61 56-63 58-64 59-66 60-67 61-68 62-69 65-72 66-75 67-65 68-76 69-78
