id,source,translation,alignments
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes. They were alone. Chemtrails, the farmer had said to Alec, early on their walk. Other than this, he had been silent.",夜明け前に雲の房が焼け黒び、古くさびたシルエットの漂流物で地平線が散らかっていた。彼らは一人ぼっちだった。農民はアレックに向かって、散歩初めにケムトレイルと言った。それ以外では、彼は静かだった。,2-6 4-5 5-9 8-4 10-1 12-13 17-34 18-35 21-24 22-7 23-27 24-14 27-18 30-22 31-36 32-37 33-42 34-39 35-43 36-54 37-55 38-56 39-58 41-45 42-44 44-59 46-46 47-48 48-50 49-52 52-51 53-60 54-62 56-61 57-64 58-65 60-68 61-66 62-69
2,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth. Chalky rocks littered the plot in every direction. Each step in this place was as muddy and wet as the last. Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",50フィート先には新鮮に耕された茶色い土が広がり、不均整な大地の至る所に盛り上がっていました。白っぽい岩石が四方八方の小区画を散らばっています。ここでの一歩一歩はどれもこれも泥だらけで湿っています。さらに遠く、薄い金属製のフェンスが土地の端を示しており、羊たちがとうかつ通過しようとした際に引っ掛けた塊状のウールでワイヤーが本当なら電飾灯みたいに装飾されています。,2-0 3-1 11-5 14-8 15-9 18-17 23-23 27-18 28-21 29-22 30-30 32-33 33-35 37-47 39-42 43-48 44-56 45-54 47-49 49-55 51-59 53-63 54-64 58-66 59-67 62-70 64-71 65-72 66-73 67-76 69-83 71-82 74-80 77-78 84-104 86-113 89-112 91-94 94-86 97-92 99-91 101-118
3,"He swatted another fly away from his face. No, the farmer said. I'm a vegetarian. Really? My wife tried doing that a few years back, and.  No, the farmer said, and the conversation died. The world was still dark, even if only for a little while. The sun was almost free. The day had almost begun.","彼は顔からまた別のハエを追い払った。「いや、僕はベジタリアンなんだ」と農夫が言った。「本当に？妻も何年か前にそれを試みたんだが」と。""いや、""と農夫は言った。そして会話は絶えてしまった。世界はまだ暗く、少しの間だけでも。日の出がほぼ近かっただろう。その日がほぼ始まろうとしていた。",0-1 1-9 3-11 4-5 5-7 7-3 9-2 11-13 12-14 14-25 15-27 17-15 21-20 23-29 25-30 27-31 28-38 30-37 32-33 33-34 34-36 38-46 40-52 41-51 42-53 44-55 46-56 48-60 49-54 51-62 53-63 54-64 55-66 61-67 69-71 70-80 71-81 72-87 73-75 75-84 76-88
4,"They're selling up to live with family, so she says. I think I saw them in town a few times, Alec said. They were almost at the water tank, at the smile. Were they the ones who made those wagon wheels? They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose. It's delicious. Did you ever try one?",彼女たちは家族と一緒に暮らすために、売り払うところだそうだ。都会で何度か見かけた気がするよ、アレックが言った。彼らはほとんど水槽の所まで来ていて、笑顔だった。あれは彼らが作ったワゴン・ホイールだろうか？彼らはソーセージの肉を一種のスパイラル、シナモン風味の形状に混ぜ込んでいるんだよなー、美味しいものさ。君は試したことある？,3-10 5-8 6-5 7-4 8-3 9-9 13-16 15-22 17-20 19-18 20-17 23-19 24-24 25-25 26-27 27-29 28-30 29-31 30-42 31-32 33-35 34-33 35-34 36-40 39-41 40-43 47-48 49-49 52-51 53-57 54-58 57-81 58-60 61-65 62-80 64-67 67-73 69-68 71-76 72-69 73-71 74-72 79-90 84-89 85-92 87-93 91-98
5,"Jean's moving out, the farmer said. Did you know? Who? Jean. The lady who lives down the lane, the farmer said, frowning. She's moving out, selling up her farm. Oh yes, Jean. His voice drifted. I saw the sign. Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition. He had not known the name. He knew few out here. One more reminder that he did not belong, he supposed.",「ジーンが出て行くんだってさ」と農夫は言った。「知ってたか？」「誰が？」「ジーンだよ。あそこに住んでる女性、」と農夫は眉間にしわを寄せながら言った、「彼女が出ていくんだ。彼女の農場を売り払うつもりらしい」「ああ、ジーンか。」彼の声は遠のいて行った。「その看板見たよ」アレックはこの地へ来る途中でそれを見過ごしてしまった。この農場よりも二倍以上大きなそれの動物や土地や人々の状態は良好に見えた。彼は名前を知らなかった。ここではほとんど誰とも交流しないからだろう、作戦では黒羊に属さない一つ証拠だと思われる。,0-2 3-4 6-12 7-11 8-13 9-14 11-17 12-15 13-18 14-20 16-25 17-27 19-32 21-30 27-38 28-37 35-48 38-50 41-56 44-54 46-62 48-64 51-69 52-70 54-75 57-80 61-83 62-85 67-92 69-91 74-98 75-101 79-97 83-106 85-108 86-109 87-110 90-113 91-111 92-96 95-122 96-121 98-119 106-141 111-118 119-145
6,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within. We found them near there. His face fell. Alec checked his watch. 7.06 a.m. The sun would soon rise. They kept on, the silence drowned out by the buzzing of the flies and the distant hellos of scraggly sheep out there in the semi-darkness.",彼は、約200フィート先の大きな半分空になった給水タンクを指差した。その汚れてしまった半透明のプラスチックは時間とともに染みができており、中で液体がわかめられたことによる微笑みのような跡があった。「私たちはそこ近くで彼らを見つけました」と彼は言って顔をしかめた。アレックスは時計を確認した。午前7時06分だった。間もなく太陽が昇るだろう。ふらふらと進む彼らの周りでは羽音を立てるハエや遠くから聞こえてくるまばらな羊達の挨拶音が静寂を打ち消していた。,0-1 1-17 3-19 6-8 8-9 12-13 13-15 14-3 16-4 17-6 20-21 24-29 29-32 30-31 31-37 34-49 37-48 39-39 40-52 41-44 42-45 43-38 44-20 45-54 46-59 47-58 48-56 52-65 54-68 55-69 56-71 57-74 58-75 60-73 61-76 62-78 69-86 72-89 73-88 74-91 85-99 90-118 94-109 96-107 100-117 112-131
7,"Alec grimaced. He stepped back, tensing before rushing over the ditch. He came down with a thud, right into the thick and gelatinous mud. He splattered his black trouser legs and the farmer's jeans. The other man tutted, smiling. What have we come to, eh? Alec brushed at the muck around his ankles, but this only spread it further. His palms grew filthy. The farmer walked on.",アレックはしかめっつらして後ずさると、溝を駆け越えようと体を張った。彼はドスンと音を立てて厚くてゼラチン状の泥に降り立ち、黒いズボンの脚部分や農夫のジーンズに泥がはねた。もう一人の男は笑みながら舌打ちした。「何事だよ？まさか、こんなこととうってもあり得ないだろ？」アレックは足首周りについた汚れを払おうとしたが、それがますます広がってしまっただけ。彼の手は真っ黒になってしまった。農夫は歩き続けた。,0-1 1-3 10-15 17-17 20-26 21-27 30-43 31-41 32-35 34-36 37-42 40-64 44-47 47-52 49-54 51-56 53-57 55-67 57-68 58-71 60-66 62-73 65-80 71-82 72-96 73-97 74-99 75-77 76-78 81-103 86-112 87-111 88-113 89-119 90-116 93-120 94-121 95-122 96-123 101-128 102-100 103-130 104-132 106-135
8,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard. With that thick wax coat and that gut and that voice, he could have been a lunatic Santa Claus. You won't fall, he said. Not afraid of a little dirt, are you, Sergeant Nichols? No. Yes. I just hope you aren't wasting my time. And these flies. Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm. He was food for this whole place. Try covering up next time, the farmer said.",アレックは泥を見つめて、農夫はほっぺたが白い汚れた髭の下で紅潮している影でにっこりと笑った。あの厚くろう引きされたコートとその腹とその声で、彼は狂ったサンタクロースでもあり得る。お前は滑り落ちないだろう、彼は言った。ちょっとした汚れより恐怖心を持っていない、ニコルス軍曹？いや....ええ、ただ無駄に時間を過ごさなければ良かっただけだ。あのハエ達も...アレックは袖口から一匹払って外し始めて頬へ移動してきた大きく作られて黒光りするハエから避けました。この場所全体が彼の食物供給源だろう。「次回から身を覆ってみろ」と農夫が言いました。,0-1 1-3 3-4 6-5 7-9 9-12 10-11 11-35 12-36 15-13 19-24 22-20 23-21 24-18 26-22 27-37 29-38 30-39 32-26 33-44 34-45 37-48 38-49 39-50 40-51 41-53 42-54 48-56 49-57 51-66 55-73 56-72 57-75 58-76 59-77 62-83 65-79 71-87 74-88 76-61 77-94 80-99 83-101 89-102 92-104 93-112 99-119 100-121 103-147 104-126 106-125 125-135 131-153 134-124 138-154 140-149 141-151 142-150 143-148 145-146 148-159 152-170 154-174
9,"Where are they? Alec asked, shivering. It was 6.55 a.m. He'd left his jacket in his patrol car. There weren't any sheep over here, the farmer said, ignoring the question. He leapt over the bank, his boots slipping slightly on the incline. They normally love coming over here.",「彼らはどこにいるんですか？」アレックが震えながら尋ねた。時刻は午前6時55分だった。彼はパトカーにジャケットを置き忘れてしまった。「こっちに羊はいないよ」と、農夫は質問を無視して言った。草堤を飛び越え、靴が斜面で少し滑り込んだ。「みんな普段からこっちに来るのが大好きさ」,0-3 1-4 2-1 3-7 4-8 5-10 6-15 8-12 9-13 11-18 13-20 14-22 15-24 20-28 23-37 25-33 26-35 27-32 30-31 31-27 37-46 41-41 43-53 44-52 45-58 46-50 47-56 48-57 50-54 51-59 56-64 61-67 63-73 64-75 65-72 66-71 69-65 71-77 72-78 73-79 74-85 75-83 77-80
10,"And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer's reclaimed marshland. Along its muddy edge and all around, the reeds sang with flies and crickets and buntings.",そして今、彼らのたいまつが農地へと回収された湿地を切り取った浅い流れの頂上のすぐ前にある銀行の端を明らかにした。その泥だらけの端と周囲全体で、ヨシはハエやコオロギ、雀で歌っていた。,0-0 1-1 2-3 5-34 6-35 8-32 11-30 12-2 13-27 14-28 15-24 20-21 21-22 22-23 25-26 27-9 29-4 30-12 31-13 32-14 35-16 36-36 39-37 40-38 42-43 43-44 44-47 45-46 46-49 51-61 52-54 53-55 54-53 57-60 61-65
