id,source,translation,alignments
1,"Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain. J'en ai lu sept pages et je le connais déjà par cœur. Rien ne pourra me surprendre. Depuis des lunes, je ne lis plus, je relis. La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides. Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",頬の下に置いてあるのは恋愛小説。男が女の子に出会うけど、男は結婚していて、彼女には彼氏がいる。7ページを読んだけど、もう心底わかってしまった。何も驚くことなんてないさ。月日が経ってから、新しい本を読む代わりに繰り返し読み返しているんだ。同じ昔話を「新作」と言って売り出したり、「季節ごと」や「文学界行事」と呼びイベント化させたり、「成功」と「失敗」で分け隔てするんだ。「再生紙」よろしく使い回される紙や、朝発って夜戻って来るトラックで運ばれる古すぎた「新作」だよ。,3-3 5-1 6-4 7-7 9-9 12-8 23-11 25-15 27-13 28-16 30-19 31-20 33-22 34-23 39-27 44-31 45-28 46-29 50-37 51-34 53-35 54-39 55-40 60-41 61-47 62-53 64-48 65-54 77-66 87-81 88-70 89-78 90-79 91-80 93-77 100-82 106-93 117-113 123-115 125-123 129-130 131-119 134-120 135-122 143-132 150-135
2,"Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf? Vingt ans? Trente ans? Je n'aime pas tenir ce genre de compte qui sent la mort. Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo. Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir. Mourir à l'attache. On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant! » et, en vérité, je serais mort en rêvant à rien. Il y a bien bien longtemps que je ne lis plus vraiment. Est-ce que je sais seulement encore lire ce qui s'appelle lire? En suis-je seulement capable? Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois.",何年かぶりに、私は嬉しさのあまり飛び上がることなどしないでしょう。名作を発見して月曜日に元気な男に戻って職場に戻る、という考え。二十年？三十年？私はそのような死を感じさせるような数え方が好きではありません。目を閉じれば、脈打つパーゼルの黄色い光が瞼越しに見えます。それから黒い形が次々と押し寄せ、動く廃墟やビクトル・ユーゴーの図面をつくります。息遣いは鈍くなり、心臓も少しだけ静まりかえってきます。眠ってしまったら死んでしまうかもしれません。束縛されて死ぬ――「本や読書の中で生きてきたから彼もそこで亡くなった」と言われることだろう。「実際、何も夢想することすら忘れ去った状態です」という意味です。「おそらく本当の読書そのものさえ僕は知っていますか？」僕はそれすら出来ていますか？頭を横に向けばさらに心臓が高鳴り、木を震わせるのです。,1-1 4-2 5-5 13-14 17-11 19-38 25-23 26-22 28-98 31-21 32-24 33-34 35-33 37-25 41-30 47-42 48-43 50-44 51-45 52-46 55-55 56-56 57-50 58-47 61-52 65-48 66-57 69-59 71-58 73-77 75-71 83-82 85-66 87-87 92-73 94-80 96-83 97-81 103-107 104-89 105-106 108-92 112-102 120-108 125-126 126-115 128-117 130-121 132-119 136-134 145-135 154-157 157-142 158-151 160-154 164-148 166-147 168-143 172-170 174-173 178-161 179-162 180-188 186-185 188-163 202-178 204-194 209-184 225-192 226-195 232-196 233-199 235-198 239-212 247-210 248-216
3,"La maison est plongée tout entière dans un silence de vieux papier. Comme la neige, les livres mangent les bruits. Mon métier a son odeur et ses étouffements. Je le respire encore mieux dans ce silence. Retourner au bruit du monde est toujours une épreuve.",家全体が古い紙の静寂に包まれている。本は雪のように音を食べる。私の仕事には独自の匂いと息苦しさがある。その静けさの中で、私はそれをより深く感じる。世界の騒音へ戻ることは常に試練である。,1-1 3-10 5-12 10-6 11-8 13-4 14-5 15-13 16-17 19-16 22-14 23-20 24-15 26-18 27-19 28-21 29-22 30-23 31-34 32-26 33-27 34-28 35-29 39-38 40-33 41-35 42-42 43-43 45-46 46-44 48-40 49-36 51-47 53-53 54-54 55-52 56-51 57-49 58-48 59-58 60-55 62-56 63-57 64-59
4,"Qui peut bien frapper? Je ne reconnais pas cette frappe légère, petite, discrète. Petite main. Entrez. Elle entre. Je ne l'ai jamais vue. J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs. Elle a une bonne tête. Vu son regard étonné, la mienne doit être un rien froissée. Des marques rouges de la manche de ma veste sur ma joue, sans doute.",誰がノックしているのだろう？この軽く、小さく、控えめなノックはわからない。小さな手。入ってください。彼女が入ってきた。私は彼女を見たことがありません。私はすぐに郷愁に襲われます、家がまだとても小さい頃で、廊下でみんなのふくらはぎからお互いを見分けられた時代を思い出します。彼女は素敵な顔立ちですね。驚きの視線を受けて、自分の顔も少ししわくちゃになっているかもしれませんね。たぶんジャケットの袖から頬についた赤みがその原因です,0-1 3-3 4-4 5-7 7-19 8-20 10-8 11-17 12-18 16-13 19-15 20-21 21-22 23-23 24-24 25-25 26-27 27-28 28-29 29-30 30-32 31-33 36-37 37-35 38-38 42-40 51-73 52-47 54-72 57-71 61-51 62-50 64-52 67-68 70-59 71-60 78-58 82-57 83-103 84-74 85-75 88-76 89-89 90-80 91-86 94-82 97-87 103-91 106-92 108-96 112-109 113-110 114-105 118-88 119-102 126-99
5,"Je vous dérange? Je survivrai à votre passage, Mademoiselle. Qui êtes-vous? Ben, je suis la stagiaire! Dans quel service? On ne me l'a pas dit. Vous savez, nous les stagiaires, on abat tellement de boulot qu'on a intérêt à être polyvalents. Vous voulez une augmentation? Non, je ne gagne rien.",「お邪魔しましたか？私、通過はしますわよ、お嬢さん。あなたはどなたですか？あら、私はインターンですわ！どの部署に所属しているの？まだ教えてもらっていませんけれど。インターンって私たち、めっちゃ多忙で万能性を求められるんですよね。昇給しましょうか？いえ、何も貰っていませんから」,1-3 4-5 5-6 11-8 12-13 13-14 15-16 16-17 17-19 20-18 21-23 22-24 23-26 24-27 27-28 29-29 30-32 32-33 33-34 34-39 41-43 42-41 43-45 47-49 49-46 51-47 52-50 70-63 75-65 76-68 77-70 78-71 81-73 82-74 83-72
6,"Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste. Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie. Je ne sais plus lire ces filles-là non plus. Elle est vive. Normale Sup? Métiers du livre la machine à fabriquer mille Gaston Gallimard par an pour mieux les broyer ensuite?",彼女は頭が少し乱れているように見えます。ジーンズは穴があり、色もあせています。彼女は小柄で真っ黒な目をしており、愛らしいですが、美しいかどうかはわかりません。私はこの種の女性を読むこともできません。彼女は元気です。Normale Sup? メティエ・デュ・リーブル（本の仕事）ガストン・ガリマールを年間千人ほど生み出してからその後破棄する機械？,0-1 2-4 3-5 5-6 14-15 17-11 18-13 19-17 20-18 24-23 25-24 31-3 32-2 33-30 34-34 38-38 39-37 46-49 50-56 51-39 52-43 53-44 55-52 57-50 58-45 59-48 64-53 65-54 67-55 69-58 70-59 71-60 72-61 73-63 74-64 77-73 79-96 81-88 84-76 85-77 88-82 93-83 94-93 95-95 96-92 97-97
7,"Alors qu'est-ce que vous faites ici? J'aime bien les livres aussi! Et puis il y avait une place. On doit faire un stage en entreprise. Obligatoire. Et qu'est-ce que vous faites dans mon bureau, si ce n'est pas indiscret? C'est monsieur Meunier, le grand patron, qui m'a dit de. Le grand patron? Meunier? Vous ne le connaissez pas? Trop bien.",「で、なんであんたがここにいるの？私も本好きだからさ！」それに空き地お仕事するところがあったの。企業研修を受けなくてはいけないからね。義務的にね。「それじゃ、ちょっと失礼かもしれないけど、何で私のオフィスにいるの？」大元請負業者のムニエさんが言ってくれたからさ。「大元請負業者？ムニエさん？知らないの？」めちゃくちゃよく知ってますよ。,0-1 7-6 9-8 10-10 11-11 13-13 18-16 23-24 25-23 26-26 28-31 29-22 31-28 33-27 34-33 37-34 39-38 40-47 49-49 50-50 51-40 58-42 66-60 69-59 70-69 77-64 82-73 83-74 84-75 85-78 86-79 90-88 92-89 95-41 96-87 97-91
8,"Non, gestion d'entreprises culturelles. Vraiment? Et vous voulez gérer l'édition? Je vous souhaite bonne chance. Je préférerais organiser des concerts. Asseyez-vous. Il faut que j'y aille, c'est vendredi. Il est tard. Cinq minutes. Vous voulez organiser des concerts? Oui, c'est bien, la musique.",「いや、文化事業の経営です。本当に？それなら出版をするつもりですか？幸運を祈りますよ。私はコンサートを組織する方が好きですね」「どうぞお掛けください。私は行かなくてはいけません、金曜日ですから。時間が遅くなってきましたから」「五分だけ待ってください。コンサートを組織したいのですか？」「はい、音楽というものが大好きだからです」,0-1 1-2 2-6 5-4 6-5 7-3 9-8 10-9 13-10 16-15 21-28 22-17 25-21 27-18 28-23 29-24 33-27 35-25 36-26 40-36 43-37 45-41 50-39 52-43 56-46 60-50 63-54 64-55 65-59 67-63 68-62 70-60 71-61 72-66 73-68 74-69 81-70
9,"Longtemps j'ai croisé les pieds dessus pour un peu de détente, d'élévation, pour un peu plus de sang au cerveau, maintenant, il m'arrive de plus en plus souvent d'y poser la tête, surtout le soir, surtout le vendredi soir. Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l'avant-bras et la joue sur le texte frais. Le bois du bureau amplifie les battements de mon cœur. Le vieux mobilier Art déco conduit bien les émotions et les fatigues. Ruhlman? Leleu? Il en a tant vu. J'écoute mon cœur, mon vieux cœur du vendredi, mon vieux cœur dans le silence de la maison. À cette heure, tout le monde est parti, je reste seul à bord, rincé, parce que je n'ai pas le courage de dresser la tour des manuscrits que je dois emporter pour le week-end. Comme chaque vendredi.",長い間、少しのくつろぎや高揚感、そして脳に血液を送るために足を交差させていましたが、最近では頭を置くことがますます多くなりました。特に夜、特に金曜日の夜です。開かれた原稿の上で腕組みをして頭を乗せます。前腕で額を支え、頬は新鮮なテキストに当てます。書斎の木製机は私の心臓の鼓動を増幅します。アール・デコ様式の古い家具は感情や疲労感をうまく取り扱います。ルールマン？ジョルジュ・ルリュ？彼らは多く見てきたものですよね。私は自分の心臓に耳を傾けます、金曜日である古い心臓です、家中が静まり返った中で私一人だけが船上に残されています。週末持ち出すべき原稿本棚を立てる勇気がないから洗われました。「毎週金曜日ごと」,0-1 8-22 9-21 13-4 14-5 19-11 21-13 22-14 23-20 28-18 30-16 31-27 32-28 33-3 39-35 42-131 46-31 48-29 49-39 50-40 52-41 53-42 54-43 56-44 57-47 58-49 61-62 62-60 63-56 64-55 70-77 72-59 74-70 75-72 76-67 80-64 86-78 89-75 90-73 91-79 92-82 96-94 97-96 98-90 101-92 103-87 104-88 105-97 106-108 107-106 108-107 112-115 113-114 116-109 118-110 120-111 122-117 123-118 124-119 125-120 126-125 128-127 129-128 130-129 134-132 135-136 136-137 139-138 140-139 143-152 146-150 147-147 150-154 153-159 156-157 157-172 161-156 165-162 169-170 170-165 172-168 185-183 187-181 188-182 192-178 193-194 207-190 208-191
10,"Alors vous savez. C'est lui qui m'a dit de vous apporter ça. Et qu'est-ce que c'est, ça? Ben, c'est une liseuse, un eBook, un iPad, je ne sais pas, moi. Il m'a dit qu'il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd. Vous voulez que je vous explique? Regardez, c'est comme un écran avec tous vos manuscrits dessus. Ils sont sur l'étagère virtuelle en faux-vrai bois. Vous les touchez et ils s'ouvrent. Il y en a un paquet. Vous n'allez jamais lire tout ça en deux jours! Regardez, le texte s'ouvre.",それでは、知ってるわよ。フランス人の彼が言ってきたんだからさ。それは何かっていうとね、まあリーダーソプトだったりeBookだったりiPadとかそんな感じでしょう、わからないけど。彼が言うには、週末の間に全部の原稿をこれに入れて軽くするそうよ。説明したい？見てごらん、画面で原稿が全部表示されてるの。偽物木製の仮想棚に置いてあるみたいよ。触れば開くわよね。一杯あるわね。二日間で全部読めっこないよ！こうやってテキストが開くわ」,0-0 2-3 3-7 7-10 12-13 17-17 29-18 31-24 32-23 41-30 42-31 45-33 49-39 51-38 53-41 54-42 58-44 62-58 64-49 66-73 67-53 70-89 73-47 83-56 84-61 86-63 90-62 91-64 92-65 94-69 101-70 108-106 110-91 116-88 124-83 125-94 128-95 134-121 135-78 151-111 155-107 156-108 157-116 162-119 165-97
