id,source,translation,alignments
1,"The mother was speaking from the breakfast room, out of my field of view. I liked that room a lot, with its long, oaken table and glass walls on three sides. You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Matka mówiła z jadalni, która nie była widoczna z mojego miejsca. Bardzo lubiłem to pomieszczenie, z długim, dębowym stołem i szklanymi ścianami po trzech stronach. Przez szklane ściany widać było błyszczące jezioro, a słońce przebijało się przez gałęzie starożytnego wierzby, która zacieniała dom.",1-0 2-2 3-1 4-3 5-6 6-4 8-7 11-15 14-11 15-17 17-19 19-21 20-24 22-18 23-25 24-26 26-27 27-29 31-34 32-36 33-37 34-40 35-41 36-42 37-43 38-44 39-45 40-46 43-52 47-60 50-59 51-47 53-48 54-50 55-51 56-61 57-62 58-63 60-65 61-66 62-68 63-58 66-71 70-72 71-76 73-80 74-81 75-84 77-85 78-86
2,"We had a system of accounting, a chart on a wall. There were merits and demerits. A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation. Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father. Probably not his own—Low’s parentage was a well-kept secret. But he’d been spotted asking a guy with male-pattern baldness for wardrobe advice.","Mieliśmy system rozliczeń, wykres na ścianie. Były zasługi i wpadki. Zasługa za udane przestępstwo, wpadka za czyn, który miałby wywołać upokorzenie. Juicy dostawał zasługi za wlewanie śliny do drinków niezauważenie, a Low wpadki za lizanie dupy jakiemuś ojcu. Prawdopodobnie nie swojemu — pochodzenie Lowa było dobrze strzeżoną tajemnicą. Ale został złapany, gdy pytał mężczyznę z typową łysiną o porady dotyczące ubioru.",0-1 1-0 3-2 5-3 6-4 7-5 9-7 10-8 11-10 12-9 13-11 15-13 17-17 18-18 20-20 21-21 22-22 23-23 25-26 26-27 28-28 34-32 36-33 37-34 38-35 39-36 40-37 41-39 42-40 43-42 46-46 47-47 48-48 49-49 50-50 51-51 53-56 54-57 57-60 58-64 59-65 60-66 61-67 62-68 63-70 64-71 65-72 66-73 68-74 69-75 71-77 72-78 76-85 77-86 78-88 79-89 80-91 81-92 82-93 83-94 85-96 91-99 92-102 93-107 94-103 97-104 98-108 99-110 100-111 101-112 106-115 107-118 109-120 110-122 118-61 120-134 121-130 122-135
3,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly. When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room. Move in a natural manner toward this figment of my imagination, making a purposeful face. Go through the door. And fade away.","Musieliśmy ukryć naszą ucieczkę, żeby nie wzbudzić podejrzeń, więc powiedzmy, że wycofaliśmy się cicho. Gdy pojawiał się jeden z moich rodziców, moja taktyka polegała na tym, by udawać, że dostrzegam kogoś w następnym pokoju. Ruszać się w naturalny sposób w kierunku tego wytworu mojej wyobraźni, twarzą wyrażać zdecydowanie. Przechodzić przez drzwi. I zniknąć.",0-2 1-0 2-1 3-3 4-4 9-9 12-5 14-8 15-15 19-17 20-18 25-27 28-24 29-29 30-30 31-31 32-32 33-36 34-37 35-38 36-39 37-33 38-40 39-41 40-43 41-45 43-51 45-54 48-57 49-58 50-60 51-59 52-61 53-62 55-67 57-68 58-69 59-71 60-72 61-73 63-75 65-76 66-77 67-78 72-79 74-86 75-87 77-88 78-89 79-90 81-93 83-94
4,"As the evenings wore on, some parents got it into their heads to dance. A flash of life would move their lumpen bodies. Sad spectacle. They flopped, blasting their old-time music. “Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.”","Kiedy zapadał zmrok, niektórzy rodzice zaczęli tańczyć. Przez chwilę ich nieporadne ciała ożywały. Smutny widok. Wirując, wykrzykiwali swoje dawne piosenki. „Bij w brata, bij w brata, bij w brata kijem baseballowym, oh yeah”.",0-0 4-1 5-2 7-6 8-7 9-8 17-13 18-16 23-26 25-19 27-22 29-23 30-27 31-28 32-31 33-32 36-39 37-35 38-36 40-40 41-41 44-43 45-44 46-45 47-46 48-47 50-50 51-49 52-51 53-52 55-53 56-54 57-56 58-57 60-58 61-59 64-63 66-65 67-66 68-67 69-68
5,"Later the talk grew louder. Freed of our influence, some of them emitted sudden, harsh barks. Apparently, laughing. From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried. We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat. We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Później rozmowa stała się głośniejsza. Pozbawieni naszego wpływu, niektórzy wybuchali nagle ostrymi szczeknięciami. Śmiali się. Z tarasu, na którym stały bambusowe pochodnie, wiszące paprocie i huśtawki, znoszone fotele i lampy zbijające owady, dochodziły ich szczeknięcia. Słyszeliśmy je z chat, z kortów tenisowych, z pola uli, nad którym w ciągu dnia czuwała powoli starsza sąsiadka, mamrocząc pod osłoną jej pszczelarskiego kapelusza. Słyszeliśmy je zza pękniętych szyb zardzewiałej szklarni albo z chłodnej czarnej wody jeziora, gdzie o północy pływaliśmy w bieliźnie.",0-0 2-5 4-7 5-9 7-11 8-12 9-13 10-15 12-16 13-17 14-19 15-20 17-82 18-21 19-22 21-24 24-26 25-28 26-29 27-32 34-37 35-38 41-39 42-40 43-41 46-45 51-52 52-54 55-58 60-63 68-67 69-68 70-69 78-78 79-81 80-83 81-84 86-86 87-90 88-89 89-91 90-92 96-98 97-96 98-97 99-100 100-101 102-102 104-48 108-114 109-117 110-118 112-113 115-109 117-119 119-122 120-123 121-126 123-125 125-127 126-128 130-132 131-135 132-139 133-138 134-140 137-143 140-148 143-154 147-146 149-156 150-157 152-161 153-159 154-162 155-164 158-165 159-167 160-168 161-173 164-174 166-175 168-169 170-170 171-178
6,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months. Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky. And of no general interest.","WIELKI DOM został wybudowany przez baronów złodziei w XIX wieku, jako letni pałac. Nasi rodzice, ci tzw. autorytety, przechadzali się po jego pokojach w niejasnych kręgach pod szerokimi belkami, ich cele były niejasne. I nie miały ogólnego zainteresowania.",0-0 2-2 3-3 6-4 7-6 8-8 11-9 12-10 13-15 19-17 20-18 26-32 27-21 31-20 32-22 33-23 34-24 35-26 36-27 37-28 40-47 42-33 44-30 45-34 46-36 47-38 48-41 49-42 50-44 54-48 55-51 58-52 61-56 62-57 63-58 66-62 67-63 68-64 70-65 71-67 72-69 73-71
7,"The lady urinated. “Oh, poor old thing, she has a nervous bladder!” exclaimed someone’s chubby mother. “Is that a Persian rug?” Whose mother was it? Unclear. No one would cop to it, of course. We canceled the performance. “Admit it, that was your mother,” said a kid named Rafe to a kid named Sukey, when the parents had filed out. Some of their goblets, highball glasses, and beer bottles were completely empty. Drained. Those parents were in a hurry, then. “No way,” said Sukey firmly, and shook her head. “Then who is your mother? The one with the big ass? Or the one with the clubfoot?” “Neither,” said Sukey. “So fuck you.”","Pani oddała mocz. — Oj, ta biedna stara, ma nerwicę pęcherza! — wykrzyknęła jakaś tłusta matka. — To jest dywan perski? Kto to była? Niejasne. Oczywiście nikt nie przyznał się do tego. Przerwaliśmy przedstawienie. — Przyznaj się, to twoja matka — powiedział chłopak o imieniu Rafe do Sukey, gdy rodzice wyszli. Niektóre z ich kieliszków, szklanek do whisky i butelek piwa były całkowicie puste. Wypite do dna. Rodzice byli wtedy w pośpiechu. — Nie ma mowy — stanowczo odparła Sukey, potrząsając głową. — To która jest twoją matką? Ta z dużym tyłkiem? Albo ta z kulawizną? — Żadna z nich — odpowiedziała Sukey. — Więc niech cię szlag trafi.",1-0 2-4 3-3 4-6 5-7 6-8 7-9 8-11 9-13 12-10 13-15 15-16 16-17 18-22 19-23 20-25 21-26 22-28 23-29 26-30 27-32 28-33 29-34 30-35 31-37 32-36 34-40 35-41 36-39 38-43 41-45 42-44 43-46 44-47 45-48 46-50 48-52 50-116 51-117 52-58 55-51 56-59 57-62 58-61 61-63 62-65 63-66 64-67 65-68 67-70 68-71 70-72 71-74 72-75 74-76 77-77 78-79 79-80 80-81 81-82 82-83 88-84 89-85 90-86 91-87 92-89 93-88 97-90 98-92 99-93 100-94 101-95 104-98 105-99 108-100 111-105 112-104 113-96 115-110 116-111 117-112 118-114 119-118 120-119 121-120 123-122 124-123 125-125 128-129 130-124 131-130 132-131 133-132 135-136 138-143 139-144 140-137 141-139 142-145 147-150 148-152 149-153 152-155 153-156 154-157 155-159 156-161 158-162 159-163 161-164 163-168 164-169 166-171 167-172 169-173 171-176 172-177 173-178 174-179 176-183 178-185 179-186 180-187 181-188 182-189 183-190 185-193 186-197
8,"One dog got makeup applied to its face, lipstick and blue eye shadow. It was a white-faced dog, so the makeup showed up well. We liked to have an impact. When we were done, the lipstick went back into some mother’s Fendi handbag. We watched her apply it, unaware. That was satisfying.","Jednemu z psów nałożono makijaż twarzy, szminkę i niebieski cień do powiek. Był to pies o białej sierści, więc makijaż bardzo dobrze się prezentował. Chcieliśmy zrobić wrażenie. Kiedy skończyliśmy, szminka wróciła do torebki Fendi jakiejś matki. Patrzyliśmy, jak ją nakłada, nieświadoma naszych działań. To było satysfakcjonujące.",0-0 3-9 4-5 5-19 7-10 8-11 9-12 10-14 11-15 12-16 15-22 16-24 17-23 19-27 22-28 23-25 24-31 25-32 27-33 28-38 30-35 31-39 32-42 34-41 36-43 38-44 39-45 40-46 41-48 43-47 44-49 47-52 48-54 49-53 50-55 51-61 52-63 54-58 55-59 56-60 57-56 58-57 59-65 60-68 63-73 64-71 65-75 66-76 67-77 68-81 69-82 70-83 71-84 72-86 73-87
9,"We put the dogs in a play and invited the parents, since there was no one else to be an audience. But the pets were poorly trained and failed to take direction. There were two soldiers and a fancy lady we’d dressed in a frilly padded bra. The soldiers were cowards. Deserters, basically. They ran away when we issued the battle cry. (A blaring klaxon. It went hoh-onk.)","Zorganizowaliśmy przedstawienie dla zwierząt i zaprosiliśmy rodziców, bo nikogo innego nie było, kto mógłby obejrzeć. Niestety, zwierzaki były źle wyszkolone i nie reagowały na polecenia. Były tam dwa żołnierze i kobieta w fantazyjnym staniku z koronkami. Żołnierze okazali się tchórzami. W zasadzie dezerterami. Uciekli, gdy wydaliśmy bojowe okrzyki. (Klakson wydał głośny hoh-onk.)",0-2 3-6 7-3 8-7 9-8 10-9 12-10 13-11 14-12 16-17 17-13 19-15 23-21 24-22 25-23 27-25 28-26 29-27 30-28 33-31 34-32 39-39 41-40 42-43 43-44 44-46 45-47 47-50 48-52 49-48 55-49 61-57 62-59 65-64 66-66 69-71 70-72 72-77 74-74 75-79 79-84 80-86 81-85 84-87 86-92 87-93 89-99 95-98 96-102 97-103 98-104 99-105 100-106 101-107 102-108
10,"Even the smallest canoe could take us down to the ocean. We’d paddle across the lake, over a marsh, down a stream, and come to the river’s mouth. Where the water met the sky. We’d run along the beach on a salt breeze, leaving our boats on the sand.","Nawet najmniejsza łódka mogłaby nas zawieźć do oceanu. Płynęlibyśmy po jeziorze, przez bagno, w dół strumienia, aż do ujścia rzeki. Tam, gdzie woda spotykała się z niebem. Przemierzalibyśmy plażę na słonecznym wietrze, zostawiając łodzie na piasku.",0-0 1-2 2-1 6-3 7-6 8-9 9-8 11-13 12-15 13-14 14-16 15-20 17-21 18-17 19-19 20-22 22-23 23-25 24-26 27-24 28-28 32-34 34-35 35-36 36-39 40-38 41-42 42-45 43-47 44-46 45-48 47-52 48-54 51-58 52-57 54-61 55-59 56-62 59-67 60-68 61-69 62-70 65-72 66-75 68-76 69-78
