id,source,target
1,"«Лжешь»! – подумал я. Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей. – Какой сюжет вашей повести? – спросил я. – Сюжет… Как бы вам сказать? Сюжет не новый… Любовь, убийство… Да вы прочтете, увидите… «Из записок судебного следователя»…",『嘘をつけ！』わたしは思った。 金鎖の下げ飾りや小指の指環は、一片のパンを乞う文句とはおよそ結びつかなかったし、それに、経験豊かな眼のみが捉え得る、わかるかわからぬ程度の暗い影が、カムイシェフの顔をちらとよぎったのだ。ごく稀にしか嘘をつかぬ人間の顔にのみ見いだし得るような、暗い影だった。 「小説の題材はどういうものなんですか？」わたしはたずねた。 「題材ですか……何と申しますかね?別に新しい題材じゃないんです……恋愛や殺人や……まあ、お読みになってくだされば、わかりますけど……『予審判事の手記より』という小説です……」
2,"Камышев вскинул на меня своими добрыми глазами и тихо засмеялся. – Надоедная служба… Служил-служил, махнул рукой и бросил. Занятий у меня теперь нет, есть почти нечего… И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение… Вы поможете мне… Газета не богадельня, не странно-приимный дом… Я это знаю, но… уж вы будьте так добры…",カムイシェフは善良そうな眼をちらとわたしに投げ、低い声で笑いだした。 「実に退屈な仕事ですよ……何とか勤めていたのですが、結局あきらめて、やめてしまったんです。現在何の仕事もありませんので、食べるものにもこと欠くほどでして……ですから、あなたが品位などには目をつぶって、わたしの小説を新聞に載せてくだされば、これにまさるご親切はないわけなんです……あなたでしたら、わたしの力になっていただける方です……そりや、新聞は養老院でもなければ、浮浪者収容所でもありません……わたしもそれは存じているんですが、でも……何分よろしくおねがいいたします……」
3,"– Очень рад… Чем могу быть полезен? Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами: – Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете. Я вам откровенно скажу, г. редактор: написал я свою повесть не для авторской славы и не для звуков сладких… Для этих хороших вещей я уже постарел. Вступаю же на путь авторский просто из меркантильных побуждений… Заработать хочется… Я теперь решительно никаких не имею занятий. Был, знаете ли, судебным следователем в С-м уезде, прослужил пять с лишком лет, но ни капитала не нажил, ни невинности не сохранил…",「それはどうも……で、どういうご用向きでしょうか？」 新進作家の仲間人りをしたいと望む男は、腰をおろすと、祈るような眼で床を見つめながら話しつづけた。 「実はこちらの新聞に載せていただけたらと思いまして、つまらぬ小説を持ってまいったのです。編集長さん、正直に申しあげて、わたしは著者としての名声とか、甘いひびきとかを目当てに、この小説を書いたわけじやございません……そういうありがたいものを目当てにするには、少し年をとってしまいましたからね。わたしが作家の道に踏みこもうとするのは、打算的な動機からに過ぎないんです……お金儲けをしたいと思いましてね……現在わたしは全然何の仕事も持っておりませんので。ご存じかも知れませんが、わたしは郡で予審判事をやって、五年余り勤続したものの、財産も作らなければ、品行方正も守り通せなかったような始末でして……」
4,"«Как, однако, он много говорит!» – подумал я, протягивая руку к перу и тем давая знать, что мне некогда. (Уж больно надоели мне тогда посетители!) – Я отниму у вас одну только минуту! – продолжал мой герой извиняющимся голосом. – Но прежде всего позвольте представиться… Кандидат прав Иван Петрович Камышев, бывший судебный следователь… К пишущим людям не имею чести принадлежать, но, тем не менее, явился к вам с чисто писательскими целями. Перед вами стоит желающий попасть в начинающие, несмотря на свои под сорок. Но лучше поздно, чем никогда.",『それにしても、実によくしゃべる男だな！』わたしはペンの方に手をのばし、それによって自分が多忙であることをわからせようとしながら、こう思った。 （当時、わたしは、来客がほとほと厭になっていたのだ！） 「ほんの一分ほど、お時間を頂戴いたします！」わが主人公は、済まなそうな声でつづけた。「しかし、何よりもまず、自己紹介をさせていただきます……法学士イワン・ベトローウイチ・カムイシェフ。もと予審判事です。ものを書く人々のお仲間に属させていただいてはおりませんが、それでも今日は、純粋に執筆者としての目的をもって、おうかがいしました。四十近い年齢をもかえり見ず、新進作家の仲間入りをしたいと望んでいる男が、今あなたの前に立っている、と、こういうわけでございます。遅くとも、せぬよりはましと、言いますから……」
5,"Войдя ко мне в кабинет, он сконфузился. Его нежную, чуткую натуру, вероятно, шокировал мой нахмуренный, недовольный вид. – Извините, ради бога! – начал он мягким, сочным баритоном. – Я врываюсь к вам не в урочное время и заставляю вас делать для меня исключение. Вы так заняты! Но видите ли, в чем дело, г. редактор: я завтра уезжаю в Одессу по одному очень важному делу… Имей я возможность отложить эту поездку до субботы, то, верьте, я не просил бы вас делать для меня исключение. Я преклоняюсь перед правилами, потому что люблю порядок…",わたしの部屋に入るなり、彼はひどく恐縮してみせた。おそらく、眉根を寄せた不満そうなわたしの顔が、彼のやさしい、感じやすい性質にひびいたのだろう。 「本当に申しわけございません！」彼は張りのある柔かなバリトンで、こう切りだした。「定められた時間以外に押しかけて、わたしのために無理に例外を作っていただいたりしまして。そんなにおにしい身体でいらっしゃいますのに！しかし、編集長さん、これにはこういうわけがあるんです。実は明日わたしは、ある非常に重大な用事でオデッサへ発つことになっておりまして……この旅行を土曜日まで延ばしてかまわないようなら、正直の話、わたしのために例外を設けてくれなどと、おねがいはしたさなかったでしよう。わたし自身、秩序を好む人間ですので、規則には素直に従う方でございますから……」
6,"Каштановые волосы и борода густы и мягки, как шёлк. Говорят, что мягкие волосы служат признаком мягкой, нежной, «шёлковой» души… Преступники и злые, упрямые характеры имеют, в большинстве случаев, жесткие волосы. Правда это или нет – читатель опять-таки увидит далее… Ни выражение лица, ни борода – ничто так не мягко и не нежно в господине с кокардой, как движения его большого, тяжелого тела. В этих движениях сквозят воспитанность, легкость, грация и даже – простите за выражение – некоторая женственность. Не много нужно усилий моему герою, чтобы согнуть подкову или сплющить в кулаке коробку из-под сардинок, а между тем ни одно его движение не выдает в нем физически сильного. За дверную ручку или за шляпу он берется, как за бабочку: нежно, осторожно, слегка касаясь пальцами. Шаги его бесшумны, рукопожатия слабы. Глядя на него, забываешь, что он могуч, как Голиаф, что одной рукой может поднять он то, чего не поднять пяти редакционным Андреям. Глядя на его легкие движения, не верится, что он силен и тяжел. Спенсер мог бы назвать его образцом грации.",栗色の髪や顎ひげは濃く、絹のように柔かい柔かい髪は、柔かいやさしい《絹のような》心のあらわれだと、言われている……犯罪者や、陰険な、かたくなな性格の人間は、たいていの場合、髪がこわいものだ……これが本当かどうかも、読者にはいずれわかるだろう。しかし、徽章をつけた紳士の顔の表情にしても、顎ひげにしても、彼の大きなどっしりした身体の動きほど、柔かでしとやかなものは何一つとしてなかった。その動きには、教養や、身軽さや、優雅や、さらにはまた、こんな表現をしてはナンだが、女らしささえ、うかがわれるのだ。わが主人公にとって、蹄鉄をねじ曲げたり、サージンの空罐を握りつぶしたりするくらいは、さほどの努力を必要としないのだろうが、それにもかかわらず、動作のうちで、肉体的に逞しい人間であることを示すようなものは一つとしてないのである。ドアの把手や帽子に手をかける時も、まるで蝶でもつまむように、やさしく、慎重に、ちょっと指を触れるだけだ。歩くにも音を立てず、握手も弱々しい。彼を見ていると、彼がゴリアテのような大カで、編集局のアンドレイなどが五人がかりでも持ちあげられぬものを片手で持ちあげてしまえそうなことなど、つい忘れてしまう。その軽やかな動きを見ていると、彼が力の強いどっしりした人間であることが信じられないほどだ。スペンサーなら、彼を優雅の見本と名づけるかも知れない。
7,"От всего лица так и веет простотой, широкой, простецкой натурой, правдой… Если не ложь, что лицо есть зеркало души, то в первый день свидания с господином с кокардой я мог бы дать честное слово, что он не умеет лгать. Я мог бы даже держать пари. Проиграл бы я пари или нет – читатель увидит далее.",顔全体からも、純朴さや、お人好しらしい太っ肚の気性や、真実味がほのぼのと感じられる……顔は心の鏡という言葉が偽りでなければ、徽章をつけたこの紳士と会った最初の日に、わたしは、この男は嘘をつけぬ人間だと誓ってもよいはずだ。賭けをしてもよいくらいのはずだ。わたしがその賭けに負けるか勝っか、読者にはいずれわかるだろう。
8,"Он, как я уже сказал, высок, широкоплеч и плотен, как хорошая рабочая лошадь. Всё его тело дышит здоровьем и силой. Лицо розовое, руки велики, грудь широкая, мускулистая, волосы густы, как у здорового мальчика. Ему под сорок. Одет он со вкусом и по последней моде в новенький, недавно сшитый триковый костюм. На груди большая золотая цепь с брелоками, на мизинце мелькает крошечными яркими звездочками бриллиантовый перстень. Но, что главнее всего и что так немаловажно для всякого мало-мальски порядочного героя романа или повести, – он чрезвычайно красив. Я не женщина и не художник. Мало я смыслю в мужской красоте, но господин с кокардой своею наружностью произвел на меня впечатление. Его большое мускулистое лицо осталось навсегда в моей памяти. На этом лице вы увидите настоящий греческий нос с горбинкой, тонкие губы и хорошие голубые глаза, в которых светятся доброта и еще что-то, чему трудно подобрать подходящее название. Это «что-то» можно подметить в глазах маленьких животных, когда они тоскуют или когда им больно. Что-то умоляющее, детское, безропотно терпящее… У хитрых и очень умных людей не бывает таких глаз.",すでに言った通り、彼は長身で、肩幅が広く、優秀な作業馬のように筋骨が逞しかった。身体全体が健康と力を息吹いていた。顔はばら色で、腕は大きく、胸は広く、筋肉が隆々として、健康な少年のように濃い髪をしていた。年は四十近い。仕立てたばかりの真新しい、トップモードの垢ぬけた綾織の服を着ている。胸には下げ飾りのついた太い金鎖をのぞかせ、小指にはダイヤの指環が明るい小さな星のように光っている。しかし、小説や物語の、多少なりともまともな、すべての主人公にとって、何より大切であり、ゆるがせにできないのは、彼が並はずれた好男子であるという点だ。わたしは女性でもなければ、画家でもない。男性美などはあまり重く考えない方であるが、それでも徽章をつけたこの紳士の容姿には、強い印象を受けた。彼の精悍な大きな顔は、わたしの記憶に永久に刻みつけられた。その顔に見いだすのは、本当のギリシャ風の鉤鼻と、薄い唇と、美しい碧い眼だった。その眼には善良さと、さらに何か、しかるべき呼び名をつけにくいものが、かがやいている。この《何か》は、小さな動物が悲しんだり、苦しがったりしている時に、その眼の中に見いだし得るあの光だった。何かこう、哀願するような、おとなしく我慢しているような、幼い感じの光だ……狡猾な人間や、非常に聡明な人間には、こういう眼は見られないものである。
9,"Я вздохнул, положил перо и принялся ждать господина с кокардой. Начинающие писатели и вообще люди, не посвященные в редакционные тайны, приходящие при слове «редакция» в священный трепет, заставляют ждать себя немалое время. Они, после редакторского «проси», долго кашляют, долго сморкаются, медленно отворяют дверь, еще медленнее входят и этим отнимают немало времени. Господин же с кокардой не заставил ждать себя. Не успела за Андреем затвориться дверь, как я увидел в своем кабинете высокого широкоплечего мужчину, державшего в одной руке бумажный сверток, а в другой – фуражку с кокардой. Человек, так добивавшийся свидания со мной, играет в моей повести очень видную роль, Необходимо описать его наружность.",わたしは溜息をついて、ペンをおき、徽章をつけた紳士を待ち受けにかかった。駈けだしの作家とか、その他一般に、編集室の秘密に通じていないため、《編集局》という言葉に接しただけで神聖な胸のときめきをおばえるような人たちは、たいてい少なからぬ時間、相手を待たせるものである。そういう人たちは『どうぞ』という編集長の言葉をきいたあとも、永いこと咳払いをしたり、洟をかんだりし、ゆっくりドアをあけ、いっそうゆっくり入ってくるので、そんなことで少なからぬ時間をとってしまうのだ。ところが、徽章をつけた紳士は、それほどわたしを待たせなかった。アンドレイが出たあとのドアが閉まるか閉まらぬうちに、わたしは、片手に原稿の束を抱え、もう一方の手に徽章のついた帽子を持っている、肩幅の広い長身の男を、書斎の中に見いだした。 これほど熱心にわたしに面会を求めた男が、この小説できわめて重要な役割を演ずるのである。まず彼の容姿を描写しておかねばなるまい。
10,"В один из апрельских полудней 1880 года в мой кабинет вошел сторож Андрей и таинственно доложил мне, что в редакцию явился какой-то господин и убедительно просит свидания с редактором. – Должно быть, чиновник-с, – добавил Андрей, – с кокардой… – Попроси его прийти в другое время, – сказал я. – Сегодня я занят. Скажи, что редактор принимает только по субботам. – Он и третьего дня приходил, вас спрашивал. Говорит, что дело большое. Просит и чуть не плачет. В субботу, говорит, ему несвободно… Прикажете принять?",一八八〇年四月のある日の正午ごろ、受付けのアンドレイがわたしの書斎に入ってきて、どこかの紳士が編集局に現われ、編集長に会いたいと言葉をつくして頼んでいる旨、秘密めかしい口調で取りついだ。 「きっとお役人ですよ」アンドレイは附け加えた。「徽章をつけてらっしゃいますから」 「日をあらためて出直すように頼んでくれ」わたしは言った。「今日は忙しいんだ。編集長の面会日は毎土曜だけです、と言ってくれ」 「おとといも、あなたを訪ねてきたんですよ。大事な用があるとかってお話でして。泣きださんばかりにして頼んでらっしやるんです。なんでも土曜日は空いてないそうでして……お会いになりますか？」
