id,source,target
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes. They were alone. ‘Chemtrails,’ the farmer had said to Alec, early on their walk. Other than this, he had been silent.",太陽が昇る前に黒く焼けた雲のかけらが空に舞っていた。地平線は古い錆びた影の破片でいっぱいだった。彼らは一人だった。「化学兵器」と農夫がアレックに言ったのは、彼らの散歩の初めだった。それ以外は、彼は黙っていた。
2,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth. Chalky rocks littered the plot in every direction. Each step in this place was as muddy and wet as the last. Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",五十フィート先には、新しく耕された茶色の土が不規則な地形をなしている場所に広がっていた。灰色の岩があちこちに散らばっていた。この場所で歩くのは前回と同じくらい泥だらけで濡れていた。 さらに先には、薄い金属の柵が土地の端を示し、羊が一度抜けようとしたところに、妖精のような光を放つように羊毛が絡まっていた。
3,"He swatted another fly away from his face. ‘No,’ the farmer said. ‘I’m a vegetarian.’ ‘Really? My wife tried doing that a few years back, and—’ ‘No,’ the farmer said, and the conversation died. The world was still dark, even if only for a little while. The sun was almost free. The day had almost begun.",彼は顔から虫を払った。 「いや、」農夫は言った。「私はベジタリアンなんだ。」 「本当？妻も何年か前にそうしてみたんだけど、」 「いや、」農夫は言った。そして会話は途絶えた。 世界はまだ暗く、少しの間だけだ。太陽はほとんど自由になった。日がほとんど始まった。
4,"‘They’re selling up to live with family, so she says.’ ‘I think I saw them in town a few times,’ Alec said. They were almost at the water tank, at the smile. ‘Were they the ones who made those wagon wheels? They’d mix sausage meat into a kind of – well, kind of cinnamon swirl, I suppose. It’s delicious. Did you ever try one?’",「彼らは家族と一緒に住むために売り払っているそうだよ」 「あの人たちは街で何度か見たなあ」アレックが言った。彼らはほとんど水タンクに着いていた、そこで微笑んでいた。「あの人たちは馬車の車輪を作っていたよね？彼らはソーセージの肉を、ええと、シナモンスワールのようなものに混ぜていたよね。それはとってもおいしいんだよ。あなたも試したことある？」
5,"‘Jean’s moving out,’ the farmer said. ‘Did you know?’ ‘Who?’ ‘Jean . . . The lady who lives down the lane,’ the farmer said, frowning. ‘She’s moving out, selling up her farm.’ ‘Oh yes, Jean . . .’ His voice drifted. ‘I saw the sign.’ Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition. He had not known the name. He knew few out here. One more reminder that he did not belong, he supposed.",「ジャンが引っ越していくんだよ」農夫が言った。「知ってた？」 「誰？」 「ジャンさん……路地を下って住んでるあの女性さん」農夫が皺を寄せながら言った。「彼女、引っ越して、農場を売っていくんだ。」 「ああ、ジャンさんか……」彼の声が漂った。「看板を見たよ」アレックはここに来る途中、この農場の二倍の大きさで、動物や土地、人々がはるかに良い状態の農場の看板を見たことがあった。彼はその名前を知らなかった。彼はここで知り合いが少なかった。もう一つ、彼が属していないことを思い出させるものだと彼は思った。
6,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within. ‘We found them near there.’ His face fell. Alec checked his watch. 7.06 a.m. The sun would soon rise. They kept on, the silence drowned out by the buzzing of the flies and the distant hellos of scraggly sheep out there in the semi-darkness.",彼は時間によって汚れた半分空いた大きな水タンクのある２００フィート先を指さした。その透明なプラスチックが時間によって汚れ、内側で液体が溢れたところには笑みのような汚れがついていた。「その近くで見つけたんだ」彼の顔が落ちた。アレックは腕時計を見た。午前７時０６分だった。 太陽はもうすぐ昇る。 彼らは黙って歩き続けた。跳ねるハエの音と、半暗闇の中で草刈りのない羊があちこちであいさつをしている音が静寂を満たしていた。
7,"Alec grimaced. He stepped back, tensing before rushing over the ditch. He came down with a thud, right into the thick and gelatinous mud. He splattered his black trouser legs and the farmer’s jeans. The other man tutted, smiling. ‘What have we come to, eh?’ Alec brushed at the muck around his ankles, but this only spread it further. His palms grew filthy. The farmer walked on.",アレックはしかめ顔をした。彼は後ずさりして、溝を飛び越える前に身構えた。彼はドンと落ちて、厚くゼラチンのような泥の中に落ちた。彼は黒いズボンと農夫のジーンズを泥で汚した。 他の男はうなずきながら笑った。「どうしてこうなったんだろうね」 アレックは足首の周りの泥をふいたが、それは泥をさらに広げるだけだった。彼の手は汚れた。 農夫は歩き出した。
8,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard. With that thick wax coat and that gut and that voice, he could have been a lunatic Santa Claus. ‘You won’t fall,’ he said. ‘Not afraid of a little dirt, are you, Sergeant Nichols?’ ‘No.’ Yes. ‘I just hope you aren’t wasting my time. And these flies . . .’ Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm. He was food for this whole place. ‘Try covering up next time,’ the farmer said.",アレックは泥を見つめていた。そして農夫は笑った、彼の汚い白いひげの下で彼の頬が赤くなっていた。その太いワックスコートとその腹とその声で、彼は狂気のサンタクロースになり得た。「落ちないよ」と彼は言った。「少しの汚れに怯えるなんて、ニコルズ軍曹さんじゃないよね？」 「いや。」はい。「ただ、私の時間を無駄にしていないことを願っているだけだ。そしてこのハエたちは…」アレックは袖をまくり上げたところから一匹をつねり飛ばした、彼の腕毛に潜んでいた巨大な膨らんだものだ。彼はこの場所の全てのものの食べ物だった。 「次回はカバーしておくんだよ」農夫は言った。
9,"‘Where are they?’ Alec asked, shivering. It was 6.55 a.m. He’d left his jacket in his patrol car. ‘There weren’t any sheep over here,’ the farmer said, ignoring the question. He leapt over the bank, his boots slipping slightly on the incline. ‘They normally love coming over here.’",「どこにいるの？」アレックは震えながら尋ねた。午前6時55分だった。彼はパトロールカーにジャケットを置いていた。 「こっちに羊はいなかったよ」農夫は質問を無視して言った。彼は坂を越え飛び越した。「いつもこっちに来るのが大好きなのに」
10,"And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer’s reclaimed marshland. Along its muddy edge and all around, the reeds sang with flies and crickets and buntings.",そして彼らの火炎棒が、農夫が再開拓した湿地を切り裂く浅い流れの先端にある堤防の端を明らかにした。その泥だらけの端とその周囲では、葦がハエやコオロギ、カッコウなどと一緒に歌っていた。
