Source,GoogleTranslate,human1,human2
"«Da har du nok ikke barn selv,» sa Kristin og kom til å smile litt.","""Then you probably do not have children yourself,"" Kristin said and came to smile a little.","“Then I trow you have no children yourself,” said Kristin, and could not forbear to smile.","“Then you must not have children of your own,” said Kristin, giving a little smile."
"«Jeg er for tykk, Stig –. Og ikke kommer jeg for å være med i gjestebudet –»","""I'm too fat, Stig. And I do not come to be part of the feast - »","“I am too fat, Stig. — And I go not thither to be a guest at the feasting.”","“I’m too fat, Stig. And I won’t be invited to the banquet anyway.”"
"«Nei, jeg vil ikke bli slik som de andre kallene – de står i mulden sin til oppunder kjakene,» sa Erlend leende, og broren smilte også litt.","""No, I do not want to be like the other calls - they stand in their mold under the jaws,"" Erlend said laughing, and his brother smiled a little too.","“Nay, no mind have I to grow like to all those other goodmen — sticking up to their ears in the mud of their lands,” said Erlend, laughing, and again his brother smiled a little.","“No, I refuse to be like those other old men, up to their chins in the muck of their land,” said Erlend, laughing, and his brother smiled with him."
Hun fikk lagt Kristin godt til rette mellom putene på gulvet og teppet henne til:,She got Kristin to lie down comfortably between the pillows on the floor and blanket her:,She got Kristin softly bedded among the cushions on the floor and covered her well with rugs:,She settled Kristin comfortably among the cushions on the floor and covered her with a blanket.
"Hun tok imot ham, høvisk, blid og kjølig, da han utpå dagen kom til Husaby. Uspurt sa hun ikke et ord til ham, heller ikke et uvennlig, og hun mælte ikke imot da han om kvelden, likesom prøvende, kom bort for å legge seg i husbondssengen. Men da de hadde ligget en stund, forsøkte han nølende å legge sin hånd på hennes bryst.","She received him, polite, gentle and cool, when he came to Husaby at the end of the day. Unsurprisingly, she did not say a word to him, nor an unfriendly one, and she did not object when he, in the evening, as if trying, came over to lie down in the master's bed. But after they had lain for a while, he hesitantly tried to put his hand on her chest.","She met him with gentle, cold courtesy when he reached Husaby late in the day. She spoke not a word to him of her own accord, nor any unfriendly word; and she said naught against it when, in the evening, as if feeling his way, he came over and lay down in their bed. When they had lain awhile, he tried, falteringly, to lay a hand on her shoulder.","She received him politely, her demeanor gentle and cool, when he arrived at Husaby later in the day. Unless he asked her a question, she said not a word, not even anything unkind, and she didn’t object when later that evening he came over and tentatively lay down in their bed. But when he had lain there for a while, he hesitantly tried to put his hand on her breast."
"«Hvi så –? Tykkes deg mere usømmelig at vi taler om Kristin Lavransdatter enn om herr Bård, husbond min.»","«Who then -? Do you think it is more indecent for us to talk about Kristin Lavransdatter than about Mr. Bård, my husband. ""","“Why so — ? Think you ’tis more unseemly that we should speak of Kristin Lavransdatter than of Sir Thorolf, my husband?”","“Why is that? Does it seem to you less proper for us to talk about Kristin Lavransdatter than about Sir Baard, my husband?”"
"«Glemme slikt kan vel en mann ikke i denne heimen. Og det er så, jeg har følt selv det ble ikke bedre mellom oss efter jeg hadde fått vite dette. Enda Gud vet, Ragnfrid, jeg stred så hårdt for at du skulle aldri merke jeg tenkte så meget på det –»","""Surely a man can not forget such things in this home. And so it is, I have even felt it did not get better between us after I got to know this. Even God knows, Ragnfrid, I fought so hard that you would never notice I thought so much about it - »","“Such things a man cannot forget in this earthly home. And so it is, I have felt myself, that things grew not better between us after I had come to know it. Though God knows, Ragnfrid, I strove hard that you might never mark I thought so much of it — ”","“I doubt that any man on this earth could forget such words. And it’s true that I myself have felt that things were no better between us after I heard them. But God knows, Ragnfrid, I tried so hard to conceal from you that I gave that matter so much thought.”"
"«Ja, du er jo ikke bror min nu mere enn du er hver manns bror,» sa Erlend og undret seg over den dype bitterhet i sin stemme.","""Yes, you are not my brother now any more than you are every man's brother,"" Erlend said, wondering at the deep bitterness in his voice.","“Aye, you are no brother of mine now, I trow, any more than you are brother to all mankind,” said Erlend, and wondered at the deep bitterness in his own voice.","“Well, you aren’t as much my brother anymore as you are the brother of all men,” said Erlend, surprising himself by the great bitterness in his own voice."
"Hjemfreden på dette sted tok underlig sterkt i Erlend. Han stod tafatt og biet på Lavrans, som gikk den fremmede i møte – værfaren hadde stått nede ved vedskålen og snakket med en mann som kløvde skigardsskier. Han bråstanset da han kjente igjen mågen sin – støtte spydet som han bar i hånden, hardt ned i sneen.","The peace of home in this place took strangely strong in Erlend. He stood awkwardly and begged for Lavrans, who went to meet the stranger - the weatherman had stood down by the wood bowl and talked to a man who was splitting ski farm skis. He stopped abruptly when he recognized his gull - supporting the spear he was carrying in his hand, hard into the snow.","The homely peace of this place took hold on Erlend strangely. He stood uneasily and waited for Lavrans, who came out to meet the stranger — he had been standing down by the woodshed talking to a man who was splitting fence-staves. He stopped short when he saw it was his son-in-law — thrust the spear he bore in his hand hard down into the snow.","The peace of the place made an oddly deep impression on Erlend. He stood there, irresolute, and waited for Lavrans, who was coming forward to greet the stranger. His father-in-law had been over by the woodshed, talking to a man splitting rails for a fence. Lavrans stopped abruptly when he recognized his son-in-law; he thrust the spear he was holding hard into the snow."
"Sira Eiliv hadde brakt barna til kaupangen. Han hadde søkt erkebiskopen om orlov fra sin kirke og tillatelse til å gjeste sin bror i Tautra; det fikk Erlend Nikulaussøns prest gjerne. Nu mente han at Kristin kunne ikke sitte i byen med så mange barn å dra omsorg for, og han bød til å ta med Nåkkve og Bjørgulf ut i klostret.","Sira Eiliv had brought the children to Kaupangen. He had applied to the archbishop for leave from his church and permission to visit his brother in Tautra; Erlend Nikulaussøn's priest was happy to do that. Now he thought that Kristin could not sit in the city with so many children to take care of, and he offered to take Nåkkve and Bjørgulf out to the monastery.","Sira Eiliv had brought the children to the city. He had prayed the Archbishop to let him leave his church awhile and visit his brother at Tautra; and this was readily granted to Erlend Nikulaussön’s house priest. And since it seemed to him that Kristin could scarce take care of so many children while staying alone in the city, he proffered to take Naakkve and Björgulf out with him to the cloister.","Sira Eiliv had brought the children to Nidaros. He had asked the archbishop for leave from his church and permission to visit his brother in Tautra; this was gladly granted to Erlend Niku laussøn’s house priest. Now he said that Kristin couldn’t stay in town with so many children to care for, and he offered to take Naakkve and Bjørgulf out to the monastery."
