Source,GoogleTranslate,human1,human2
Er han rik?,Is he rich?,“Does he have money?”,“Is he wealthy?”
Var dette betaling for det rapp hun gav ham? Han så ut til hvasomhelst.,Was this payment for the rap she gave him? He looked like anything.,Was he trying to get back at her? He seemed capable of just about anything.,Was this payment for the rap she had given him? He looked capable of just about anything.22
Ja. Og hva skal jeg gjøre?,Yes. And what should I do?,“What do you want me to do?”,“Yes. And what am I to do?”
Ja hun har lyst hår. Hun er usedvanlig vakker og allesammen var glade i henne.,Yes she has blonde hair. She is extraordinarily beautiful and everyone loved her.,"“Is Miss Kielland blond?” “Yes, and very beautiful. Everyone is extremely fond of her.”","“Yes, she’s a blonde. She’s exceptionally beautiful and everyone’s fond of her.”"
Jeg ville heller komme til Dem engang når De …. ja når De er blitt gift og har fått det ferdig …. huset …. jeg mener når …. Jeg ville heller være pike hos Dem. Ja det ville jeg heller.,"I would rather come to you sometime when you…. yes when you got married and got it done…. the house…. I mean when…. I would rather be a girl with you. Yes, I would rather.","“I would rather come to you one day when—well, when you’re married and you’ve finished it—the house, I mean … I would rather come as your maid … I would much prefer that.”","“I would rather come visit you sometime after you—well, after you’re married and it’s finished—the house, that is—I mean after ... I would rather be a maid in your house. Yes, I would.”"
"Hør, det faller meg bare inn: hvorfor bruker De ikke heller en kjerre til å bringe kullene omkring med?","Listen, it just occurs to me: why do not you also use a cart to bring the litters around?","“Tell me, why don’t you use a wheelbarrow to deliver your coal?”","“Say, something just occurred to me: why don’t you rather use a cart to take the coal around?”"
"Nei, svarte hun og så forundret ut; nei jeg angrer ikke på det; hvorledes faller De på det? Nei det var en morsom natt, syntes jeg, skjønt herregud hvor jeg hele tiden var redd for den «lyktemannen» som De fortalte om. Jeg har også drømt om ham siden. En fryktelig drøm!","No, she replied, looking puzzled; no I do not regret it; how do you feel about it? No, it was a fun night, I thought, though my God, I was always scared of the ""lantern man"" you told me about. I've also dreamed of him since. A terrible dream!","“No,” she said, looking surprised. “I don’t regret it. What would make you say a thing like that? On the contrary, it was a very interesting evening, though I was terrified by that story you told me about the lantern man. I even dreamed about him—it was ghastly!”","“No,” she replied, looking surprised, “no, I don’t regret it. What makes you think that? It was an enjoyable night, I thought, though God knows I was scared stiff when you told me about that Jack-o’-Lantern. I’ve even dreamed about him. A terrible dream!”"
"Hvorfor jeg bad Dem om det stevnemøte? Frøken Kielland, vil De ikke heller at jeg skal spare Dem for å forklare det? Jeg har bragt Dem så mange ubehageligheter før. Jeg angrer på det, og ved Gud jeg ville gjøre hva det skulle være for å ha det ugjort. Men hvorfor jeg dengang bad Dem om et møte, det forstår De nok, jeg har ikke lagt skjul på det skjønt jeg burde ha gjort det. De må vise meg nåde. Jeg kan ikke si noe mere ….","Why did I ask you for that date? Miss Kielland, do not you also want me to spare you to explain it? I've brought you so many inconveniences before. I regret it, and by God I would do whatever it takes to have it undone. But why I asked you for a meeting at the time, you probably understand, I have not hidden it, although I should have done so. They must show me mercy. I can not say anything more….","he answered calmly: “Why did I ask you to meet me? Miss Kielland, wouldn’t you really prefer me not to explain? I’ve already caused you so much unpleasantness, and believe me, I would do anything to have it undone. But you are well aware of my reason for asking you to meet me. I’ve made no attempt to hide it, though perhaps I should have. Please forgive me—there is nothing else I can say …”","To everyone’s surprise, he replied in a calm voice, “Why I asked you for that rendezvous? Miss Kielland, wouldn’t you rather I spare you the explanation? I have caused you enough trouble as it is. I’m sorry about that, and God knows I would do anything to have it undone. But surely you understand why I asked you to meet me; I have made no secret of it, though I ought to have done so. You must show me some mercy. There’s nothing more I can say....”"
"Minutten igjen, atter Minutten.","Minutes left, again minutes.",—it was The Midget!,"Miniman again, once again Miniman."
"De blir så stille? La nu bare ikke mitt skryt om min forstand på mennesker sette Dem fluer i hodet så De ikke tør røre Dem. Hehehe, jo det skulle se nett ut! Men nu glemte jeg det jeg ville ha sagt. Jaja, så sier jeg noe annet som ikke ligger meg på hjerte, men som jeg sier allikevel inntil jeg husker det andre som jeg glemte. Gud, hvor jeg vrøvler! Hva mener De om frøken Kielland? La meg høre Deres mening om henne. Min mening er den at frøken Kielland er i den grad en kokette at det i grunnen ville glede henne riktig vilt om også andre, helst så mange som mulig – meg selv iberegnet – gikk hen og tok livet av seg for hennes skyld. Det er min mening. Hun er deilig, ja det er hun, og det måtte være en søt smerte å føle seg trampet ned av hennes hæl, ja og derfor kommer jeg kanskje også til å be henne derom engang, det vil jeg ikke forsverge. Det foreligger forøvrig ikke ennu, jeg har tiden for meg …. Men Gud bevare meg hvor jeg visstnok skremmer Dem stiv med min tale iaften! Har jeg såret Dem, jeg mener Dem personlig?","They get so quiet? Now just do not let my boasting about my understanding of people put flies in your head so you do not dare to touch. Hehehe, yes it should look nice! But now I forgot what I wanted to say. Yeah Al that sounds pretty crap to me, Looks like BT aint for me either. God, where I'm rubbish! What do you think of Miss Kielland? Let me hear your opinion of her. My opinion is that Miss Kielland is so coquettish that it would basically make her really happy if others, preferably as many as possible - myself included - went and took their own lives for her sake. That is my opinion. She is lovely, yes she is, and it must be a sweet pain to feel trampled down by her heel, yes and therefore I may also ask her about it someday, I will not swear. By the way, it does not exist yet, I have the time for me…. But God save me where I supposedly scare you stiff with my speech tonight! Have I hurt you, I mean you personally?","Nagel drank some more wine and went on talking: “Why are you being so quiet? Don’t let my sounding off about how good a judge of character I am frighten you. Then I would really have made a mess of things! But again I’ve forgotten what I was about to say. Well, I’ll go on talking until it comes back to me. Good God, how I rattle on! Tell me, what do you think of Miss Kielland? I’d very much like to know. In my opinion, Miss Kielland is such a flirt that she would be extremely flattered if more men—the more the better—myself included, would lay down their lives for her sake. Anyway, that’s my impression. She is a lovely creature, and it must be an exquisite pain to be trampled on by her—perhaps I’ll even ask her to do it to me one day—by God, that’s an experience I’d like to have! Not now, though; I’m biding my time. But I’m scaring you out of your wits with my ranting tonight! Have I said something to offend you—personally, I mean?”","“You’ve become so quiet. Don’t let my brag about being a good judge of people turn your head so that you’re afraid to move. Heh-heh-heh, that would look nice, wouldn’t it? But now I’ve forgotten what I wanted to say. Oh well, I’ll just say something else, something that doesn’t concern me deeply but that I’ll say anyway, until I recall what I’ve forgotten. Good Lord, how I go on! What’s your opinion of Miss Kielland? Let me hear what you think of her. In my opinion, Miss Kielland is such an out-and-out flirt that she would be enormously pleased if others, too, preferably as many as possible—myself Included—went and took their own lives for her sake. That’s my opinion. She’s lovely, she most certainly is, and it must be a sweet pain, indeed, to feel trampled by her heel; one day, perhaps, I’ll ask her to do just that, I cannot promise I won’t. However, that’s not for now, I have plenty of time.... But good heavens, I believe I’m scaring you stiff with my talk tonight! Have I offended you, I mean personally?”"
