id,source,translation,n2m
1,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain.,私の頬の下にあるのは、恋愛小説の原稿。 男と女が出会い、男は結婚していて、女には彼氏がいるという物語……,1-2
2,J'en ai lu sept pages et je le connais déjà par cœur.,七ページ読めば、あとは読まなくてもわかる。,1-1
3,Rien ne pourra me surprendre.,はっと驚かされるような場面は出てこないだろう。,1-1
4,"Depuis des lunes, je ne lis plus, je relis.",ずっと前から、新たに読むというよりは再読。,1-1
5,"La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides.",繰り返される「新作」、巡りくる季節、秋の文芸賞レース、当たっては外れ、そしてまた外れる。,1-1
6,"Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",リサイクルに出す紙の山、時代遅れになった新作を満載し、朝に出発して、夜に帰ってくる何台ものトラック。,1-1
7,Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf?,これは傑作かもしれないという思いに喜び勇んで、新人のような気分で月曜日に出社することがなくなって何年になるだろう。,1-1
8,Vingt ans? Trente ans? Je n'aime pas tenir ce genre de compte qui sent la mort.,二十年？三十年？死の匂いがするこの種の計算はする気になれなくなった。,3-1
9,"Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo.",目を閉じれば、ベルゼルのデスク・スタンドの均一な黄色い明かりが瞼を透かしてばんやりと浮かび、やがてその光のなかに黒い物影が侵人してきて、ヴィクトル・ユゴーの素描にあるような流れゆく廃墟に形を変えていく。,1-1
10,"Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir.",すると呼吸は遅くなり、心臓の動きもやや鎮まり、私はまどろみ、死ねるだろう。,1-1
11,Mourir à l'attache.,仕事につながれたまま死ぬのだ。,1-1
12,"On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant! » et, en vérité, je serais mort en rêvant à rien.",「生きているときそのままに、本に囲まれ、本を読みながら、彼は死んだ！」と人は言うだろうし、実際、私は夢見ながら死ぬことはないだろう。,1-1
13,Il y a bien bien longtemps que je ne lis plus vraiment.,ずいぶん前から、私はもう本など読んでいない。,1-1
14,Est-ce que je sais seulement encore lire ce qui s'appelle lire?,私はただ読むこと一ごくふつうに読むと呼ばれている行為一さえできているのだろうか。,1-1
15,En suis-je seulement capable?,はたしてその能力さえあるのだろうか。,1-1
16,"Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois.",顔を横向きにすると、心臓はさらに鼓動を速め、机を震わせる……,1-1
17,La maison est plongée tout entière dans un silence de vieux papier.,社屋全体が古い紙の沈黙のなかに沈んでいる。,1-1
18,"Comme la neige, les livres mangent les bruits.",書物は雪のように音を食べる。,1-1
19,Mon métier a son odeur et ses étouffements.,私の仕事には特有の匂いと息苦しさがある。,1-1
20,Je le respire encore mieux dans ce silence.,この静けさのなかで仕事をしていると、それが一層強く感じられる。,1-1
21,Retourner au bruit du monde est toujours une épreuve.,世界の物音に向き直るのは、いつも試練だ。,1-1
22,Qui peut bien frapper?,いったい誰だ、ノックするのは？,1-1
23,"Je ne reconnais pas cette frappe légère, petite, discrète.",こんなに軽くて、小さく、遠慮がちなノックの音にはむ当たりがない。,1-1
24,Petite main.,小さな手。,1-1
25,Entrez. Elle entre.,「どうぞ」 入ってくる。,2-1
26,Je ne l'ai jamais vue.,ついぞ見かけない顔だ。,1-1
