id,source,translation,n2m
1,«Лжешь»! подумал я.,「うそだ！」と、私は思った。,1-1
2,"Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей.",キーケースとミスキーについていた指輪が、パンのかけらのために、カミシェフの顔には、経験豊かな目で見つけることができる、ほんの少しだけ見える、うかがえるほどのうなずきが走った。,1-1
3,Какой сюжет вашей повести? спросил я. Сюжет.,「あなたの物語の話題は？」と、私は尋ねた。,2-1
5,"Сюжет не новый. Любовь, убийство. Да вы прочтете, увидите. «Из записок судебного следователя».",「話題……どういうことかしら？ 新しい話題ではないわね……恋愛、殺人……それから読んで、見てごらんなさいよ……『裁判偵察官の手記』……」,4-1
6,Камышев вскинул на меня своими добрыми глазами и тихо засмеялся.,カミシェフは、僕に優しい目で見つめ、そしてそっと笑った。,1-1
7,Надоедная служба.,「つまらない仕事だったなあ……,1-1
8,"Служил-служил, махнул рукой и бросил.",仕事をしてしまって、手を振って投げ出したんだ。,1-1
9,"Занятий у меня теперь нет, есть почти нечего.",今はほとんど何もないんだ……,1-1
10,"И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение. Вы поможете мне.",もし、あなたが僕の小説を出版してくれるなら、それは僕にとって貸し付けよりも多くのことをしてくれることになる……,2-1
11,"Газета не богадельня, не странно-приимный дом.",新聞社は宝物庫でもなんでもないし、招待客を歓迎する家でもないようだ……,1-1
12,"Я это знаю, но. уж вы будьте так добры.",それはわかっているけど……どうかお願いします……」,2-1
13,Очень рад.,「どうもよろしくおねがいします。,1-1
14,"Чем могу быть полезен? Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами:",どうしてもお役に立てることはないでしょうか？」 新しい村に入りたいと願う男は、うなだれた目で床を見ながら、こう続けた。,2-1
15,"Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.",「あなたの新聞に印刷してほしい小説を持ってきました。,1-1
16,"Я вам откровенно скажу, г. редактор: написал я свою повесть не для авторской славы и не для звуков сладких. Для этих хороших вещей я уже постарел.",私があなたに正直に話します、編集長さま。 この小説を書いたのは、自分の評判を上げたり、甘い言葉を聞いたりするためではなく、私はもうそういうことは考えていません。,2-2
17,Вступаю же на путь авторский просто из меркантильных побуждений.,私は単なる自分の必要によって、作家の道に入りました。,1-1
18,Заработать хочется.,お金を稼ぎたいのです。,1-1
19,Я теперь решительно никаких не имею занятий.,今は何もかもないのです。,1-1
20,"Был, знаете ли, судебным следователем в С-м уезде, прослужил пять с лишком лет, но ни капитала не нажил, ни невинности не сохранил.",先ほど言ったとおり、私はＳ県で裁判員をして５年ほど働いていましたが、お金を貯めることもなく、無実を守ることもできませんでした……」,1-1
