id,source,target,n2m
1,"Patrzy na rodzinę, same dziewczynki, matka z dzieckiem przy piersi zsiada właśnie niezgrabnie z fury i furman pogania ją, bo fura zaraz musi wracać po innych na przedmieścia.","She looks at the family, all girls, a mother with a child at her breast just clumsily gets off the cart and the carter urges her on, because the cart has to go back for others in the suburbs.",1-1
2,"Spada tobołek, który miała na plecach, i wysypuje się stamtąd trochę zszarzałych szmat i pojedynczy sznurek korali, drobnych, pociemniałych.","A bundle falls from her back and spills out some grayish rags and a single string of beads, small, darkened.",1-1
3,"Kobieta zbiera je zawstydzona, jakby właśnie oczom świata odsłoniła swoje najniedostępniejsze sekrety.",The woman collects them ashamedly as if she had just revealed her most inaccessible secrets to the world.,1-1
4,"Deymowa mija ją i nagle podbiega do niej chłopczyk, może sześcio-, siedmioletni, i patrząc na nią uśmiechniętymi oczami, bardzo z siebie zadowolony, mówi: ""Niech będzie pochwalony Jezus Chrystus!"".","Deymowa passes her by and suddenly a boy runs up to her, maybe six or seven years old, looking at her with pleased eyes, very satisfied with himself saying: ""Praise be Jesus Christ!"".",1-1
5,"Ona zaś odpowiada automatycznie, ale i uroczyście: ""Na wieki wieków, amen"".","She replies automatically but also charmingly: ""For ever and ever amen"".",1-1
6,I już chwyta się za serce i łzy nabiegają jej do oczu.,And already she clutches at heart and tears pool in her eyes.,1-1
7,"Kuca przy chłopcu, chwyta go za nadgarstki, a ten patrzy jej prosto w oczy pełne łez, dalej uśmiechnięty, mały łobuziak.",She squats next to the boy grabs his wrists while he looks straight into tears filled eyes still smiling this little rascal.,1-1
8,"Wyrastają przed nimi pierwsze zabudowania, nagle, bez ostrzeżenia.","The first buildings emerge before them, suddenly, without warning.",1-1
9,"Widać mgła zmienia poczucie odległości, bo zaskoczona tym wydaje się sama Kaśka.","The mist changes the feeling of distance, and Kaśka seems surprised by it herself.",1-1
10,"Nagle skacze, szarpiąc dyszlem, i gdyby nie stanowcza reakcja Roszka i jego bat, wywróciłaby kolaskę.","Suddenly, she jumps, startled, and if it weren't for Roszek's quick reaction and his bat, she would have overturned the carriage.",1-1
11,"Może Kaśkę wystraszyły iskry, które sypią się z paleniska, albo niepokój koni czekających na swoją kolej do podkuwania...","Maybe the sparks flying from the forge frightened Kaśka, or the restlessness of the horses waiting their turn to be shod.",1-1
12,"Wszędzie czuć mdły zapach słodu, przenika każdy towar wystawiony do sprzedaży.","Everywhere you can smell the sweet aroma of malt, permeating every item for sale.",1-1
13,Można się nim najeść jak chlebem.,You can eat it like bread.,1-1
14,"Na przedmieściach Rohatyna, w Babińcach, jest kilka małych browarów, to stamtąd roznosi się na całą okolicę ten sycący zapach.","In the suburbs of Rohatyn and Babinychi, there are several small breweries, from where this intoxicating aroma spreads throughout the area.",1-1
