id,source,target,n2m
1,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain.,私の頬の下にあるのは愛の手稿です：それは男が女と出会う話ですが、彼は既婚で彼女には彼氏がいます。。。,1-1
2,J'en ai lu sept pages et je le connais déjà par cœur.,私はその7ページを読み、すでにそれを心から理解しています。,1-1
3,Rien ne pourra me surprendre.,何も驚かせることはありません。,1-1
4,"Depuis des lunes, je ne lis plus, je relis.",月日が経つごとに、私は再読するだけでなく、再々読むようになりました。,1-1
5,"La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides.",「新作」、「季節」、「文学の一年」、「成功」、「失敗」、「失敗」といった古い同じものから作られる同じペースト状物質。,1-1
6,"Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",リサイクルされた紙、朝出発し夕方帰ってくるトラック満載で一日中過ぎ去った新製品ばかり。,1-1
7,Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf?,私が喜びに跳ねたことをやめ、新しい芸術作品を見つけ出し、月曜日に新たな人間としてオフィスに戻ることを想像したのは何年前だっただろう？,1-1
8,Vingt ans? Trente ans? Je n'aime pas tenir ce genre de compte qui sent la mort.,二十年？三十年？私は死を予感させるこの種の計算が嫌いだ。,3-1
9,"Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo.",目を閉じれば、パーゼルのランプから均一な黄色い光が見えて、そして黒い形がそれを侵食し、移動する遺跡やヴィクトル・ユーゴーの絵を作り上げる。,1-1
10,"Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir. Mourir à l'attache.",息はゆっくりとなり、心臓も少しだけ落ち着く。 眠れそうだし、死んでも良さそう…静まり返って離れられずに死ぬ。,2-2
11,"On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant! » et, en vérité, je serais mort en rêvant à rien.",そのような時、「彼は生きてきたように読書中の本から死んでしまった」と言われますが実際的には空で何か夢見て亡くなっています 。,1-1
12,Il y a bien bien longtemps que je ne lis plus vraiment.,もう本当に長い間読んでいません。,1-1
13,Est-ce que je sais seulement encore lire ce qui s'appelle lire?,それこそ本当に――「読む」と呼ばれる行為――私はまだ読むことができるのかどうかわからない?,1-1
14,En suis-je seulement capable?,私はそれが可能かどうかすら確信していない。,1-1
15,"Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois.",首を横に回すと、心臓がもっと強く鼓動し、木材を震えさせる…,1-1
16,La maison est plongée tout entière dans un silence de vieux papier.,その家はまるごと古い紙の静寂に包まれています。,1-1
17,"Comme la neige, les livres mangent les bruits.",雪のように、本は音を吸収します。,1-1
18,Mon métier a son odeur et ses étouffements.,私の仕事はそれ独自の香りと息苦しさを持っています。,1-1
19,Je le respire encore mieux dans ce silence.,その静寂の中で、私はそれをより深く呼吸します。,1-1
20,Retourner au bruit du monde est toujours une épreuve.,世界の喧騒に戻ることは常に試練です。,1-1
21,Qui peut bien frapper?,誰がそんなに叩くのだろう？,1-1
22,"Je ne reconnais pas cette frappe légère, petite, discrète.",この軽い、小さな、控えめなノックは見覚えがありません。,1-1
23,Petite main.,小さな手。,1-1
24,Entrez.,– どうぞ入ってください。,1-1
25,Elle entre.,彼女は入ってきます。,1-1
26,Je ne l'ai jamais vue.,私は彼女を見たことがありません。,1-1
27,"J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs.",すぐに懐かしさが湧き上がります、家がまだ小さくて、廊下で全ての女の子たちを足元から判別していた時代の懐かしさです。,1-1
28,Elle a une bonne tête.,彼女はいい顔をしています。,1-1
29,"Vu son regard étonné, la mienne doit être un rien froissée.",その驚きの表情から察するに、私の顔は多少しかめっ面でしょうか。,1-1
30,"Des marques rouges de la manche de ma veste sur ma joue, sans doute.",おそらく私のジャケット袖から赤い跡が頬についてしまったようです。,1-1
31,Je vous dérange?,- 私、お邪魔してますか？,1-1
32,"Je survivrai à votre passage, Mademoiselle.",- あなたが通り過ぎることには耐えられますよ、お嬢さん。,1-1
33,Qui êtes-vous?,あなたは誰ですか？,1-1
34,"Ben, je suis la stagiaire!",- えっと、私はインターンです！,1-1
35,Dans quel service?,- どの部署でしょうか？,1-1
36,On ne me l'a pas dit.,- 言われてません。,1-1
37,"Vous savez, nous les stagiaires, on abat tellement de boulot qu'on a intérêt à être polyvalents.",インターンって、いろんな仕事をこなさなきゃいけないから余裕がありませんから。,1-1
38,"Vous voulez une augmentation? Non, je ne gagne rien.",- 昇給して欲しいですか？ - いえ、私は何も得てません。,2-1
39,"Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste.",彼女はかなり髪が乱れていて、ジーンズに穴が開いており、色どり豊かだと思います。,1-1
40,"Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie.",彼女は小柄で、黒い瞳をしています。 親しみやすい性格ですが、彼女が美しいかどうかを判断するのは困難です。,1-2
41,Je ne sais plus lire ces filles-là non plus.,もうそんな女の子を理解できません。,1-1
42,Elle est vive.,彼女は元気です。,1-1
