id,source,target,n2m
1,很久很久以后的某天，她的丈夫从医院回来。,その後、彼女の夫は病院から戻ってきた。,1-1
2,"他表情严肃，说""文化大革命""了，医院天天开会，也有人写了他的大字报，说他的历史有问题。",彼の表情は厳しいですね、「文化大革命」と言って、病院では毎日の会合が開かれていて、彼の大字新聞もあり、彼の過去に問題があると言われていた。,1-1
3,她很紧张，不知道丈夫向她讲述这些意味着什么。,彼女は緊張していて、それらが彼女にとってどのような意味を持つのか分からなかった。,1-1
4,但她的丈夫却突然说，你不会有事的，我会保护你。,でも彼女の夫は突然、「あなたには大丈夫がいる、私はあなたを守ります」と言った。,1-1
5,你过去的事，一辈子都不要想起来。,「過去のことは、一生忘れてしまえ」と。,1-1
6,你最大的敌人，不是外面的人，恐怕是那些你不记得的东西。,彼女の最大の敵は、外の人々ではなく、彼女が覚えていないものです。,1-1
7,如果有人问你，你就说你什么都不知道，这样就行了。,もし誰かが尋ねるとき、彼女は「私は何も知らない」と言えばいいです。,1-1
8,你是哪里人？ 住在哪个村？,「あなたはどこの人ですか？どの村に住んでいますか？,2-1
9,你多大年龄？,あなたの年齢はいくつですか？,1-1
10,你家里还有什么人？,あなたの家には誰もいますか？,1-1
11,你怎么掉进了河里？是翻船了，还是坏人把你扔下去的？,あなたはどのように河に落ちましたか？はしけに乗っていたのですか？ 或いは悪人に投げられてしまったのですか？,1-2
12,就你一个落水的吗。,ただ一人の落水ですか……,1-1
13,人们交替着询问，即令声音温和也如一根根利刺扎过来，她的心瞬间剧痛无比。,人々が交互に尋ね合うと、声音も温和でありながら、彼女の心は瞬間的に痛みを感じる。,1-1
14,她在床上蜷缩成一团。,彼女は床上で蜷缩してしまい、思う。,1-1
15,她想，是呀，我是哪里人呢？ 我住哪里呢？,ああ、私はどこの人なのか？ 私はどこに住んでいるのか？,2-2
16,我叫什么呢？,私の名前は何ですか？,1-1
17,我怎么会掉进河里了？,私はどのように河に落ちたのか？,1-1
18,她完全没有了印象。,完全な記憶がない。,1-1
19,我怎么会记不得呢？ 我怎么连自己都记不得了呢？,私はどうして記憶しない的だろう? 私自身も覚えて無さそうだろう?,2-2
20,于是她哭了起来。,それから彼女泣き始めると 。,1-1
21,她说，我不记得。,彼女言っちゃっただ。 「覚えてナイッス」,1-2
22,她是真的不记得了。,彼女は本当に思い出しませんでした。,1-1
23,于是人们说，你想想，仔细地想想。,そこで人々は言いました、あなたは思ってみて、丁寧に思ってみて。,1-1
24,你是被人从河里捞出来的。,あなたは河から引き上げられたのです。,1-1
25,你从河水开始想，也许能想起来。,河の水から始めて思い、かもしれば思い出すことができるかもしれません。,1-1
26,她依着人们的要求，果然认真去回想。,彼女は人々の要求に応じて、本当に真面目に振り返しました。,1-1
27,但她的思路一到河边，哗哗的水声便像炸雷一样轰响，莫名的恐惧随着水声汹涌而来。,しかし、彼女の思考が河畔に至ると、どんなにも爆音のような水音が轟き、名前のついた恐怖が水音とともに来襲しました。,1-1
28,波涛中如同藏着魔鬼，虽然看不见摸不着，却狠狠地袭击她的身心。,波涛中には魔鬼が隠れているようで、見えないけれども彼女の身体に厳しく襲い掛かりました。,1-1
29,她顿时失控，放声地痛哭以及尖叫，声音歇斯底里。,彼女は一時的に失神し、痛哭や尖叫をあげて、声が鳴り響きました。,1-1
30,一位吴姓医生严厉制止了那些好奇的人。,一人の吴姓の医生がそのような好奇心を持つ人々を厳重に制止しました。,1-1
31,他说，她可能受了刺激。,彼は言いました、彼女は可能性があります。,1-1
32,不要让她再想了，让她养病吧。,不要に思わせることを許さないで看病すること。,1-1
33,于是，人们不再追问，只是明里暗里都用怜惜的口吻谈着她。,"それ以降，世人们停止了追问,只是公开和私下里都用怜悯的口吻谈论她。",1-1
34,那是一个很美丽的春天。,那是一个美丽的春天。,1-1
35,这个女人一直在跟自己做斗争。,その女性は、自分自身との闘争を続けていた。,1-1
36,她已经很老了。,彼女は既に老化していた。,1-1
37,所有皮肤都松软地趴着，连一条像样的皱纹都撑不起来。,皮肤はすべて緩んでおり、一本の皺した皮肤すら持ち上がらない。,1-1
38,她的脸和脖子细痕密布。,彼女の顔と首には細かい痕跡が密集していた。,1-1
39,因肤色白皙，这些痕迹不像是时光之刀随意划下，而更像是一支细笔，一下一下描绘而出。,肌色が白皙であるため、それらの痕跡は時間の刃によるものではなく、細い筆で描いたように見えた。,1-1
40,她的眼睛也已浑浊不堪，但在蓦然睁大时，仍然能看到有光芒从中射出。,彼女の眼は混乱していたが、瞬きを大きくした時、まだ光が中から抜け出ていた。,1-1
41,她经常盯着一处发呆，似乎若有所思，又似百般无聊。,彼女はよくあるところを見つめていたが、思いつめるようで、百般の無聊さを感じることもあった。,1-1
42,"为此偶尔会有路人好奇，说：""太婆，你在想什么？""",そのため、時々路人が好奇になり、「太婆、あなたは何を考えているの？」と尋ねることがあった。,1-1
43,这个时候，她会露出一脸茫然，望着路人，喃喃说几句没人听得见的话。,この時、彼女は、眼を茫然にして路人を望み、聞こえないような数行を喃喃と言っていた。,1-1
44,她不知道自己说了什么。,彼女は自分が何を言ったのか知らなかった。,1-1
45,其实，她也不知道自己有没有在想。,実際、彼女は自分が思っていることも知らなかった。,1-1
46,她只是觉得有很多奇怪的东西拼命朝外跳，似乎在撩拨她的记忆。,彼女はただ、外に向かって奇怪なものが多く拍み出しているように感じていた。,1-1
47,而那些，正是她一生都不愿意触碰的东西她拼命抵抗。,それらは、彼女が一生不愿意触れるものであり、彼女が拼命抵抗するものであった。,1-1
48,她的抵抗，有如一张大网，密不透风，仿佛笼罩和绑缚着一群随时奔突而出的魔鬼。,彼女の抵抗は、大きな網のようで、風を透かすことができず、笼罩と絆で一緒に逃げ出す魔物たちを捕らえていた。,1-1
49,她这一生，始终都拎着这张网，与它们搏斗。,彼女は、この一生を通して、この網を担いで、彼らと闘い続けた。,1-1
50,丈夫活着时，曾经提议她不妨想一想，或许想出了什么，人就心安了。,丈夫が生きている時、彼女は彼に対して、「もしもし、私には何か考えられると思ったらどうするのか？」と提案した。,1-1
51,她愿意听从他的话，当真迫使自己静下心来，用劲回想。,その時、彼女は彼の話を聞いて、本当に自分自身を静めて、強制的に考え返すことができた。,1-1
52,但几乎瞬间，浑身的烦躁如同无数钢针，迸射般地扎来，劲道凶猛，令她有五脏俱裂之感。,しかし、瞬間的に、全身を覆うような烦恼が、鋼のように突き刺さり、彼女を五臓俱裂の感じにさせた。,1-1
53,此一时刻，她的痛，以及累，让她几乎无法喘息。,その瞬間、彼女の痛みと疲れは、彼女を呼吸することができなくなるほどであった。,1-1
54,"她绝望地对她的丈夫说：""你不要逼我。我不能想。我一想就觉得我该去死。""她的丈夫吓着了。",彼女は絶望的に彼女の丈夫に言った。 「あなたは私を逼るな。 私は考えられない。 私一度思うと、私が死ぬべきだと感じる。」彼女の丈夫は驚いて、しばらくの間、黙り込んでいた。,1-4
56,"沉默片刻，对她说：""那就不用再想了。尽量给自己找件事做，忙碌可以干扰思路。""",以後は考えなくていい。 自分自身に何かを見つけてやり過ごせば，思路を遮断することが出来るかもしれません。」,1-2
57,她依了丈夫的话去做，每天都忙忙碌碌。,彼女は夫の言葉に従い、毎日を忙しく過ごしていた。,1-1
58,其实她也并没有什么事业，她的事业就是做家务。,実際には彼女には仕事がなく、彼女の仕事は家事であった。,1-1
59,她每天都忙着擦洗打扫，把家里整理得一尘不染。,彼女は毎日を掃除し、家を片付けることに費やかしていた。,1-1
60,每一个去过她家的人，都会说，你家真是太干净了。,彼女の家に行った人々は、「あなたの家は本当に清潔ですね」と言っていた。,1-1
61,她的丈夫是医生，也以此为傲。,彼女の夫は医生であり、それを誇りに思っていた。,1-1
62,如此，她的生活渐渐正常。,そうして、彼女の生活は順調に進んでいった。,1-1
63,多少年了，她一直这样。,多くの年が経ち、彼女はそのようにしていた。,1-1
64,每一年的时间，都如一张细密严实的膜，将她记忆背后的东西层层覆盖。,每年の時間は、細密な網目を重ね合わせて、彼女の記憶を背後に封じ込めるように感じられた。,1-1
65,一年一张，岁岁年年，由薄而厚，凝结成板，那些深藏在她意识里的魔鬼统统被封压了下去。,一年一枚、年々年々、薄くて厚く、凝結されて板となり、彼女の意識の中で深く封印されていたもの達が解き放たれることがあった。,1-1
66,但那是些什么东西呢？她完全不知道。,が、それらが何か？ 彼女は全然分からなかった。,1-2
67,她失忆是在一九五二年的春天。,彼女的失忆是在一九五二年的春天発生した。,1-1
68,她没有体会到这是丈夫的安慰和提醒，心里反倒是狠狠的一阵悸动。,彼女は、その夫の安慰と提醒を体験することができなかった。 心の中では、狠狠という一阵悸動があった。,1-2
69,仿佛那些隐匿得几近消失的死敌，已然被她的丈夫所掌控。,あたかも、それらの隠れて消え去った死敵が、彼女の夫によって支配されているように思われた。,1-1
70,那到底是些什么呢？,それは何か？,1-1
71,难道我都不知道的东西，他会知道？她想着时，甚至感觉到恐惧的气息扑面而来。,私も知らないことですか？ 彼が知っているのか？ 彼女は考えると、恐怖の気息が襲い来るのを感じた。,1-3
72,这份恐惧就在她的身边。,その恐怖は、彼女の身近にあった。,1-1
73,日日夜夜，分分秒秒。,日々、夜々、秒々。,1-1
74,于是她明白，多年以来，这个她深爱的人也是她深怕的人。,そして彼女は理解した。 多年にわたって、この彼女は深く愛していた人も、彼女は深く恐れていた人であった。,1-2
75,为什么呢？她为什么会产生这样的感觉？她很惶惑，也不明白。,なぜなのか？ 彼女は理由を知らない。,1-2
76,但这种感觉就是在。,でもその感觉は存在していた。,1-1
77,窗外的桃树满头缀着粉色花朵。,窓外の桃樹は粉色の花を満たしていた。,1-1
78,院墙边的杏花也白成了一排，与白色的墙壁衬在一起，远了竟看不出花色。,院墙の杏花も白くなり、白い壁と一緒になり、花の色が遠くまで見えない。,1-1
79,更远处，几株老银杏摇着碧绿的叶子，粗壮的树干已经猜不出它栽植于何年。,もっと遠くで、数本の老銀杏が碧緑の葉を摇り、粗壮な樹幹はその年に栽培されたものではないと思われる。,1-1
80,更远更远，山的影子柔软地起伏着，轮廓像花瓣。,更に遠く、山の影が柔らかく起伏し、花瓣のように輪郭が見える。,1-1
81,院子角落的迎春花开得快要败了，那明亮的黄花却依然闪烁着明亮。,院子の角に咲く迎春花は早く開こうとしているが、その明るい黄色の花はまだ闪烁し続けている。,1-1
82,五彩缤纷突然都进入她的眼里。,五彩缤纷は突然彼女の目に入った。,1-1
83,回春中的鸟儿此刻似乎抖擞出精神，尽管风还有寒意，它们却在这轻微的寒意里兀自地唱。,春中的鸟儿此刻似乎抖擞出精神，尽管风还有寒意，它们却在这轻微的寒意里兀自地唱。,1-1
84,在这样的景致和这样的声音中，她慢慢地安静下来。,この景色とこの音楽（声）中で、彼女静か她静か落ち着下来让她安静下来了,1-1
85,人们把她从湍急的河流里捞出时，她一丝不挂。,人々が彼女を急流の河川から引き揚げたとき、彼女は一糸まで挂わなかった。,1-1
86,从头到脚，浑身是伤。,頭から下まで、体は傷だらけであった。,1-1
87,那是石头和激流相撞的结果。,それは石と激流の結果であった。,1-1
88,救她的人说水把她泡得浑身发白，只剩头发是黑的，一下子都看不到伤在哪里。,彼女を救った人々は、水が彼女を泡らせて白くなり、髪の毛以外は見えなくなっていた。,1-1
89,得幸有几个军医正在附近村庄出诊，他们直接把她送到了那里。,幸いにも近くの村に診療所があり、そこに彼女を送った。,1-1
90,急救之后，那几个医生迅速地把她带回了医院。,急救後、その数人の医生が彼女を速やかに病院に運んだ。,1-1
91,她在医院里住了半个多月才苏醒。,彼女は病院で半月以上を過ごしてから覚醒した。,1-1
