id,source,translation,n2m
1,Diego Cocca wird neuer Nationaltrainer von Mexiko,Diego Cocca becomes the new national coach of Mexico,1-1
2,Im Sommer 2026 richtet Mexiko gemeinsam mit den USA und Kanada die WM mit dann erstmals 48 Mannschaften aus.,"In the summer of 2026, Mexico, together with the USA and Canada, will host the World Cup with 48 teams for the first time.",1-1
3,"Cocca tritt die Nachfolge von Gerardo Martino an, dessen Vertrag nach dem frühen WM-Aus in Katar nicht verlängert wurde.","Cocca succeeds Gerardo Martino, whose contract was not extended after the early World Cup exit in Qatar.",1-1
4,Der 50-Jährige zählte bis vor wenigen Tagen nicht zu den Favoriten für den Posten.,The 50-year-old was not among the favorites for the position until a few days ago.,1-1
5,Er hatte erst im November als Coach des mexikanischen Clubs Tigres übernommen.,He had only taken over as coach of the Mexican club Tigres in November.,1-1
6,Seine überraschende Berufung zum Nationaltrainer löste Ärger im Verein aus.,His surprising appointment as national coach caused anger within the club.,1-1
7,Geesthacht: Neue Beetschilder sollen zum Nachpflanzen animieren,Geesthacht: New flower bed signs encourage replanting,1-1
8,"Franko Stein (FD Umwelt, links) und Friedhelm Ringe (Nabu) stellen die Pflanzenschilder in den Beeten der Fußgängerzone auf.","Franko Stein (FD Environment, left) and Friedhelm Ringe (Nabu) set up plant signs in the flower beds of the pedestrian zone.",1-2
9,"Zur Aktion ""Geesthacht blüht auf"" gehört auch die Information darüber, was dort gerade blüht - aktuell in den Farben Weiß und Rosa.","The campaign ""Geesthacht in bloom"" also includes information about what is currently blooming currently in the colors white and pink.",1-1
10,Geesthacht.,Geesthacht.,1-1
11,"""Geesthacht blüht auf"" lautet eine Aktion des Nabu in Kooperation mit der Stadtverwaltung.","""Geesthacht in Bloom"" is an initiative by Nabu in cooperation with the city administration.",1-1
12,"Unter Mitwirkung von vielen Freiwilligen von Vereinen, Schulen, Kindertagesstätten, Unternehmen und Institutionen wurden seit 2015 Tausende von Blumenzwiebeln und Pflanzen in die Erde gebracht.","With the participation of many volunteers from clubs, schools, daycare centers, companies, and institutions, thousands of flower bulbs and plants have been planted since 2015.",1-1
13,"Ziel: Im Geesthachter Stadtgebiet sollen weitflächig Blühinseln entstehen, auf denen Insekten zu jeder Zeit Nahrung finden.",The goal: to create extensive flowering islands in the Geesthacht urban area where insects can find food at any time.,1-1
14,"""Bei günstiger Wetterlage fliegen die Bienen schon im Januar aus, um Nahrung zu suchen"", sagt Friedhelm Ringe vom Geesthachter Nabu.","""With favorable weather conditions, bees already fly out in January to search for food,"" says Friedhelm Ringe from Geesthacht Nabu.",1-1
15,Er hat selbst Bienenstöcke auf dem Grundstück.,He himself has beehives on his property.,1-1
16,"Damit das Unterfangen nicht nur eine Aktion von Naturschützern und dem Fachdienst Umwelt der Stadt bleibt, sondern bis in die privaten Gärten hinein weite Kreise zieht, werden immer wieder erklärende Tafeln zu den Pflanzen gestellt.","To ensure that the project is not just an initiative of conservationists and the city's environmental department, but also extends into private gardens, explanatory panels about the plants are regularly provided.",1-1
17,Etwa 50 Schilder sind es bis jetzt.,About 50 signs have been placed so far.,1-1
18,"Passanten sollen sich auf diese Weise informieren können, was hier gerade so schön blüht.",Passers-by can thus inform themselves about what is currently blooming so beautifully.,1-1
19,"Die Hoffnung ist, dass Hobbygärtner zu Hause gezielt nachpflanzen.",The hope is that hobby gardeners will deliberately plant these at home.,1-1
20,In der ersten Januarwoche war bereits Saisonstart bei der Wildhasel,"In the first week of January, the Wildhasel season had already started",1-1
21,Jüngeren Datums sind Sträucher wie Winterduftheckenkirsche und Winterschneeball in den Beeten der Fußgängerzone.,More recent additions to the pedestrian zone's flower beds include shrubs such as winter fragrant cherry laurel and winter snowball.,1-1
22,"Sie stecken jetzt seit einem Jahr in der Erde der Kübel an der Bergedorer Straße, zeigen blätterlos gerade die ersten zarten Blüten in Weiß und Rosa und sind jüngst mit weiteren Schildern bedacht worden.","They have been planted in the containers along Bergedorfer Street for a year now, showing their first delicate white and pink blossoms without leaves, and have recently been provided with additional signs.",1-1
23,"""Die Winterduftheckenkirsche ist ein sehr breitbuschiger Strauch und kann zwischen zwei Meter hoch und drei Meter breit werden"", ist dort unter weiteren Angaben etwa zum geeigneten Standort zu lesen.","""The winter fragrant cherry laurel is a very wide bush and can grow between two meters high and three meters wide,"" can be read there, along with other information about the suitable location.",1-1
24,"Friedhelm Ringe betont, dass aber nicht nur die Beetpflanzen nun Blüten zeigen.",Friedhelm Ringe emphasizes that not only the bed plants are now showing flowers.,1-1
25,In der ersten Januarwoche war bereits Saisonstart bei der Wildhasel.,The wild hazel season started in the first week of January.,1-1
26,"Sie blüht besonders üppig am Richtweg bei der Steigung, in der Gutenbergstraße, Wilhelm-Holert-Straße, Fahrendofer Weg und vielen Knicks.","It blooms particularly lushly on Richtweg near the slope, in Gutenbergstraße, Wilhelm-Holert-Straße, Fahrendofer Weg, and many hedgerows.",1-1
27,"Ernestine ist 102 Jahre: ""Steppen hält mich jung""","Ernestine is 102 years old: ""Stepping keeps me young""",1-2
28,"München - Tanz-Gott Fred Astaire wäre sicher stolz auf sie, wenn er vom Himmel runter zum Münchner Ostbahnhof schaut!",Munich Dance legend Fred Astaire would surely be proud of them if he looked down from heaven to Munich's East Train Station!,1-2
29,"Immer montags treffen sich nämlich dort in der ""Mandolin Motion Show Academy"" um Punkt 15 Uhr drei Damen zum flotten Stepptanz - zusammen sind sie unglaubliche 277 Jahre alt, pardon jung!","Every Monday, three ladies meet at the ""Mandolin Motion Show Academy"" at exactly 3 pm for a lively tap dance together they are an incredible 277 years old, or rather young!",1-1
30,"Die Älteste von ihnen ist Ernestine Stauchner, sie feierte kürzlich ihren 102. Geburtstag.","The oldest of them is Ernestine Stauchner, who recently celebrated her 102nd birthday.",2-1
31,"Für die gebürtige Münchnerin (15. Januar 1921) von der Schwanthaler Höh"" ist der Montag DER Höhepunkt der Woche.","For the native Munich woman (born January 15, 1921) from Schwanthaler Höh, Monday is THE highlight of the week.",1-1
32,"""Tanzen und Steppen ist mein Leben, ohne kann ich mir nicht vorstellen"".","""Dancing and tap dancing is my life, I can't imagine it without them.",1-1
33,Mit Ernestine schwingen auch Eva-Maria Stolze (fast 97) und Elfriede Widmann (79) die Tanzbeine.,"With Ernestine, Eva-Maria Stolze (almost 97) and Elfriede Widmann (79) also hit the dance floor.",1-1
34,Die 97-Jährige ist 1926 in Jena (Thüringen geborgen).,The 97-year-old was born in 1926 in Jena (Thuringia).,1-1
35,"Sie war eine Soubrette, heute würde man Musical-Darstellerin sagen, arbeitete mit der legendären Marika Rökk zusammen.","She was a soubrette, today one would say a musical actress, and worked with the legendary Marika Rökk.",1-1
36,"""Mit Tanzen, Schauspielern und Singen hab ich mein Leben verbracht"".","""I spent my life dancing, acting, and singing.",1-1
