id,source,target,n2m
1,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain.,その下のものは愛の手稿です：それは、結婚している男が出会う女の子ですが、彼女にはボーイフレンドがいます。,1-1
2,J'en ai lu sept pages et je le connais déjà par cœur.,私は七ページを読んで、既にそれを心に暗記しています。,1-1
3,Rien ne pourra me surprendre.,何も私を驚かないでしょう。,1-1
4,"Depuis des lunes, je ne lis plus, je relis.",月日が経って、私はもう読まない、再び読みます。,1-1
5,"La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides.",同じ古い Bouillie を作り、「新作」、「季節」、「文学的帰還」、「成功」、「失敗」、「新聞」を作ります。,1-1
6,"Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",紙をリサイクルし、朝に出発して夕方に戻ってくるトラックがあり、既に時代遅れの新しいものを積み込んでいます。,1-1
7,Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf?,「喜びの跳躍を、新しい作品を発見するために、月曜日にオフィスに戻るという意味で、どのくらいの年数が経過しているのか？,1-1
8,Vingt ans? Trente ans? Je n'aime pas tenir ce genre de compte qui sent la mort.,二十年？三十年？私は、そのような死のにおいを嗅ぐことを好まない。,3-1
9,"Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo.",私は目を閉じると、ペルゼルのランプの黄色い uniform 光が、私のまぶたに映り、そして黒い形がそれを埋め尽くし、動く руїни、ヴィクトル・ユーゴーの絵画を作り出す。,1-1
10,"Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir.",私の呼吸は遅くなり、心は少し穏やかになり、眠りに落ちることができる。,1-1
11,Mourir à l'attache.,死ぬように。,1-1
