id,source,translation,n2m
1,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich"".","""Shut up,"" the optician said again, louder, and walked faster, ""Selma rarely finds anything threatening or repugnant.",1-1
2,"Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen.","He was completely right about that, and with it had unfortunately said more than he should have in response to the voices.",1-1
3,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","But she may find love repugnant after all, the voices hissed. There is a reason why the truth was hidden for so long.",1-2
4,"""Feigheit war das"", sagte der Optiker und schob die Ledertasche auf die andere Hüfte, weil das Rempeln der Tasche und das Rempeln der Stimmen langsam begannen wehzutun.","""Cowardice that was,"" said the optician, shifting his leather bag to the other hip as both nudging from his bag and nudging from those voices gradually began to hurt him.",1-1
5,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.","""Prudence it was,"" replied those voices, ""Fear is sometimes a good counselor,"" they added and hummed a theme song of an early evening series.",1-1
6,Der Optiker wurde jetzt langsamer.,The optician now slowed down.,1-1
7,"Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.",The walk to Selma's house which usually took ten minutes seemed like a day trip suddenly a day trip with an awful lot of baggage.,1-1
8,Das stimmte.,That was true.,1-1
9,"Der Hund war schneematschfarben, er war verwaschen grau und zottelig wie ein ausschließlicher Irischer Wolfhund ohne etwas anderes drin.","The dog was the color of slushy snow, he was a washed-out gray and shaggy like an exclusive Irish Wolfhound with nothing else in it.",1-1
10,"Sein Körper war noch klein, aber seine Pfoten waren groß wie Bärentatzen, und wir wussten alle, was das bedeutete.","His body was still small, but his paws were as big as bear claws, and we all knew what that meant.",1-1
11,Selma stand immer noch erhoben vor der Küchenbank.,Selma still stood elevated in front of the kitchen bench.,1-1
12,Sie schaute lange auf den Hund.,She looked long at the dog.,1-1
13,"Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.",Then she looked at my father as if he were a gift ideas store.,1-1
14,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Farmer Häubel was firmly convinced that Death would be polite, just as Farmer Häubel himself had been all his life.",1-1
15,"Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde.","He was sure that Death would not tear his life away from him, but gently take it from his hand.",1-1
16,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich""? fragte, was Bauer Häubel natürlich bejahen würde.","He imagined Death knocking gently, only opening the door a crack and asking ""May I?"" to which Farmer Häubel would naturally agree.",1-1
17,"""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","""Of course,"" Farmer Häubel would say, ""please come in"", and Death would enter.",1-1
18,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen"".","He would stand by Farmer Häubel's bed and ask: ""Is this a good time for you? I can also come back later if you want.",2-1
19,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Farmer Häubel would sit up and say, ""No no, right now is perfect,"" he'd say: 'let's not put it off again; who knows when you'll be able to make time again"", and then Death itself would sit down on the chair already waiting at the head of the bed.",1-1
20,"Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen.",It'd apologize beforehand for its cold hands which wouldn't bother Farmer Häuble at all before placing one hand over his eyes.,1-1
21,"Die Leute im Dorf waren beunruhigt, man sah es ihnen an, auch wenn sie größtenteils versuchten, sich nichts anmerken zu lassen.","The people in the village were disturbed, it was evident from their demeanor, even though most of them tried to hide it.",1-1
22,"Heute Morgen, wenige Stunden nach Selmas Traum, bewegten sich die Leute im Dorf, als habe sich auf allen Wegen Blitzeis gebildet, nicht nur draußen, sondern auch in den Häusern, Blitzeis in den Küchen und Wohnzimmern.","This morning, just a few hours after Selma's dream, the villagers moved as if black ice had formed on all pathways, not only outdoors but also inside their homes black ice in their kitchens and living rooms.",1-1
23,"Sie bewegten sich, als seien ihnen die eigenen Körper ganz fremd, als seien all ihre Gelenke entzündet und auch die Gegenstände, mit denen sie hantierten, hochentzündlich.",They moved as if they were strangers to their own bodies as if all of their joints were inflamed and even the objects they handled were highly combustible.,1-1
24,"Den ganzen Tag lang beargwöhnten sie ihr Leben und, soweit möglich, das aller anderen.","All day long they lived with this underlying suspicion towards life itself and, when possible, that of others around them too.",1-1
25,"Immer wieder schauten sie hinter sich, um zu überprüfen, ob da jemand angesprungen käme mit Mordlust, jemand, der den Verstand verloren und deshalb nichts Nennenswertes mehr zu verlieren hatte, und sie schauten rasch wieder nach vorne, weil jemand ohne Verstand schließlich auch frontal angreifen konnte.",They kept looking behind them to see if someone would spring upon them with a murderous intent someone who had lost his mind therefore having nothing substantial left to lose; and turned quickly back around because someone bereft of sanity could obviously attack from the front too.,1-1
26,"Sie schauten nach oben, um herabfallende Dachziegel, Äste oder schwere Lampenschirme auszuschließen.",They looked up regularly excluding the possibility of roof tiles falling down or branches or heavy lampshades knocking against something they stood under.,1-1
27,"Sie mieden alle Tiere, weil es aus denen, glaubten sie, schneller herausbrechen konnte als aus Menschen. Sie machten einen Bogen um die gutartigen Kühe, die heute womöglich austreten würden, sie mieden die Hunde, auch die ganz alten, die kaum noch stehen konnten, ihnen aber heute vielleicht trotzdem an die Gurgel gehen würden.",They avoided any kind of animals for the fear that an unpredictable outburst could erupt faster from these creatures than human beings themselves thus ignoring benign cows that might kick today; dogs being avoided despite many being so old that they barely managed standing much longer but who still seemed menacing enough today to go after necks unexpectedly:,2-1
28,"An solchen Tagen war alles möglich, da konnten einem auch vergreiste Dackel die Kehle durchbeißen, viel abwegiger als ein Okapi war das schließlich nicht.",On such days anything was possible Like an aged Dachshund potentially biting through one's throat perhaps more plausible than seeing an Okapi; it did not seem farfetched anymore .,1-1
29,Bis auf Selmas Schwägerin Elsbeth waren die Leute im Dorf meistens nicht abergläubisch.,"Apart from Selma's sister-in-law Elsbeth, the people in the village were mostly not superstitious.",1-1
30,"Sie machten unbekümmert all das, was man bei Aberglauben nicht machen darf: Sie saßen gelassen unter Wanduhren, obwohl man bei Aberglauben daran sterben kann, sie schliefen mit dem Kopf zur Tür hin, obwohl das bei Aberglauben bedeutet, dass man durch genau die Tür bald mit den Füßen zuerst hinausgetragen wird.","They nonchalantly did everything that one must not do when believing in superstitions: they sat casually under wall clocks, even though superstition says one could die from that; they slept with their heads towards the door, although according to superstition this means that you will soon be carried out through exactly this door feet first.",2-1
31,"Sie hängten zwischen Weihnachten und Neujahr Wäsche auf, was, wie Elsbeth warnte, bei Aberglauben einem Suizid oder einer Beihilfe zum Mord gleichkommt.","Between Christmas and New Year's they hung up laundry, which as Elsbeth warned, in terms of superstition is equal to a suicide or aiding and abetting a murder.",1-1
32,"Sie erschraken nicht, wenn nachts das Käuzchen rief, wenn ein Pferd im Stall stark schwitzte, wenn ein Hund nachts jaulte, mit gesenktem Kopf.","They weren't startled when an owl called at night, when a horse sweated heavily in the stable, or when a dog howled at night with its head lowered.",1-1
33,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht.","The train ride lasted fifteen minutes, there were no stops in between.",1-1
34,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Since our first train ride, we always played the same game: We stood with our backs to the windows at the opposite train doors, Martin closed his eyes, I looked out of the window of the train door which was at Martin's back.",1-1
35,"In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen.","In first grade, I recited to Martin everything I saw during the journey and Martin tried to memorize it all.",1-1
36,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","He succeeded very well, so that in second grade I didn't list anything anymore and Martin, with his back to the window and eyes closed, could almost recite everything that I just saw through the fogged-up train window: ""Wire factory,"" he said right at moment as we passed by a wire factory.",1-1
37,"""Jetzt Feld. Weide.","""Now field. Pasture.",1-2
38,Das Gehöft vom verrückten Hassel.,The farm of crazy Hassel.,1-1
39,Wiese. Wald.,Meadow. Forest.,2-2
40,"Wald. Hochsitz eins. Feld. Wald. Wiese. Weide, Weide.",Forest. Deer stand one.,3-2
42,"Dorf. Weide. Feld. Hochsitz zwei. Waldstück. Hof. Feld. Wald. Hochsitz drei. Dorf.""",Field/Forest/Meadow/Pasture/Pasture/Tire Factory/Village/Pasture/Field/Deer Stand Two/Small forest/Farm/Field/Woods/Deer stand three/Village.,4-1
43,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","""What else could it have been,"" said Selma, stating that an okapi could hardly be mistaken for another animal.",1-1
44,"""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen.","""Well,"" I said, it could also have been a malformed cow, a wrongly assembled giraffe, a whim of nature, and the stripes and the rust red color couldn't be recognized accurately in the night because everything was very blurry.",1-1
