id,source,target,n2m
1,很久很久以后的某天，她的丈夫从医院回来。,ある日、彼女の夫が病院から帰ってきた。,1-1
2,"他表情严肃，说""文化大革命""了，医院天天开会，也有人写了他的大字报，说他的历史有问题。",彼の顔つきは厳しく、「文化大革命」が始まったと言った。 病院では毎日会議が開かれ、彼の大字报も書かれているという。,1-2
3,她很紧张，不知道丈夫向她讲述这些意味着什么。,彼女は緊張していた。 夫が話したことがどういう意味なのか、彼女はわからなかった。,1-2
4,但她的丈夫却突然说，你不会有事的，我会保护你。,しかし、彼女の夫は突然言った。 「君は何もないよ。 私が守ってあげるよ。,1-3
5,你过去的事，一辈子都不要想起来。,君の過去のことは、一生忘れてしまおう。,1-1
6,你最大的敌人，不是外面的人，恐怕是那些你不记得的东西。,君の最大の敵は外の人じゃなくて、忘れてしまったことなんだよ。,1-1
7,如果有人问你，你就说你什么都不知道，这样就行了。,もし誰かが聞いてきたら、何も知らないと言っておけ。 それだけでいいんだよ」,1-2
8,你是哪里人？ 住在哪个村？,「お前はどこの人間なのか？どこの村に住んでいるのか？,2-1
9,你多大年龄？,何歳なのか？,1-1
10,你家里还有什么人？,お前の家族にはどんな人間がいるのか？なぜ川に落ちたのか？,1-1
11,你怎么掉进了河里？是翻船了，还是坏人把你扔下去的？ 就你一个落水的吗。,船が沈んだのか？ それとも悪党がお前を投げ込んだのか？ただお前だけが落ちたのか……」,2-2
12,人们交替着询问，即令声音温和也如一根根利刺扎过来，她的心瞬间剧痛无比。,人々は交互に質問をした。 その声は温かくても、利刃のように彼女の心を刺した。,1-2
13,她在床上蜷缩成一团。,彼女はベッドに潜り込んだ。,1-1
14,她想，是呀，我是哪里人呢？ 我住哪里呢？ 我叫什么呢？ 我怎么会掉进河里了？,「どこの人間なのか？どこに住んでいるのか？何という名前なのか？なぜ川に落ちたのか？」,4-1
15,她完全没有了印象。,彼女は全く記憶がなかった。,1-1
16,我怎么会记不得呢？ 我怎么连自己都记不得了呢？ 于是她哭了起来。,「なぜ自分でも記憶できないのか？」と彼女は泣き出した。,3-1
17,她说，我不记得。,「私は覚えていない」と彼女は言った。,1-1
18,她是真的不记得了。,彼女は本当に忘れてしまったのだ。,1-1
19,于是人们说，你想想，仔细地想想。,そこで人々は、「考えてごらんなさい、よく考えてごらんなさい。,1-1
20,你是被人从河里捞出来的。,あなたは川から引き上げられたのです。,1-1
21,你从河水开始想，也许能想起来。,川から考えてみれば、何か思い出せるかもしれません」と言った。,1-1
22,她依着人们的要求，果然认真去回想。,彼女は人々の要求に従って、真剣に思い出そうとした。,1-1
23,但她的思路一到河边，哗哗的水声便像炸雷一样轰响，莫名的恐惧随着水声汹涌而来。,しかし、思い出しようとしたとき、川辺では水音が鳴り響き、謎めいた恐怖が水音のように押し寄せてきた。,1-1
24,波涛中如同藏着魔鬼，虽然看不见摸不着，却狠狠地袭击她的身心。,波の中に魔物が潜んでいるような気がして、彼女は見えないものを掴もうとして、身心を襲う。,1-1
25,她顿时失控，放声地痛哭以及尖叫，声音歇斯底里。,その瞬間、彼女は失ってしまった。 叫び声と泣き声が混じり合って、大きな声になった。,1-2
26,一位吴姓医生严厉制止了那些好奇的人。,吳姓の医者が、好奇心旺盛な人々を厳しく叱った。,1-1
27,他说，她可能受了刺激。,「彼女は刺激を受けたのでしょう。,1-1
28,不要让她再想了，让她养病吧。,もう考えないで、病気を治してあげましょう」と言った。,1-1
