id,source,target,n2m
1,"Alles zu vergessen, ist gewiss schlimm.",すべてを忘れることは確かに悪いことです。,1-1
2,"Noch schlimmer ist, nichts zu vergessen, wird doch jedes Wissen erst durch Vergessen erzeugt.",もっと悪いことは、何も忘れないことです。 なぜなら、すべての知識は忘れることによって生み出されるからです。,1-2
3,"Wenn alles unterschiedslos gespeichert ist, wie auf den elektrische Energie verbrauchenden Datenspeichern, verliert es seine Bedeutung und wird zu einer ungeordneten Ansammlung unbrauchbarer Information.",電気エネルギーを消費するデータ記憶装置のように、すべてを区別なく記憶すると、その意味がなくなり、役に立たない情報の雑多な集まりになってしまいます。,1-1
4,"Ein Gedächtnis, das alles bewahrte, bewahrte im Grunde nichts.",すべてを記憶する記憶力でさえ、実際には何も記憶していないのです。,1-1
5,"Jene Kalifornierin, die sich ohne Mnemotechnik jeden einzelnen Tag seit dem 5. Februar 1980 vergegenwärtigen kann, ist gefangen im Echoraum ihrer fortwährend auf sie einstürzenden Erinnerungen — eine Wiedergängerin jenes attischen Feldherrn Themistokles, der jeden einzelnen Bürger seiner Heimatstadt mit Namen zu nennen wusste und der dem Mnemoniker Simonides ausrichten ließ, eher begehre er die Kunst des Vergessens als die des Gedächtnisses zu erlernen: ""Auch was ich nicht in der Erinnerung behalten will, das behalte ich; was ich jedoch vergessen will, das kann ich nicht vergessen"".",1980年2月5日以来、それぞれの日を記憶術なしで思い出せるカリフォルニアの女性は、彼女に絶えず襲いかかる記憶の中で囚われているのです――アテネの将軍テミストクレスが、自分の故郷のあらゆる市民を名前で呼び分けることができたように、記憶術師シモニデスに伝えた言葉を思い起こします――「記憶を学ぶよりも、忘却の術を学びたい」。,2-1
6,"Eine Vergessenskunst ist aber ein Ding der Unmöglichkeit, weil alle Zeichen Anwesenheiten darstellen, selbst wenn sie auf Abwesenheiten verweisen.",しかし、忘却の術は不可能なことなのです、なぜなら、すべての記号は存在を表しているからです。,1-1
7,"Beinahe jeden, den im Römischen Reich der Bann der damnatio memoriae traf, behaupten die Enzyklopädien mit Namen zu kennen.",ほとんどの人々は、ローマ帝国において、damnatio memoriae の判決を受けたということを、名前を知っているという事典によって言われています。,1-1
8,"Der Freitod erscheint vielleicht als die radikalste Maßnahme, über die Ungewissheit der Zukunft zu triumphieren, freilich zum Preis einer verkürzten Existenz.",自殺は、未来の不確実性に勝利するために最も極端な手段として思われるかもしれませんが、それは存在を短縮する代償としてです。,1-1
9,"Es wird berichtet, dass zu den Geschenken jener indischen Gesandtschaft, die Augustus einst auf der Insel Samos empfing, nicht nur ein Tiger und ein armloser Jüngling, der seine Füße wie Hände zu benutzen wusste, gehörten, sondern auch ein Mann namens Zarmaros aus der Kaste der Brahmanen, der sein Leben selbst zu beenden gedachte, gerade weil es so verlaufen sei wie gewünscht.",とあるインドの使節が、あるとき、サモス島でオーギュストスに贈った贈り物に、虎や腕のない少年がいたという話はよく知られていますが、その他にも、名前がザーマロスで、ブラフマーナーのカースト出身の男性もいたという話があります。 彼は、自分の生涯が望んだとおりに進んだので、自らの命を終わらせるつもりだったということです。,1-2
10,"Um sicherzustellen, dass ihm nicht doch noch etwas Unvorhergesehenes zustieß, sprang er in Athen lachend, nackt und gesalbt ins Feuer, verbrannte zweifellos qualvoll bei lebendigem Leib und ging mit der Inszenierung seines selbstbestimmten Todes in die Geschichte ein, wenn auch nur als kuriose Anekdote in einem Band jener einst achtzig Bücher umfassenden Römischen Geschichte des Cassius Dio, dessen Inhalt zufällig überliefert wurde.",彼が、何か予期しないことが起こらないようにするために、アテネではしゃぐように、裸で油を塗ったまま、火の中に飛び込んで焼かれるという悲惨な死を選んだのです。 その自己決定的な死を演出した彼は、歴史に残ることになりましたが、カッシウス・ディオの『ローマ史八十巻』の一冊に、奇妙なエピソードとして記録されただけです。,1-2
