id,source,target,n2m
1,"The mother was speaking from the breakfast room, out of my field of view.","Głos matki dobiegał z pokoju śniadaniowego, spoza mojego pola widzenia.",1-1
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.",Bardzo lubiłam to pomieszczenie: z długim dębowym stołem i trzema przeszklonymi ścianami.,1-1
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Było przez nie widać błyski na tafli jeziora, a promienie słońca przenikały do środka pomiędzy rozkołysanymi gałęziami starej wierzby, ocieniającej dom.",1-1
4,"We had a system of accounting, a chart on a wall.",Mieliśmy system punktacji i rozpiskę na ścianie.,1-1
5,There were merits and demerits.,Przyznawaliśmy sobie plusy i minusy.,1-1
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Plusy dostawało się za popełnienie imponującego wykroczenia, a minusy gdy ktoś ściągał na siebie upokorzenie.",1-1
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Śliski dostawał punkty, gdy niezauważenie pluł do drinków, a Low tracił za podlizywanie się ojcu.",1-1
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nawet nie własnemu bardzo dbał o zachowanie swoich koligacji w sekrecie.,1-1
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,"Widziano go jednak, jak prosi łysiejącego faceta o poradę w kwestii ubioru.",1-1
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Ucieczkę też jednak należało ukrywać, żeby nie zdradził nas pośpiech, więc bliższe prawdy byłoby powiedzenie, że wymykaliśmy się po cichu.",1-1
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Kiedy pojawiało się któreś z moich rodziców, stosowałam sprawdzoną technikę: udawałam, że dostrzegłam kogoś w pokoju obok.",1-1
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Naturalnym krokiem szłam w stronę zmyślonej postaci, robiąc przy tym zdecydowaną minę.",1-1
13,Go through the door.,Przejść przez drzwi.,1-1
