id,source,translation,n2m
1,"Nie wyjdzie stamtąd, mówię wam powiedział pryszczaty, z przekonaniem kiwając głową.",「もう出てきそうにないな、どう見ても」あばた顔の男が確信に満ちた顔で首を振った。,1-1
2,"Już godzina i ćwierć, jak tam wlazł. Już po nim.",「やつがあそこに下りてから一時間と十五分。,2-1
3,"Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi.",終わったな」 廃墟のなかで町の人々が肩を寄せ合い、残骸のなかにぼっかり空いた黒い穴一がれきが散らばる開口部一を無言で見ていた。,1-1
4,"Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",黄色い袖なし胴着を着た太った男が左右に足踏みしながら咳払いし、しわくちゃの法冠を脱いで、まばらな眉の汗をぬぐった。,1-1
5,"Poczekajmy jeszcze powiedział, ocierając pot z rzadkich brwi.",「もう少し待とう」,1-1
6,Na co? prychnął pryszczaty.,「なんのために?」あばた顔の男がうなるように言った。,1-1
7,"Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie?",「忘れたか、町議よ、バシリスクがあそこの地下牢にひそんでるってことを。,1-1
8,"Kto tam wchodzi, ten już przepadł.",あそこに行って戻ってきた者はいない。,1-1
9,Mało to ludzi tam poginęło? Na co tedy czekać?,まだ犠牲者が足りないか？何を待っことがある？」,2-1
10,Umawialiśmy się przecie mruknął niepewnie grubas.,「だが、われわれは契約を結んだ」 太った町議はあきらめ悪くつぶやいた。,1-2
11,Jakże tak?,「勝手に放棄するわけにはいかん」,1-1
12,"Z żywym się umawialiście, wójcie rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu.",「おれたちゃ、生きた人間と契約したんだ」 あばた男の連れで、肉屋の革の前掛けをした大男が言った。,1-2
13,"A nynie on martwy, pewne to jak słońce na niebie.",「で、やつが死んだのは卵が卵であるくらいあきらかだ。,1-1
14,"Z góry było wiadomo, że na zgubę idzie, jako i inni przed nim.",あの男が、ほかのやつらと同じように死にに行ったのは最初からわかってた。,1-1
15,"Przecie on nawet bez zwierciadła polazł, z mieczem tylko.",しかもあいつは鏡も持たず、剣だけを持って。,1-1
16,"A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.",鏡がなけりやバシリスクは殺せない、誰だって知ってる」,1-1
17,"Zaoszczędziliście grosza, wójcie dodał pryszczaty.",「一シリングも出さずにすんだな、町議」あばた男が言った。,1-1
18,Bo i płacić za bazyliszka nie ma komu.,なににしろバシリスク代を払う相手はいない。,1-1
19,"Idźcie tedy spokojnie do dom. A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru.",だから安心して家に帰りやいい魔法使いの馬と荷物はもらっておくか。 このまま捨ておくのはもったいない」,2-2
20,Ano powiedział rzeźnik.,「まったくだ」 肉屋が言った。,1-2
21,"Sielna klacz, a i juki nieźle wypchane.",「がっしりした雌馬で、鞍袋もばんばんにふくらんでる。,1-1
22,"Zajrzyjmy, co w środku.",なかを見てみよう」,1-1
23,Jakże tak? Coście?,「それはだめだ。 おまえたち、何をしている？」,2-2
24,"Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie ostrzegł pryszczaty.",「黙れ、町議、なぐられたくなかったらロ出しするな」,1-1
25,Sielna klacz powtórzył rzeźnik.,あばた男がおどすように言った。,1-1
26,"Zostaw tego konia w spokoju, kochasiu.",「がっしりした雌馬だ」,1-1
27,"Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.",肉屋が繰り返した。 「その馬に手を出すな」 その声に、肉屋は壁の奥から現れた男をゆっくり振り返り、人々が地下牢の人口のまわりに集まった。,1-2
28,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty.",見知らぬ男は豊かな栗色の巻き毛で、綿の入った上着に焦げ茶色のチュニックを重ね、長い乗馬プーツをはいていた。,1-1
29,I żadnej broni.,見たところ武器は持っていない。,1-1
30,"Odejdź od konia powtórzył, uśmiechając się zjadliwie.",「馬から離れよ」男はすごみのある笑みを浮かべて言った。,1-1
31,"Jakże to? Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę?",「これはどういうことだ？きみたちは他人の馬、鞍袋、所持品からそのうるんだ小さい目を離せず、汚れた手袋で触れるのが待ちきれないようだな。,2-1
32,"Godzi się tak? Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika.",それがしかるべき振る舞いか？」 あばた男が上着の下でゆっくり片手をすべらせ、肉屋に目配せした。,2-1
33,"Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych.",肉屋がうなずき、人だかりのほうに合図すると、髪を短く刈りこんだ屈強そうな男が二人、前に出た。,1-1
34,"Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.",家畜を気絶させるときに使う、棍棒のようなものを持っている。 「誰だ？」,1-2
35,"Ktoście to niby spytał pryszczaty, nie wyjmując ręki zza pazuchy żeby nam prawic, co się godzi, a co nie? Nic ci do tego, kochasiu. Broni nie nosicie.",あばた男が片手を上着に入れたままたずねた。 「おれたちに善悪を説いてきかせるのは」 「きみには関係ない」 「武器は持っていないようだな」,3-2
36,Prawda obcy uśmiechnął się jeszcze zjadliwiej.,「いかにも」見知らぬ男の笑みがますますすごみを帯びた。,1-1
37,Nie nosze.,「持っていない」 「それは気の毒だ」,1-1
38,"To niedobrze pryszczaty wyjął rękę zza pazuchy, razem z długim nożem.",あばた男が上着から一長いナイフを握った一片手を出した。,1-1
39,"To bardzo niedobrze, że nie nosicie. Rzeźnik też wyciągnął nóż, długi jak kordelas.",「武器がないとはじつに運が悪い」 肉屋も短剣ほどの長さのナイフを取り出した。,2-1
40,"Tamci dwaj postąpili do przodu, unosząc pałki.",屈強そうな二人が棍棒を構えて進み出た。,1-1
41,"Nie muszę nosić rzekł obcy, nie ruszając się z miejsca.",「わたしには必要ない」男はその場に立ったまま言った。,1-1
42,Moja broń chodzi za mną.,「武器はあとからついてくル」,1-1
43,"Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny.",がれきの後ろから二人の若い女が柔らかい、確かな足取りで現れた。,1-1
44,"Tłumek natychmiast rozstąpił się, cofnął, przerzedził.",人だかりがさっと分かれ、あとずさり、まばらになった。,1-1
45,"Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu.",二人の女は歯をちらっと見せてにこと笑い、目を細めた。 目じりから耳に走る、太い入れ墨。,1-2
46,"Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki. Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",腰に巻いたヤマネコの皮の下からのぞく、筋肉質の力強い太もも。 剥き出しのしなやかな腕には鎖かたびらの手袋をつけ、同じく鎖かたびらでおおわれた肩からはサーベルの柄が突き出ている。,2-2
47,"Pryszczaty wolno, wolniutko zgiął kolana, upuścił nóż na ziemie.",あばた男はゆっくりと、とてもゆっくりと膝を曲げて地面にナイフを落とした。,1-1
48,"Z dziury w rumowisku rozległ się grzechot kamieni, chrobot, po czym z ciemności wynurzyły się dłonie wczepione w poszczerbiony skraj muru.",がれきのあいだの穴から、石がぶつかり、こすれる音が響き、暗がりからぎざぎざの壁の縁にしがみつくふたつの手が現れた。,1-1
49,"Za dłońmi pojawiły się kolejno głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia. Tłum zaszemrał.",両手に続いて、レンガ粉の筋が入った白髪の頭、青白い顔、肩から突き出た剣の柄が順に現れ、人だかりからつぶやきが洩れた。,2-1
50,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią. Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta.",白髪の男は下に手を伸ばし、穴から醜悪なもの一血染めの砂塵にまみれた不気味な塊一を引っぱりあげると、その長い爬虫類の尾をつかみ、太った町議の足もとに無言で放り投げた。,2-1
51,"Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach.",町議は崩れた壁の破片につまずきながら飛びすさり、鳥のように湾曲したくちばしと、水かきのような膜のある翼と、鱗におおわれた足の曲がった鉤爪を見た。,1-1
52,"Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude.",かっては深紅で、いまは薄汚れた茶褐色のふくらんだ喉袋を。,1-1
53,"Na szkliste, wpadnięte oczy.",くばんだ、うつろな目を。,1-1
55,"Oto bazyliszek rzekł białowłosy, otrzepując spodnie z kurzu.",白髪の男はそう言ってズボンから土ぼこりをはたいた。,1-1
56,Zgodnie z umową.,「約束どおり。,1-1
57,"Moje dwieście lintarów, jeśli łaska.",報酬は二百リンター。,1-1
