id,source,translation,n2m
1,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich"".","""Shut up,"" the optician repeated even louder as he picked up his pace. ""Selma rarely finds anything threatening or unsightly.",1-2
2,"Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen.",He was entirely correct but had unfortunately revealed more to the voices than he should have.,1-1
3,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","""That doesn't mean she won't think your love unsightly,"" the voices hissed. ""After all, there are reasons you've kept the truth hidden so long,"" they continued.",1-2
4,"""Feigheit war das"", sagte der Optiker und schob die Ledertasche auf die andere Hüfte, weil das Rempeln der Tasche und das Rempeln der Stimmen langsam begannen wehzutun.","""Cowardice,"" the optician said, and shifted the leather bag to his other hip because the bumping of the bag and the jostling of the voices had started to hurt.",1-1
5,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.","""It was prudence,"" the voices retorted. ""Fear sometimes gives good advice,"" they said, and hummed the show's theme music.",1-2
6,Der Optiker wurde jetzt langsamer.,The optician's steps slowed.,1-1
7,"Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.","The walk to Selma's house, which only took ten minutes, suddenly seemed like a day's journey, a long day's journey with piles and piles of luggage.",1-1
8,Das stimmte.,It was true.,1-1
9,"Der Hund war schneematschfarben, er war verwaschen grau und zottelig wie ein ausschließlicher Irischer Wolfhund ohne etwas anderes drin.",The dog was the color of slush. It was watery gray and shaggy as only purebred Irish wolfhounds can be.,1-2
10,"Sein Körper war noch klein, aber seine Pfoten waren groß wie Bärentatzen, und wir wussten alle, was das bedeutete.","Its body was still small, but its paws were as big as a bear's, and we all knew what that meant.",1-1
11,Selma stand immer noch erhoben vor der Küchenbank.,Selma was still standing in front of the kitchen bench.,1-1
12,Sie schaute lange auf den Hund.,She looked at the dog for a long time.,1-1
13,"Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.",Then she looked at my father as if he were a gift shop.,1-1
14,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Farmer Häubel was sure that Death would be polite, just as he had been himself for his entire life.",1-1
15,"Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde.",He was sure that Death would not wrench life away from him but would remove it gently.,1-1
16,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich""? fragte, was Bauer Häubel natürlich bejahen würde.","He pictured Death knocking softly, opening the door just a crack, and asking, ""May I?"" to which Farmer Häubel would naturally answer in the affirmative.",1-1
17,"""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","""Of course,"" Farmer Häubel would say, ""please come in,"" and Death would enter.",1-1
18,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen"".","He would stand next to Farmer Häubel's bed and ask: ""Is this a good time? If not, I can always come back later.",2-1
19,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Farmer Häubel would sit up and say, ""No, no, this is a very good time. Let's not put it off, who knows when you'll be able to arrange it again. And Death would sit on the chair placed and ready for him at the head of the bed.",1-3
20,"Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen.","He would apologize in advance for his cold hands, which Farmer Häubel knew would not bother him at all, and then Death would lay a hand on Farmer Häubel's eyes.",1-1
21,"Die Leute im Dorf waren beunruhigt, man sah es ihnen an, auch wenn sie größtenteils versuchten, sich nichts anmerken zu lassen.","The villagers were unsettled, you could tell, even though most of them tried not to let anything show.",1-1
22,"Heute Morgen, wenige Stunden nach Selmas Traum, bewegten sich die Leute im Dorf, als habe sich auf allen Wegen Blitzeis gebildet, nicht nur draußen, sondern auch in den Häusern, Blitzeis in den Küchen und Wohnzimmern.","That morning, a few hours after Selma's dream, everyone moved through the village as if black ice had formed beneath their feet, not only outside, but inside their homes as well, black ice in their kitchens and living rooms.",1-1
23,"Sie bewegten sich, als seien ihnen die eigenen Körper ganz fremd, als seien all ihre Gelenke entzündet und auch die Gegenstände, mit denen sie hantierten, hochentzündlich.","They moved as if their own bodies suddenly felt foreign to them, as if all their joints were inflamed and all the objects they handled were highly flammable.",1-1
24,"Den ganzen Tag lang beargwöhnten sie ihr Leben und, soweit möglich, das aller anderen.","All day long, they eyed their lives suspiciously and, as far as possible, the lives of others as well.",1-1
25,"Immer wieder schauten sie hinter sich, um zu überprüfen, ob da jemand angesprungen käme mit Mordlust, jemand, der den Verstand verloren und deshalb nichts Nennenswertes mehr zu verlieren hatte, und sie schauten rasch wieder nach vorne, weil jemand ohne Verstand schließlich auch frontal angreifen konnte.",They kept looking around to check if someone filled with bloodlust were about to pounce—someone who had lost his reason and had nothing much to lose—and then they quickly looked straight ahead again because anyone who was out of his mind could very well attack from the front.,1-1
26,"Sie schauten nach oben, um herabfallende Dachziegel, Äste oder schwere Lampenschirme auszuschließen.","They looked up to rule out falling roof tiles, branches, or heavy light fixtures.",1-1
27,"Sie mieden alle Tiere, weil es aus denen, glaubten sie, schneller herausbrechen konnte als aus Menschen.",They avoided all animals because they believed animals were even more likely to lose it than their fellow humans.,1-1
28,"Sie machten einen Bogen um die gutartigen Kühe, die heute womöglich austreten würden, sie mieden die Hunde, auch die ganz alten, die kaum noch stehen konnten, ihnen aber heute vielleicht trotzdem an die Gurgel gehen würden.","They kept clear of the good-natured cows who, they believed, might go berserk that day. They avoided all dogs, even the very old ones who could barely stand.",1-2
29,"An solchen Tagen war alles möglich, da konnten einem auch vergreiste Dackel die Kehle durchbeißen, viel abwegiger als ein Okapi war das schließlich nicht.","On such days anything was possible, a senile dachshund could bite clean through one's throat, something which, in the end, was no more incongruous than an okapi.",1-1
30,Bis auf Selmas Schwägerin Elsbeth waren die Leute im Dorf meistens nicht abergläubisch.,"Except for Selma's sister-in-law Elsbeth, people in the village were for the most part not superstitious.",1-1
31,"Sie machten unbekümmert all das, was man bei Aberglauben nicht machen darf:",They blithely broke all of superstition's rules:,1-1
32,"Sie saßen gelassen unter Wanduhren, obwohl man bei Aberglauben daran sterben kann, sie schliefen mit dem Kopf zur Tür hin, obwohl das bei Aberglauben bedeutet, dass man durch genau die Tür bald mit den Füßen zuerst hinausgetragen wird.","They sat calmly under wall clocks even though the superstitious can die from it. They slept with their heads toward the door, though superstition claimed they'd soon be carried out that very door feetfirst.",1-2
33,"Sie hängten zwischen Weihnachten und Neujahr Wäsche auf, was, wie Elsbeth warnte, bei Aberglauben einem Suizid oder einer Beihilfe zum Mord gleichkommt.","They hung laundry to dry between Christmas and New Year's, which, according to superstition, Elsbeth would remind them, amounts to suicide or accessory to murder.",1-1
34,"Sie erschraken nicht, wenn nachts das Käuzchen rief, wenn ein Pferd im Stall stark schwitzte, wenn ein Hund nachts jaulte, mit gesenktem Kopf.","They were not frightened when owls hooted, when a horse in the stall broke into a heavy sweat, when a dog howled in the night with its head lowered.",1-1
35,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht.","The train ride lasted fifteen minutes, there were no intermediate stops.",1-1
36,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","From our very first train ride, we always played the same game. We stood with our backs to the windows in facing doors; Martin closed his eyes and I looked out the window in the door behind him.",1-2
37,"In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen.","In first grade, I had listed for Martin everything I saw during the ride and he tried to learn it all by heart.",1-1
38,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","It worked so well that by second grade I no longer had to list anything, and Martin, with his back to the window and his eyes closed, could recite almost everything I was seeing through the foggy window: ""Wire factory,"" he would say at the very moment we passed the wire factory.",1-1
39,"""Jetzt Feld. Weide.","""Now field. Meadow.",1-2
40,Das Gehöft vom verrückten Hassel.,Crazy Hassel's farmhouse. Pasture.,1-2
41,Wiese. Wald.,Forest. Forest.,2-2
42,Wald. Hochsitz eins.,Hunting blind one.,1-1
43,Feld. Wald. Wiese.,Field. Forest. Pasture.,1-3
44,"Weide, Weide.","Meadow, meadow.",1-1
45,Reifenfabrik.,Tire factory.,1-1
46,Dorf. Weide.,Village. Meadow.,1-2
47,Feld. Hochsitz zwei.,Field. Hunting blind two.,1-2
48,Waldstück.,Woodland.,1-1
49,"Hof. Feld. Wald. Hochsitz drei. Dorf.""",Farm. Field. Forest. Hunting blind three.,1-4
