id,source,translation,n2m
1,"Deux autres petites photos à bords dentelés, datant vraisemblablement de la même année, montrent la même enfant, mais plus menue, dans une robe à volants et manches ballon.","Two other small photos with scalloped edges, likely from the same year, show the same thin child in a dress with frills and puff sleeves.",1-1
2,"Sur la première, elle se blottit de façon espiègle contre une femme au corps massif, d'un seul tenant dans une robe à larges rayures, les cheveux relevés en gros rouleaux.","In the first picture, she mischievously snuggles against a heavy-set woman, entirely draped in a wide striped dress, her hair up in large rolls.",1-1
3,"Sur l'autre, elle lève le poing gauche, le droit est retenu par la main d'un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante.","In the other picture, she lifts her left fist; her right is held by the hand of a tall man in a light jacket and creased trousers, adopting a nonchalant posture.",1-1
4,"Les deux photos ont été prises le même jour devant un muret surmonté d'une bordure de fleurs, dans une cour pavée.",Both photos were taken on the same day in front of a low wall topped with flower beds in a paved courtyard.,1-1
5,Au-dessus des têtes passe une corde à linge sur laquelle une épingle est restée accrochée.,Above their heads there's clothesline with one pin still clipped on it.,1-1
6,"Une autre photo, signée du même photographe mais le papier du livret est plus ordinaire et le liseré d'or a disparu —, sans doute vouée à la même distribution familiale, montre une petite fille d'environ quatre ans, sérieuse, presque triste malgré une bonne bouille rebondie sous des cheveux courts, séparés par une raie au milieu et tirés en arrière par des barrettes auxquelles sont attachés des rubans, comme des papillons.","Another photo, credited to the same photographer but the paper of the booklet is more ordinary and the gold trim has disappeared —, likely destined for the same family distribution, shows a little girl of about four years old, serious, almost sad despite a good round face under short hair, parted in the middle and pulled back by barrettes to which ribbons are attached, like butterflies.",1-1
7,"La main gauche repose sur la même table sculptée, entièrement visible, de style Louis XVI.","The left hand rests on the same carved table, fully visible in Louis XVI style.",1-1
8,"Elle apparaît boudinée dans son corsage, sa jupe à bretelles remonte par-devant à cause d'un ventre proéminent, peut-être signe de rachitisme (1944, environ).",She appears plump in her blouse; her suspender skirt pulls up at front due to a protruding belly perhaps a sign of rickets (circa 1944).,1-1
9,Les garçons étaient fiers de partir au régiment et on les trouvait beaux en soldats.,The boys were proud to join the regiment and they looked handsome in their uniforms.,1-1
10,"Le soir du conseil de révision, ils faisaient la tournée des cafés pour célébrer la gloire d'être reconnus comme de vrais hommes.","On the evening of their enlistment, they made their round of local cafes to celebrate the glory of being recognized as real men.",1-1
