id,source,translation,n2m
1,"Deux autres petites photos à bords dentelés, datant vraisemblablement de la même année, montrent la même enfant, mais plus menue, dans une robe à volants et manches ballon.","Two other small, dented photographs, likely taken the same year, show the same child, but smaller, in a ruffled dress and puffed sleeves.",1-1
2,"Sur la première, elle se blottit de façon espiègle contre une femme au corps massif, d'un seul tenant dans une robe à larges rayures, les cheveux relevés en gros rouleaux. Sur l'autre, elle lève le poing gauche, le droit est retenu par la main d'un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante.","In the first, she snuggles playfully against a large woman wearing a striped dress with her hair rolled up, while in the second, she raises her left fist and her right hand is held by a tall man wearing a light-colored vest and pants, with a casual posture.",2-1
3,"Les deux photos ont été prises le même jour devant un muret surmonté d'une bordure de fleurs, dans une cour pavée.","The two photos were taken the same day in front of a wall adorned with a flower border, in a paved courtyard.",1-1
4,Au-dessus des têtes passe une corde à linge sur laquelle une épingle est restée accrochée.,"A clothesline runs above their heads, with a pin still attached.",1-1
5,"Une autre photo, signée du même photographe mais le papier du livret est plus ordinaire et le liseré d'or a disparu —, sans doute vouée à la même distribution familiale, montre une petite fille d'environ quatre ans, sérieuse, presque triste malgré une bonne bouille rebondie sous des cheveux courts, séparés par une raie au milieu et tirés en arrière par des barrettes auxquelles sont attachés des rubans, comme des papillons.","Another photo, signed by the same photographer but with a more ordinary paper and lacking the golden border, likely intended for the same family distribution, shows a four-year-old girl, serious and almost sad despite a lively bunch of curls under a short haircut, pulled back by ribbons tied to barrettes, like butterflies.",1-1
6,"La main gauche repose sur la même table sculptée, entièrement visible, de style Louis XVI. Elle apparaît boudinée dans son corsage, sa jupe à bretelles remonte par-devant à cause d'un ventre proéminent, peut-être signe de rachitisme (1944, environ).","Her left hand rests on the same carved Louis XVI-style table, fully visible, while her right hand is tucked into her bodice, her skirt pulled up in front due to a prominent belly, perhaps a sign of rickets (1944, approximately).",2-1
7,Les garçons étaient fiers de partir au régiment et on les trouvait beaux en soldats.,The boys were proud to leave for the regiment and looked handsome in their soldier's uniforms.,1-1
8,"Le soir du conseil de révision, ils faisaient la tournée des cafés pour célébrer la gloire d'être reconnus comme de vrais hommes.","In the evening of the draft board, they went from café to café to celebrate their new status as real men.",1-1
9,"Avant le régiment, ils étaient encore des gamins et ne valaient rien sur le marché du travail et du mariage.","Before the regiment, they were still just kids and weren't worth anything in the job market or in marriage.",1-1
10,"Après, ils pourraient avoir une femme et des enfants.","Afterwards, they could have a wife and children.",1-1
11,L'uniforme qu'ils promenaient dans le quartier lors des permissions les enveloppait de beauté patriotique et de sacrifice virtuel.,The uniforms they wore on their leaves in the neighborhood were steeped in patriotic beauty and virtual sacrifice.,1-1
