id,source,target,n2m
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes.",日の出前に、雲の塊が黒く燃え尽き、地平線は古く錆びたシルエットの遺骸でいっぱいだった。,1-1
2,They were alone.,彼らは一人だけだった。,1-1
3,"Chemtrails, the farmer had said to Alec, early on their walk.",「ケムトレイルだ」と農夫はアレックに早朝の散歩中に言った。,1-1
4,"Other than this, he had been silent.",それ以外では彼は黙っていた。,1-1
5,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth.",五十フィート先、畑は新鮮に耕された茶色の土になり、凸凹な地表に至る所で塊を形成していました。,1-1
6,Chalky rocks littered the plot in every direction.,白っぽい岩があちこちの敷地に散らばっていました。,1-1
7,Each step in this place was as muddy and wet as the last.,この場所での一歩一歩は前回同様、泥だらけで湿っていました。,1-1
8,"Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",さらに遠くでは薄い金属のフェンスが土地の端を示し、羊が通り抜けようとしたところ、羊毛の塊がワイヤーを飾っておりまるで妖精のライトみたいです。,1-1
9,He swatted another fly away from his face.,彼は顔からもう一匹のハエを追い払った。,1-1
10,"No, the farmer said.",「いいえ」と農夫は言った。,1-1
11,I'm a vegetarian.,「私は菜食主義者です」。,1-1
12,"Really? My wife tried doing that a few years back, and. No, the farmer said, and the conversation died.",「本当に？ 私の妻が数年前にそれを試したことがあるんだけど、－」 「いいえ」と農夫は言った、そして会話は途切れてしまった。,3-1
13,"The world was still dark, even if only for a little while.",世界はまだ暗かった、せめてしばらくの間だけでも。,1-1
14,The sun was almost free.,太陽はほぼ自由になりつつあった。,1-1
15,The day had almost begun.,1日が始まろうとしていた。,1-1
16,"They're selling up to live with family, so she says.",「彼らは家族と一緒に暮らすために売り出しているんだって、彼女がそう言ってたよ。,1-1
17,"I think I saw them in town a few times, Alec said.",「僕、町で何度か見かけたことある気がする。」アレックが言った。,1-1
18,"They were almost at the water tank, at the smile.",彼らはもうすぐ水槽、そしてその微笑みの場所に到着する。,1-1
19,Were they the ones who made those wagon wheels?,「彼らがあの馬車の車輪を作り出した人達だっけ？,1-1
20,"They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose.",彼らはソーセージの肉を一種の―まあ、シナモンスワールみたいな形に混ぜこんでいたよね。,1-1
21,It's delicious.,本当に美味しいんだ。,1-1
22,Did you ever try one?,君も試したことある？」,1-1
23,"Jean's moving out, the farmer said.",「ジーンが引っ越すんだ」と農夫が言った。,1-1
24,Did you know?,「知ってたか？」,1-1
25,Who?,「誰？」,1-1
26,"Jean. The lady who lives down the lane, the farmer said, frowning.",「ジーン・・・道の下に住んでる女性だよ」と農夫は眉をひそめて言った。,2-1
27,"She's moving out, selling up her farm.",「彼女が引っ越し、自分の農場を売るそうだ」,1-1
28,"Oh yes, Jean.",「ああ、ジーンか。。。,1-1
29,His voice drifted.,」彼の声は遠くに漂っていった。,1-1
30,I saw the sign.,「看板を見たよ」,1-1
31,"Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition.",アレックはここへ来る道すがらそれを通り過ぎただろう。 この倍の大きさの農場で、その動物と土地と人々は全てここのよりも遥かに良い状態だ。,1-2
32,He had not known the name.,彼はその名前を知らなかった。,1-1
33,He knew few out here.,ここではほとんど知らない。,1-1
