id,source,target,n2m
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни: Маэстро, вы превзошли себя!","Wszystko co było później było przewidywalne: okrzyki i jęki, nerwowe żarty i pochwały dla mnie, stojącego w bieli przy ruszcie: Maestro, przewyższyłeś samego siebie!",2-1
2,"Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь?","Suzanna, czy czujesz zapach stu tysięcy wyrzuconych przez Nastaszę Filippowną do ognia?",1-1
3,"Милый, сколько же сегодня сжег ты для меня?","Kochanie, ile to dzisiaj dla mnie spaliłeś?",1-1
4,"Барбара, мы с тобой преступницы!","Barbara, jesteśmy z tobą zbrodniarkami!",1-1
5,"Ах, в этой рыбе привкус безумия!","Ach, ta ryba ma nutę szaleństwa!",1-1
6,"Томас, стыдно признаться, но я впервые ем и осетрину!","Thomasie, wstyd mi to przyznać , ale po raz pierwszy jem jesiotra!",1-1
7,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца.","Siorbiąc cygaro, wyciągam paczkę pięknych półprzezroczystych angielskich banknotów z samozadowoloną miną króla, wyjmuję jeden, składam z niego cielce.",1-1
8,Кладу в пепельницу и поджигаю.,Kładę go w popielniczce i podpalam.,1-1
9,"Это жертва благодарения цифровому миру, обеспечившему нас работой.","Jest to ofiara dziękczynna dla cyfrowego świata, który zapewnił nam pracę.",1-1
10,Я совершаю этот ритуал каждый раз после удачного вечера.,Dokonuję tego rytuału za każdym razem po udanym wieczorze.,1-1
11,"Современные купюры горят отвратительно, приходиться поджигать и поджигать.","Współczesne banknoty palą się okropnie, muszę je podpalać i podpalać.",1-1
12,"Мда, англичане в ту пору оказались ""впереди планеты всей"".","Cóż, w tamtym czasie Anglicy okazali się ""na czele całej planety"".",1-1
13,"Четверку джентльменов, подаривших миру новую моду, тогда окрестили ""новыми битлами"": трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол.","Czterech dżentelmenów, którzy podarowali światu nową modę, nazwano wtedy ""nowymi Beatlesami"": trzech z nich miało takie same imiona jak Liverpool Four: John, George i Paul.",1-1
14,Контрфаготиста звали Грегор.,Kontrafagocista nazywał się Gregor.,1-1
15,"И те, и нынешние стремительно ворвались в послевоенный европейский мир.","Zarówno oni, jak i dzisiejsi mężczyźni burzliwie wkroczyli do powojennego świata europejskiego.",1-1
16,"Да, после войны всем, всем вдруг отчаянно захотелось почитать.","Tak, po wojnie wszyscy nagle zaczęli rozpaczliwie chcieć czytać.",1-1
17,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.","Ręce włamywaczy skierowały się ku bibliotekom, a smakosze i złota młodzież do pierwszych podziemnych czytelń.",1-1
18,Потом туда хлынули и обыватели.,Potem zwykli ludzie tłumnie ściągnęli tam.,1-1
19,Это были золотые времена.,To były złote czasy.,1-1
20,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.",Ci którzy znaleźli się właśnie w odpowiednim miejscu zarobili krocie: drugorzędny kucharz ze ulicznej garkuchni zdobył fortunę w ciągu kilku miesięcy.,1-1
21,"Мда, родись я лет на пять пораньше.","Cóż, gdybym urodził się o pięć lat wcześniej .",1-1
22,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,W te szalone lata ludzie zauroczeni procesem nie zwracali uwagi na jakość .,1-1
23,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Wtedy czytano coś na kształt ""po przekątnej"": dymy ,sazen , opary .",1-1
