id,source,translation,n2m
1,"""Tak co, líbí se ti něco?"" zeptal se Frodo, když viděl, jak na obrázky koukám.","""Tak, coś lubisz?"" zapytał Frodo, gdy zobaczył, jak na obrazki kijkam.",1-1
2,"""Všechno,"" přikývla jsem.","""Wszystko,"" odrzekłam.",1-1
3,Moje obrázky vedle těch jeho vypadaly jako úplný mazanice.,Moje obrazy obok jego wyglądały jak pełny koszmar.,1-1
4,Až jsem se před ním styděla.,Aż się przed nim szanowałam.,1-1
5,"""Tenhle nejvíc,"" ukázala jsem na zasněženou krajinu.","""Ten najbardziej,"" pokazałam na zaspaną krajobraz.",1-1
6,"""Tak si ho vezmi, jestli chceš,"" mrkl na mě Frodo, ""teda pokud mi taky jeden svůj dáš.""","""Tak si go weź, jeśli chcesz,"" mrugnął na mnie Frodo, ""tedy jeśli mi dajesz także jednego swojego.",1-1
7,"""Když moje nejsou tak pěkný,"" zavrtěla jsem hlavou a nemohla jsem spustit oči z Frodovy krajiny.","""Kiedy moje nie są tak piękne,"" zawróciłam głowę i nie mogłam oderwać oczu od Frodowej krajobrazu.",1-1
8,"Do tý doby mě nenapadlo, že by učitel mohl taky malovat.","Do tej pory nie przyszło mi, że nauczyciel mógłby także malować.",1-1
9,"Teda nikdy žádná učitelka na výtvarku nám neukázala žádnej obrázek, kterej dělala.","Nigdy żaden nauczyciel nie pokazał nam żadnego obrazu, który wykonał.",1-1
10,"Jen jsem přikývla a Frodo sáhl na skříň, kde měl takovou roli a v ní několik výkresů.","Tylko ja się kręciłam i Frodo szukał w szufladzie, gdzie miał taką rolę i kilka rysunków.",1-1
11,"Když je vytáhl, zavoněly z toho nějaký barvy, myslím, že to byly opravdový malířský.","Gdy je wyciągnął, zaczęły się tam barwy, sądziłem, że to były prawdziwe malarskie.",1-1
12,"Na několika obrázcích byly různý postavy, nebo třeba jen člověk jako by si obtiskl páteř na papír, potom takový krásný domečky a několik takovejch neurčitejch krajin.","Na kilku obrazach były różne postacie, lub tylko człowiek, jakby odcisnął kręgosłup na papierze, potem takie piękne chałupy i kilka takich niedefinowanych krajobrazów.",1-1
13,"Ty se mi líbily nejvíc, protože na nich vlastně skoro nic nebylo, třeba jen jako zasněžená krajina, kde trošičku vylízala ze sněhu hlína a kousek hráze u rybníka, ale přitom to bylo úplně nejlepší.","Te mi się najbardziej lubiły, ponieważ na nich była niemal nic, np. Tylko lekko zarośnięta krajobraz, gdzie trochę ziemi wylizała śnieg i kawałek grobli przy stawie, ale to było zupełnie najlepsze.",1-2
14,"Sedl si ke stolku vedle mě a otevřel desky, který jsem mu dala, a začal si prohlížet obrázky jeden po druhým.","Usiedlił się obok mnie i otworzył album, którego go dałam, i zaczął przeglądać obrazy jedno po drugim.",1-1
15,"Na některý se díval docela dlouho, úplně je zkoumal, takže mi bylo jasný, že musí vidět všechny chyby, co na nich jsou.","Na niektóre spojrzał bardzo długo, całkiem je zbadał, więc było mi jasne, że musi zobaczyć wszystkie błądów, które na nich są.",1-1
