id,source,target,n2m
1,"""Tak co, líbí se ti něco?"" zeptal se Frodo, když viděl, jak na obrázky koukám.","No, czy coś ci się podoba? zapytał Frodo, widząc, jak patrzę na obrazki.",1-1
2,"""Všechno,"" přikývla jsem.",Wszystko przytaknęłam.,1-1
3,Moje obrázky vedle těch jeho vypadaly jako úplný mazanice.,Moje obrazki w porównaniu z jego wyglądały jak całkowite maziaje.,1-1
4,Až jsem se před ním styděla.,Aż się przed nim wstydziłam.,1-1
5,"""Tenhle nejvíc,"" ukázala jsem na zasněženou krajinu.",Ten najbardziej wskazałam na zasnężoną krajobraz.,1-1
6,"""Tak si ho vezmi, jestli chceš,"" mrkl na mě Frodo, ""teda pokud mi taky jeden svůj dáš.""","No to weź go, jeśli chcesz mrugnął do mnie Frodo o ile mi też oddasz jeden swój.",1-1
7,"""Když moje nejsou tak pěkný,"" zavrtěla jsem hlavou a nemohla jsem spustit oči z Frodovy krajiny.",Skoro moje nie są tak piękne pokręciłam głową i nie mogłam oderwać oczu od Frodowej krajobrazu.,1-1
8,"Do tý doby mě nenapadlo, že by učitel mohl taky malovat.","Do tej pory nie przyszło mi do głowy, że nauczyciel mógłby też malować.",1-1
9,"Teda nikdy žádná učitelka na výtvarku nám neukázala žádnej obrázek, kterej dělala.","No bo nigdy żadna nauczycielka nam nie pokazała żadnego obrazu, który sama namalowała.",1-1
10,"Jen jsem přikývla a Frodo sáhl na skříň, kde měl takovou roli a v ní několik výkresů.","Ja tylko skinęłam głową, a Frodo sięgnął do szafy, w której miał jakąś rolkę z kilkoma rysunkami.",1-1
11,"Když je vytáhl, zavoněly z toho nějaký barvy, myslím, že to byly opravdový malířský.","Kiedy je wyjął, zaczął unosić się z nich zapach farb, myślę, że to były prawdziwe malarskie.",1-1
12,"Na několika obrázcích byly různý postavy, nebo třeba jen člověk jako by si obtiskl páteř na papír, potom takový krásný domečky a několik takovejch neurčitejch krajin.","Na kilku obrazach były różne postacie, albo po prostu człowiek, jakby odcisnął swoją krzywiznę na papierze, a potem takie piękne domki i kilka nieokreślonych krajobrazów.",1-1
13,"Ty se mi líbily nejvíc, protože na nich vlastně skoro nic nebylo, třeba jen jako zasněžená krajina, kde trošičku vylízala ze sněhu hlína a kousek hráze u rybníka, ale přitom to bylo úplně nejlepší.","Te mi się najbardziej podobały, bo na nich praktycznie nic nie było, tylko jakby zasnężona kraina, gdzie trochę wyłaniała się z śniegu ziemia i kawałek brzegu przy stawie, ale to było najlepsze.",1-1
14,"Sedl si ke stolku vedle mě a otevřel desky, který jsem mu dala, a začal si prohlížet obrázky jeden po druhým.","Usiadł przy stole obok mnie i otworzył te deski, które mu dałam, i zaczął oglądać obrazki jeden po drugim.",1-1
15,"Na některý se díval docela dlouho, úplně je zkoumal, takže mi bylo jasný, že musí vidět všechny chyby, co na nich jsou.","Przy niektórych patrzył długo, dokładnie je przyglądał, więc było dla mnie jasne, że widzi wszystkie błędy, które się na nich znajdują.",1-1
16,"A taky že poznal, kdy už se mi na tom obrázku nechtělo dělat a jen jsem to tak doplácala barvama.","I rzeczywiście, dostrzegł, kiedy już nie miałam ochoty dokończyć obrazka i tylko dorzucałam kolorów.",1-1
17,"Potom vzal ten výkres s vránama a řekl, že ten se mu líbí nejvíc.","Potem wziął ten rysunek z wronami i powiedział, że najbardziej mu się podoba.",1-1
18,A usmíval se a vypadal ještě víc jako Frodo.,I uśmiechał się i wyglądał jeszcze bardziej jak Frodo.,1-1
19,"Všimla jsem si, že má takový krásně dlouhý prsty s kulatejma nehtama.","Zauważyłam, że ma pięknie długie palce z okrągłymi paznokciami.",1-1
20,"Po čtvrtý hodině jsem počkala, až všichni odejdou na oběd, protože holky by mohlo napadnout, že půjdou za Frodem se mnou, a já jsem s ním chtěla být sama.","Po czwartej godzinie czekałam, aż wszyscy pójdą na obiad, bo dziewczyny mogłyby pomyśleć, że pójdą za Frodem ze mną, a ja chciałam być z nim sama.",1-1
21,"Jenže když jsem došla ke kabinetu a chtěla zaťukat na dveře, příšerně mi tlouklo srdce a měla jsem hroznej strach, i když nevím z čeho.","Ale gdy doszłam do gabinetu i chciałam zapukać do drzwi, serce mi waliło jak oszalałe, a miałam straszny strach, choć nie wiedziałam z czego.",1-1
22,"Trochu jsem si vytáhla tričko pod pažema a čichla si, jestli nejsem cejtit potem, protože jsem se v matice úplně zpotila strachem.","Trochę wyciągnęłam koszulkę pod pachami i poczułam, czy nie czuję potu, bo w macicy cała się spociłam ze strachu.",1-1
23,Tak jsem nakonec desky otevřela a začala výkresy vyrovnávat na lavici.,W końcu otworzyłam te deski i zaczęłam układać rysunki na stoliku.,1-1
24,"Na hodně z nich byly různý zátiší a potom obrázky toho, co vidím z okna pokoje, protože to mě hodně baví.","Na wielu z nich były różne zestawienia, a także obrazy tego, co widzę z okna mojego pokoju, bo to mnie bardzo bawi.",1-1
25,"A taky ty vrány, který jsem zkoušela dělat temperou a pak jsem do toho ještě rozmazala suchej pastel.","I te wrony, które próbowałam namalować temperą, a potem jeszcze rozmazałam suchym pastelom.",1-1
26,"Děcka úplně koukaly, protože vlastně si mejch obrázků ve škole nikdy moc nevšímaly, až teď.","Dzieciaki patrzyły z zaciekawieniem, bo w szkole nigdy nie zwracały uwagi na moje rysunki, aż do teraz.",1-1
27,"Jasně že jsem vybrala ty nejhezčí, a nepovedený matlanice jsem nechala doma.","Oczywiście wybrałam najładniejsze, a te nieudane pozostawiłam w domu.",1-1
28,"Dokonce Marek Roseckej pořád žadonil, ať mu jeden dám, ale já řekla, že nemůžu.","Nawet Marek Roseckej cały czas prosił, żebym mu dała jeden, ale powiedziałam, że nie mogę.",1-1
29,"I když ve skutečnosti jsem spíš nechtěla, protože jsem je měla všechny pro Froda.","Chociaż w rzeczywistości bardziej nie chciałam, bo miałam je wszystkie dla Froda.",1-1
30,"Hned jak zazvonilo, běžela jsem do šatny, ale naštěstí tam obrázky byly.","Gdy tylko dzwonek zadzwonił, pobiegłam do szatni, ale na szczęście tam były obrazy.",1-1
31,"Rychle jsem desky vzala a odnesla je do třídy, i když teda holky na mě čuměly, co jako táhnu, jestli jsou to fakt ty výkresy pro Froda.","Szybko wzięłam deski i zaniosłam je do klasy, choć dziewczyny na mnie patrzyły zdziwione, co ja tam tak ciągnę, czy to naprawdę te rysunki dla Froda.",1-1
32,"Sice mně vadilo, že minulej tejden slyšely, jak mně Frodo říkal, abych mu je přinesla, ale na druhou stranu se mi líbilo, že se před nima můžu trochu pochlubit.","Trochę mnie denerwowało, że w zeszłym tygodniu słyszały, jak Frodo mówił mi, żebym mu je przyniosła, ale z drugiej strony lubiłam, że mogę się przed nimi trochę pochwalić.",1-1
33,"Dneska jsem šla do školy o dost dřív, protože jsem nechtěla, aby děcka ve škole viděly, že nesu desky s výkresama.","Dzisiaj poszłam do szkoły dużo wcześniej, bo nie chciałam, żeby dzieci w szkole zobaczyły, że niosę deski z rysunkami.",1-1
34,"Strčila jsem si je v šatně za skříňky a říkala si, že nepůjdu na oběd a vyndám je, až budu v šatně sama.","Schowałam je w szatni za szafkami i powiedziałam sobie, że nie pójdę na obiad i wyciągnę je, gdy będę w szatni sama.",1-1
35,"Jenže potom mě v matice napadlo, že třeba bude uklízečka umývat podlahy a všimne si, že tam jsou za skříňkou nějaký desky, a někam to odnese nebo vyhodí.","Ale potem w matematyce przyszło mi do głowy, że może sprzątaczka będzie myć podłogę i zauważy, że za szafkami są jakieś deski i coś tam zabierze albo wyrzuci.",1-1
36,"Celou matiku mě polívalo strašný horko, jak jsem se bála, že se to stane.","Cała matematyka sprawiła mi straszne ciepło, bo się bałam, że to się stanie.",1-1
37,"A nadávala jsem si, že jsem pitomá.",I wyzywałam siebie od głupich.,1-1
38,"Radši jsem zhasla lampičku a v duchu si pořád představovala, jak si můj obrázek dlouho prohlížel a pochválil mě před celou třídou.","Zgasiłam więc lampkę i wciąż wyobrażałam sobie, jak mój obrazek długo przyglądał się i pochwalił mnie przed całą klasą.",1-1
39,"A napadlo mě, že třeba jsem pro něj výjimečná, jiná než ostatní holky.","I pomyślałam, że może jestem wyjątkowa, inna niż pozostałe dziewczyny.",1-1
40,"Zachumlala jsem se do peřiny a snila o tom, jak mu ukážu svoje obrázky a jemu se budou líbit.","Zwinęłam się w kłębek w kołdrze i śniłam o tym, jak pokażę mu moje obrazy i spodobają mu się.",1-1
41,"A pak spolu začneme kamarádit, i když on je o hodně starší, a budeme si povídat o různejch věcech, hlavně o kreslení, a ostatní holky mně budou závidět.","I wtedy zaczniemy się przyjaźnić, choć on jest o wiele starszy, i będziemy rozmawiać o różnych rzeczach, głównie o rysowaniu, a inne dziewczyny będą mi zazdrościć.",1-1
42,"""Já ho asi miluju.","Myślę, że go kocham.",1-1
43,"A on mě určitě taky,"" mlela pořád dokola, až jsem jí taky chtěla něco říct.","A on na pewno mnie też mówiła w kółko, aż zaczęłam jej też coś powiedzieć.",1-1
44,"Napadlo mě, že se jí pochlubím, že se Frodovi líbily moje obrázky, jenže pak mi to přišlo pitomý.","Przyszło mi do głowy, żeby się pochwalić, że Frodowi spodobały się moje obrazki, ale potem uznałam, że to byłoby głupie.",1-1
45,"Taky proto, že by to určitě vykecala mamce, a mamka by řekla, že je to pitomost.","Bo przecież ona by to mamie wyśpiewała, a mama powiedziałaby, że to głupota.",1-1
46,"""Je to fakt dobrý,"" řekl mi Frodo, když se na můj výkres koukal.","Naprawdę dobry powiedział mi Frodo, patrząc na mój rysunek.",1-1
47,"A skoro to vypadalo, že je z toho obrázku překvapenej.","I wyglądało na to, że jest zaskoczony.",1-1
48,"Pak se ptal, jestli maluju i doma, tak jsem odpověděla, že jo.","Potem zapytał, czy maluję także w domu, więc odpowiedziałam, że tak.",1-1
49,"Nejradši bych mu řekla i to, že chci být malířkou, ale mamka pořád opakuje, že je to blbost, že člověk musí dělat něco pořádnýho, jako třeba ona dělá knihovnici v knihovně, tak jsem raději mlčela, aby si nemyslel, že mám blbý nápady.","Chciałam mu powiedzieć, że chcę być malarką, ale mama ciągle powtarza, że to głupota, że trzeba robić coś sensownego, tak jak ona, bibliotekarka w bibliotece, więc wolałam milczeć, żeby nie myślał, że mam głupie pomysły.",1-1
50,"Chvíli na výkres ještě koukal a otáčel ho ze všech stran a pak šel dál a koukal na obrázek Lindy, která nakreslila takový docela pěkný jabko.","Przez chwilę jeszcze patrzył na rysunek, obracając go ze wszystkich stron, a potem poszedł dalej i popatrzył na obrazek Lindy, która narysowała całkiem ładne jabłko.",1-1
