id,source,target,n2m
1,"Alles zu vergessen, ist gewiss schlimm.",すべてを忘れることは確かに悪い。,1-1
2,"Noch schlimmer ist, nichts zu vergessen, wird doch jedes Wissen erst durch Vergessen erzeugt.",もっと悪いのは、何も忘れないことで、知識は実際には忘れによって生成される。,1-1
3,"Wenn alles unterschiedslos gespeichert ist, wie auf den elektrische Energie verbrauchenden Datenspeichern, verliert es seine Bedeutung und wird zu einer ungeordneten Ansammlung unbrauchbarer Information.",すべてが電気的なデータ保存装置に保存されるように、区別なく保存されると、その意味が失われ、有用な情報の無秩序な集合体となる。,1-1
4,"Ein Gedächtnis, das alles bewahrte, bewahrte im Grunde nichts.",「全てを保持した記憶は、基本的には何も保持していない。,1-1
5,"Jene Kalifornierin, die sich ohne Mnemotechnik jeden einzelnen Tag seit dem 5. Februar 1980 vergegenwärtigen kann, ist gefangen im Echoraum ihrer fortwährend auf sie einstürzenden Erinnerungen — eine Wiedergängerin jenes attischen Feldherrn Themistokles, der jeden einzelnen Bürger seiner Heimatstadt mit Namen zu nennen wusste und der dem Mnemoniker Simonides ausrichten ließ, eher begehre er die Kunst des Vergessens als die des Gedächtnisses zu erlernen: ""Auch was ich nicht in der Erinnerung behalten will, das behalte ich; was ich jedoch vergessen will, das kann ich nicht vergessen"".",1980年2月5日以降、彼女は自分自身のために mnemonics を使わないで毎日を想起することができるカリフォルニア人であるが、彼女は繰り返す記憶のecho chamberに閉じ込められている。 彼女は、名前を思い出すことができるAttic general Themistoclesに似ている。 彼女は、 Simonides に対して、「私は、記憶の技術よりも、忘却の技術を学びたい」と言った。,2-3
6,"Eine Vergessenskunst ist aber ein Ding der Unmöglichkeit, weil alle Zeichen Anwesenheiten darstellen, selbst wenn sie auf Abwesenheiten verweisen.",しかし、忘却の技術は不可能である。 なぜなら、すべてのサインは存在を表し、それらが示すものは存在しないということを示すために使われるからである。,1-2
7,"Beinahe jeden, den im Römischen Reich der Bann der damnatio memoriae traf, behaupten die Enzyklopädien mit Namen zu kennen.",ローマ帝国でdamnatio memoriae に課せられた者の名前を、百科事典は主張している。」,1-1
8,"Der Freitod erscheint vielleicht als die radikalste Maßnahme, über die Ungewissheit der Zukunft zu triumphieren, freilich zum Preis einer verkürzten Existenz.",自殺は、将来の不確実性に対する最もラジカルな措置であるかのように思われます、ただし、存命中の短縮による代償を支払うことになります。,1-1
9,"Es wird berichtet, dass zu den Geschenken jener indischen Gesandtschaft, die Augustus einst auf der Insel Samos empfing, nicht nur ein Tiger und ein armloser Jüngling, der seine Füße wie Hände zu benutzen wusste, gehörten, sondern auch ein Mann namens Zarmaros aus der Kaste der Brahmanen, der sein Leben selbst zu beenden gedachte, gerade weil es so verlaufen sei wie gewünscht.",サモス島でアウグストゥスが受け取ったインド大使館の贈り物の中に、ただし、腕を持たない青年や、その足を手のように使える者たちしかいないと思われる。 また、ブラーフマンのカーストに属するザルマロスという男もいたと報告されています。,1-2
10,"Um sicherzustellen, dass ihm nicht doch noch etwas Unvorhergesehenes zustieß, sprang er in Athen lachend, nackt und gesalbt ins Feuer, verbrannte zweifellos qualvoll bei lebendigem Leib und ging mit der Inszenierung seines selbstbestimmten Todes in die Geschichte ein, wenn auch nur als kuriose Anekdote in einem Band jener einst achtzig Bücher umfassenden Römischen Geschichte des Cassius Dio, dessen Inhalt zufällig überliefert wurde.","彼は、自分の人生が望んでいた通りに進んでいたため、自分の命を終えることを意図していました。 そして、何か不測のことが起こるのを避けるために、アテネで笑いながら、裸で、油を塗って火に飛び込み、生きたまま焼かれてしまいました。 彼は，自分自身で演出した死池創造，乙組雌奇話之一。 and went into Cassius Dio's ""Roman History"" as a strange anecdote。",1-4
