id,source,translation,n2m
1,很久很久以后的某天，她的丈夫从医院回来。,とても遠い未来のある日、彼女の夫が病院から帰ってきました。,1-1
2,"他表情严肃，说""文化大革命""了，医院天天开会，也有人写了他的大字报，说他的历史有问题。",彼は厳粛な表情で、「文化大革命」が起きたと語り、病院では毎日会議が開かれ、彼に対する大文字のポスターも作られた。 それは彼の歴史に問題があると言われていました。,1-2
3,她很紧张，不知道丈夫向她讲述这些意味着什么。,彼女は非常に不安で、夫がこれらを自分に教えてくれる意味が何なのか理解できませんでした。,1-1
4,但她的丈夫却突然说，你不会有事的，我会保护你。,しかし突然、夫は「あなたは大丈夫だよ。 私が守るからね」と言った。,1-2
5,你过去的事，一辈子都不要想起来。,「過去のことを一生思い出さなくていいよ。,1-1
6,你最大的敌人，不是外面的人，恐怕是那些你不记得的东西。,最大の敵は外部ではなく、忘れてしまったものかもしれないね」,1-1
7,如果有人问你，你就说你什么都不知道，这样就行了。,そして、「誰かに質問されたら何も知りませんと答えるだけで良し」と付け加えました。,1-1
8,你是哪里人？,あなたはどこから来たのですか？,1-1
9,住在哪个村？,どの村に住んでいますか？,1-1
10,你多大年龄？,あなたは何歳ですか？,1-1
11,你家里还有什么人？,家族には誰がいますか？,1-1
12,你怎么掉进了河里？是翻船了，还是坏人把你扔下去的？,なぜ川に落ちたのですか？ 船が転覆したのですか、それとも悪人に投げ込まれたのですか？,1-2
13,就你一个落水的吗。,貴方だけが水中に落ちました。。。,1-1
14,人们交替着询问，即令声音温和也如一根根利刺扎过来，她的心瞬间剧痛无比。,人々が交互に質問を投げ掛ける。 その声音は優しくても、一本一本利きざみが突き刺さるようで彼女の心臓を瞬時に激痛で満ちる。,1-2
15,她在床上蜷缩成一团。,彼女はベッド上で丸まっている。,1-1
16,她想，是呀，我是哪里人呢？,そうだ、私はどこから来たんだろう?,1-1
17,我住哪里呢？,私はどこに住んでいるんだろう?,1-1
18,我叫什么呢？,私の名前は何だろう?,1-1
19,我怎么会掉进河里了？,なぜ川に落ちてしまったんだろう?,1-1
20,她完全没有了印象。,彼女自身全く覚えていない。,1-1
21,我怎么会记不得呢？ 我怎么连自己都记不得了呢？,どうして記憶していないんだろう? 自分自身さえ忘れてしまった私って何者なんだよ…,2-2
22,于是她哭了起来。,そこから彼女泣き始めました。,1-1
23,她说，我不记得。,「わすれました」と言っただけ。,1-1
24,她是真的不记得了。,「完全」,1-1
25,于是人们说，你想想，仔细地想想。 你是被人从河里捞出来的。 你从河水开始想，也许能想起来。,彼女は本当に覚えていない。それで人々は言った、じっくり考えてみてください。あなたが川から救われたんです。川から考え始めると、思い出すかもしれません。,3-1
26,她依着人们的要求，果然认真去回想。 但她的思路一到河边，哗哗的水声便像炸雷一样轰响，莫名的恐惧随着水声汹涌而来。,彼女は人々の要求に従って、真剣に思い出し始めた。しかし、彼女の考えが川辺に達すると水がほとばしる音が門胎のように鳴り響きます。恐怖感が突如として湧き上がってきました。。,2-1
27,波涛中如同藏着魔鬼，虽然看不见摸不着，却狠狠地袭击她的身心。 她顿时失控，放声地痛哭以及尖叫，声音歇斯底里。,波涛 の中でも悪魔を隠しており、見えなかっただけで彼女の心体を攻撃しています。。彼女は自分を制御する力を失った瞬間，大声で泣き叫びました。。,2-1
28,一位吴姓医生严厉制止了那些好奇的人。 他说，她可能受了刺激。,吴医師（ウーイーシ) というお医者さんは物珍しそうな人々達を厳しく制止した。，彼は言った ， 彼 女 かもしれな 興奮 。,2-1
29,不要让她再想了，让她养病吧。,もう 思 わせ 回復 させよ 。,1-1
30,于是，人们不再追问，只是明里暗里都用怜惜的口吻谈着她。 那是一个很美丽的春天。,そして、すべての世話をした。，それ以来どんどん沈黙-怜惜(配り)その口調で話罕，春天清美无比,2-1
31,这个女人一直在跟自己做斗争。,この女性は自分自身との闘争を続けています。,1-1
32,她已经很老了。 所有皮肤都松软地趴着，连一条像样的皱纹都撑不起来。,彼女は既に高齢で、皮膚はすべてゆるんで垂れ下がっており、きちんとしたしわさえ作り出せません。,2-1
33,她的脸和脖子细痕密布。,彼女の顔と首には細かい線がいっぱいです。,1-1
34,因肤色白皙，这些痕迹不像是时光之刀随意划下，而更像是一支细笔，一下一下描绘而出。,肌色が白いため、それらの線々は時間の刃が無造作に刻み込んだものではなく、より具体的には細く描かれたラインに見えます。,1-1
35,她的眼睛也已浑浊不堪，但在蓦然睁大时，仍然能看到有光芒从中射出。,彼女の目もかなり濁っていますが、サッと開けばまだ明るさが突き出てくることを確認できます。,1-1
36,她经常盯着一处发呆，似乎若有所思，又似百般无聊。,彼女はしばしば一カ所をじっと見つめて考え込むことがあります，その様子がどこか物思いに耽っているようでもあり，またあらゆる退屈さを感じさせます。,1-1
37,"为此偶尔会有路人好奇，说：""太婆，你在想什么？""",そういう時，通行人たちから「おばあさん，何を考えているの？」とうろおびな会話を振られるこ。,1-1
