id,source,target,n2m
1,Police arrest 15 after violent protest outside UK refugee hotel,Polizei verhaftet 15 Personen nach gewaltsamen Protesten vor einem Flüchtlingshotel in Großbritannien.,2-1
2,The incident comes after increase in numbers of refugees and asylum seekers crossing the Channel to the UK in boats.,"Der Vorfall ereignete sich nach einem Anstieg der Zahlen von Flüchtlingen und Asylsuchenden, die mit Booten den Ärmelkanal überqueren, um nach Großbritannien zu gelangen.",1-1
3,Police have arrested 15 people after an anti-refugee demonstration outside a hotel used to house asylum seekers turned violent near the English city of Liverpool.,"Die Polizei hat 15 Personen festgenommen, nachdem eine Anti-Flüchtlings-Demonstration vor einem Hotel, in dem Asylsuchende untergebracht sind, in der Nähe der englischen Stadt Liverpool gewalttätig wurde.",1-1
4,The Merseyside Police department said a police officer and two civilians sustained minor injuries during the disturbance on Friday night in Knowsley.,"Die Merseyside Police teilte mit, dass ein Polizist und zwei Zivilisten bei den Unruhen am Freitagabend in Knowsley leichte Verletzungen erlitten haben.",1-1
5,The police force said some protesters threw objects and set a police van on fire.,"Die Polizei gab an, dass einige Protestierende Gegenstände warfen und einen Polizeiwagen in Brand setzten.",1-1
6,"The people arrested, who ranged in age from 13 to 54, were detained ""following violent disorder.""","Die festgenommenen Personen im Alter von 13 bis 54 Jahren wurden wegen ""gewalttätiger Unruhen"" festgehalten.",1-1
7,"Merseyside police commissioner Emily Spurrell told Radio City, ""It was incredibly dangerous and there were a couple of injuries amongst the police officers.""","Emily Spurrell, die Beauftragte für die Merseyside-Polizei, sagte dem Radiosender Radio City: ""Es war unglaublich gefährlich und es gab ein paar Verletzungen unter den Polizisten.",1-1
8,"The Home Office has been using the hotel to temporarily house asylum seekers since last year, according to local media.","Das Innenministerium nutzt das Hotel seit letztem Jahr, um vorübergehend Asylsuchende unterzubringen, berichtete die lokale Presse.",1-1
9,"George Howarth, who represents Knowsley in the UK Parliament, said the violence on Friday night did not reflect the community.","George Howarth, der Knowsley im britischen Parlament vertritt, erklärte, dass die Gewalt am Freitagabend nicht die Gemeinschaft widerspiegele.",1-1
10,"""The people of Knowsley are not bigots and are welcoming to people escaping from some of the most dangerous places in the world in search of a place of safety,"" he said. ""Those demonstrating against refugees at this protest tonight do not represent this community.""","""Die Menschen in Knowsley sind keine Bigotten und heißen Menschen willkommen, die aus einigen der gefährlichsten Orte der Welt fliehen und nach einem sicheren Ort suchen"", sagte er. ""Diejenigen, die heute Abend gegen Flüchtlinge demonstrieren, vertreten diese Gemeinschaft nicht"".",2-1
11,The protest took place amid heightened tensions as growing numbers of refugees and migrants cross the Channel in small boats.,"Die Proteste fanden vor dem Hintergrund zunehmender Spannungen statt, da immer mehr Flüchtlinge und Migranten mit kleinen Booten den Ärmelkanal überqueren.",1-1
12,"More than 45,000 people reached the UK by that route in 2022, and most applied for asylum.","Mehr als 45. 000 Menschen erreichten im Jahr 2022 auf dieser Route das Vereinigte Königreich, und die meisten stellten einen Asylantrag.",1-1
13,"The system for considering asylum applications has slowed to a crawl because of political turmoil and bureaucratic delays, leaving many asylum seekers stuck in hotels or other temporary accommodations.","Das System zur Prüfung von Asylanträgen ist aufgrund politischer Turbulenzen und bürokratischer Verzögerungen stark ins Stocken geraten, wodurch viele Asylsuchende in Hotels oder anderen vorübergehenden Unterkünften festsitzen.",1-1
14,"The Channel crossings have become a political issue, with the Conservative government promising to ""stop the boats"" and pursuing a plan to send such asylum seekers to Rwanda.","Die Überquerungen des Ärmelkanals sind zu einem politischen Thema geworden, wobei die konservative Regierung verspricht, ""die Boote zu stoppen"" und einen Plan verfolgt, solche Asylsuchenden nach Ruanda zu schicken.",1-1
15,Opponents have accused the government of demonising desperate people fleeing war and poverty.,"Gegner werfen der Regierung vor, verzweifelte Menschen zu dämonisieren, die vor Krieg und Armut fliehen.",1-1
16,President's Cup: Candystripes defeat Rovers in season opener at Brandywell,Präsidentenpokal: Candystripes besiegen Rovers im Saisonauftakt in Brandywell,2-1
17,Derry midfielder Adam Reilly closes down Lee Grace at the Brandywell,Derry Mittelfeldspieler Adam Reilly lässt Lee Grace am Brandywell nicht aus den Augen.,2-1
18,Derry City emerged victorious in the President's Cup as they ran out 2-0 winners over Shamrock Rovers.,"Derry City siegte im Präsidentenpokal, als sie mit 2:0 gegen Shamrock Rovers gewannen.",1-1
