id,source,translation,n2m
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miko obecnie mieszka w małym, starym domu na przedmieściach, który kupił razem z mężem. Ma tam dość dużo kolebek, które często odwiedzają.",1-2
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Pomimo pracy w supermarkecie, czasami czuję się tam izolowana od reszty świata, ale dla mnie to jedyna możliwość spotkania się z kobietami w podobnej sytuacji, więc staram się regularnie brać udział w spotkaniach z nimi.",1-1
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dziś, razem z Miko, Yukari z małym dzieckiem i Satsuko, którzy są już razem, zebraliśmy się w domu Miko, aby rozmawiać i pili herbatę.",1-1
4,そのとき、私は、初めて、世界の部品になることができたのだった。,"Wtedy, po raz pierwszy, zostałem częścią świata.",1-1
5,私は、今、自分が生まれたと思った。,"Teraz, poczułem, że się urodziłem.",1-1
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Jako normalna część świata, urodziłem się w ten dzień.",1-1
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwuetygodniowe szkolenie, które odbywało się przed otwarciem, zawsze byliśmy dwójką, aktorami w roli klientów.",1-1
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Praktykowaliśmy różne scenariusze, w których odgrywaliśmy role sprzedawców i klientów, a także ćwiczyliśmy się w obsłudze klientów. Byliśmy zobowiązani do patrzenia na klientów i używania odpowiednich gestów, takich jak uśmiechnięcie się i ukłony. Trenowaliśmy również, jak najlepiej umieścić produkty w koszykach i jak sprzedawać je klientom. W praktyce używaliśmy także alkoholu do dezynfekcji rąk, gdy sprzedawaliśmy fast food.",1-4
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W celu zapoznania się z praktycznymi aspektami pracy, mieliśmy również dostęp do autentycznych pieniędzy, które były przechowywane w kasie. Na recepcji byli zawsze znamienieni znakiem ""Trening"" i byliśmy zobowiązani do robienia coś, co wyglądało na sprzedaż, ale w rzeczywistości byliśmy tylko studentami w tej szkole.",1-2
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Dwa lata młodsza siostra była dla mnie ""zwykłym"" dzieckiem, nie unikała mnie, co więcej, darzyła mnie sympatią.",1-1
