id,source,translation,n2m
1,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho and Satsuki wear exactly the same expression and speak the same way, perhaps because they live close to each other and often meet up.",1-1
2,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"The way they eat cookies is especially similar, both breaking off tiny pieces and putting them in their mouths with hands that have perfectly manicured nails.",1-1
3,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"I couldn't help wondering whether they had always been like that, but my memory was hazy.",1-1
4,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,The little habits and gestures they had last time I met them must have already been flushed out of my mind I thought to myself.,1-1
5,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"After Miho married, she and her husband bought a secondhand house where she now often holds little parties with her friends.",1-1
6,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"There are times when I feel like it's too much bother, knowing I have to work the next day. But it's the only connection I have to the world outside the convenience store and a precious opportunity to mingle with ""normal"" women my age, so I usually accept her invitations.",1-2
7,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Today there was Yukari and her young child, and Satsuki, who was married but still childless, and we had all brought cakes along to have with tea.",1-1
8,そのとき、私は、初めて、世界の部品になることができたのだった。,"At that moment, for the first time ever, I felt I'd become a part in the machine of society.",1-1
9,私は、今、自分が生まれたと思った。,"I've been reborn, I thought.",1-1
10,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"That day, I actually became a normal cog in society.",1-1
11,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"For the two weeks prior to opening, we worked in pairs to role-play dealing with imaginary customers.",1-1
12,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"We practiced looking the customer in the eye, smiling and bowing, cleaning our hands with alcohol before handling items from the hot-food cabinet, putting hot and cold items into separate bags, and sanitary products into paper bags.",1-1
