id,source,translation,n2m
1,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho and Satsuki, perhaps due to their frequent encounters locally, share the same facial expressions and way of speaking.",1-1
2,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"Particularly, their way of eating sweets is similar; they both break cookies into small pieces with their nailed hands and bring them to their mouths.",1-1
3,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"I try to recall if this has always been the case, but my memory is vague.",1-1
4,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,I wonder if those small habits and gestures that the two had when we last met have already drifted away somewhere.,1-1
5,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho is now married and has bought a used single-family home in her hometown, where friends often gather.",1-1
6,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Although there are times when she dreads going to her part-time job tomorrow, it's her only connection to the world outside of convenience stores, and a valuable opportunity to interact with ""ordinary women in their thirties"" who are the same age as her, so she tries to accept Miho's invitations as much as possible.",1-1
7,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Today too, with Miho and Yukari who brought along her young child, Satsuki who is married without children yet, and myself as members, we gathered at Miho's house bringing cake for tea time.",1-1
8,そのとき、私は、初めて、世界の部品になることができたのだった。,"At that moment, I was able to become a part of the world for the first time.",1-1
9,私は、今、自分が生まれたと思った。,It felt as if I had been born then.,1-1
10,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Me, a proper part of this world, was truly born on this day.",1-1
11,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"For the two weeks leading up to the opening, we kept practicing relentlessly, pairing up and dealing with fellow employees as if they were imaginary customers.",1-1
12,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Smiling and bowing while looking into our ""customers'"" eyes, placing feminine products in paper bags, separating warm items from cold ones when packing them, or disinfecting our hands with alcohol when handling fast food orders.",1-1
13,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"To get used to handling money, real currency was placed in the cash register. Though it was clearly marked ""training"" on receipts and despite being served by part-time workmates dressed in the same uniforms, it felt somewhat like playing store.",1-2
14,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"My younger sister, two years my junior, was unlike me, a ""normal"" child. However, that didn't mean she kept her distance from me; on the contrary, she admired me.",1-2
15,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"When my sister was scolded by our mother for something ordinary and different from what I would do, I would approach our mother and ask her why she was angry.",1-1
16,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Once the lecture ended because of my question to our mother, my sister always said ""thank you"" to me—perhaps because she felt like I protected her.",1-1
17,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"As I wasn't particularly interested in sweets or toys when we were growing up, I often gave them to her instead.",1-1
18,そのため、妹はいつも私についてまわっていた。,"As a result, she spent a great deal of time following me around.",1-1
19,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Dad likes yakitori, so let's grill this and eat it today,"" I said, clearly enunciating each word. Upon hearing me, my mother gasped in shock. The other child's mother next to her widened her eyes, nostrils, and mouth all at once in surprise as well.",1-3
