id,source,translation,n2m
1,"""Tak co, líbí se ti něco?"" zeptal se Frodo, když viděl, jak na obrázky koukám.","""No więc, podoba ci się coś?"" zapytał Frodo, gdy zobaczył, jak patrzę na obrazy.",1-1
2,"""Všechno,"" přikývla jsem.","""Wszystko,"" Kiwnęłam głową.",1-2
3,Moje obrázky vedle těch jeho vypadaly jako úplný mazanice.,Moje obrazy wyglądały jak totalny bałagan porównując do jego.,1-1
4,Až jsem se před ním styděla.,Wstydziłam się przed nim.,1-1
5,"""Tenhle nejvíc,"" ukázala jsem na zasněženou krajinu.","""Ten najbardziej,"" wskazałam na zaśnieżony krajobraz.",1-1
6,"""Tak si ho vezmi, jestli chceš,"" mrkl na mě Frodo, ""teda pokud mi taky jeden svůj dáš.""","""Weź go, jeśli chcesz,"" mrugnął do mnie Frodo, ""o ile daś mi swój.",1-1
7,"""Když moje nejsou tak pěkný,"" zavrtěla jsem hlavou a nemohla jsem spustit oči z Frodovy krajiny.","""Skoro moje nie są tak ładne,"" pokręciłam głową i nie mogłam oderwać oczu od krajobrazu Frodo.",1-1
8,"Do tý doby mě nenapadlo, že by učitel mohl taky malovat.","Do tej pory nie przyszło mi do głowy, że nauczyciel mógłby również malować.",1-1
9,"Teda nikdy žádná učitelka na výtvarku nám neukázala žádnej obrázek, kterej dělala.","Właściwie żadna nauczycielka plastyki nigdy nam nie pokazała żadnego obrazu, który by stworzyła.",1-1
10,"Jen jsem přikývla a Frodo sáhl na skříň, kde měl takovou roli a v ní několik výkresů.","Tylko kiwnęłam głową, a Frodo sięgnął po rolkę papieru, gdzie miał kilka wykresów.",1-1
11,"Když je vytáhl, zavoněly z toho nějaký barvy, myslím, že to byly opravdový malířský.","Kiedy je wyciągnął, poczułem zapach farb, myślę, że były prawdziwe artystyczne.",1-1
12,"Na několika obrázcích byly různý postavy, nebo třeba jen člověk jako by si obtiskl páteř na papír, potom takový krásný domečky a několik takovejch neurčitejch krajin.","Na kilku obrazach było wiele postaci lub na przykład człowiek jakby odcisnął kręgosłup na papierze, a potem piękne domki i kilka niejasnych krajobrazów.",1-1
13,"Ty se mi líbily nejvíc, protože na nich vlastně skoro nic nebylo, třeba jen jako zasněžená krajina, kde trošičku vylízala ze sněhu hlína a kousek hráze u rybníka, ale přitom to bylo úplně nejlepší.",Najbardziej podobały mi się te ostatnie ponieważ prawie nic tam nie było na przykład zasnieżony krajobraz z niewielkim lizakiem ziemi wystającym ze śniegu i kawałkiem wału u stawu ale to było absolutnie najlepsze.,1-1
14,"Sedl si ke stolku vedle mě a otevřel desky, který jsem mu dala, a začal si prohlížet obrázky jeden po druhým.","Usiadł obok mnie przy stoliku i otworzył teczki, które mu dałam, zaczynając przeglądać obrazki jeden po drugim.",1-1
15,"Na některý se díval docela dlouho, úplně je zkoumal, takže mi bylo jasný, že musí vidět všechny chyby, co na nich jsou.","Na niektórych spędzał całkiem dużo czasu, dokładnie je analizując, więc było dla mnie jasne, że musi zauważać wszystkie błędy na nich.",1-1
16,"A taky že poznal, kdy už se mi na tom obrázku nechtělo dělat a jen jsem to tak doplácala barvama.","Dostrzegłem też jego zdolność rozpoznawania momentów, gdy moja motywacja do pracy nad danym rysunkiem słabła i doprowadzałem go do końca na siłę kolorami.",1-1
17,"Potom vzal ten výkres s vránama a řekl, že ten se mu líbí nejvíc.","Następnie wziął ten rysunek z krukami i powiedział, że najbardziej mu się podoba.",1-1
18,A usmíval se a vypadal ještě víc jako Frodo.,Uśmiechał się i wyglądał jeszcze bardziej jak Frodo.,1-1
19,"Všimla jsem si, že má takový krásně dlouhý prsty s kulatejma nehtama.",Zauważyłem że ma piękne długie palce z okrągłą górnymi częściami paznokci.,1-1
20,"Po čtvrtý hodině jsem počkala, až všichni odejdou na oběd, protože holky by mohlo napadnout, že půjdou za Frodem se mnou, a já jsem s ním chtěla být sama.","Po czwartej godzinie poczekałam, aż wszyscy pójdą na obiad, bo przyszło mi do głowy, że dziewczyny mogą zdecydować się iść za Frodem ze mną, a ja chciałam być z nim sama.",1-1
21,"Jenže když jsem došla ke kabinetu a chtěla zaťukat na dveře, příšerně mi tlouklo srdce a měla jsem hroznej strach, i když nevím z čeho.","Ale kiedy dotarłam do gabinetu i chciałam zapukać w drzwi, moje serce biło jak oszalałe i bałam się straszliwie, choć nie wiem czego.",1-1
22,"Trochu jsem si vytáhla tričko pod pažema a čichla si, jestli nejsem cejtit potem, protože jsem se v matice úplně zpotila strachem.","Trochę podciągnęłam koszulkę pod pachami i powąchałam ją, czy nie czuję potu, bo cała się spociłem ze strachu.",1-1
23,Tak jsem nakonec desky otevřela a začala výkresy vyrovnávat na lavici.,Więc w końcu otworzyłam deski i zaczęłam porządkować na ławce rysunki.,1-1
24,"Na hodně z nich byly různý zátiší a potom obrázky toho, co vidím z okna pokoje, protože to mě hodně baví.","Na wielu z nich były różne martwe natury, a potem obrazki tego, co widzę z okna pokoju, bo to mnie bardzo bawi.",1-1
25,"A taky ty vrány, který jsem zkoušela dělat temperou a pak jsem do toho ještě rozmazala suchej pastel.","Również te kruki, które próbowałam robić temperą i potem rozmazałam suchym pastelem.",1-1
26,"Děcka úplně koukaly, protože vlastně si mejch obrázků ve škole nikdy moc nevšímaly, až teď.","Dzieciaki patrzyły całkiem zdziwione, bo w sumie nigdy nie zwracały dużo uwagi na moje rysunki w szkole do tej pory.",1-1
27,"Jasně že jsem vybrala ty nejhezčí, a nepovedený matlanice jsem nechala doma.",Oczywiście wybrałam te najładniejsze a nieudane bałagany zostawiłam w domu.,1-1
28,"Dokonce Marek Roseckej pořád žadonil, ať mu jeden dám, ale já řekla, že nemůžu.",Nawet Marek Rosecki ciągle błagał mnie żebym mu jeden dała ale powiedziałam że nie mogę.,1-1
29,"I když ve skutečnosti jsem spíš nechtěla, protože jsem je měla všechny pro Froda.","Chociaż tak naprawdę raczej nie chciałąm , ponieważ wszystkie były dla Frodo.",1-1
30,"Hned jak zazvonilo, běžela jsem do šatny, ale naštěstí tam obrázky byly.","Gdy tylko zadzwoniło, pobiegłam do szatni, ale na szczęście tam były obrazki.",1-1
31,"Rychle jsem desky vzala a odnesla je do třídy, i když teda holky na mě čuměly, co jako táhnu, jestli jsou to fakt ty výkresy pro Froda.","Szybko wzięłam deski i zaniosłam je do klasy, chociaż dziewczyny patrzyły na mnie, co to jestem, czy to naprawdę te rysunki dla Frodo.",1-1
32,"Sice mně vadilo, že minulej tejden slyšely, jak mně Frodo říkal, abych mu je přinesla, ale na druhou stranu se mi líbilo, že se před nima můžu trochu pochlubit.","Choć mnie denerwowało, że słyszały jak Frodo kazał mi je przynieść w zeszłym tygodniu, ale z drugiej strony podobało mi się to może się trochę pochwalić przed nimi.",1-1
33,"Dneska jsem šla do školy o dost dřív, protože jsem nechtěla, aby děcka ve škole viděly, že nesu desky s výkresama.","Dzisiaj poszłam do szkoły znacznie wcześniej, ponieważ nie chciałam, żeby dzieci w szkole zobaczyły, że niosę płyty z rysunkami.",1-1
34,"Strčila jsem si je v šatně za skříňky a říkala si, že nepůjdu na oběd a vyndám je, až budu v šatně sama.","Schowałam je w szatni za szafkami i mówiłam sobie, że nie pójdę na obiad i wyjmę je dopiero gdy będę sama w szatni.",1-1
35,"Jenže potom mě v matice napadlo, že třeba bude uklízečka umývat podlahy a všimne si, že tam jsou za skříňkou nějaký desky, a někam to odnese nebo vyhodí.","Ale potem przyszło mi do głowy podczas matematyki, że sprzątaczka może myć podłogi i zauważyć tam te płyty za szafką, a potem gdzieś to zabierze lub wywali.",1-1
36,"Celou matiku mě polívalo strašný horko, jak jsem se bála, že se to stane.","Przez całą lekcję matematyki oblewała mnie straszna gorączka ze strachu, że to się stanie.",1-1
37,"A nadávala jsem si, že jsem pitomá.","A przeklinałam siebie, mówiąc sobie jaka jestem głupia.",1-1
38,"Radši jsem zhasla lampičku a v duchu si pořád představovala, jak si můj obrázek dlouho prohlížel a pochválil mě před celou třídou.","Wolałam wyłączyć lampkę i w duchu ciągle wyobrażałam sobie, jak długo przyglądał się mojemu rysunkowi i pochwalił mnie przed całą klasą.",1-1
39,"A napadlo mě, že třeba jsem pro něj výjimečná, jiná než ostatní holky.","I przyszło mi do głowy, że może jestem dla niego wyjątkowa, inna niż inne dziewczyny.",1-1
