id,source,translation,n2m
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes.",夜明けまえの雲は黒く焦げ、水平線には古く錆びついた影が散らばっている。,1-1
2,They were alone.,彼らのほかに人影はなかった。,1-1
3,"Chemtrails, the farmer had said to Alec, early on their walk.",「ケムトレイルか」歩きはじめたばかりの頃、農場を営む男がアレックにぼつりと言った。,1-1
4,"Other than this, he had been silent.",それ以外はずっと黙り込んでいる。,1-1
5,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth.",十五メートルほど進むと、草地は新たに耕作された茶色い土壌に変わり、起伏のある地面に土の山ができていた。,1-1
6,Chalky rocks littered the plot in every direction.,どの方角にも白っぽい岩が点在している。,1-1
7,Each step in this place was as muddy and wet as the last.,草地と同様、ここでも歩くたびに、ぬかるんだ泥を踏みしめた。,1-1
8,"Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",さらに進むと、細い金網のフェンスが敷地の端を示していた。 羊が突破しようとした部分には、毛の塊が豆電球の飾りのようについている。,1-2
9,He swatted another fly away from his face.,アレックは新たに顔にまとわりついたアプをびしやりと打った。,1-1
10,"No, the farmer said.",「ない」男は言った。,1-1
11,I'm a vegetarian.,「おれはベジタリアンだ」,1-1
12,Really?,「そうなのか?,1-1
13,"My wife tried doing that a few years back, and. No, the farmer said, and the conversation died.",おれの妻は何年かまえに真似して作ろうとしたんだが一」 「ない」男が言い、会話は途絶えた。,2-1
14,"The world was still dark, even if only for a little while.",あたりはまだ暗かった。 それもあと少しのことだが。,1-2
15,The sun was almost free.,じきに太陽が解き放たれる。,1-1
16,The day had almost begun.,一日が始まろうとしていた。,1-1
17,"They're selling up to live with family, so she says.",「あそこを売って家族と暮らすつもりだと、ジーンは言ってる」,1-1
18,"I think I saw them in town a few times, Alec said.",その家族は、町で何度か見かけた気がする」アレックは言った。,1-1
19,"They were almost at the water tank, at the smile.",水槽まで、笑顔の染みまであと少しだった。,1-1
20,Were they the ones who made those wagon wheels?,「ワゴンウィールを作ってる一家だろう？,1-1
21,"They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose.",ソーセージの肉を混ぜて、なんというか、シナモンロールみたいな形にしてる。,1-1
22,It's delicious.,うまいんだよ。,1-1
23,Did you ever try one?,あんたも食べたことあるか？」,1-1
24,"Jean's moving out, the farmer said.",「ジーンが引っ越すそうだ」 男は言った。,1-2
25,Did you know?,「知ってたか？」,1-1
26,Who?,「誰だ？」,1-1
27,"Jean. The lady who lives down the lane, the farmer said, frowning.",「ジーン……その道を行ったところに住んでる女性だ」 男は顔をしかめて言った。,2-2
28,"She's moving out, selling up her farm. Oh yes, Jean.",「引っ越して、農場を売り払うらしい」 「ああ、そうか、ジーン……」,2-1
29,His voice drifted.,その声はカなく漂った。,1-1
30,I saw the sign.,「看板を見た」,1-1
31,"Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition.",ここへ来る途中に、アレックはその農場のまえを通っていた。 ここの二倍の広さがあり、動物も土地も人もはるかにいい状態だった。,1-2
32,He had not known the name.,ただ、持ち主の名前までは知らなかった。,1-1
33,He knew few out here.,もっとも、このあたりの人の名はほとんど知らなかったが。,1-1
34,"One more reminder that he did not belong, he supposed.",おまえはこの土地の人間ではないまたそう釘を刺されたのだろう。 アレックは思った。,1-2
35,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within.",やがて五十メートルほど先にある、半分だけ水のはいった大型水槽の向こうを身振りで示した。 その半透明のプラスチックのタンクは年を経て汚れがっき、水がたまったところには笑顔のマークのような染みがついていた。,1-2
36,We found them near there. His face fell. Alec checked his watch.,「あのへんで見つけた」男は顔を伏せたアレックは腕時計を確認した。,3-1
37,7.06 a.m.,午前七時六分。,1-1
38,The sun would soon rise.,まもなく日が昇るだろう。,1-1
39,"They kept on, the silence drowned out by the buzzing of the flies and the distant hellos of scraggly sheep out there in the semi-darkness.",ふたりは歩きつづけた。 あたりの静けさは、アプの羽音と、薄闇の向こうにいる毛むくじゃらの羊たちの鳴き声にかき消されていた。,1-2
40,Alec grimaced.,アレックは顔をしかめた。,1-1
41,"He stepped back, tensing before rushing over the ditch.",一歩さがって身を固くすると、勢いよく川を跳び越える。,1-1
42,"He came down with a thud, right into the thick and gelatinous mud.",大きな音を立てて着地した。 ねっとりとしたゼラチンのような泥のなかに。,1-2
43,He splattered his black trouser legs and the farmer's jeans.,彼の黒いズボンと男のジーンズに泥が飛び散った。,1-1
44,"The other man tutted, smiling.",男は笑みを浮かべて舌打ちした。,1-1
45,"What have we come to, eh?",「おれたちは何をしに来たんだったか、なあ？」,1-1
46,"Alec brushed at the muck around his ankles, but this only spread it further.",アレックは足首の泥を払ったが、さらに汚れを広げただけだった。,1-1
47,His palms grew filthy.,両手も汚れた。,1-1
48,The farmer walked on.,男は歩きつづけた。,1-1
49,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard.",アレックはぬかるみを見つめた。 男は汚れた白ひげに覆われた頬を赤くして、にやりと笑った。,1-2
50,"With that thick wax coat and that gut and that voice, he could have been a lunatic Santa Claus.",分厚いワックスジャケットを着たその太鼓腹といい、その声といい、さながらいかれたサンタクロースのようだ。,1-1
51,"You won't fall, he said.",「落ちゃしない」男は言った。,1-1
52,"Not afraid of a little dirt, are you, Sergeant Nichols?",「しょぽいぬかるみを怖がったりしないだろう、ニコルズ部長刑事？」,1-1
53,No. Yes.,「しないさ」するとも。,2-1
54,I just hope you aren't wasting my time.,「ただ、あんたがおれの時間を無駄にしなきゃいいと思ってるだけだ。,1-1
55,And these flies.,それにこのアプどもときたら……」,1-1
56,"Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm.",アレックは、袖をまくりあげていた腕から一匹叩きおとした。 前腕の毛に埋まっている巨大な球根のような一匹を。,1-2
57,He was food for this whole place.,この土地一帯では、彼は食料でしかなかった。,1-1
58,"Try covering up next time, the farmer said.",「次は腕を覆ってくるんだな」男は言った。,1-1
59,"Where are they? Alec asked, shivering.",「どこにある？」アレックは震えながら尋ねた。,2-1
60,It was 6.55 a.m.,午前六時五十五分。,1-1
61,He'd left his jacket in his patrol car.,上着はパトカーに置いてきていた。,1-1
62,"There weren't any sheep over here, the farmer said, ignoring the question.",「羊はこっちまで来てなかった」 男は質問を無視して言った。,1-2
63,"He leapt over the bank, his boots slipping slightly on the incline.",土手を跳び越えたとき、傾斜でプーツを少しすべらせる。,1-1
64,They normally love coming over here.,「ふだんはこっちのほうに来るのが好きなんだが」,1-1
65,"And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer's reclaimed marshland.",ふたりの懐中電灯の光が、土手の端を照らしだす。 そのすぐ先で、浅い小川が曲線を描きながら、男の農場のある埋め立てた湿地帯へと続いていた。,1-2
66,"Along its muddy edge and all around, the reeds sang with flies and crickets and buntings.",土手の端のぬかるみに沿ってーそしてあたり一面にもー生い茂った葦から、アプの羽音やコオロギとホオジロの鳴き声が聞こえてくる。,1-1
