id,source,target,n2m
1,Беспредельный морской шум не прекращался ни на минуту.,The endless sea roar did not subside for a minute.,1-1
2,"Он набегал длинными волнами, то усиливаясь, то затихая.","It came in long waves, sometimes intensifying, sometimes subsiding.",1-1
3,"И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи.","And the wind began to rustle in the bare trees, then fell silent, just like I did, listening to the flow of the night.",1-1
4,"Но он не уходил, он был здесь.","But it didn't go away, it was here.",1-1
5,Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа.,I knew it by the smell of wet pebbles and the barely perceptible tremor of a solitary plane tree leaf.,1-1
6,"Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом.","I had noticed this stubborn gray leaf during the day, but now, at night, it seemed like a small living creature, my only awake friend.",1-1
7,"Изредка из тьмы, из города, доносились ружейные выстрелы. После каждого выстрела долго лаяли собаки.","Occasionally, gunshots echoed from the darkness, from the city, followed by the prolonged barking of dogs.",2-1
8,Потом далеко в море мелькнул тусклый огонь и погас.,"Then, far out at sea, a faint light flickered and went out.",1-1
9,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств.","He made us look at these things more closely and for longer than we usually do, and to discover in them many previously unnoticed qualities.",1-1
10,"Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца.","In the yellow, noseless stone, there were many small, tightly embedded sea shells, while on the branches of the drooping bushes, there were still a few faded colors, like damp, crumpled golden butterflies, patiently waiting for the sun.",1-1
11,"Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени.","But it rarely emerged from the fog as a faint white blotch, providing neither warmth nor shade.",1-1
12,"Под единственным старым платаном с лимонными пятнами на стволе валялись листья, как бы вырезанные из тусклого зеленого бархата.","Under the single old plane tree with lemon-colored spots on its trunk, the leaves lay like cut-out pieces of dull green velvet.",1-1
13,"По чугунной калитке вереницей бежали муравьи, сносили в свои подземные житницы последние запасы на зиму, а под якорной цепью жила маленькая робкая жаба.","Along the cast-iron gutter,a procession of ants carried their last supplies for the winter,while near the anchor chain,a small timid frog lived.",1-1
14,Ночью на другом берегу реки кто-то начал махать фонарем и протяжно кричать.,Someone on the other side of the river started flashing a light and shouting loudly at night.,1-1
15,Я вышел с дядей Илько на берег.,I went out with my uncle Ilko to the riverbank.,2-1
16,Река ревела.,The river was roaring.,1-1
17,Вода шла через греблю холодным водопадом.,The water was flowing through the dam as a cold waterfall.,1-1
18,"Ночь стояла поздняя, глухая, ни единой звезды не было над головой.","It was a late, silent night, not a single star was visible above.",1-1
19,"В лицо дуло дикой свежестью разлива, оттаявшей земли.","The wind was blowing fiercely, carrying the freshness of thawed earth.",1-1
20,"И все время кто-то махал на том берегу фонарем и кричал, но слов за шумом реки нельзя было разобрать.","And all the time, someone on the other side was flashing a light and shouting, but the words were inaudible over the river's noise.",1-1
21,"Когда гроб вынесли на крыльцо, я увидел на том берегу реки старую коляску, распряженных и привязанных к ней лошадей и маленькую женщину в черном маму.","When they carried the coffin out onto the porch, I saw an old carriage on the other bank of the river, with tired horses tied to it and a small woman in black my mother.",1-1
22,Она стояла неподвижно на берегу.,She was standing motionless on the bank.,1-1
23,"Она видела оттуда, как выносили отца.",She saw from there how they were carrying my father.,1-1
24,Потом она опустилась на колени и упала головой на песок.,Then she knelt down and fell face down onto the sand.,1-1
25,"Нет, отвечал дед.","No, replied grandfather.",1-1
26,"Это верно, не виделись.","It's true, we haven't seen each other.",1-1
27,Остап начал слепнуть.,Ostap began to get blind.,1-1
28,"Надумал он дойти тогда до Петербурга, чтобы увидеть ту женщину, пока он еще не совсем ослеп.",He thought he would go to Petersburg to see that woman before he went completely blind.,1-1
29,"Дошел он до царской столицы и узнал, что она умерла, мабудь, не выдержала разлуки.","He reached the capital and found out that she had died, maybe she couldn't bear the separation.",1-1
30,"Нашел Остап на кладбище ее могилу из белого мрамора-камня, глянул, и сердце у него сорвалось на камне лежала его железная роза.","Ostap found her grave made of white marble on the cemetery, looked at it, and his heart burst his iron rose was lying on the stone.",1-1
31,Завещала та женщина положить розу на ее могилу. Навеки.,That woman had left a will to place a rose on her grave forever.,2-1
32,"А Остап начал лирничать и, мабудь, так и помер на шляху или на базаре под возом.","And Ostap started to wander and, maybe, died on the road or in the market under a cart.",1-1
33,Аминь!,Amen!,1-1
34,На том берегу подымался по скату заповедный лес графини Браницкой.,"On the opposite bank, the preserved forest of Countess Branitskaya rose up the slope.",1-1
35,Солнце не могло прорваться сквозь мощную зелень этого леса.,The sun was unable to penetrate the dense foliage of this forest.,1-1
36,Лишь изредка одинокий луч прорезал наискось чащу и открывал перед нами потрясающую силу растительности.,"Only occasionally did a solitary ray of light slice through the canopy, revealing before us the stunning power of vegetation.",1-1
37,"Как сверкающие пылинки, влетали в этот луч маленькие птицы. Они с писком гонялись друг за другом и ныряли в листву, будто в зеленую воду.","Like sparkling dust particles, small birds flitted into this ray, chirping as they chased each other and dived into the leaves, as if into a green sea.",2-1
38,"Я набирал в ведро воды из пруда, бросал в эту воду траву и ждал.","I scooped water from the pond into a bucket, threw in some grass, and waited.",1-1
39,Красные поплавки неподвижно стояли в воде.,The red poppies stood motionless in the water.,1-1
40,"Потом один из них начинал вздрагивать, пускал легкие круги, внезапно нырял или быстро плыл в сторону.","Suddenly, one of them started trembling, making small circles, quickly diving or swimming away.",1-1
41,"Отец подсекал, леска натягивалась, ореховое удилище сгибалось в дугу, и в тумане над прудом начиналось бульканье, плеск, возня.","My father cast his line, the fishing rod bent into an arc, and in the mist above the pond, a mysterious commotion began.",1-1
42,"Вода разбегалась, качая кувшинки, торопливо удирали во все стороны жуки-водомеры, и наконец в загадочной глубине появлялся бьющийся золотой блеск.","The water churned, the cups of the water-measuring beetles hastily scattered in all directions, and finally, a golden glimmer appeared in the depths.",1-1
43,"Нельзя было разобрать, что это такое, пока отец не выволакивал на примятую траву тяжелого карася.",It was impossible to make out what it was until my father pulled out a heavy carp on a tangled line.,1-1
