id,source,target,n2m
1,Беспредельный морской шум не прекращался ни на минуту.,The sea murmured without end.,1-1
2,"Он набегал длинными волнами, то усиливаясь, то затихая.",The sound of the large breakers rose and fell.,1-1
3,"И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи.","So did the wind in the bare branches. It rose and fell, becoming as quiet as me, listening throughout the night.",1-2
4,"Но он не уходил, он был здесь.","But the wind never left, it remained with me.",1-1
5,Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа.,I could tell by the smell of the wet shingle and the subtle trembling of the last leaf on the plane tree.,1-1
6,"Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом.","I had noticed that stubborn grey leaf the day before, but now, at night, it seemed a tiny living creature, my one friend, keeping vigil beside me.",1-1
7,"Изредка из тьмы, из города, доносились ружейные выстрелы.",Now and then gunshots echoed in the dark from somewhere off in the city.,1-1
8,После каждого выстрела долго лаяли собаки.,"After each shot, dogs barked for a long time.",1-1
9,Потом далеко в море мелькнул тусклый огонь и погас.,Once a faint light flickered far out at sea and then vanished.,1-1
10,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств.","It forced me to look at them longer and more carefully than we normally do, and I discovered in them many hitherto unnoticed details.",1-1
11,"Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца.","The porous yellow stone was encrusted with tiny seashells and on the gorse a few flowers remained, sitting on straight, stiff branches like so many drenched, wrinkled golden butterflies waiting patiently for the sun.",1-1
12,"Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени.",But it seldom showed through the fog and then only as a smudgy white blur that provided neither warmth nor shade.,1-1
13,"Под единственным старым платаном с лимонными пятнами на стволе валялись листья, как бы вырезанные из тусклого зеленого бархата.","Under the one old plane tree, lemon-yellow splotches on its trunk, lay piles of leaves that looked as though cut from dull green velvet.",1-1
14,"По чугунной калитке вереницей бежали муравьи, сносили в свои подземные житницы последние запасы на зиму, а под якорной цепью жила маленькая робкая жаба.","Columns of ants scurried along the iron gate, carrying the last load of winter supplies to their underground granaries, and beneath the anchor lived a timid little toad.",1-1
15,Ночью на другом берегу реки кто-то начал махать фонарем и протяжно кричать.,That night someone on the other side of the river began yelling and waving a lantern.,1-1
16,Я вышел с дядей Илько на берег.,I went to the riverbank with Uncle Ilko.,2-1
17,Река ревела.,The river was raging.,1-1
18,Вода шла через греблю холодным водопадом.,The water raced over the causeway in an icy cascade.,1-1
19,"Ночь стояла поздняя, глухая, ни единой звезды не было над головой.","It was late and dark, not a single star shone over our heads.",1-1
20,"В лицо дуло дикой свежестью разлива, оттаявшей земли.",The wind blew the raw freshness of the flood and thawing earth into our faces.,1-1
21,"И все время кто-то махал на том берегу фонарем и кричал, но слов за шумом реки нельзя было разобрать.","And the whole time someone on the far bank kept shouting and waving a lantern, but not a word could be made out over the noise of the river.",1-1
22,"Когда гроб вынесли на крыльцо, я увидел на том берегу реки старую коляску, распряженных и привязанных к ней лошадей и маленькую женщину в черном маму.","Once we got the coffin out onto the steps, I caught sight on the far side of the river of an old carriage with some untethered horses and a small woman in black Mama.",1-1
23,Она стояла неподвижно на берегу.,She was standing motionless on the riverbank.,1-1
24,"Она видела оттуда, как выносили отца.",She saw that we were carrying Father from the house.,1-1
25,Потом она опустилась на колени и упала головой на песок.,She dropped to her knees and her head fell to the ground.,1-1
26,"Нет, отвечал дед.","No, Grandfather would answer.",1-1
27,"Это верно, не виделись.","That's right, never again.",1-1
28,Остап начал слепнуть.,Ostap began to lose his sight.,1-1
29,"Надумал он дойти тогда до Петербурга, чтобы увидеть ту женщину, пока он еще не совсем ослеп.",He thought about going all the way to St Petersburg to see this woman before going blind.,1-1
30,"Дошел он до царской столицы и узнал, что она умерла, мабудь, не выдержала разлуки.","And he did walk all the way to the tsar's capital, only to learn that she had died possibly because she couldn't bear their separation.",1-1
31,"Нашел Остап на кладбище ее могилу из белого мрамора-камня, глянул, и сердце у него сорвалось на камне лежала его железная роза.",Ostap found her tombstone of white marble in a graveyard there. He looked and then his heart broke on the marble lay his iron rose.,1-2
32,Завещала та женщина положить розу на ее могилу.,The woman had instructed that it be placed on her grave.,1-1
33,"Навеки. А Остап начал лирничать и, мабудь, так и помер на шляху или на базаре под возом.",Ostap took up the lyre and most likely died out on the high road or perhaps under his cart in some market town.,2-1
34,Аминь!,Amen!,1-1
35,На том берегу подымался по скату заповедный лес графини Браницкой.,Spread out along a slope on the far side of the river was the forest preserve of Countess Branitskaya.,1-1
36,Солнце не могло прорваться сквозь мощную зелень этого леса.,The green forest was so thick the sun could not penetrate it.,1-1
37,Лишь изредка одинокий луч прорезал наискось чащу и открывал перед нами потрясающую силу растительности.,It was rare when a ray of sunlight managed to break through the trees to reveal the amazing forest depths.,1-1
38,"Как сверкающие пылинки, влетали в этот луч маленькие птицы.",Little birds darted into the beam like twinkling dust motes.,1-1
39,"Они с писком гонялись друг за другом и ныряли в листву, будто в зеленую воду.",They chirped as they chased each other and then dived into the leaves as if into green water.,1-1
40,"Я набирал в ведро воды из пруда, бросал в эту воду траву и ждал.","I gathered a pail of water from the pond, threw in a handful of weeds, and waited.",1-1
41,Красные поплавки неподвижно стояли в воде.,Red floats rested motionless on the surface of the water.,1-1
42,"Потом один из них начинал вздрагивать, пускал легкие круги, внезапно нырял или быстро плыл в сторону.","Then one of them would begin to tilt, creating slight ripples, before either diving to the bottom or shooting to one side.",1-1
43,"Отец подсекал, леска натягивалась, ореховое удилище сгибалось в дугу, и в тумане над прудом начиналось бульканье, плеск, возня.","Father hooked a fish, the line tightened, the wooden rod bowed into an arc and then a thrashing, splashing row erupted in the haze over the pond.",1-1
44,"Вода разбегалась, качая кувшинки, торопливо удирали во все стороны жуки-водомеры, и наконец в загадочной глубине появлялся бьющийся золотой блеск.","The ripples rocked the lilies and sent the pond skaters scuttling in all directions, and then, finally, out of the mysterious depths there appeared a quivering streak of gold.",1-1
45,"Нельзя было разобрать, что это такое, пока отец не выволакивал на примятую траву тяжелого карася.",It was impossible to know just what it was until Father landed the heavy carp on the trampled grass.,1-1
46,"Он лежал на боку, отдувался и шевелил плавниками.",It lay on its side gasping for air and moving its fins.,1-1
47,От его чешуи шел удивительный запах подводного царства.,"The carp's scales smelled of a wondrous, underwater realm.",1-1
48,Яша считал про себя секунды.,Yasha counted the seconds to himself.,1-1
49,"Мы знали, что от Стурдзовского переулка до санатория Ландесмана было семь минут ходьбы.",We knew it took seven minutes to walk from Sturdzovsky Lane to Dr Landesman's.,1-1
50,В санатории за высокой оградой и железными воротами мы всегда чувствовали себя в полной безопасности. Особенно если не зажигали коптилок.,"We always felt safe once we were back at the sanatorium, behind its high wall and iron gates, especially if we made sure not to light the oil lamps.",2-1
51,"Когда мы проходили около подворотни, Яша споткнулся.","As we were passing the doorway, Yasha stumbled.",1-1
52,"Потом, когда мы вспоминали о происшествии в Стурдзовском переулке, Яша утверждал, что всегда, если хочешь сделать что-нибудь наилучшим образом, то обязательно сорвешься на пустяковине.","Whenever we talked about this incident later, Yasha always insisted that the more you concentrate on doing something perfectly, the more likely you are to make some foolish mistake.",1-1
53,"Я же про себя думал, что всему виной была Яшина невыносимая походка.","As for me, I was convinced it was all due to his absurd way of walking.",1-1
54,"Но я молчал, чтобы не огорчать Яшу.",But I never told him this to spare his feelings.,1-1
55,Мы крадучись пошли по переулку.,We crept stealthily down the lane.,1-1
56,"Я сказал, что надо идти по той стороне, где подворотня, не доходя до нее остановиться, хорошо прислушаться, а затем быстро и беззвучно проскочить мимо подворотни.","Before we set out, I had told Yasha that we should make our way down the side of the street with the doorway, stop before we reached it, and then quickly and quietly dart past it.",1-1
57,"Расчет, по-моему, был математически точен.",I had worked it out mathematically.,1-1
58,"Если в подворотне есть люди, то они могут нас и не заметить.","If anyone was hiding in the doorway, they might well not see us coming.",1-1
59,"Если же мы будем идти по противоположной от подворотни стороне, то нас могут заметить еще издали.","If we went down the other side of the lane, however, they could see us from a good way off.",1-1
60,"Я высчитал, что в последнем случае мы будем идти против опасной подворотни, или, вернее, будем на виду у людей, спрятавшихся в подворотне, в пять раз дольше.","According to my calculation, if we walked on the other side, we would be in sight of the enemy five times longer.",1-1
61,"И, следовательно, будет в пять раз больше шансов, что нас заметят.","Thus, the danger to us would be five times greater.",1-1
62,"Утром я просыпался от жаркого солнца, бившего в белые стены.",The hot sun beating against the white walls woke me in the morning.,1-1
63,Красные и желтые мальвы-монашки покачивались за открытым окном.,Red and yellow hollyhocks swayed outside the open window.,1-1
64,Вместе с ними заглядывал в комнату цветок настурции; в нем сидела мохнатая пчела.,A nasturtium peeped inside the room; a furry bee had crawled into the flower and become stuck.,1-1
65,"Я, замерев, следил, как она сердито пятится и выбирается из тесного цветка.",I froze and watched as it angrily struggled to back its way out and fly off.,1-1
66,"По потолку без конца бежали светлые струи, легкие волны отражения реки.","Soft, bright waves of light reflected from the river rippled endlessly across the ceiling.",1-1
67,"Река шумела тут же, рядом.",The river rushed noisily nearby,1-1
