id,source,target,n2m
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни: Маэстро, вы превзошли себя!","Wszystko późniejsze było przypuszczalne: okrzyki i jęki, nerwowe dowcipki i pochwały dla mnie, stojącego przy białej palenisku: Mistrzowie, przekroczyliście się!",2-1
2,"Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь?","Zuzanna, czujesz zapach tysiąca rzuconych przez Nastasję Filipowną do ognia?",1-1
3,"Милый, сколько же сегодня сжег ты для меня?","Miły, ile dzisiaj spaliłeś dla mnie?",1-1
4,"Барбара, мы с тобой преступницы!","Barbara, myśmy z tobą przestępczynie!",1-1
5,"Ах, в этой рыбе привкус безумия!","Ach, w tej rybie smród szaleństwa!",1-1
6,"Томас, стыдно признаться, но я впервые ем и осетрину!","Tomasz, wstydzić się muszę, ale po raz pierwszy jeem i osetrynę!",1-1
7,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца.","Palięc sigarę, dostaje paczki ładnych, półprzezroczystych brytyjskich banknotów z satysfakcjonującą fizjonomią króla, wyjmu jedną, składając z niej telce.",1-1
8,Кладу в пепельницу и поджигаю.,Kładę go do popielnicy i podpalam.,1-1
9,"Это жертва благодарения цифровому миру, обеспечившему нас работой.","To ofiara wdzięczności cyfrowemu światu, którego zapewnia nam pracę.",1-1
10,Я совершаю этот ритуал каждый раз после удачного вечера.,Wykonuję ten rytuał każdego razu po udanym wieczorze.,1-1
11,"Современные купюры горят отвратительно, приходиться поджигать и поджигать.","Współczesne banknoty palą się odraźnie, muszę je podpalać i podpalać.",1-1
12,"Мда, англичане в ту пору оказались ""впереди планеты всей"".","Mda, Anglicy w tamtej chwili okazali się ""wprzedniemi całej planety"".",1-1
13,"Четверку джентльменов, подаривших миру новую моду, тогда окрестили ""новыми битлами"": трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол.","Czwórka dżentelmenów, którzy podarowali światu nową modę, wtedy nazwano ""nowymi Beatlesami"": trzej z nich współINowali imionami z liverpoolską czwórką: John, George i Paul.",1-1
14,Контрфаготиста звали Грегор.,Kontrafagotystę zważano Gregor.,1-1
15,"И те, и нынешние стремительно ворвались в послевоенный европейский мир.","I ci, i obecni szybko wdarli się do powojennego świata.",1-1
16,"Да, после войны всем, всем вдруг отчаянно захотелось почитать.","Da, po wojnie wszystkim, wszystkim nagle zażądano się czytać.",1-1
17,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.","Ręce złodziei rozciągnęły się ku książkom, a gurmankowie i złota młodzież do pierwszych podziemnych czytelni.",1-1
18,Потом туда хлынули и обыватели.,Potem tam przypadli i zwykli ludzie.,1-1
19,Это были золотые времена.,Były to złote czasy.,1-1
20,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.","Ci, którzy znaleźli się wówczas w odpowiednim miejscu, zrobiли sobie majątek na pełnych: drugi raz pовар, wzięty z ulicznej zapasy, za parę miesięcy robił się bogatszym.",1-1
21,"Мда, родись я лет на пять пораньше.","Mda, gdybym urodził się lat pięć wcześniej.",1-1
22,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,W tych szalonych latach ludzie nie zwracali uwagi na jakość.,1-1
23,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Czytano wtedy, co się nazywa ""po diagonali"": dym, kopię,zapachy.",1-1
24,"О качестве еды и говорить нечего: богатые дурачки, в одночасье ставшие гурманами, глотали сухой стейк из солнечника на ""Старике и море"", спаленную аррачеру на Дос-Пассосе и недожаренную свинину на ""Швейке"".","O jakości jedzenia nie było coś do powiedzenia: bogate duraczki,które nagle stały się gurmankami,pożerały suchy stek zbojnickina ""Starym i morzu"",spalone arracanie na Dos-Pasosie i nieprzyrządzoną wieprzynę na ""Szwajku"".",1-1
25,За эти девять лет именно русская литература принесла мне весьма приличный доход.,W ostatnich dziewięciu latach to właśnie rosyjska literatura przyniosła mi spory dochód.,1-1
26,"Благодаря ее пылающим страницам я прошел суровый путь от рядового повара в подпольных забегаловках Гонконга до шефа-по-вызову с тремя звездами и могу позволить теперь себе жить гастролями, кочуя по миру.","Dzięki jej płomiennym stronom я przeszedł surowy szlak od kuchara w podziemnych zakładach Hongkongu do szefa-po-wzywu z trzema gwiazdami i teraz mogę sobie pozwolić na wędrówki, podróżując po świecie.",1-1
27,"Ну и конечно Опыт, Опыт, ""сын ошибок трудных"".","A oczywiście Doświadczenie, Doświadczenie, ""syn błędów trudnych"".",1-1
28,Да и мать его Случайность.,A matka jego Przypadek.,1-1
29,И отец Интуиция.,A ojciec Intuicja.,1-1
30,"Книги как лошади дикие и своенравные, если не найти к ним подхода.","Książki jak konie dzikie i swojskie, jeśli nie znaleźć do nich podejścia.",1-1
31,Я обхожусь без стека и шпор.,Ja obchodzę bez kciuków i szpor.,1-1
32,"Ласка, только ласка.","Laska, tylko laska.",1-1
33,"Книги для меня не просто дрова, как их называют в нашем поварском подпольном сообществе.","Książki dla mnie nie są prostymi drzewcami, jak ich nazywa się w naszym kucharskim podziemiu.",1-1
34,"Все-таки книга это целый мир, хоть и ушедший навсегда.","W końcu, książka to cały świat, choć już utracony na zawsze.",1-1
35,В этом смысле я романтик.,W tym sensie jestem romantykiem.,1-1
36,"Я сын гуманитария, внук стоматолога, правнук адвоката, праправнук раввина.","Ja syn humanisty, wnuk stomatologa, prawnuk adwokata, pra-prawnuk rabina.",1-1
37,"И я знаю точно если ты любишь книгу по-настоящему, она отдаст тебе все свое тепло.","I znam dokładnie jeśli ktoś lubi książkę naprawdę, ona daje temu wszystko swoje ciepło.",1-1
38,"А я люблю русскую классику, хотя не прочел и до середины ни одного русского романа.","A ja kocham rosyjską klasykę, choć nie przeczytałem i do połowy żadnego rosyjskiego romansu.",1-1
39,"И я не буду жарить стейк на писателе второго сорта, вроде Горького.","I nie będę gotował steka z pisarza drugiego sortu, jakiegoś Gorkiego.",1-1
40,"Всю классику я и моя умная блоха знаем наизусть: сюжет, биография автора со всеми подробностями, дата выхода бумажного полена.","Całą klasykę ja i moja inteligentna blocha znamy na pamięć: fabułę, biografię autora ze wszystkimi szczegółami, datę wydania książki.",1-1
41,"Это необходимо знать каждому повару, даже если он вообще не умеет читать книги.","To konieczne wiedze dla każdego kucharza, nawet jeśli on nie umie czytać książek.",1-1
42,"А таких людей у нас, к сожалению, все больше.",A takich ludzi u nas coraz więcej.,1-1
43,"Хотя, безусловно, чтобы хорошо прочесть книгу, повару необязательно ее прочесть. Парадокс XXI века. ""O tempora, o mores!"" как говаривал мой покойный профессор-отец.","Choć oczywiście aby dobrze przeczytać książkę pовару не обязательно её прочитатьParadoks XXI wieku ""O tempora o mores!"" jak mówił mój zmarły profesor-ojciec.",3-1
44,"А я мальчиком думал, что он говорит о ""темпуре"", которую готовили в одной японской харчевне на соседней улице.","A ja chłopcem myślałem, że mówi o ""tempurze"", którą gotowali w jednej japońskiej restauracji na sąsiedniej ulicy.",1-1
45,Во мне уже тогда проснулась душа повара.,Wtedy już w moim sercu rozległ się duch kucharza.,1-1
46,"С тех пор как человечество перестало печатать книги и навсегда сделало лучшие из них музейными экспонатами, book'n'grill появился на свет.","Od tamtej pory, gdy ludzkość przestała drukować książki i na zawsze uczyniła najlepsze z nich muzealnymi eksponatami, book'n'grill pojawił się na świecie.",1-1
47,Люди всегда тянутся к запретному плоду.,Ludzie zawsze ciągle sięgają po zakazane owocie.,1-1
48,"Девяносто процентов отпечатанных человечеством книг были сданы в утиль или просто выброшены на помойки, чтобы не занимали пространство в квартирах.","Dziewięćdziesiąt procentów wydrukowanych przez ludzkość książek zostało sprzedanych na złom lub просто wrzuconych na śmietniki, aby nie zajmować miejsca w mieszkaniach.",1-1
49,"А вот оставшиеся десять, осевшие в музеях и библиотеках, вдохновили лучшую часть человечества на удивительную страсть.","A jedynie dziesięć, które pozostały w muzeach i bibliotekach, inspiredziło najlepszą część ludzkości na niesamowitą pasję.",1-1
50,"Первый стейк был зажарен двенадцать лет назад в Лондоне на пламени первого издания ""Поминок по Финнегану"", выкраденного из Британского музея.","Pierwszy stek został podsmażony dwanaście lat temu w Londynie na ogniu pierwszego wydania ""Pożegnanie z Finnenagiem"", skradzionego z Muzeum Brytyjskiego.",1-1
51,"Его приготовили и съели четверо великих мужей психоаналитик, флорист, биржевой брокер и контрфаготист.","Jego przygotowali i zjadli czterej wielcy mężowie psycholog, floretysta, makler giełdowy i kontrafagotysta.",1-1
52,Так родился book'n'grill.,Tak narodził się book'n'grill.,1-1
53,"Это положило начало великой страсти, ставшей за эти стремительные годы великой традицией.","To положило początek wielkiej pasji, która stała się wielką tradycją.",1-1
54,10 000 фунтов за вечер неплохой навар.,10 000 funtów za wieczer niezłe zapłaty.,1-1
55,Мой прайс уже обогнал стоимость книги.,Moja cena już przewyższyła koszt książki.,1-1
56,Это знак качества.,To znak jakości.,1-1
57,"А когда растет прайс, вместе с ним растет и чувство глубокого удовлетворения.","A gdy cena rośnie, razem z nią rosnie i uczucie głębokiego zadowolenia.",1-1
58,"Статус, статус book'n'grill chef.","Status, status book'n'grill chef.",1-1
59,"В общем, я доволен.",W ogóle jestem zadowolony.,1-1
60,"И профессией, и судьбой.","I z profesją, i losem.",1-1
61,Хотя не все в моей жизни было гладко.,Chociaż nie wszystko w moim życiu było gładko.,1-1
62,Но шрамы для нашего брата book'n'griller привычное дело.,Ale szramy dla naszego bractwa book'n'griller codzienne sprawy.,1-1
63,Все прошло хорошо.,Wszystko poszło dobrze.,1-1
64,"Книга прочитана идеально не быстро и не медленно, минимум дыма.","Książka została przeczytana idealnie nie szybko i nie powoli, minimum dymu.",1-1
65,Классика.,Klasyka.,1-1
66,Я был в форме.,Byłem w formie.,1-1
67,"Умение повара листать горящие страницы, чтобы поддерживать равномерный огонь одна из важнейших составляющих нашей профессии.","Umiejętność povařa liśćć gorące strony, aby utrzymać równomierny ogień jedna z ważniejszych składników naszej profesji.",1-1
68,"Мы переворачиваем их специальной металлической полоской в форме меча, называемой в нашей среде ""эскалибур"".","My przewracamy je specjalną metalową płytką w kształcie miecza, zwaną w naszym środowisku ""Eskalibur"".",1-1
69,"У каждого повара эскалибур свой, сделанный на заказ.","Każdy pовар ma swój Eskalibur, wykonany na zamówienie.",1-1
70,"После последнего обыска в Пало-Альто я пользуюсь новым титановым, с костяной ручкой.","Po ostatnim przeszukaniu w Palo-Alto zaczynam nowym tytanowym, z kościaną rękojeścią.",1-1
71,"Риск возрастает, когда дамы и господа сидят вокруг жаровни и у повара нет тыла.","Ryzyko rosnie, gdy panie i dama siedzą wokół komina i u kucharza nie ma tyłach.",1-1
72,"Так на то я и шеф-гастролер, а не рядовой book'n'griller.","Tak na to ja i szef-gastroler, a nie рядowy book'n'griller.",1-1
73,"Когда жаровня окружена со всех сторон клиентами с пустыми тарелками, я вспоминаю того легендарного фокусника, что некогда ходил по городам Европы, поражая публику простым фокусом с протыканием пальца гвоздем.","Gdy komin jest otoczony ze wszystkich stron klientami z pustymi talerzami, ja przypominaję tamtego legendarnego fokusnika, który kiedyś szedł po miastach Europy, porażając publiczność prostym fokusem z przebijaniem palca gwoździem.",1-1
