id,source,target,n2m
1,Diego Cocca wird neuer Nationaltrainer von Mexiko,Diego Cocca will be the new national coach of Mexico.,1-1
2,Im Sommer 2026 richtet Mexiko gemeinsam mit den USA und Kanada die WM mit dann erstmals 48 Mannschaften aus.,"In the summer of 2026, Mexico will host the World Cup alongside the USA and Canada, featuring 48 teams for the first time.",1-1
3,"Cocca tritt die Nachfolge von Gerardo Martino an, dessen Vertrag nach dem frühen WM-Aus in Katar nicht verlängert wurde.","Cocca will succeed Gerardo Martino as head coach, whose contract was not renewed after the team's early exit from the World Cup in Qatar.",1-1
4,Der 50-Jährige zählte bis vor wenigen Tagen nicht zu den Favoriten für den Posten.,The 50-year-old was not considered a favorite for the position until recently.,1-1
5,Er hatte erst im November als Coach des mexikanischen Clubs Tigres übernommen. Seine überraschende Berufung zum Nationaltrainer löste Ärger im Verein aus.,"He had only taken over as coach of the Mexican club Tigres in November, and his unexpected appointment as national coach caused controversy within the club.",2-1
6,Geesthacht: Neue Beetschilder sollen zum Nachpflanzen animieren,Geesthacht: New signs should encourage reforestation.,1-1
7,"Franko Stein (FD Umwelt, links) und Friedhelm Ringe (Nabu) stellen die Pflanzenschilder in den Beeten der Fußgängerzone auf.","Franko Stein (Environmental Department, left) and Friedhelm Ringe (Nature Conservation Association) are setting up plant signs in the pedestrian zone.",1-1
8,"Zur Aktion ""Geesthacht blüht auf"" gehört auch die Information darüber, was dort gerade blüht - aktuell in den Farben Weiß und Rosa.",The 'Geesthacht blüht auf' campaign also includes information on what is currently blooming there in the colors white and pink.,1-1
9,Geesthacht.,Geesthacht is blooming.,1-1
10,"""Geesthacht blüht auf"" lautet eine Aktion des Nabu in Kooperation mit der Stadtverwaltung.","The Nabu, in cooperation with the city administration, has launched an action with the slogan ""Geesthacht blüht auf"" (Geesthacht is blooming).",1-1
11,"Unter Mitwirkung von vielen Freiwilligen von Vereinen, Schulen, Kindertagesstätten, Unternehmen und Institutionen wurden seit 2015 Tausende von Blumenzwiebeln und Pflanzen in die Erde gebracht.","With the help of many volunteers from clubs, schools, kindergartens, businesses, and institutions, thousands of flower bulbs and plants have been planted in the ground since 2015.",1-1
12,"Ziel: Im Geesthachter Stadtgebiet sollen weitflächig Blühinseln entstehen, auf denen Insekten zu jeder Zeit Nahrung finden.","The goal is to create extensive flower islands throughout the Geesthacht city area, where insects can find food at any time.",1-1
13,"""Bei günstiger Wetterlage fliegen die Bienen schon im Januar aus, um Nahrung zu suchen"", sagt Friedhelm Ringe vom Geesthachter Nabu.","""In favorable weather conditions, bees are already flying out in January to search for food,"" says Friedhelm Ringe from the Geesthacht Nabu.",1-1
14,Er hat selbst Bienenstöcke auf dem Grundstück.,He himself keeps beehives on his property.,1-1
15,"Damit das Unterfangen nicht nur eine Aktion von Naturschützern und dem Fachdienst Umwelt der Stadt bleibt, sondern bis in die privaten Gärten hinein weite Kreise zieht, werden immer wieder erklärende Tafeln zu den Pflanzen gestellt.","To ensure that the initiative doesn't remain the sole domain of environmental activists and the city's environmental department, explanatory signs about the plants are being placed in private gardens, reaching a wider audience.",1-1
16,Etwa 50 Schilder sind es bis jetzt.,There are around 50 signs so far.,1-1
